Date,ILMN
2022-12-08,204.688720703125
2022-12-09,200.0194549560547
2022-12-12,202.84046936035156
2022-12-13,205.0194549560547
2022-12-14,204.2606964111328
2022-12-15,201.80934143066406
2022-12-16,194.1050567626953
2022-12-19,186.37159729003906
2022-12-20,186.24513244628906
2022-12-21,192.0817108154297
2022-12-22,190.4474639892578
2022-12-23,186.0311279296875
2022-12-27,183.62840270996094
2022-12-28,185.6128387451172
2022-12-29,196.14785766601562
2022-12-30,196.69261169433594
2023-01-03,195.39883422851562
2023-01-04,197.09144592285156
2023-01-05,195.67120361328125
2023-01-06,196.37159729003906
2023-01-09,201.66342163085938
2023-01-10,189.15370178222656
2023-01-11,198.49221801757812
2023-01-12,188.47276306152344
2023-01-13,195.63229370117188
2023-01-17,200.81712341308594
2023-01-18,200.23345947265625
2023-01-19,191.0311279296875
2023-01-20,198.8229522705078
2023-01-23,210.4863739013672
2023-01-24,209.28988647460938
2023-01-25,205.2918243408203
2023-01-26,206.98443603515625
2023-01-27,208.2003936767578
2023-01-30,204.37742614746094
2023-01-31,208.36575317382812
2023-02-01,210.62257385253906
2023-02-02,218.813232421875
2023-02-03,208.4241180419922
2023-02-06,203.01556396484375
2023-02-07,209.8638153076172
2023-02-08,193.0933837890625
2023-02-09,190.52529907226562
2023-02-10,191.22567749023438
2023-02-13,210.05836486816406
2023-02-14,207.0330810546875
2023-02-15,208.2198486328125
2023-02-16,206.0505828857422
2023-02-17,206.06031799316406
2023-02-21,197.31517028808594
2023-02-22,196.21595764160156
2023-02-23,196.69261169433594
2023-02-24,191.23541259765625
2023-02-27,191.53697204589844
2023-02-28,193.77432250976562
2023-03-01,193.13229370117188
2023-03-02,200.8949432373047
2023-03-03,215.18482971191406
2023-03-06,209.75680541992188
2023-03-07,202.7821044921875
2023-03-08,202.3638153076172
2023-03-09,197.07199096679688
2023-03-10,188.72567749023438
2023-03-13,220.75875854492188
2023-03-14,219.72763061523438
2023-03-15,221.935791015625
2023-03-16,218.8229522705078
2023-03-17,218.43385314941406
2023-03-20,213.78404235839844
2023-03-21,215.5739288330078
2023-03-22,211.26458740234375
2023-03-23,211.04086303710938
2023-03-24,214.00778198242188
2023-03-27,211.8871612548828
2023-03-28,208.01556396484375
2023-03-29,215.98248291015625
2023-03-30,219.12451171875
2023-03-31,226.21595764160156
2023-04-03,223.75486755371094
2023-04-04,223.9494171142578
2023-04-05,224.63035583496094
2023-04-06,223.72567749023438
2023-04-10,223.45330810546875
2023-04-11,221.55642700195312
2023-04-12,220.7003936767578
2023-04-13,226.3326873779297
2023-04-14,221.7996063232422
2023-04-17,223.7062225341797
2023-04-18,222.062255859375
2023-04-19,225.3015594482422
2023-04-20,219.4066162109375
2023-04-21,221.4785919189453
2023-04-24,222.8307342529297
2023-04-25,212.73345947265625
2023-04-26,205.21400451660156
2023-04-27,198.8229522705078
2023-04-28,199.96109008789062
2023-05-01,196.7996063232422
2023-05-02,189.8443603515625
2023-05-03,191.186767578125
2023-05-04,190.95330810546875
2023-05-05,194.22178649902344
2023-05-08,190.36964416503906
2023-05-09,188.9688720703125
2023-05-10,203.78404235839844
2023-05-11,202.53890991210938
2023-05-12,202.9182891845703
2023-05-15,199.2704315185547
2023-05-16,196.42022705078125
2023-05-17,192.10116577148438
2023-05-18,195.80738830566406
2023-05-19,199.2801513671875
2023-05-22,203.16148376464844
2023-05-23,198.80349731445312
2023-05-24,206.85797119140625
2023-05-25,188.25875854492188
2023-05-26,190.55447387695312
2023-05-30,189.21206665039062
2023-05-31,191.2937774658203
2023-06-01,193.6673126220703
2023-06-02,201.66342163085938
2023-06-05,204.8249053955078
2023-06-06,197.53890991210938
2023-06-07,196.81906127929688
2023-06-08,197.1984405517578
2023-06-09,195.06809997558594
2023-06-12,202.47080993652344
2023-06-13,201.2062225341797
2023-06-14,199.2606964111328
2023-06-15,204.22178649902344
2023-06-16,200.2626495361328
2023-06-20,196.62451171875
2023-06-21,194.4260711669922
2023-06-22,196.6439666748047
2023-06-23,196.1770477294922
2023-06-26,186.65370178222656
2023-06-27,178.43385314941406
2023-06-28,179.48443603515625
2023-06-29,180.437744140625
2023-06-30,182.38327026367188
2023-07-03,182.99610900878906
2023-07-05,181.935791015625
2023-07-06,177.50973510742188
2023-07-07,178.32684326171875
2023-07-10,178.92996215820312
2023-07-11,179.78599548339844
2023-07-12,186.72178649902344
2023-07-13,183.686767578125
2023-07-14,182.0525360107422
2023-07-17,179.12451171875
2023-07-18,175.4182891845703
2023-07-19,179.50389099121094
2023-07-20,179.15370178222656
2023-07-21,185.3015594482422
2023-07-24,182.9474639892578
2023-07-25,184.19261169433594
2023-07-26,185.98248291015625
2023-07-27,184.5330810546875
2023-07-28,187.1984405517578
2023-07-31,186.9163360595703
2023-08-01,184.13424682617188
2023-08-02,184.39688110351562
2023-08-03,180.2918243408203
2023-08-04,182.55836486816406
2023-08-07,182.12062072753906
2023-08-08,181.08949279785156
2023-08-09,179.46498107910156
2023-08-10,180.07781982421875
2023-08-11,175.564208984375
2023-08-14,170.36964416503906
2023-08-15,171.22567749023438
2023-08-16,164.92218017578125
2023-08-17,165.08755493164062
2023-08-18,162.66537475585938
2023-08-21,162.85018920898438
2023-08-22,158.501953125
2023-08-23,159.47470092773438
2023-08-24,155.25291442871094
2023-08-25,153.77432250976562
2023-08-28,153.89105224609375
2023-08-29,157.5194549560547
2023-08-30,161.53697204589844
2023-08-31,160.7198486328125
2023-09-01,163.87159729003906
2023-09-05,155.08755493164062
2023-09-06,155.63229370117188
2023-09-07,154.52334594726562
2023-09-08,154.04669189453125
2023-09-11,150.53501892089844
2023-09-12,146.3326873779297
2023-09-13,146.66342163085938
2023-09-14,146.39105224609375
2023-09-15,142.1692657470703
2023-09-18,138.5311279296875
2023-09-19,136.70233154296875
2023-09-20,134.5817108154297
2023-09-21,129.6984405517578
2023-09-22,128.8326873779297
2023-09-25,127.83074188232422
2023-09-26,125.39883422851562
2023-09-27,129.6692657470703
2023-09-28,128.74513244628906
2023-09-29,133.54086303710938
2023-10-02,132.72373962402344
2023-10-03,130.27236938476562
2023-10-04,134.5525360107422
2023-10-05,135.63229370117188
2023-10-06,136.2062225341797
2023-10-09,134.03697204589844
2023-10-10,135.00973510742188
2023-10-11,134.16342163085938
2023-10-12,126.84825134277344
2023-10-13,125.5933837890625
2023-10-16,127.80155944824219
2023-10-17,128.27821350097656
2023-10-18,121.06031036376953
2023-10-19,116.7120590209961
2023-10-20,116.3813247680664
2023-10-23,116.21595001220703
2023-10-24,112.937744140625
2023-10-25,110.82685089111328
2023-10-26,108.58949279785156
2023-10-27,106.24513244628906
2023-10-30,104.9319076538086
2023-10-31,106.43968963623047
2023-11-01,103.75486755371094
2023-11-02,109.20233154296875
2023-11-03,113.73541259765625
2023-11-06,109.76654052734375
2023-11-07,111.3813247680664
2023-11-08,107.68482208251953
2023-11-09,104.06614685058594
2023-11-10,95.69065856933594
2023-11-13,90.26264953613281
2023-11-14,94.83463287353516
2023-11-15,97.44163513183594
2023-11-16,92.60700225830078
2023-11-17,91.7509765625
2023-11-20,94.95136260986328
2023-11-21,93.35603332519531
2023-11-22,95.09727478027344
2023-11-24,95.6614761352539
2023-11-27,92.07198333740234
2023-11-28,93.91050720214844
2023-11-29,98.80350494384766
2023-11-30,99.17314910888672
2023-12-01,106.79961395263672
2023-12-04,111.22567749023438
2023-12-05,108.71595001220703
2023-12-06,110.88521575927734
2023-12-07,113.93968963623047
2023-12-08,109.86381530761719
2023-12-11,114.43579864501953
2023-12-12,114.43579864501953
2023-12-13,123.21984100341797
2023-12-14,127.90856170654297
2023-12-15,123.63813018798828
2023-12-18,125.58365631103516
2023-12-19,135.7295684814453
2023-12-20,133.17120361328125
2023-12-21,136.41050720214844
2023-12-22,136.186767578125
2023-12-26,136.80934143066406
2023-12-27,138.64785766601562
2023-12-28,138.25875854492188
2023-12-29,135.4474639892578
2024-01-02,133.8618621826172
2024-01-03,126.78988647460938
2024-01-04,127.8501968383789
2024-01-05,126.92607116699219
2024-01-08,130.0194549560547
2024-01-09,135.93385314941406
2024-01-10,136.7996063232422
2024-01-11,137.1692657470703
2024-01-12,134.2801513671875
2024-01-16,131.45913696289062
2024-01-17,129.92218017578125
2024-01-18,130.5836639404297
2024-01-19,132.17898559570312
2024-01-22,135.09727478027344
2024-01-23,136.9163360595703
2024-01-24,137.1692657470703
2024-01-25,138.87159729003906
2024-01-26,136.7996063232422
2024-01-29,142.72373962402344
2024-01-30,143.19065856933594
2024-01-31,139.1147918701172
2024-02-01,141.7704315185547
2024-02-02,140.2821044921875
2024-02-05,138.3560333251953
2024-02-06,140.94357299804688
2024-02-07,139.04669189453125
2024-02-08,139.4260711669922
2024-02-09,134.08560180664062
2024-02-12,136.14785766601562
2024-02-13,130.09727478027344
2024-02-14,136.9066162109375
2024-02-15,142.09144592285156
2024-02-16,139.50389099121094
2024-02-20,136.23541259765625
2024-02-21,132.69454956054688
2024-02-22,131.85797119140625
2024-02-23,129.37742614746094
2024-02-26,133.2393035888672
2024-02-27,135.95330810546875
2024-02-28,137.14007568359375
2024-02-29,136.0214080810547
2024-03-01,136.67315673828125
2024-03-04,133.9494171142578
2024-03-05,131.0116729736328
2024-03-06,131.4494171142578
2024-03-07,132.29571533203125
2024-03-08,131.74124145507812
2024-03-11,135.27236938476562
2024-03-12,129.0953369140625
2024-03-13,129.16342163085938
2024-03-14,124.61089324951172
2024-03-15,124.2509765625
2024-03-18,126.59532928466797
2024-03-19,129.5330810546875
2024-03-20,129.562255859375
2024-03-21,133.7062225341797
2024-03-22,133.501953125
2024-03-25,130.40855407714844
2024-03-26,130.1556396484375
2024-03-27,134.90272521972656
2024-03-28,133.57977294921875
2024-04-01,129.1050567626953
2024-04-02,125.01945495605469
2024-04-03,124.26069641113281
2024-04-04,122.5680923461914
2024-04-05,124.27043151855469
2024-04-08,126.57587432861328
2024-04-09,129.93190002441406
2024-04-10,127.59727478027344
2024-04-11,127.14007568359375
2024-04-12,123.60894775390625
2024-04-15,117.85992431640625
2024-04-16,114.48443603515625
2024-04-17,115.0680923461914
2024-04-18,113.51167297363281
2024-04-19,114.23152160644531
2024-04-22,116.9747085571289
2024-04-23,121.07003784179688
2024-04-24,119.52334594726562
2024-04-25,117.75291442871094
2024-04-26,118.94941711425781
2024-04-29,121.33268737792969
2024-04-30,119.69844055175781
2024-05-01,121.28404998779297
2024-05-02,120.61283874511719
2024-05-03,114.7178955078125
2024-05-06,115.73930358886719
2024-05-07,109.74708557128906
2024-05-08,107.60700225830078
2024-05-09,108.31712341308594
2024-05-10,107.51945495605469
2024-05-13,109.69844055175781
2024-05-14,112.4319076538086
2024-05-15,111.87743377685547
2024-05-16,111.34241485595703
2024-05-17,108.04474639892578
2024-05-20,105.57392883300781
2024-05-21,104.67898559570312
2024-05-22,104.46498107910156
2024-05-23,102.96692657470703
2024-05-24,103.57976531982422
2024-05-28,102.16925811767578
2024-05-29,98.98832702636719
2024-05-30,98.29766845703125
2024-05-31,101.43968963623047
2024-06-03,100.55447387695312
2024-06-04,99.28015899658203
2024-06-05,103.8813247680664
2024-06-06,111.59532928466797
2024-06-07,110.60311126708984
2024-06-10,106.82879638671875
2024-06-11,109.52334594726562
2024-06-12,105.55447387695312
2024-06-13,106.24513244628906
2024-06-14,105.70038604736328
2024-06-17,106.0992202758789
2024-06-18,105.1556396484375
2024-06-20,105.30155944824219
2024-06-21,105.61283874511719
2024-06-24,107.23735046386719
2024-06-25,109.83999633789062
2024-06-26,105.68000030517578
2024-06-27,106.45999908447266
2024-06-28,104.37999725341797
2024-07-01,105.5
2024-07-02,105.51000213623047
2024-07-03,105.27999877929688
2024-07-05,108.5199966430664
2024-07-08,107.83999633789062
2024-07-09,106.68000030517578
2024-07-10,113.16999816894531
2024-07-11,118.0
2024-07-12,116.08999633789062
2024-07-15,116.55999755859375
2024-07-16,125.2300033569336
2024-07-17,119.88999938964844
2024-07-18,115.79000091552734
2024-07-19,114.48999786376953
2024-07-22,117.61000061035156
2024-07-23,115.5999984741211
2024-07-24,116.29000091552734
2024-07-25,117.30000305175781
2024-07-26,120.43000030517578
2024-07-29,121.55999755859375
2024-07-30,122.5
2024-07-31,122.5999984741211
2024-08-01,122.3499984741211
2024-08-02,117.69999694824219
2024-08-05,115.47000122070312
2024-08-06,116.36000061035156
2024-08-07,121.0999984741211
2024-08-08,126.69999694824219
2024-08-09,123.55999755859375
2024-08-12,124.54000091552734
2024-08-13,119.72000122070312
2024-08-14,122.27999877929688
2024-08-15,128.8000030517578
2024-08-16,130.30999755859375
2024-08-19,135.89999389648438
2024-08-20,132.50999450683594
2024-08-21,132.6199951171875
2024-08-22,129.3300018310547
2024-08-23,131.38999938964844
2024-08-26,130.4199981689453
2024-08-27,130.89999389648438
2024-08-28,131.6999969482422
2024-08-29,133.77999877929688
2024-08-30,131.39999389648438
2024-09-03,130.25999450683594
2024-09-04,128.58999633789062
2024-09-05,129.75999450683594
2024-09-06,124.38999938964844
2024-09-09,122.54000091552734
2024-09-10,124.12999725341797
2024-09-11,124.83000183105469
2024-09-12,126.25
2024-09-13,129.17999267578125
2024-09-16,129.52000427246094
2024-09-17,130.2100067138672
2024-09-18,130.97000122070312
2024-09-19,134.38999938964844
2024-09-20,131.1999969482422
2024-09-23,130.10000610351562
2024-09-24,128.82000732421875
2024-09-25,126.1500015258789
2024-09-26,132.27000427246094
2024-09-27,130.1199951171875
2024-09-30,130.41000366210938
2024-10-01,128.97999572753906
2024-10-02,139.02000427246094
2024-10-03,136.36000061035156
2024-10-04,141.42999267578125
2024-10-07,140.66000366210938
2024-10-08,139.66000366210938
2024-10-09,140.0
2024-10-10,143.75999450683594
2024-10-11,145.5399932861328
2024-10-14,149.07000732421875
2024-10-15,147.61000061035156
2024-10-16,143.88999938964844
2024-10-17,143.52000427246094
2024-10-18,146.07000732421875
2024-10-21,145.2100067138672
2024-10-22,144.05999755859375
2024-10-23,142.94000244140625
2024-10-24,141.38999938964844
2024-10-25,141.9499969482422
2024-10-28,144.02999877929688
2024-10-29,146.0
2024-10-30,147.66000366210938
2024-10-31,144.13999938964844
2024-11-01,149.75999450683594
2024-11-04,153.49000549316406
2024-11-05,154.9600067138672
2024-11-06,151.8300018310547
2024-11-07,155.14999389648438
2024-11-08,151.08999633789062
2024-11-11,151.5
2024-11-12,147.6199951171875
2024-11-13,146.1699981689453
2024-11-14,142.24000549316406
2024-11-15,135.0500030517578
2024-11-18,130.74000549316406
2024-11-19,135.0
2024-11-20,131.67999267578125
2024-11-21,136.99000549316406
