Date,ODFL
2023-04-04,164.36000061035156
2023-04-05,162.48500061035156
2023-04-06,162.88499450683594
2023-04-10,167.39500427246094
2023-04-11,169.9949951171875
2023-04-12,170.02999877929688
2023-04-13,166.38499450683594
2023-04-14,169.3350067138672
2023-04-17,170.41000366210938
2023-04-18,171.6999969482422
2023-04-19,173.0050048828125
2023-04-20,173.44500732421875
2023-04-21,174.4250030517578
2023-04-24,177.22000122070312
2023-04-25,169.68499755859375
2023-04-26,152.75999450683594
2023-04-27,156.60499572753906
2023-04-28,160.19500732421875
2023-05-01,158.8699951171875
2023-05-02,157.78500366210938
2023-05-03,160.3350067138672
2023-05-04,156.1199951171875
2023-05-05,158.48500061035156
2023-05-08,155.82000732421875
2023-05-09,156.0749969482422
2023-05-10,157.2050018310547
2023-05-11,155.2100067138672
2023-05-12,154.03500366210938
2023-05-15,153.24000549316406
2023-05-16,149.21499633789062
2023-05-17,151.8800048828125
2023-05-18,153.21499633789062
2023-05-19,150.7050018310547
2023-05-22,151.0749969482422
2023-05-23,150.64999389648438
2023-05-24,150.24000549316406
2023-05-25,155.09500122070312
2023-05-26,157.9149932861328
2023-05-30,158.7899932861328
2023-05-31,155.22000122070312
2023-06-01,158.8249969482422
2023-06-02,159.8350067138672
2023-06-05,156.8000030517578
2023-06-06,153.76499938964844
2023-06-07,158.0500030517578
2023-06-08,158.44000244140625
2023-06-09,153.09500122070312
2023-06-12,153.07000732421875
2023-06-13,156.0500030517578
2023-06-14,160.36000061035156
2023-06-15,164.18499755859375
2023-06-16,162.72999572753906
2023-06-20,160.30499267578125
2023-06-21,163.3249969482422
2023-06-22,165.4550018310547
2023-06-23,163.31500244140625
2023-06-26,167.27000427246094
2023-06-27,179.63499450683594
2023-06-28,185.14500427246094
2023-06-29,187.875
2023-06-30,184.875
2023-07-03,183.93499755859375
2023-07-05,183.86500549316406
2023-07-06,183.02999877929688
2023-07-07,184.97000122070312
2023-07-10,187.375
2023-07-11,188.9550018310547
2023-07-12,187.8800048828125
2023-07-13,188.6699981689453
2023-07-14,188.88499450683594
2023-07-17,191.63999938964844
2023-07-18,197.10000610351562
2023-07-19,197.60000610351562
2023-07-20,199.17999267578125
2023-07-21,197.2449951171875
2023-07-24,194.72999572753906
2023-07-25,197.68499755859375
2023-07-26,210.375
2023-07-27,206.06500244140625
2023-07-28,213.7949981689453
2023-07-31,209.7449951171875
2023-08-01,206.31500244140625
2023-08-02,204.2899932861328
2023-08-03,206.52000427246094
2023-08-04,203.55499267578125
2023-08-07,204.67999267578125
2023-08-08,204.5500030517578
2023-08-09,200.72000122070312
2023-08-10,202.97500610351562
2023-08-11,205.38999938964844
2023-08-14,207.9949951171875
2023-08-15,204.82000732421875
2023-08-16,203.5500030517578
2023-08-17,197.0850067138672
2023-08-18,196.7449951171875
2023-08-21,201.55499267578125
2023-08-22,202.5
2023-08-23,206.3249969482422
2023-08-24,204.35000610351562
2023-08-25,204.52000427246094
2023-08-28,208.19500732421875
2023-08-29,213.89999389648438
2023-08-30,215.15499877929688
2023-08-31,213.68499755859375
2023-09-01,217.93499755859375
2023-09-05,211.72000122070312
2023-09-06,211.92999267578125
2023-09-07,216.375
2023-09-08,210.625
2023-09-11,213.02000427246094
2023-09-12,210.9250030517578
2023-09-13,207.8699951171875
2023-09-14,203.49000549316406
2023-09-15,204.8000030517578
2023-09-18,204.9199981689453
2023-09-19,203.13999938964844
2023-09-20,203.94000244140625
2023-09-21,200.06500244140625
2023-09-22,200.3300018310547
2023-09-25,204.2550048828125
2023-09-26,199.5050048828125
2023-09-27,199.94500732421875
2023-09-28,203.02499389648438
2023-09-29,204.57000732421875
2023-10-02,201.59500122070312
2023-10-03,199.93499755859375
2023-10-04,201.5800018310547
2023-10-05,201.63999938964844
2023-10-06,206.7100067138672
2023-10-09,211.0850067138672
2023-10-10,212.55499267578125
2023-10-11,212.8800048828125
2023-10-12,212.03500366210938
2023-10-13,202.5399932861328
2023-10-16,206.2100067138672
2023-10-17,208.57000732421875
2023-10-18,200.92999267578125
2023-10-19,198.22500610351562
2023-10-20,196.51499938964844
2023-10-23,193.8300018310547
2023-10-24,192.9499969482422
2023-10-25,185.5050048828125
2023-10-26,184.89500427246094
2023-10-27,184.22999572753906
2023-10-30,189.57000732421875
2023-10-31,188.3300018310547
2023-11-01,195.3249969482422
2023-11-02,194.4149932861328
2023-11-03,196.1699981689453
2023-11-06,197.02000427246094
2023-11-07,198.17999267578125
2023-11-08,195.0749969482422
2023-11-09,192.8000030517578
2023-11-10,196.31500244140625
2023-11-13,195.5050048828125
2023-11-14,202.4149932861328
2023-11-15,201.3699951171875
2023-11-16,198.89500427246094
2023-11-17,199.9499969482422
2023-11-20,201.13499450683594
2023-11-21,202.44000244140625
2023-11-22,201.875
2023-11-24,202.16000366210938
2023-11-27,199.3249969482422
2023-11-28,193.69000244140625
2023-11-29,191.9550018310547
2023-11-30,194.52999877929688
2023-12-01,202.8699951171875
2023-12-04,201.9499969482422
2023-12-05,197.39500427246094
2023-12-06,186.44500732421875
2023-12-07,187.4949951171875
2023-12-08,184.72500610351562
2023-12-11,189.44000244140625
2023-12-12,191.1199951171875
2023-12-13,192.02999877929688
2023-12-14,191.25999450683594
2023-12-15,196.52499389648438
2023-12-18,196.5399932861328
2023-12-19,200.53500366210938
2023-12-20,201.01499938964844
2023-12-21,204.60499572753906
2023-12-22,206.48500061035156
2023-12-26,208.0
2023-12-27,206.8000030517578
2023-12-28,205.52999877929688
2023-12-29,202.6649932861328
2024-01-02,198.8699951171875
2024-01-03,192.55999755859375
2024-01-04,194.6300048828125
2024-01-05,191.88499450683594
2024-01-08,196.35499572753906
2024-01-09,195.3800048828125
2024-01-10,195.50999450683594
2024-01-11,194.4199981689453
2024-01-12,194.43499755859375
2024-01-16,191.39999389648438
2024-01-17,188.92999267578125
2024-01-18,191.1999969482422
2024-01-19,193.61500549316406
2024-01-22,200.85499572753906
2024-01-23,197.1199951171875
2024-01-24,195.83999633789062
2024-01-25,197.72000122070312
2024-01-26,196.3350067138672
2024-01-29,198.61500549316406
2024-01-30,197.93499755859375
2024-01-31,195.50999450683594
2024-02-01,196.09500122070312
2024-02-02,204.34500122070312
2024-02-05,207.22000122070312
2024-02-06,212.77499389648438
2024-02-07,216.22500610351562
2024-02-08,217.5800018310547
2024-02-09,217.6649932861328
2024-02-12,214.5500030517578
2024-02-13,211.97000122070312
2024-02-14,215.56500244140625
2024-02-15,216.1649932861328
2024-02-16,211.72500610351562
2024-02-20,209.7050018310547
2024-02-21,212.2100067138672
2024-02-22,218.46499633789062
2024-02-23,220.11000061035156
2024-02-26,222.94500732421875
2024-02-27,220.52999877929688
2024-02-28,216.4499969482422
2024-02-29,221.24000549316406
2024-03-01,222.13999938964844
2024-03-04,223.11500549316406
2024-03-05,215.0399932861328
2024-03-06,217.72999572753906
2024-03-07,221.53500366210938
2024-03-08,214.14500427246094
2024-03-11,216.44000244140625
2024-03-12,220.51499938964844
2024-03-13,216.91000366210938
2024-03-14,213.28500366210938
2024-03-15,210.55499267578125
2024-03-18,209.3699951171875
2024-03-19,212.03500366210938
2024-03-20,217.1300048828125
2024-03-21,222.41000366210938
2024-03-22,220.53500366210938
2024-03-25,217.51499938964844
2024-03-26,216.66000366210938
2024-03-27,213.97500610351562
2024-03-28,219.30999755859375
2024-04-01,218.1199951171875
2024-04-02,216.57000732421875
2024-04-03,219.83999633789062
2024-04-04,218.05999755859375
2024-04-05,224.57000732421875
2024-04-08,224.69000244140625
2024-04-09,222.52000427246094
2024-04-10,215.0399932861328
2024-04-11,219.7899932861328
2024-04-12,221.1300048828125
2024-04-15,219.9499969482422
2024-04-16,220.47999572753906
2024-04-17,210.80999755859375
2024-04-18,207.82000732421875
2024-04-19,211.82000732421875
2024-04-22,211.58999633789062
2024-04-23,219.27999877929688
2024-04-24,195.05999755859375
2024-04-25,196.66000366210938
2024-04-26,182.4199981689453
2024-04-29,184.24000549316406
2024-04-30,181.7100067138672
2024-05-01,182.49000549316406
2024-05-02,183.39999389648438
2024-05-03,185.05999755859375
2024-05-06,180.17999267578125
2024-05-07,184.7899932861328
2024-05-08,181.6999969482422
2024-05-09,183.16000366210938
2024-05-10,185.0399932861328
2024-05-13,182.02000427246094
2024-05-14,181.94000244140625
2024-05-15,183.9199981689453
2024-05-16,182.1699981689453
2024-05-17,183.07000732421875
2024-05-20,178.97000122070312
2024-05-21,175.4600067138672
2024-05-22,172.49000549316406
2024-05-23,171.57000732421875
2024-05-24,173.05999755859375
2024-05-28,173.30999755859375
2024-05-29,171.3000030517578
2024-05-30,173.0399932861328
2024-05-31,175.25
2024-06-03,169.3300018310547
2024-06-04,172.13999938964844
2024-06-05,175.6999969482422
2024-06-06,169.83999633789062
2024-06-07,168.52999877929688
2024-06-10,171.1199951171875
2024-06-11,173.91000366210938
2024-06-12,174.7899932861328
2024-06-13,172.91000366210938
2024-06-14,172.74000549316406
2024-06-17,173.9199981689453
2024-06-18,173.3000030517578
2024-06-20,174.64999389648438
2024-06-21,174.88999938964844
2024-06-24,176.07000732421875
2024-06-25,174.85000610351562
2024-06-26,176.0399932861328
2024-06-27,174.3699951171875
2024-06-28,176.60000610351562
2024-07-01,178.6999969482422
2024-07-02,182.1699981689453
2024-07-03,181.8699951171875
2024-07-05,182.77000427246094
2024-07-08,181.05999755859375
2024-07-09,178.41000366210938
2024-07-10,182.1199951171875
2024-07-11,186.75999450683594
2024-07-12,190.22000122070312
2024-07-15,195.25
2024-07-16,203.83999633789062
2024-07-17,198.67999267578125
2024-07-18,195.4600067138672
2024-07-19,195.47000122070312
2024-07-22,195.30999755859375
2024-07-23,193.85000610351562
2024-07-24,194.6199951171875
2024-07-25,205.6999969482422
2024-07-26,202.92999267578125
2024-07-29,201.5
2024-07-30,205.02999877929688
2024-07-31,210.17999267578125
2024-08-01,203.1999969482422
2024-08-02,195.1199951171875
2024-08-05,194.25999450683594
2024-08-06,197.86000061035156
2024-08-07,193.14999389648438
2024-08-08,196.0
2024-08-09,193.22999572753906
2024-08-12,190.6199951171875
2024-08-13,195.02000427246094
2024-08-14,193.0
2024-08-15,197.13999938964844
2024-08-16,200.1699981689453
2024-08-19,200.16000366210938
2024-08-20,198.75
2024-08-21,202.89999389648438
2024-08-22,200.89999389648438
2024-08-23,203.77000427246094
2024-08-26,199.1199951171875
2024-08-27,192.86000061035156
2024-08-28,194.1999969482422
2024-08-29,192.1199951171875
2024-08-30,192.8000030517578
2024-09-03,194.77999877929688
2024-09-04,195.63999938964844
2024-09-05,186.05999755859375
2024-09-06,184.82000732421875
2024-09-09,189.77999877929688
2024-09-10,191.16000366210938
2024-09-11,188.85000610351562
2024-09-12,191.25999450683594
2024-09-13,192.61000061035156
2024-09-16,191.9199981689453
2024-09-17,194.66000366210938
2024-09-18,196.75
2024-09-19,204.52000427246094
2024-09-20,193.97000122070312
2024-09-23,196.1699981689453
2024-09-24,198.4199981689453
2024-09-25,199.4600067138672
2024-09-26,195.3300018310547
2024-09-27,196.7100067138672
2024-09-30,198.63999938964844
2024-10-01,194.75
2024-10-02,193.5
2024-10-03,190.92999267578125
2024-10-04,191.86000061035156
2024-10-07,188.5800018310547
2024-10-08,192.16000366210938
2024-10-09,194.44000244140625
2024-10-10,194.58999633789062
2024-10-11,199.5800018310547
2024-10-14,202.4499969482422
2024-10-15,201.4600067138672
2024-10-16,203.49000549316406
2024-10-17,201.52000427246094
2024-10-18,199.5399932861328
2024-10-21,198.0500030517578
2024-10-22,199.5500030517578
2024-10-23,188.6699981689453
2024-10-24,191.80999755859375
2024-10-25,197.7899932861328
2024-10-28,200.8800048828125
2024-10-29,201.30999755859375
2024-10-30,203.82000732421875
2024-10-31,201.32000732421875
2024-11-01,200.97999572753906
2024-11-04,203.99000549316406
2024-11-05,207.00999450683594
2024-11-06,230.17999267578125
2024-11-07,222.91000366210938
2024-11-08,226.11000061035156
2024-11-11,231.83999633789062
2024-11-12,226.32000732421875
2024-11-13,225.60000610351562
2024-11-14,223.42999267578125
2024-11-15,215.57000732421875
2024-11-18,213.99000549316406
2024-11-19,211.8000030517578
2024-11-20,214.3300018310547
2024-11-21,218.38999938964844
