Date,ODFL
2022-02-28,157.01499938964844
2022-03-01,155.05999755859375
2022-03-02,158.98500061035156
2022-03-03,162.22500610351562
2022-03-04,159.15499877929688
2022-03-07,151.0050048828125
2022-03-08,149.6750030517578
2022-03-09,153.43499755859375
2022-03-10,154.8699951171875
2022-03-11,153.19000244140625
2022-03-14,149.27999877929688
2022-03-15,154.48500061035156
2022-03-16,161.6999969482422
2022-03-17,161.38999938964844
2022-03-18,164.14999389648438
2022-03-21,159.89500427246094
2022-03-22,161.4600067138672
2022-03-23,157.34500122070312
2022-03-24,158.3350067138672
2022-03-25,156.8800048828125
2022-03-28,157.96499633789062
2022-03-29,160.0749969482422
2022-03-30,155.66000366210938
2022-03-31,149.33999633789062
2022-04-01,139.25
2022-04-04,138.85499572753906
2022-04-05,134.66000366210938
2022-04-06,131.27999877929688
2022-04-07,131.9949951171875
2022-04-08,129.9550018310547
2022-04-11,129.0500030517578
2022-04-12,130.0
2022-04-13,133.2899932861328
2022-04-14,132.375
2022-04-18,132.69500732421875
2022-04-19,136.91000366210938
2022-04-20,138.4499969482422
2022-04-21,137.5399932861328
2022-04-22,134.51499938964844
2022-04-25,139.91000366210938
2022-04-26,136.05499267578125
2022-04-27,135.9949951171875
2022-04-28,146.1300048828125
2022-04-29,140.05999755859375
2022-05-02,140.02000427246094
2022-05-03,140.77000427246094
2022-05-04,145.50999450683594
2022-05-05,141.64999389648438
2022-05-06,140.1699981689453
2022-05-09,135.60000610351562
2022-05-10,137.0800018310547
2022-05-11,135.4149932861328
2022-05-12,134.8249969482422
2022-05-13,136.55999755859375
2022-05-16,131.24000549316406
2022-05-17,135.86000061035156
2022-05-18,118.23500061035156
2022-05-19,119.23500061035156
2022-05-20,121.58999633789062
2022-05-23,125.02999877929688
2022-05-24,123.23999786376953
2022-05-25,125.68000030517578
2022-05-26,130.47999572753906
2022-05-27,132.07000732421875
2022-05-31,129.1199951171875
2022-06-01,128.7100067138672
2022-06-02,133.74000549316406
2022-06-03,134.09500122070312
2022-06-06,134.52499389648438
2022-06-07,133.52000427246094
2022-06-08,126.94000244140625
2022-06-09,126.13500213623047
2022-06-10,123.58999633789062
2022-06-13,119.8499984741211
2022-06-14,119.73500061035156
2022-06-15,121.125
2022-06-16,117.4749984741211
2022-06-17,116.05000305175781
2022-06-21,119.17500305175781
2022-06-22,117.8499984741211
2022-06-23,123.80999755859375
2022-06-24,128.86000061035156
2022-06-27,130.02999877929688
2022-06-28,125.36000061035156
2022-06-29,127.6449966430664
2022-06-30,128.13999938964844
2022-07-01,130.5050048828125
2022-07-05,129.50999450683594
2022-07-06,132.09500122070312
2022-07-07,136.84500122070312
2022-07-08,136.50999450683594
2022-07-11,134.76499938964844
2022-07-12,131.40499877929688
2022-07-13,124.66000366210938
2022-07-14,125.44999694824219
2022-07-15,127.65499877929688
2022-07-18,130.75
2022-07-19,135.3249969482422
2022-07-20,138.30999755859375
2022-07-21,141.08999633789062
2022-07-22,139.47999572753906
2022-07-25,137.77499389648438
2022-07-26,136.5500030517578
2022-07-27,136.74000549316406
2022-07-28,146.5800018310547
2022-07-29,151.7550048828125
2022-08-01,151.89500427246094
2022-08-02,147.0800018310547
2022-08-03,147.85000610351562
2022-08-04,149.5399932861328
2022-08-05,151.5850067138672
2022-08-08,153.4550018310547
2022-08-09,150.9600067138672
2022-08-10,157.69000244140625
2022-08-11,157.69500732421875
2022-08-12,157.15499877929688
2022-08-15,156.14500427246094
2022-08-16,155.03500366210938
2022-08-17,151.61000061035156
2022-08-18,151.65499877929688
2022-08-19,148.52000427246094
2022-08-22,145.9550018310547
2022-08-23,145.97500610351562
2022-08-24,145.68499755859375
2022-08-25,150.4550018310547
2022-08-26,142.8249969482422
2022-08-29,139.89500427246094
2022-08-30,138.14999389648438
2022-08-31,135.7050018310547
2022-09-01,138.85499572753906
2022-09-02,136.11500549316406
2022-09-06,136.0
2022-09-07,131.99000549316406
2022-09-08,129.88999938964844
2022-09-09,134.39500427246094
2022-09-12,138.0
2022-09-13,130.3000030517578
2022-09-14,129.86500549316406
2022-09-15,128.17999267578125
2022-09-16,127.01499938964844
2022-09-19,129.13999938964844
2022-09-20,126.79000091552734
2022-09-21,125.80000305175781
2022-09-22,122.19000244140625
2022-09-23,124.01499938964844
2022-09-26,123.94000244140625
2022-09-27,124.875
2022-09-28,128.08999633789062
2022-09-29,127.08999633789062
2022-09-30,124.38500213623047
2022-10-03,130.93499755859375
2022-10-04,136.5800018310547
2022-10-05,136.2449951171875
2022-10-06,138.58999633789062
2022-10-07,130.02000427246094
2022-10-10,133.9250030517578
2022-10-11,133.8800048828125
2022-10-12,137.3249969482422
2022-10-13,134.27499389648438
2022-10-14,129.77000427246094
2022-10-17,133.55499267578125
2022-10-18,134.31500244140625
2022-10-19,130.3800048828125
2022-10-20,128.8249969482422
2022-10-21,130.21499633789062
2022-10-24,134.61000061035156
2022-10-25,137.01499938964844
2022-10-26,137.25
2022-10-27,132.2050018310547
2022-10-28,135.3000030517578
2022-10-31,137.3000030517578
2022-11-01,136.43499755859375
2022-11-02,130.19500732421875
2022-11-03,131.51499938964844
2022-11-04,135.9550018310547
2022-11-07,140.99000549316406
2022-11-08,145.02999877929688
2022-11-09,140.92999267578125
2022-11-10,152.81500244140625
2022-11-11,157.05499267578125
2022-11-14,157.13499450683594
2022-11-15,159.0449981689453
2022-11-16,153.5850067138672
2022-11-17,149.38499450683594
2022-11-18,149.1699981689453
2022-11-21,149.3000030517578
2022-11-22,147.9499969482422
2022-11-23,148.51499938964844
2022-11-25,146.9949951171875
2022-11-28,144.16000366210938
2022-11-29,146.03500366210938
2022-11-30,151.30499267578125
2022-12-01,150.44500732421875
2022-12-02,151.4250030517578
2022-12-05,144.8800048828125
2022-12-06,143.55999755859375
2022-12-07,143.3249969482422
2022-12-08,143.63499450683594
2022-12-09,146.11500549316406
2022-12-12,150.89999389648438
2022-12-13,152.3249969482422
2022-12-14,154.6999969482422
2022-12-15,149.57000732421875
2022-12-16,147.44000244140625
2022-12-19,145.09500122070312
2022-12-20,142.10499572753906
2022-12-21,143.65499877929688
2022-12-22,140.98500061035156
2022-12-23,143.0500030517578
2022-12-27,143.38499450683594
2022-12-28,141.125
2022-12-29,143.2899932861328
2022-12-30,141.88999938964844
2023-01-03,141.25999450683594
2023-01-04,144.39500427246094
2023-01-05,140.74000549316406
2023-01-06,150.35000610351562
2023-01-09,153.18499755859375
2023-01-10,153.3000030517578
2023-01-11,156.5399932861328
2023-01-12,156.625
2023-01-13,157.6750030517578
2023-01-17,157.2899932861328
2023-01-18,157.8300018310547
2023-01-19,155.3699951171875
2023-01-20,158.50999450683594
2023-01-23,161.42999267578125
2023-01-24,160.4499969482422
2023-01-25,160.27999877929688
2023-01-26,159.625
2023-01-27,166.89500427246094
2023-01-30,160.94000244140625
2023-01-31,166.6199951171875
2023-02-01,183.80999755859375
2023-02-02,185.7050018310547
2023-02-03,185.5050048828125
2023-02-06,184.78500366210938
2023-02-07,182.85000610351562
2023-02-08,182.9499969482422
2023-02-09,177.5
2023-02-10,174.5
2023-02-13,177.97999572753906
2023-02-14,179.34500122070312
2023-02-15,178.60499572753906
2023-02-16,175.96499633789062
2023-02-17,177.4199981689453
2023-02-21,171.35000610351562
2023-02-22,171.0050048828125
2023-02-23,172.63999938964844
2023-02-24,169.77000427246094
2023-02-27,171.19500732421875
2023-02-28,169.6300048828125
2023-03-01,169.30499267578125
2023-03-02,177.38499450683594
2023-03-03,177.52999877929688
2023-03-06,176.47500610351562
2023-03-07,174.89999389648438
2023-03-08,175.22000122070312
2023-03-09,171.48500061035156
2023-03-10,168.18499755859375
2023-03-13,164.61000061035156
2023-03-14,166.7949981689453
2023-03-15,166.23500061035156
2023-03-16,168.7550048828125
2023-03-17,165.77999877929688
2023-03-20,166.71499633789062
2023-03-21,168.0749969482422
2023-03-22,165.41000366210938
2023-03-23,164.75
2023-03-24,164.75
2023-03-27,167.2449951171875
2023-03-28,166.01499938964844
2023-03-29,165.69000244140625
2023-03-30,166.80499267578125
2023-03-31,170.4199981689453
2023-04-03,167.10499572753906
