Date,LBRDA
2022-02-28,144.80999755859375
2022-03-01,141.77999877929688
2022-03-02,135.57000732421875
2022-03-03,135.13999938964844
2022-03-04,131.77999877929688
2022-03-07,131.63999938964844
2022-03-08,131.8300018310547
2022-03-09,134.2100067138672
2022-03-10,135.2100067138672
2022-03-11,135.27999877929688
2022-03-14,133.69000244140625
2022-03-15,135.10000610351562
2022-03-16,136.08999633789062
2022-03-17,138.16000366210938
2022-03-18,137.1999969482422
2022-03-21,136.16000366210938
2022-03-22,137.72999572753906
2022-03-23,135.5
2022-03-24,134.77000427246094
2022-03-25,133.64999389648438
2022-03-28,135.10000610351562
2022-03-29,136.6999969482422
2022-03-30,136.47000122070312
2022-03-31,131.05999755859375
2022-04-01,133.94000244140625
2022-04-04,134.38999938964844
2022-04-05,133.67999267578125
2022-04-06,134.72999572753906
2022-04-07,132.63999938964844
2022-04-08,134.00999450683594
2022-04-11,134.4199981689453
2022-04-12,132.5
2022-04-13,135.02999877929688
2022-04-14,133.58999633789062
2022-04-18,128.91000366210938
2022-04-19,134.5399932861328
2022-04-20,130.9199981689453
2022-04-21,126.43000030517578
2022-04-22,124.04000091552734
2022-04-25,123.05000305175781
2022-04-26,118.52999877929688
2022-04-27,117.68000030517578
2022-04-28,113.55999755859375
2022-04-29,107.66000366210938
2022-05-02,108.47000122070312
2022-05-03,105.66000366210938
2022-05-04,109.0999984741211
2022-05-05,108.66999816894531
2022-05-06,109.75
2022-05-09,109.98999786376953
2022-05-10,110.62000274658203
2022-05-11,106.94000244140625
2022-05-12,110.4800033569336
2022-05-13,112.58999633789062
2022-05-16,111.05999755859375
2022-05-17,113.7699966430664
2022-05-18,112.44000244140625
2022-05-19,113.54000091552734
2022-05-20,113.66000366210938
2022-05-23,113.7300033569336
2022-05-24,114.47000122070312
2022-05-25,116.16999816894531
2022-05-26,120.12000274658203
2022-05-27,121.45999908447266
2022-05-31,122.01000213623047
2022-06-01,117.80000305175781
2022-06-02,118.94999694824219
2022-06-03,117.05000305175781
2022-06-06,117.22000122070312
2022-06-07,117.0
2022-06-08,117.08999633789062
2022-06-09,115.66000366210938
2022-06-10,113.72000122070312
2022-06-13,108.87999725341797
2022-06-14,108.72000122070312
2022-06-15,108.80000305175781
2022-06-16,100.93000030517578
2022-06-17,106.91999816894531
2022-06-21,105.8499984741211
2022-06-22,108.30999755859375
2022-06-23,109.62000274658203
2022-06-24,113.1500015258789
2022-06-27,113.37000274658203
2022-06-28,111.30999755859375
2022-06-29,112.62999725341797
2022-06-30,113.55000305175781
2022-07-01,117.16000366210938
2022-07-05,117.37999725341797
2022-07-06,116.26000213623047
2022-07-07,114.33000183105469
2022-07-08,114.72000122070312
2022-07-11,111.31999969482422
2022-07-12,114.48999786376953
2022-07-13,114.93000030517578
2022-07-14,115.19999694824219
2022-07-15,116.87000274658203
2022-07-18,116.76000213623047
2022-07-19,119.19999694824219
2022-07-20,120.29000091552734
2022-07-21,122.94999694824219
2022-07-22,122.30999755859375
2022-07-25,120.48999786376953
2022-07-26,120.54000091552734
2022-07-27,120.75
2022-07-28,108.30000305175781
2022-07-29,107.93000030517578
2022-08-01,107.26000213623047
2022-08-02,108.70999908447266
2022-08-03,111.77999877929688
2022-08-04,113.36000061035156
2022-08-05,115.52999877929688
2022-08-08,116.76000213623047
2022-08-09,114.38999938964844
2022-08-10,115.61000061035156
2022-08-11,116.18000030517578
2022-08-12,118.8499984741211
2022-08-15,120.1500015258789
2022-08-16,120.18000030517578
2022-08-17,115.45999908447266
2022-08-18,114.68000030517578
2022-08-19,114.36000061035156
2022-08-22,110.54000091552734
2022-08-23,108.3499984741211
2022-08-24,107.18000030517578
2022-08-25,108.66999816894531
2022-08-26,104.38999938964844
2022-08-29,101.83000183105469
2022-08-30,100.5
2022-08-31,100.81999969482422
2022-09-01,101.83999633789062
2022-09-02,98.77999877929688
2022-09-06,95.4800033569336
2022-09-07,97.11000061035156
2022-09-08,95.4000015258789
2022-09-09,98.16999816894531
2022-09-12,98.69000244140625
2022-09-13,94.33000183105469
2022-09-14,93.61000061035156
2022-09-15,91.43000030517578
2022-09-16,91.55000305175781
2022-09-19,91.2300033569336
2022-09-20,89.61000061035156
2022-09-21,87.5999984741211
2022-09-22,83.5
2022-09-23,81.08000183105469
2022-09-26,77.0
2022-09-27,76.38999938964844
2022-09-28,78.80000305175781
2022-09-29,76.87000274658203
2022-09-30,74.5999984741211
2022-10-03,78.73999786376953
2022-10-04,80.55999755859375
2022-10-05,80.26000213623047
2022-10-06,79.63999938964844
2022-10-07,77.25
2022-10-10,77.56999969482422
2022-10-11,75.62000274658203
2022-10-12,74.43000030517578
2022-10-13,77.97000122070312
2022-10-14,76.86000061035156
2022-10-17,78.02999877929688
2022-10-18,77.41999816894531
2022-10-19,75.69000244140625
2022-10-20,75.62000274658203
2022-10-21,75.2699966430664
2022-10-24,77.37000274658203
2022-10-25,79.79000091552734
2022-10-26,79.51000213623047
2022-10-27,81.81999969482422
2022-10-28,85.55999755859375
2022-10-31,85.31999969482422
2022-11-01,84.05000305175781
2022-11-02,82.02999877929688
2022-11-03,80.18000030517578
2022-11-04,80.91000366210938
2022-11-07,81.19999694824219
2022-11-08,81.16000366210938
2022-11-09,80.30000305175781
2022-11-10,86.2699966430664
2022-11-11,90.83999633789062
2022-11-14,89.16000366210938
2022-11-15,90.69000244140625
2022-11-16,89.52999877929688
2022-11-17,87.94000244140625
2022-11-18,86.12000274658203
2022-11-21,85.02999877929688
2022-11-22,89.05999755859375
2022-11-23,89.47000122070312
2022-11-25,89.72000122070312
2022-11-28,88.37999725341797
2022-11-29,88.68000030517578
2022-11-30,90.19999694824219
2022-12-01,89.7300033569336
2022-12-02,90.27999877929688
2022-12-05,88.66000366210938
2022-12-06,84.83999633789062
2022-12-07,85.72000122070312
2022-12-08,85.62000274658203
2022-12-09,87.44000244140625
2022-12-12,88.8499984741211
2022-12-13,90.19999694824219
2022-12-14,76.3499984741211
2022-12-15,73.0999984741211
2022-12-16,69.29000091552734
2022-12-19,69.33000183105469
2022-12-20,69.38999938964844
2022-12-21,71.70999908447266
2022-12-22,72.41000366210938
2022-12-23,74.2699966430664
2022-12-27,73.55000305175781
2022-12-28,73.5199966430664
