Date,ITRI
2022-02-28,47.66999816894531
2022-03-01,49.91999816894531
2022-03-02,50.0099983215332
2022-03-03,52.06999969482422
2022-03-04,47.310001373291016
2022-03-07,45.119998931884766
2022-03-08,47.060001373291016
2022-03-09,48.439998626708984
2022-03-10,47.38999938964844
2022-03-11,46.279998779296875
2022-03-14,45.43000030517578
2022-03-15,47.40999984741211
2022-03-16,49.709999084472656
2022-03-17,50.5099983215332
2022-03-18,51.47999954223633
2022-03-21,51.369998931884766
2022-03-22,51.7599983215332
2022-03-23,51.040000915527344
2022-03-24,51.5099983215332
2022-03-25,52.040000915527344
2022-03-28,51.310001373291016
2022-03-29,54.11000061035156
2022-03-30,53.08000183105469
2022-03-31,52.68000030517578
2022-04-01,53.279998779296875
2022-04-04,54.02000045776367
2022-04-05,52.150001525878906
2022-04-06,51.540000915527344
2022-04-07,51.2599983215332
2022-04-08,51.02000045776367
2022-04-11,50.189998626708984
2022-04-12,49.939998626708984
2022-04-13,50.56999969482422
2022-04-14,50.0099983215332
2022-04-18,48.66999816894531
2022-04-19,50.2400016784668
2022-04-20,49.93000030517578
2022-04-21,49.09000015258789
2022-04-22,47.2400016784668
2022-04-25,48.119998931884766
2022-04-26,46.45000076293945
2022-04-27,46.84000015258789
2022-04-28,48.56999969482422
2022-04-29,47.779998779296875
2022-05-02,49.16999816894531
2022-05-03,48.2599983215332
2022-05-04,53.90999984741211
2022-05-05,51.16999816894531
2022-05-06,50.349998474121094
2022-05-09,48.52000045776367
2022-05-10,47.83000183105469
2022-05-11,46.7599983215332
2022-05-12,46.029998779296875
2022-05-13,48.310001373291016
2022-05-16,47.90999984741211
2022-05-17,49.7599983215332
2022-05-18,49.29999923706055
2022-05-19,50.75
2022-05-20,50.79999923706055
2022-05-23,50.2400016784668
2022-05-24,49.88999938964844
2022-05-25,50.11000061035156
2022-05-26,51.040000915527344
2022-05-27,52.68000030517578
2022-05-31,51.61000061035156
2022-06-01,50.81999969482422
2022-06-02,53.13999938964844
2022-06-03,51.529998779296875
2022-06-06,51.810001373291016
2022-06-07,52.70000076293945
2022-06-08,51.130001068115234
2022-06-09,49.900001525878906
2022-06-10,48.70000076293945
2022-06-13,47.040000915527344
2022-06-14,44.91999816894531
2022-06-15,47.06999969482422
2022-06-16,43.83000183105469
2022-06-17,46.13999938964844
2022-06-21,47.279998779296875
2022-06-22,48.15999984741211
2022-06-23,49.16999816894531
2022-06-24,50.81999969482422
2022-06-27,51.290000915527344
2022-06-28,50.68000030517578
2022-06-29,49.16999816894531
2022-06-30,49.43000030517578
2022-07-01,48.33000183105469
2022-07-05,47.45000076293945
2022-07-06,47.400001525878906
2022-07-07,48.369998931884766
2022-07-08,47.93000030517578
2022-07-11,46.20000076293945
2022-07-12,45.66999816894531
2022-07-13,45.61000061035156
2022-07-14,45.279998779296875
2022-07-15,48.31999969482422
2022-07-18,47.93000030517578
2022-07-19,48.86000061035156
2022-07-20,52.61000061035156
2022-07-21,54.400001525878906
2022-07-22,53.56999969482422
2022-07-25,54.20000076293945
2022-07-26,53.68000030517578
2022-07-27,55.40999984741211
2022-07-28,56.849998474121094
2022-07-29,58.400001525878906
2022-08-01,57.93000030517578
2022-08-02,57.27000045776367
2022-08-03,58.619998931884766
2022-08-04,50.65999984741211
2022-08-05,51.63999938964844
2022-08-08,50.630001068115234
2022-08-09,50.220001220703125
2022-08-10,52.869998931884766
2022-08-11,53.31999969482422
2022-08-12,55.099998474121094
2022-08-15,55.2599983215332
2022-08-16,53.709999084472656
2022-08-17,52.599998474121094
2022-08-18,52.79999923706055
2022-08-19,50.18000030517578
2022-08-22,48.7400016784668
2022-08-23,48.720001220703125
2022-08-24,49.63999938964844
2022-08-25,51.15999984741211
2022-08-26,48.880001068115234
2022-08-29,47.88999938964844
2022-08-30,46.869998931884766
2022-08-31,47.58000183105469
2022-09-01,47.75
2022-09-02,47.61000061035156
2022-09-06,46.650001525878906
2022-09-07,49.630001068115234
2022-09-08,49.5099983215332
2022-09-09,50.7400016784668
2022-09-12,50.70000076293945
2022-09-13,49.86000061035156
2022-09-14,49.810001373291016
2022-09-15,49.0
2022-09-16,48.54999923706055
2022-09-19,48.29999923706055
2022-09-20,46.849998474121094
2022-09-21,46.4900016784668
2022-09-22,45.25
2022-09-23,43.93000030517578
2022-09-26,43.630001068115234
2022-09-27,43.68000030517578
2022-09-28,44.58000183105469
2022-09-29,43.38999938964844
2022-09-30,42.11000061035156
2022-10-03,44.0099983215332
2022-10-04,46.279998779296875
2022-10-05,45.7400016784668
2022-10-06,44.58000183105469
2022-10-07,42.70000076293945
2022-10-10,42.720001220703125
2022-10-11,43.5099983215332
2022-10-12,41.790000915527344
2022-10-13,43.130001068115234
2022-10-14,42.84000015258789
2022-10-17,44.060001373291016
2022-10-18,44.52000045776367
2022-10-19,43.81999969482422
2022-10-20,42.0
2022-10-21,44.13999938964844
2022-10-24,44.7400016784668
2022-10-25,47.560001373291016
2022-10-26,47.31999969482422
2022-10-27,48.91999816894531
2022-10-28,49.369998931884766
2022-10-31,48.88999938964844
2022-11-01,48.790000915527344
2022-11-02,46.5
2022-11-03,43.150001525878906
2022-11-04,46.75
2022-11-07,50.11000061035156
2022-11-08,50.36000061035156
2022-11-09,50.43000030517578
2022-11-10,53.939998626708984
2022-11-11,55.16999816894531
2022-11-14,52.81999969482422
2022-11-15,54.400001525878906
2022-11-16,53.790000915527344
2022-11-17,52.7400016784668
2022-11-18,55.040000915527344
2022-11-21,52.529998779296875
2022-11-22,52.959999084472656
2022-11-23,52.75
2022-11-25,53.31999969482422
2022-11-28,51.04999923706055
2022-11-29,51.0
2022-11-30,53.18000030517578
2022-12-01,54.27000045776367
2022-12-02,54.47999954223633
2022-12-05,53.869998931884766
2022-12-06,52.349998474121094
2022-12-07,51.77000045776367
2022-12-08,53.0
2022-12-09,52.54999923706055
2022-12-12,52.95000076293945
2022-12-13,54.290000915527344
2022-12-14,53.529998779296875
2022-12-15,51.400001525878906
