Date,CPB
2022-02-28,44.970001220703125
2022-03-01,44.40999984741211
2022-03-02,45.150001525878906
2022-03-03,45.54999923706055
2022-03-04,45.54999923706055
2022-03-07,45.52000045776367
2022-03-08,42.29999923706055
2022-03-09,42.630001068115234
2022-03-10,41.869998931884766
2022-03-11,42.16999816894531
2022-03-14,42.810001373291016
2022-03-15,43.470001220703125
2022-03-16,42.65999984741211
2022-03-17,42.7400016784668
2022-03-18,42.43000030517578
2022-03-21,42.470001220703125
2022-03-22,42.9900016784668
2022-03-23,43.0099983215332
2022-03-24,43.31999969482422
2022-03-25,44.529998779296875
2022-03-28,44.150001525878906
2022-03-29,44.72999954223633
2022-03-30,44.099998474121094
2022-03-31,44.56999969482422
2022-04-01,45.04999923706055
2022-04-04,44.9900016784668
2022-04-05,44.880001068115234
2022-04-06,44.88999938964844
2022-04-07,45.15999984741211
2022-04-08,45.470001220703125
2022-04-11,45.77000045776367
2022-04-12,45.709999084472656
2022-04-13,45.810001373291016
2022-04-14,46.20000076293945
2022-04-18,45.470001220703125
2022-04-19,46.20000076293945
2022-04-20,47.13999938964844
2022-04-21,47.47999954223633
2022-04-22,46.939998626708984
2022-04-25,46.83000183105469
2022-04-26,46.36000061035156
2022-04-27,47.040000915527344
2022-04-28,48.27000045776367
2022-04-29,47.220001220703125
2022-05-02,46.900001525878906
2022-05-03,47.119998931884766
2022-05-04,48.0
2022-05-05,48.619998931884766
2022-05-06,49.66999816894531
2022-05-09,51.38999938964844
2022-05-10,49.58000183105469
2022-05-11,49.349998474121094
2022-05-12,50.0099983215332
2022-05-13,50.54999923706055
2022-05-16,50.65999984741211
2022-05-17,50.279998779296875
2022-05-18,46.220001220703125
2022-05-19,46.060001373291016
2022-05-20,46.029998779296875
2022-05-23,46.15999984741211
2022-05-24,47.7599983215332
2022-05-25,47.97999954223633
2022-05-26,47.900001525878906
2022-05-27,48.209999084472656
2022-05-31,47.90999984741211
2022-06-01,47.0
2022-06-02,45.75
2022-06-03,45.72999954223633
2022-06-06,45.90999984741211
2022-06-07,46.599998474121094
2022-06-08,47.310001373291016
2022-06-09,47.0
2022-06-10,46.93000030517578
2022-06-13,45.86000061035156
2022-06-14,45.439998626708984
2022-06-15,45.310001373291016
2022-06-16,45.18000030517578
2022-06-17,45.38999938964844
2022-06-21,47.0
2022-06-22,46.970001220703125
2022-06-23,47.400001525878906
2022-06-24,48.439998626708984
2022-06-27,48.13999938964844
2022-06-28,47.88999938964844
2022-06-29,48.400001525878906
2022-06-30,48.04999923706055
2022-07-01,48.4900016784668
2022-07-05,48.25
2022-07-06,48.36000061035156
2022-07-07,48.56999969482422
2022-07-08,48.58000183105469
2022-07-11,48.7400016784668
2022-07-12,48.88999938964844
2022-07-13,49.459999084472656
2022-07-14,49.04999923706055
2022-07-15,48.72999954223633
2022-07-18,48.18000030517578
2022-07-19,48.41999816894531
2022-07-20,48.04999923706055
2022-07-21,47.61000061035156
2022-07-22,47.849998474121094
2022-07-25,48.61000061035156
2022-07-26,49.0
2022-07-27,48.560001373291016
2022-07-28,49.119998931884766
2022-07-29,49.349998474121094
2022-08-01,49.58000183105469
2022-08-02,49.20000076293945
2022-08-03,49.689998626708984
2022-08-04,48.939998626708984
2022-08-05,49.41999816894531
2022-08-08,49.540000915527344
2022-08-09,49.68000030517578
2022-08-10,49.939998626708984
2022-08-11,50.09000015258789
2022-08-12,49.939998626708984
2022-08-15,50.04999923706055
2022-08-16,50.689998626708984
2022-08-17,50.689998626708984
2022-08-18,50.790000915527344
2022-08-19,51.310001373291016
2022-08-22,50.849998474121094
2022-08-23,51.15999984741211
2022-08-24,51.54999923706055
2022-08-25,51.189998626708984
2022-08-26,50.689998626708984
2022-08-29,51.13999938964844
2022-08-30,50.689998626708984
2022-08-31,50.380001068115234
2022-09-01,49.369998931884766
