Date,SPSC
2022-02-28,129.85000610351562
2022-03-01,125.94999694824219
2022-03-02,130.88999938964844
2022-03-03,125.2300033569336
2022-03-04,125.5
2022-03-07,122.88999938964844
2022-03-08,120.68000030517578
2022-03-09,128.41000366210938
2022-03-10,128.0399932861328
2022-03-11,122.52999877929688
2022-03-14,119.11000061035156
2022-03-15,121.16999816894531
2022-03-16,127.29000091552734
2022-03-17,130.2899932861328
2022-03-18,134.11000061035156
2022-03-21,131.19000244140625
2022-03-22,132.4199981689453
2022-03-23,129.00999450683594
2022-03-24,132.89999389648438
2022-03-25,127.54000091552734
2022-03-28,130.27999877929688
2022-03-29,133.80999755859375
2022-03-30,133.61000061035156
2022-03-31,131.1999969482422
2022-04-01,134.9199981689453
2022-04-04,132.7899932861328
2022-04-05,129.4600067138672
2022-04-06,124.68000030517578
2022-04-07,125.48999786376953
2022-04-08,120.75
2022-04-11,121.02999877929688
2022-04-12,122.30999755859375
2022-04-13,125.62999725341797
2022-04-14,124.62999725341797
2022-04-18,122.51000213623047
2022-04-19,126.37000274658203
2022-04-20,127.98999786376953
2022-04-21,125.41000366210938
2022-04-22,123.47000122070312
2022-04-25,123.55999755859375
2022-04-26,117.56999969482422
2022-04-27,118.1500015258789
2022-04-28,121.9800033569336
2022-04-29,119.62999725341797
2022-05-02,120.63999938964844
2022-05-03,119.58999633789062
2022-05-04,125.05999755859375
2022-05-05,119.8499984741211
2022-05-06,117.66000366210938
2022-05-09,114.06999969482422
2022-05-10,106.0199966430664
2022-05-11,102.76000213623047
2022-05-12,102.95999908447266
2022-05-13,105.52999877929688
2022-05-16,104.05000305175781
2022-05-17,104.30999755859375
2022-05-18,97.66999816894531
2022-05-19,100.06999969482422
2022-05-20,99.25
2022-05-23,101.23999786376953
2022-05-24,100.4800033569336
2022-05-25,103.87999725341797
2022-05-26,104.62999725341797
2022-05-27,108.43000030517578
2022-05-31,107.04000091552734
2022-06-01,110.37000274658203
2022-06-02,112.19000244140625
2022-06-03,111.20999908447266
2022-06-06,111.56999969482422
2022-06-07,111.62000274658203
2022-06-08,108.33999633789062
2022-06-09,106.4800033569336
2022-06-10,104.4800033569336
2022-06-13,99.98999786376953
2022-06-14,102.37000274658203
2022-06-15,102.98999786376953
2022-06-16,98.81999969482422
2022-06-17,100.61000061035156
2022-06-21,101.80000305175781
2022-06-22,102.12999725341797
2022-06-23,109.70999908447266
2022-06-24,114.66000366210938
2022-06-27,112.5199966430664
2022-06-28,112.0
2022-06-29,114.47000122070312
2022-06-30,113.05000305175781
2022-07-01,111.45999908447266
2022-07-05,114.76000213623047
2022-07-06,115.0999984741211
2022-07-07,117.93000030517578
2022-07-08,116.51000213623047
2022-07-11,113.93000030517578
2022-07-12,105.2699966430664
2022-07-13,103.58999633789062
2022-07-14,101.58999633789062
2022-07-15,104.5199966430664
2022-07-18,103.4000015258789
2022-07-19,107.19999694824219
2022-07-20,115.25
2022-07-21,118.68000030517578
2022-07-22,117.55999755859375
2022-07-25,116.05999755859375
2022-07-26,113.05000305175781
2022-07-27,117.95999908447266
2022-07-28,118.62000274658203
2022-07-29,119.76000213623047
2022-08-01,125.30000305175781
2022-08-02,125.05999755859375
2022-08-03,129.5399932861328
2022-08-04,129.72999572753906
2022-08-05,131.22999572753906
2022-08-08,130.3000030517578
2022-08-09,127.33999633789062
2022-08-10,128.14999389648438
2022-08-11,126.19000244140625
2022-08-12,130.60000610351562
2022-08-15,132.6999969482422
2022-08-16,133.14999389648438
2022-08-17,130.80999755859375
2022-08-18,131.57000732421875
2022-08-19,129.75
2022-08-22,126.93000030517578
2022-08-23,125.88999938964844
2022-08-24,125.7300033569336
2022-08-25,128.5
2022-08-26,124.68000030517578
2022-08-29,121.94000244140625
2022-08-30,122.13999938964844
2022-08-31,122.12000274658203
2022-09-01,119.02999877929688
2022-09-02,117.27999877929688
2022-09-06,118.36000061035156
2022-09-07,120.16000366210938
2022-09-08,123.54000091552734
2022-09-09,125.2699966430664
2022-09-12,124.72000122070312
2022-09-13,120.52999877929688
2022-09-14,122.25
2022-09-15,122.7300033569336
2022-09-16,123.08000183105469
2022-09-19,124.16000366210938
2022-09-20,124.36000061035156
2022-09-21,122.22000122070312
2022-09-22,119.5199966430664
2022-09-23,117.44999694824219
2022-09-26,120.20999908447266
2022-09-27,123.48999786376953
2022-09-28,127.2699966430664
2022-09-29,127.37000274658203
2022-09-30,124.2300033569336
2022-10-03,126.94000244140625
2022-10-04,130.77999877929688
2022-10-05,132.32000732421875
2022-10-06,133.60000610351562
2022-10-07,126.52999877929688
2022-10-10,124.27999877929688
2022-10-11,123.18000030517578
2022-10-12,121.83000183105469
2022-10-13,123.80000305175781
2022-10-14,120.12999725341797
2022-10-17,123.01000213623047
2022-10-18,124.79000091552734
2022-10-19,121.08000183105469
2022-10-20,122.66000366210938
2022-10-21,124.19999694824219
2022-10-24,124.73999786376953
2022-10-25,130.97999572753906
2022-10-26,127.97000122070312
2022-10-27,130.27999877929688
2022-10-28,128.82000732421875
2022-10-31,126.5199966430664
2022-11-01,125.77999877929688
2022-11-02,121.41000366210938
2022-11-03,120.94999694824219
2022-11-04,119.12000274658203
2022-11-07,118.72000122070312
2022-11-08,121.05000305175781
2022-11-09,118.63999938964844
2022-11-10,130.80999755859375
2022-11-11,133.1300048828125
2022-11-14,131.97000122070312
2022-11-15,134.75999450683594
2022-11-16,133.27999877929688
2022-11-17,129.22999572753906
2022-11-18,129.19000244140625
2022-11-21,128.7899932861328
2022-11-22,130.22999572753906
2022-11-23,131.75
2022-11-25,132.0
2022-11-28,132.91000366210938
2022-11-29,133.4199981689453
2022-11-30,142.25999450683594
2022-12-01,145.8300018310547
2022-12-02,145.16000366210938
2022-12-05,136.89999389648438
2022-12-06,135.3300018310547
2022-12-07,134.9600067138672
2022-12-08,133.77999877929688
2022-12-09,131.8000030517578
2022-12-12,137.3699951171875
2022-12-13,137.97000122070312
2022-12-14,133.8300018310547
2022-12-15,127.1500015258789
2022-12-16,126.23999786376953
2022-12-19,126.91000366210938
2022-12-20,126.25
2022-12-21,127.44999694824219
2022-12-22,127.0999984741211
2022-12-23,127.33000183105469
2022-12-27,126.94999694824219
2022-12-28,125.0
2022-12-29,129.52999877929688
2022-12-30,128.42999267578125
2023-01-03,128.00999450683594
2023-01-04,124.5
2023-01-05,122.05999755859375
2023-01-06,126.30999755859375
2023-01-09,127.19999694824219
2023-01-10,127.73999786376953
2023-01-11,127.1500015258789
2023-01-12,128.77000427246094
2023-01-13,132.89999389648438
2023-01-17,134.17999267578125
2023-01-18,133.07000732421875
2023-01-19,134.1199951171875
2023-01-20,135.99000549316406
2023-01-23,138.92999267578125
2023-01-24,139.47000122070312
2023-01-25,136.5500030517578
2023-01-26,136.7100067138672
2023-01-27,136.82000732421875
2023-01-30,133.10000610351562
2023-01-31,136.0800018310547
2023-02-01,137.89999389648438
2023-02-02,142.97999572753906
2023-02-03,144.39999389648438
2023-02-06,138.57000732421875
2023-02-07,141.75
2023-02-08,137.27999877929688
2023-02-09,137.52000427246094
2023-02-10,145.5800018310547
2023-02-13,147.8800048828125
2023-02-14,150.5800018310547
2023-02-15,156.0500030517578
2023-02-16,150.75999450683594
2023-02-17,151.86000061035156
2023-02-21,150.1199951171875
2023-02-22,146.66000366210938
2023-02-23,150.9499969482422
2023-02-24,148.25
2023-02-27,147.69000244140625
2023-02-28,150.63999938964844
2023-03-01,149.3000030517578
2023-03-02,150.2899932861328
2023-03-03,149.66000366210938
2023-03-06,150.6699981689453
2023-03-07,146.99000549316406
2023-03-08,146.24000549316406
2023-03-09,143.58999633789062
2023-03-10,141.39999389648438
2023-03-13,141.33999633789062
2023-03-14,146.24000549316406
2023-03-15,146.6699981689453
2023-03-16,148.75999450683594
2023-03-17,145.25
2023-03-20,148.75999450683594
2023-03-21,148.44000244140625
2023-03-22,144.35000610351562
2023-03-23,144.4199981689453
2023-03-24,145.8300018310547
2023-03-27,147.14999389648438
2023-03-28,147.14999389648438
2023-03-29,148.55999755859375
2023-03-30,146.57000732421875
2023-03-31,152.3000030517578
2023-04-03,151.8800048828125
2023-04-04,150.80999755859375
2023-04-05,148.2899932861328
2023-04-06,147.72999572753906
2023-04-10,150.75999450683594
2023-04-11,150.00999450683594
2023-04-12,149.2899932861328
2023-04-13,153.1300048828125
2023-04-14,151.49000549316406
2023-04-17,151.9199981689453
2023-04-18,150.75
2023-04-19,150.02999877929688
2023-04-20,150.5500030517578
2023-04-21,152.1199951171875
2023-04-24,150.8800048828125
2023-04-25,141.47999572753906
2023-04-26,142.64999389648438
2023-04-27,147.3699951171875
2023-04-28,147.3000030517578
2023-05-01,148.41000366210938
2023-05-02,151.7100067138672
2023-05-03,152.49000549316406
2023-05-04,149.0
2023-05-05,150.38999938964844
2023-05-08,153.0
2023-05-09,154.1199951171875
2023-05-10,158.5399932861328
2023-05-11,155.69000244140625
2023-05-12,155.72000122070312
2023-05-15,155.83999633789062
2023-05-16,155.60000610351562
2023-05-17,157.99000549316406
2023-05-18,159.5
2023-05-19,160.1199951171875
2023-05-22,163.11000061035156
2023-05-23,159.9600067138672
2023-05-24,158.0399932861328
2023-05-25,159.58999633789062
2023-05-26,162.35000610351562
2023-05-30,157.9199981689453
2023-05-31,155.8000030517578
2023-06-01,158.47000122070312
2023-06-02,162.72999572753906
2023-06-05,163.69000244140625
2023-06-06,169.75999450683594
2023-06-07,169.27999877929688
2023-06-08,170.5399932861328
2023-06-09,172.08999633789062
2023-06-12,177.13999938964844
2023-06-13,177.92999267578125
2023-06-14,179.4199981689453
2023-06-15,182.02000427246094
2023-06-16,184.6999969482422
2023-06-20,182.83999633789062
2023-06-21,182.1699981689453
2023-06-22,183.66000366210938
2023-06-23,182.7899932861328
2023-06-26,181.22999572753906
2023-06-27,183.85000610351562
2023-06-28,188.5
2023-06-29,189.27000427246094
2023-06-30,192.05999755859375
2023-07-03,189.0500030517578
2023-07-05,190.0800018310547
2023-07-06,186.0
2023-07-07,182.27000427246094
2023-07-10,181.22999572753906
2023-07-11,187.00999450683594
2023-07-12,188.1199951171875
2023-07-13,188.9600067138672
2023-07-14,189.66000366210938
2023-07-17,193.72999572753906
2023-07-18,194.80999755859375
2023-07-19,192.7100067138672
2023-07-20,185.75
2023-07-21,181.38999938964844
2023-07-24,177.88999938964844
2023-07-25,176.64999389648438
2023-07-26,175.00999450683594
2023-07-27,172.82000732421875
2023-07-28,174.52999877929688
2023-07-31,180.38999938964844
2023-08-01,175.16000366210938
2023-08-02,168.8000030517578
2023-08-03,168.39999389648438
2023-08-04,166.99000549316406
2023-08-07,169.44000244140625
2023-08-08,167.63999938964844
2023-08-09,167.5500030517578
2023-08-10,168.91000366210938
2023-08-11,169.6199951171875
2023-08-14,174.25999450683594
2023-08-15,175.3000030517578
2023-08-16,169.72000122070312
2023-08-17,164.0800018310547
2023-08-18,168.3800048828125
2023-08-21,172.47000122070312
2023-08-22,175.8000030517578
2023-08-23,182.49000549316406
2023-08-24,178.14999389648438
2023-08-25,179.47999572753906
2023-08-28,179.47999572753906
2023-08-29,183.02999877929688
2023-08-30,186.10000610351562
2023-08-31,186.1300048828125
2023-09-01,181.0399932861328
2023-09-05,181.0500030517578
2023-09-06,178.38999938964844
2023-09-07,177.8300018310547
2023-09-08,178.3699951171875
2023-09-11,177.83999633789062
2023-09-12,179.4499969482422
2023-09-13,177.88999938964844
2023-09-14,178.6699981689453
2023-09-15,175.91000366210938
2023-09-18,176.86000061035156
2023-09-19,174.5500030517578
2023-09-20,171.7899932861328
2023-09-21,165.9499969482422
2023-09-22,169.97000122070312
2023-09-25,171.0399932861328
2023-09-26,168.30999755859375
2023-09-27,170.52000427246094
2023-09-28,170.9600067138672
2023-09-29,170.61000061035156
2023-10-02,168.8000030517578
2023-10-03,165.97999572753906
2023-10-04,166.2100067138672
2023-10-05,165.99000549316406
2023-10-06,173.61000061035156
2023-10-09,173.1699981689453
2023-10-10,171.08999633789062
2023-10-11,170.39999389648438
2023-10-12,167.8000030517578
2023-10-13,167.1199951171875
2023-10-16,171.88999938964844
2023-10-17,171.58999633789062
2023-10-18,170.47000122070312
2023-10-19,166.00999450683594
2023-10-20,159.6999969482422
2023-10-23,157.61000061035156
2023-10-24,157.5
2023-10-25,156.4199981689453
2023-10-26,155.27000427246094
2023-10-27,154.22000122070312
2023-10-30,157.57000732421875
2023-10-31,160.33999633789062
2023-11-01,161.10000610351562
2023-11-02,163.1699981689453
2023-11-03,166.6199951171875
2023-11-06,168.22999572753906
2023-11-07,170.50999450683594
2023-11-08,170.13999938964844
2023-11-09,165.92999267578125
2023-11-10,169.33999633789062
2023-11-13,171.86000061035156
2023-11-14,186.41000366210938
2023-11-15,176.3800048828125
2023-11-16,172.75999450683594
2023-11-17,172.5
2023-11-20,170.3800048828125
2023-11-21,172.05999755859375
2023-11-22,174.14999389648438
2023-11-24,175.19000244140625
2023-11-27,176.0500030517578
2023-11-28,174.50999450683594
2023-11-29,171.49000549316406
2023-11-30,172.27999877929688
2023-12-01,177.75
2023-12-04,185.75999450683594
2023-12-05,185.8800048828125
2023-12-06,182.19000244140625
2023-12-07,182.1300048828125
2023-12-08,183.3800048828125
2023-12-11,184.89999389648438
2023-12-12,183.92999267578125
2023-12-13,185.7899932861328
2023-12-14,183.22000122070312
2023-12-15,184.60000610351562
2023-12-18,188.02000427246094
2023-12-19,194.0
2023-12-20,189.49000549316406
2023-12-21,188.88999938964844
2023-12-22,193.38999938964844
2023-12-26,197.08999633789062
2023-12-27,197.2899932861328
2023-12-28,196.2100067138672
2023-12-29,193.83999633789062
2024-01-02,184.3000030517578
2024-01-03,181.05999755859375
2024-01-04,177.47999572753906
2024-01-05,173.11000061035156
2024-01-08,180.10000610351562
2024-01-09,177.3000030517578
2024-01-10,177.9499969482422
2024-01-11,181.24000549316406
2024-01-12,181.00999450683594
2024-01-16,180.6999969482422
2024-01-17,180.6199951171875
2024-01-18,182.3300018310547
2024-01-19,184.92999267578125
2024-01-22,188.4600067138672
2024-01-23,189.5500030517578
2024-01-24,187.3699951171875
2024-01-25,185.5800018310547
2024-01-26,186.60000610351562
2024-01-29,191.1300048828125
2024-01-30,190.2100067138672
2024-01-31,183.8000030517578
2024-02-01,181.74000549316406
2024-02-02,179.85000610351562
2024-02-05,178.61000061035156
2024-02-06,180.3000030517578
2024-02-07,182.5800018310547
2024-02-08,183.77000427246094
2024-02-09,210.99000549316406
2024-02-12,201.13999938964844
2024-02-13,193.11000061035156
2024-02-14,196.13999938964844
2024-02-15,196.6699981689453
2024-02-16,192.91000366210938
2024-02-20,186.67999267578125
2024-02-21,182.3000030517578
2024-02-22,182.9499969482422
2024-02-23,184.10000610351562
2024-02-26,184.13999938964844
2024-02-27,187.0399932861328
2024-02-28,184.25
2024-02-29,185.16000366210938
2024-03-01,189.0399932861328
2024-03-04,189.50999450683594
2024-03-05,177.50999450683594
2024-03-06,182.92999267578125
2024-03-07,185.16000366210938
2024-03-08,184.58999633789062
2024-03-11,184.08999633789062
2024-03-12,182.3300018310547
2024-03-13,183.47999572753906
2024-03-14,180.6199951171875
2024-03-15,180.02000427246094
2024-03-18,178.75999450683594
2024-03-19,180.91000366210938
2024-03-20,184.02000427246094
2024-03-21,183.49000549316406
2024-03-22,182.07000732421875
2024-03-25,181.67999267578125
2024-03-26,180.6999969482422
2024-03-27,183.88999938964844
2024-03-28,184.89999389648438
2024-04-01,184.24000549316406
2024-04-02,176.05999755859375
2024-04-03,174.88999938964844
2024-04-04,174.75999450683594
2024-04-05,179.3300018310547
2024-04-08,177.11000061035156
2024-04-09,179.57000732421875
2024-04-10,170.5399932861328
2024-04-11,169.89999389648438
2024-04-12,169.64999389648438
2024-04-15,165.92999267578125
2024-04-16,163.35000610351562
2024-04-17,161.6999969482422
2024-04-18,163.1300048828125
2024-04-19,165.49000549316406
2024-04-22,168.63999938964844
2024-04-23,170.60000610351562
2024-04-24,171.1199951171875
2024-04-25,169.42999267578125
2024-04-26,178.9600067138672
2024-04-29,182.47000122070312
2024-04-30,173.8699951171875
2024-05-01,178.97000122070312
2024-05-02,182.07000732421875
2024-05-03,182.41000366210938
2024-05-06,188.97000122070312
2024-05-07,192.67999267578125
2024-05-08,188.1300048828125
2024-05-09,193.52000427246094
2024-05-10,192.4499969482422
2024-05-13,192.60000610351562
2024-05-14,195.63999938964844
2024-05-15,198.6699981689453
2024-05-16,196.0500030517578
2024-05-17,196.08999633789062
2024-05-20,199.4199981689453
2024-05-21,194.63999938964844
2024-05-22,192.75999450683594
2024-05-23,193.36000061035156
2024-05-24,193.86000061035156
2024-05-28,191.94000244140625
2024-05-29,191.67999267578125
2024-05-30,188.4499969482422
2024-05-31,188.08999633789062
2024-06-03,185.9199981689453
2024-06-04,186.13999938964844
2024-06-05,190.25999450683594
2024-06-06,187.9600067138672
2024-06-07,183.6300048828125
2024-06-10,183.4600067138672
2024-06-11,183.6999969482422
2024-06-12,187.8699951171875
2024-06-13,183.77000427246094
2024-06-14,184.1300048828125
2024-06-17,185.8000030517578
2024-06-18,182.0800018310547
2024-06-20,181.88999938964844
2024-06-21,186.1300048828125
2024-06-24,185.6199951171875
2024-06-25,184.99000549316406
2024-06-26,184.63999938964844
2024-06-27,187.85000610351562
2024-06-28,188.16000366210938
2024-07-01,189.10000610351562
2024-07-02,192.67999267578125
2024-07-03,190.3699951171875
2024-07-05,190.44000244140625
2024-07-08,189.85000610351562
2024-07-09,185.94000244140625
2024-07-10,188.75
2024-07-11,193.19000244140625
2024-07-12,200.5500030517578
2024-07-15,202.72000122070312
2024-07-16,209.4199981689453
2024-07-17,206.97000122070312
2024-07-18,205.4499969482422
