Date,EXAS
2022-02-28,78.05999755859375
2022-03-01,76.48999786376953
2022-03-02,75.31999969482422
2022-03-03,71.2699966430664
2022-03-04,70.7300033569336
2022-03-07,71.08000183105469
2022-03-08,71.68000030517578
2022-03-09,72.26000213623047
2022-03-10,68.55999755859375
2022-03-11,62.75
2022-03-14,58.709999084472656
2022-03-15,57.560001373291016
2022-03-16,61.43000030517578
2022-03-17,64.16999816894531
2022-03-18,66.9800033569336
2022-03-21,63.900001525878906
2022-03-22,67.83000183105469
2022-03-23,66.0199966430664
2022-03-24,67.11000061035156
2022-03-25,66.66999816894531
2022-03-28,67.81999969482422
2022-03-29,71.87999725341797
2022-03-30,71.31999969482422
2022-03-31,69.91999816894531
2022-04-01,75.61000061035156
2022-04-04,76.2300033569336
2022-04-05,71.58000183105469
2022-04-06,68.70999908447266
2022-04-07,68.56999969482422
2022-04-08,67.30999755859375
2022-04-11,66.54000091552734
2022-04-12,67.4000015258789
2022-04-13,69.9000015258789
2022-04-14,69.61000061035156
2022-04-18,67.83999633789062
2022-04-19,68.9800033569336
2022-04-20,65.55999755859375
2022-04-21,60.97999954223633
2022-04-22,60.68000030517578
2022-04-25,62.63999938964844
2022-04-26,58.630001068115234
2022-04-27,62.52000045776367
2022-04-28,57.529998779296875
2022-04-29,55.04999923706055
2022-05-02,57.45000076293945
2022-05-03,56.13999938964844
2022-05-04,59.34000015258789
2022-05-05,56.22999954223633
2022-05-06,55.0
2022-05-09,50.27000045776367
2022-05-10,51.41999816894531
2022-05-11,48.20000076293945
2022-05-12,48.2599983215332
2022-05-13,52.290000915527344
2022-05-16,50.54999923706055
2022-05-17,54.11000061035156
2022-05-18,52.0
2022-05-19,54.0
2022-05-20,53.16999816894531
2022-05-23,52.0
2022-05-24,47.88999938964844
2022-05-25,48.43000030517578
2022-05-26,49.86000061035156
2022-05-27,53.83000183105469
2022-05-31,49.810001373291016
2022-06-01,48.47999954223633
2022-06-02,51.220001220703125
2022-06-03,47.54999923706055
2022-06-06,46.689998626708984
2022-06-07,48.099998474121094
2022-06-08,49.4900016784668
2022-06-09,44.59000015258789
2022-06-10,41.22999954223633
2022-06-13,37.279998779296875
2022-06-14,37.13999938964844
2022-06-15,38.689998626708984
2022-06-16,35.61000061035156
2022-06-17,37.02000045776367
2022-06-21,38.040000915527344
2022-06-22,39.4900016784668
2022-06-23,42.2400016784668
2022-06-24,45.150001525878906
2022-06-27,44.099998474121094
2022-06-28,41.11000061035156
2022-06-29,40.58000183105469
2022-06-30,39.38999938964844
2022-07-01,41.130001068115234
2022-07-05,44.400001525878906
2022-07-06,43.290000915527344
2022-07-07,45.75
2022-07-08,46.58000183105469
2022-07-11,45.380001068115234
2022-07-12,46.66999816894531
2022-07-13,46.790000915527344
2022-07-14,46.02000045776367
2022-07-15,46.900001525878906
2022-07-18,45.310001373291016
2022-07-19,46.81999969482422
2022-07-20,48.0
2022-07-21,47.810001373291016
2022-07-22,45.38999938964844
2022-07-25,45.630001068115234
2022-07-26,45.11000061035156
2022-07-27,46.29999923706055
2022-07-28,46.2599983215332
2022-07-29,45.099998474121094
2022-08-01,47.209999084472656
2022-08-02,47.93000030517578
2022-08-03,47.59000015258789
2022-08-04,49.369998931884766
2022-08-05,47.04999923706055
2022-08-08,46.810001373291016
2022-08-09,43.04999923706055
2022-08-10,45.130001068115234
2022-08-11,42.36000061035156
2022-08-12,42.709999084472656
2022-08-15,44.2400016784668
2022-08-16,41.11000061035156
2022-08-17,39.560001373291016
2022-08-18,38.47999954223633
2022-08-19,36.83000183105469
2022-08-22,35.959999084472656
2022-08-23,35.91999816894531
2022-08-24,37.38999938964844
2022-08-25,39.900001525878906
2022-08-26,36.90999984741211
2022-08-29,35.70000076293945
2022-08-30,35.58000183105469
2022-08-31,35.54999923706055
2022-09-01,36.2400016784668
2022-09-02,36.09000015258789
2022-09-06,35.369998931884766
2022-09-07,37.369998931884766
2022-09-08,38.939998626708984
2022-09-09,40.650001525878906
2022-09-12,41.61000061035156
2022-09-13,39.939998626708984
2022-09-14,40.560001373291016
2022-09-15,40.88999938964844
2022-09-16,39.25
2022-09-19,38.38999938964844
2022-09-20,37.88999938964844
2022-09-21,36.29999923706055
2022-09-22,34.349998474121094
2022-09-23,33.40999984741211
2022-09-26,32.34000015258789
2022-09-27,31.969999313354492
2022-09-28,34.439998626708984
2022-09-29,33.16999816894531
2022-09-30,32.4900016784668
2022-10-03,33.29999923706055
2022-10-04,36.15999984741211
2022-10-05,36.060001373291016
2022-10-06,36.31999969482422
2022-10-07,33.81999969482422
2022-10-10,32.79999923706055
2022-10-11,32.15999984741211
2022-10-12,31.6200008392334
2022-10-13,30.420000076293945
2022-10-14,30.350000381469727
2022-10-17,33.88999938964844
2022-10-18,35.290000915527344
2022-10-19,32.689998626708984
2022-10-20,32.029998779296875
2022-10-21,32.86000061035156
2022-10-24,31.389999389648438
2022-10-25,33.380001068115234
2022-10-26,35.06999969482422
2022-10-27,33.849998474121094
2022-10-28,34.58000183105469
2022-10-31,34.779998779296875
2022-11-01,34.79999923706055
2022-11-02,33.0099983215332
2022-11-03,32.34000015258789
2022-11-04,37.56999969482422
2022-11-07,38.15999984741211
2022-11-08,40.90999984741211
2022-11-09,40.2599983215332
2022-11-10,43.959999084472656
2022-11-11,46.33000183105469
2022-11-14,44.810001373291016
2022-11-15,44.279998779296875
