Date,CCEP
2022-02-28,51.209999084472656
2022-03-01,48.470001220703125
2022-03-02,50.2599983215332
2022-03-03,51.0099983215332
2022-03-04,46.02000045776367
2022-03-07,42.86000061035156
2022-03-08,44.060001373291016
2022-03-09,47.27000045776367
2022-03-10,45.41999816894531
2022-03-11,45.61000061035156
2022-03-14,46.540000915527344
2022-03-15,47.029998779296875
2022-03-16,49.22999954223633
2022-03-17,49.189998626708984
2022-03-18,49.709999084472656
2022-03-21,49.59000015258789
2022-03-22,49.709999084472656
2022-03-23,48.09000015258789
2022-03-24,48.54999923706055
2022-03-25,48.470001220703125
2022-03-28,48.70000076293945
2022-03-29,50.5099983215332
2022-03-30,48.86000061035156
2022-03-31,48.61000061035156
2022-04-01,49.84000015258789
2022-04-04,48.970001220703125
2022-04-05,48.79999923706055
2022-04-06,48.540000915527344
2022-04-07,48.060001373291016
2022-04-08,48.06999969482422
2022-04-11,47.58000183105469
2022-04-12,47.939998626708984
2022-04-13,48.0099983215332
2022-04-14,49.47999954223633
2022-04-18,49.2400016784668
2022-04-19,49.52000045776367
2022-04-20,50.81999969482422
2022-04-21,51.36000061035156
2022-04-22,51.349998474121094
2022-04-25,52.29999923706055
2022-04-26,50.72999954223633
2022-04-27,51.380001068115234
2022-04-28,51.65999984741211
2022-04-29,49.95000076293945
2022-05-02,49.70000076293945
2022-05-03,49.810001373291016
2022-05-04,51.54999923706055
2022-05-05,49.529998779296875
2022-05-06,48.709999084472656
2022-05-09,48.849998474121094
2022-05-10,49.439998626708984
2022-05-11,48.81999969482422
2022-05-12,49.45000076293945
2022-05-13,52.25
2022-05-16,52.400001525878906
2022-05-17,53.41999816894531
2022-05-18,51.790000915527344
2022-05-19,51.52000045776367
2022-05-20,52.709999084472656
2022-05-23,53.79999923706055
2022-05-24,53.7400016784668
2022-05-25,53.040000915527344
2022-05-26,53.58000183105469
2022-05-27,53.880001068115234
2022-05-31,53.130001068115234
2022-06-01,53.2599983215332
2022-06-02,53.970001220703125
2022-06-03,53.439998626708984
2022-06-06,54.2400016784668
2022-06-07,53.88999938964844
2022-06-08,53.93000030517578
2022-06-09,53.970001220703125
2022-06-10,52.7400016784668
2022-06-13,50.779998779296875
2022-06-14,50.68000030517578
2022-06-15,51.09000015258789
2022-06-16,49.709999084472656
2022-06-17,50.86000061035156
2022-06-21,51.72999954223633
2022-06-22,51.18000030517578
2022-06-23,50.97999954223633
2022-06-24,53.02000045776367
2022-06-27,53.08000183105469
2022-06-28,52.18000030517578
2022-06-29,52.56999969482422
2022-06-30,51.61000061035156
2022-07-01,53.290000915527344
2022-07-05,51.7599983215332
2022-07-06,51.29999923706055
2022-07-07,51.93000030517578
2022-07-08,51.79999923706055
2022-07-11,50.779998779296875
2022-07-12,49.900001525878906
2022-07-13,49.88999938964844
2022-07-14,49.4900016784668
2022-07-15,49.650001525878906
2022-07-18,49.5
2022-07-19,51.38999938964844
2022-07-20,50.2599983215332
2022-07-21,51.869998931884766
2022-07-22,51.5
2022-07-25,52.560001373291016
2022-07-26,52.68000030517578
2022-07-27,53.04999923706055
2022-07-28,53.779998779296875
2022-07-29,54.119998931884766
2022-08-01,54.09000015258789
2022-08-02,53.47999954223633
2022-08-03,54.290000915527344
2022-08-04,53.41999816894531
2022-08-05,51.9900016784668
2022-08-08,51.86000061035156
2022-08-09,52.119998931884766
2022-08-10,52.849998474121094
2022-08-11,53.380001068115234
2022-08-12,54.529998779296875
2022-08-15,54.90999984741211
2022-08-16,55.279998779296875
2022-08-17,54.209999084472656
2022-08-18,54.06999969482422
2022-08-19,53.75
2022-08-22,51.970001220703125
2022-08-23,52.40999984741211
2022-08-24,52.06999969482422
2022-08-25,51.0
2022-08-26,49.380001068115234
2022-08-29,48.54999923706055
2022-08-30,49.4900016784668
2022-08-31,49.16999816894531
2022-09-01,48.13999938964844
2022-09-02,47.59000015258789
2022-09-06,46.5099983215332
2022-09-07,48.040000915527344
2022-09-08,48.0
2022-09-09,49.70000076293945
2022-09-12,50.0099983215332
2022-09-13,48.209999084472656
2022-09-14,47.939998626708984
2022-09-15,47.38999938964844
2022-09-16,47.150001525878906
2022-09-19,47.54999923706055
2022-09-20,46.900001525878906
2022-09-21,46.720001220703125
2022-09-22,46.279998779296875
2022-09-23,44.56999969482422
2022-09-26,43.91999816894531
2022-09-27,43.45000076293945
2022-09-28,43.7400016784668
2022-09-29,43.0099983215332
2022-09-30,42.619998931884766
2022-10-03,43.959999084472656
2022-10-04,45.959999084472656
2022-10-05,46.15999984741211
2022-10-06,45.04999923706055
2022-10-07,44.68000030517578
2022-10-10,44.70000076293945
2022-10-11,44.68000030517578
2022-10-12,45.27000045776367
2022-10-13,46.08000183105469
2022-10-14,45.20000076293945
2022-10-17,46.599998474121094
2022-10-18,46.34000015258789
2022-10-19,44.970001220703125
2022-10-20,44.40999984741211
2022-10-21,45.68000030517578
2022-10-24,46.77000045776367
2022-10-25,46.81999969482422
2022-10-26,47.130001068115234
2022-10-27,46.400001525878906
2022-10-28,47.220001220703125
2022-10-31,47.04999923706055
2022-11-01,47.369998931884766
2022-11-02,46.63999938964844
2022-11-03,47.54999923706055
2022-11-04,48.20000076293945
2022-11-07,49.38999938964844
2022-11-08,49.650001525878906
2022-11-09,49.02000045776367
2022-11-10,50.900001525878906
2022-11-11,51.650001525878906
2022-11-14,51.5
2022-11-15,51.439998626708984
2022-11-16,51.38999938964844
2022-11-17,50.68000030517578
2022-11-18,50.790000915527344
2022-11-21,51.189998626708984
2022-11-22,52.06999969482422
2022-11-23,52.70000076293945
2022-11-25,52.75
2022-11-28,52.400001525878906
2022-11-29,51.56999969482422
2022-11-30,53.09000015258789
2022-12-01,53.689998626708984
2022-12-02,53.91999816894531
2022-12-05,53.2400016784668
2022-12-06,52.4900016784668
2022-12-07,52.31999969482422
2022-12-08,53.130001068115234
2022-12-09,53.900001525878906
2022-12-12,54.2400016784668
2022-12-13,54.5
2022-12-14,54.95000076293945
2022-12-15,53.779998779296875
2022-12-16,54.08000183105469
2022-12-19,53.97999954223633
2022-12-20,54.130001068115234
2022-12-21,55.13999938964844
2022-12-22,54.93000030517578
2022-12-23,54.970001220703125
2022-12-27,55.119998931884766
2022-12-28,55.380001068115234
2022-12-29,55.40999984741211
2022-12-30,55.31999969482422
2023-01-03,54.36000061035156
2023-01-04,55.65999984741211
2023-01-05,55.91999816894531
2023-01-06,56.83000183105469
2023-01-09,56.380001068115234
2023-01-10,56.0
2023-01-11,56.029998779296875
2023-01-12,56.09000015258789
2023-01-13,56.290000915527344
2023-01-17,57.119998931884766
2023-01-18,56.13999938964844
2023-01-19,55.79999923706055
2023-01-20,55.72999954223633
2023-01-23,55.369998931884766
2023-01-24,55.25
2023-01-25,56.040000915527344
2023-01-26,55.75
2023-01-27,55.09000015258789
2023-01-30,55.31999969482422
2023-01-31,56.220001220703125
2023-02-01,56.65999984741211
2023-02-02,56.220001220703125
2023-02-03,55.869998931884766
2023-02-06,55.06999969482422
2023-02-07,54.650001525878906
2023-02-08,55.15999984741211
2023-02-09,55.040000915527344
2023-02-10,54.61000061035156
2023-02-13,55.849998474121094
2023-02-14,55.95000076293945
2023-02-15,56.16999816894531
2023-02-16,56.72999954223633
2023-02-17,56.22999954223633
2023-02-21,54.91999816894531
2023-02-22,54.900001525878906
2023-02-23,55.95000076293945
2023-02-24,55.970001220703125
2023-02-27,55.869998931884766
2023-02-28,55.0
2023-03-01,54.81999969482422
2023-03-02,55.65999984741211
2023-03-03,55.93000030517578
2023-03-06,55.900001525878906
2023-03-07,55.02000045776367
2023-03-08,54.900001525878906
2023-03-09,54.11000061035156
2023-03-10,54.04999923706055
2023-03-13,55.20000076293945
2023-03-14,56.349998474121094
2023-03-15,55.81999969482422
2023-03-16,56.58000183105469
2023-03-17,55.09000015258789
2023-03-20,56.130001068115234
2023-03-21,56.68000030517578
2023-03-22,56.63999938964844
2023-03-23,56.630001068115234
2023-03-24,56.779998779296875
2023-03-27,57.290000915527344
2023-03-28,57.06999969482422
2023-03-29,57.86000061035156
2023-03-30,58.2400016784668
2023-03-31,59.189998626708984
2023-04-03,59.56999969482422
2023-04-04,58.88999938964844
2023-04-05,58.619998931884766
2023-04-06,58.7400016784668
2023-04-10,58.79999923706055
2023-04-11,59.290000915527344
2023-04-12,59.38999938964844
2023-04-13,59.9900016784668
2023-04-14,59.880001068115234
2023-04-17,60.130001068115234
2023-04-18,61.099998474121094
2023-04-19,61.060001373291016
2023-04-20,61.58000183105469
2023-04-21,61.779998779296875
2023-04-24,62.20000076293945
2023-04-25,63.279998779296875
2023-04-26,64.01000213623047
2023-04-27,64.4800033569336
2023-04-28,64.47000122070312
2023-05-01,64.76000213623047
2023-05-02,65.26000213623047
2023-05-03,65.44999694824219
2023-05-04,66.0
2023-05-05,65.5999984741211
2023-05-08,65.29000091552734
2023-05-09,65.9000015258789
2023-05-10,65.98999786376953
2023-05-11,65.91999816894531
2023-05-12,65.5
2023-05-15,66.12000274658203
2023-05-16,66.69000244140625
2023-05-17,66.29000091552734
2023-05-18,65.75
2023-05-19,65.76000213623047
2023-05-22,64.7300033569336
2023-05-23,64.3499984741211
2023-05-24,63.880001068115234
2023-05-25,62.91999816894531
2023-05-26,62.880001068115234
2023-05-30,62.060001373291016
2023-05-31,62.38999938964844
2023-06-01,62.70000076293945
2023-06-02,63.47999954223633
2023-06-05,63.45000076293945
2023-06-06,62.310001373291016
2023-06-07,62.689998626708984
2023-06-08,63.72999954223633
2023-06-09,63.72999954223633
