Date,GSHD
2022-02-28,86.9800033569336
2022-03-01,77.95999908447266
2022-03-02,77.29000091552734
2022-03-03,71.0
2022-03-04,66.16000366210938
2022-03-07,64.19999694824219
2022-03-08,65.91000366210938
2022-03-09,72.83999633789062
2022-03-10,72.12999725341797
2022-03-11,66.62000274658203
2022-03-14,64.7699966430664
2022-03-15,66.5199966430664
2022-03-16,71.44999694824219
2022-03-17,75.69999694824219
2022-03-18,80.30000305175781
2022-03-21,77.02999877929688
2022-03-22,79.08000183105469
2022-03-23,77.7300033569336
2022-03-24,77.5199966430664
2022-03-25,76.2699966430664
2022-03-28,79.77999877929688
2022-03-29,85.36000061035156
2022-03-30,85.98999786376953
2022-03-31,78.56999969482422
2022-04-01,79.19000244140625
2022-04-04,79.44999694824219
2022-04-05,74.9800033569336
2022-04-06,69.37999725341797
2022-04-07,68.5
2022-04-08,67.80999755859375
2022-04-11,67.31999969482422
2022-04-12,64.06999969482422
2022-04-13,67.5
2022-04-14,65.38999938964844
2022-04-18,63.9900016784668
2022-04-19,65.55000305175781
2022-04-20,61.060001373291016
2022-04-21,56.2400016784668
2022-04-22,53.70000076293945
2022-04-25,57.31999969482422
2022-04-26,52.709999084472656
2022-04-27,55.470001220703125
2022-04-28,61.220001220703125
2022-04-29,57.4900016784668
2022-05-02,59.18000030517578
2022-05-03,60.619998931884766
2022-05-04,62.599998474121094
2022-05-05,57.720001220703125
2022-05-06,57.599998474121094
2022-05-09,53.349998474121094
2022-05-10,51.349998474121094
2022-05-11,45.439998626708984
2022-05-12,48.150001525878906
2022-05-13,51.25
2022-05-16,48.11000061035156
2022-05-17,51.849998474121094
2022-05-18,49.349998474121094
2022-05-19,50.439998626708984
2022-05-20,48.25
2022-05-23,49.380001068115234
2022-05-24,48.380001068115234
2022-05-25,48.900001525878906
2022-05-26,51.90999984741211
2022-05-27,55.060001373291016
2022-05-31,51.779998779296875
2022-06-01,48.36000061035156
2022-06-02,50.4900016784668
2022-06-03,49.72999954223633
2022-06-06,50.65999984741211
2022-06-07,49.91999816894531
2022-06-08,53.5099983215332
2022-06-09,52.95000076293945
2022-06-10,50.59000015258789
2022-06-13,46.90999984741211
2022-06-14,45.439998626708984
2022-06-15,43.33000183105469
2022-06-16,39.4900016784668
2022-06-17,40.689998626708984
2022-06-21,42.15999984741211
2022-06-22,44.4900016784668
2022-06-23,46.15999984741211
2022-06-24,50.2599983215332
2022-06-27,49.68000030517578
2022-06-28,47.380001068115234
2022-06-29,47.31999969482422
2022-06-30,45.66999816894531
2022-07-01,46.58000183105469
2022-07-05,50.45000076293945
2022-07-06,48.84000015258789
2022-07-07,51.560001373291016
2022-07-08,51.66999816894531
2022-07-11,50.900001525878906
2022-07-12,51.75
2022-07-13,54.119998931884766
2022-07-14,51.279998779296875
2022-07-15,49.93000030517578
2022-07-18,50.58000183105469
2022-07-19,53.38999938964844
2022-07-20,54.630001068115234
2022-07-21,55.68000030517578
2022-07-22,54.04999923706055
2022-07-25,53.81999969482422
2022-07-26,49.790000915527344
2022-07-27,53.04999923706055
2022-07-28,59.95000076293945
2022-07-29,56.209999084472656
2022-08-01,55.939998626708984
2022-08-02,59.560001373291016
2022-08-03,60.72999954223633
2022-08-04,60.5
2022-08-05,57.220001220703125
2022-08-08,58.459999084472656
2022-08-09,57.349998474121094
2022-08-10,61.880001068115234
2022-08-11,65.45999908447266
2022-08-12,67.80999755859375
2022-08-15,69.88999938964844
2022-08-16,70.73999786376953
2022-08-17,66.44999694824219
2022-08-18,68.37000274658203
2022-08-19,61.56999969482422
2022-08-22,59.119998931884766
2022-08-23,60.20000076293945
2022-08-24,60.43000030517578
2022-08-25,62.689998626708984
2022-08-26,55.16999816894531
2022-08-29,51.59000015258789
2022-08-30,50.38999938964844
2022-08-31,52.0
2022-09-01,49.630001068115234
2022-09-02,48.5099983215332
2022-09-06,48.27000045776367
2022-09-07,50.9900016784668
2022-09-08,52.650001525878906
