Date,SSNC
2022-02-28,74.97000122070312
2022-03-01,74.37999725341797
2022-03-02,76.02999877929688
2022-03-03,76.37999725341797
2022-03-04,75.66999816894531
2022-03-07,71.88999938964844
2022-03-08,72.29000091552734
2022-03-09,75.06999969482422
2022-03-10,74.7699966430664
2022-03-11,74.95999908447266
2022-03-14,76.19000244140625
2022-03-15,76.76000213623047
2022-03-16,77.4800033569336
2022-03-17,78.44000244140625
2022-03-18,78.91000366210938
2022-03-21,78.30000305175781
2022-03-22,78.48999786376953
2022-03-23,76.68000030517578
2022-03-24,76.80000305175781
2022-03-25,77.02999877929688
2022-03-28,77.38999938964844
2022-03-29,78.6500015258789
2022-03-30,75.97000122070312
2022-03-31,75.0199966430664
2022-04-01,75.12999725341797
2022-04-04,75.47000122070312
2022-04-05,74.05000305175781
2022-04-06,73.80000305175781
2022-04-07,73.05000305175781
2022-04-08,73.05999755859375
2022-04-11,72.4000015258789
2022-04-12,70.98999786376953
2022-04-13,71.1500015258789
2022-04-14,71.08000183105469
2022-04-18,70.66999816894531
2022-04-19,71.80000305175781
2022-04-20,72.5199966430664
2022-04-21,71.16999816894531
2022-04-22,68.69000244140625
2022-04-25,68.88999938964844
2022-04-26,66.91999816894531
2022-04-27,67.93000030517578
2022-04-28,69.04000091552734
2022-04-29,64.66000366210938
2022-05-02,64.73999786376953
2022-05-03,65.66999816894531
2022-05-04,66.2699966430664
2022-05-05,63.13999938964844
2022-05-06,62.400001525878906
2022-05-09,60.369998931884766
2022-05-10,60.279998779296875
2022-05-11,59.34000015258789
2022-05-12,59.380001068115234
2022-05-13,59.81999969482422
2022-05-16,59.5
2022-05-17,61.650001525878906
2022-05-18,59.279998779296875
2022-05-19,60.0
2022-05-20,62.060001373291016
2022-05-23,62.0099983215332
2022-05-24,62.0099983215332
2022-05-25,62.369998931884766
2022-05-26,63.779998779296875
2022-05-27,64.76000213623047
2022-05-31,63.9900016784668
2022-06-01,64.43000030517578
2022-06-02,65.5199966430664
2022-06-03,64.4800033569336
2022-06-06,63.97999954223633
2022-06-07,64.48999786376953
2022-06-08,63.5
2022-06-09,62.27000045776367
2022-06-10,60.5099983215332
2022-06-13,57.779998779296875
2022-06-14,57.060001373291016
2022-06-15,57.59000015258789
2022-06-16,55.220001220703125
2022-06-17,56.11000061035156
2022-06-21,56.63999938964844
2022-06-22,56.93000030517578
2022-06-23,57.83000183105469
2022-06-24,60.65999984741211
2022-06-27,60.41999816894531
2022-06-28,59.18000030517578
2022-06-29,58.650001525878906
2022-06-30,58.06999969482422
2022-07-01,58.83000183105469
2022-07-05,59.2400016784668
2022-07-06,58.88999938964844
2022-07-07,59.150001525878906
2022-07-08,59.970001220703125
2022-07-11,58.939998626708984
2022-07-12,58.33000183105469
2022-07-13,58.11000061035156
2022-07-14,57.970001220703125
2022-07-15,59.22999954223633
2022-07-18,58.54999923706055
2022-07-19,60.7400016784668
2022-07-20,61.060001373291016
2022-07-21,62.5
2022-07-22,62.790000915527344
2022-07-25,61.970001220703125
2022-07-26,61.16999816894531
2022-07-27,61.529998779296875
2022-07-28,57.59000015258789
2022-07-29,59.16999816894531
2022-08-01,59.06999969482422
2022-08-02,60.68000030517578
2022-08-03,61.439998626708984
2022-08-04,60.83000183105469
2022-08-05,60.66999816894531
2022-08-08,60.45000076293945
2022-08-09,60.56999969482422
2022-08-10,62.38999938964844
2022-08-11,62.310001373291016
2022-08-12,62.709999084472656
2022-08-15,62.689998626708984
2022-08-16,62.5
2022-08-17,61.4900016784668
2022-08-18,61.560001373291016
2022-08-19,61.06999969482422
2022-08-22,59.2599983215332
2022-08-23,58.75
2022-08-24,58.310001373291016
2022-08-25,58.97999954223633
2022-08-26,57.15999984741211
2022-08-29,57.0099983215332
2022-08-30,56.349998474121094
2022-08-31,55.7599983215332
2022-09-01,55.90999984741211
2022-09-02,55.52000045776367
2022-09-06,54.79999923706055
2022-09-07,55.900001525878906
2022-09-08,56.70000076293945
2022-09-09,57.29999923706055
2022-09-12,57.439998626708984
2022-09-13,54.63999938964844
2022-09-14,53.91999816894531
2022-09-15,53.56999969482422
2022-09-16,53.04999923706055
2022-09-19,52.720001220703125
2022-09-20,52.290000915527344
2022-09-21,51.810001373291016
2022-09-22,51.060001373291016
2022-09-23,49.47999954223633
2022-09-26,48.709999084472656
2022-09-27,47.90999984741211
2022-09-28,48.619998931884766
2022-09-29,48.5
2022-09-30,47.75
2022-10-03,49.459999084472656
2022-10-04,51.279998779296875
2022-10-05,51.68000030517578
2022-10-06,50.619998931884766
2022-10-07,48.63999938964844
2022-10-10,47.439998626708984
2022-10-11,46.95000076293945
2022-10-12,46.459999084472656
2022-10-13,47.83000183105469
2022-10-14,47.099998474121094
2022-10-17,49.0099983215332
2022-10-18,49.369998931884766
2022-10-19,48.40999984741211
2022-10-20,47.310001373291016
2022-10-21,48.029998779296875
2022-10-24,48.36000061035156
2022-10-25,49.58000183105469
2022-10-26,49.380001068115234
2022-10-27,49.41999816894531
2022-10-28,51.310001373291016
2022-10-31,51.41999816894531
2022-11-01,51.400001525878906
2022-11-02,49.369998931884766
2022-11-03,48.2599983215332
2022-11-04,48.97999954223633
2022-11-07,49.59000015258789
2022-11-08,49.58000183105469
2022-11-09,49.31999969482422
2022-11-10,52.09000015258789
2022-11-11,53.5099983215332
2022-11-14,52.59000015258789
2022-11-15,53.349998474121094
2022-11-16,52.43000030517578
2022-11-17,51.63999938964844
2022-11-18,52.220001220703125
2022-11-21,51.08000183105469
2022-11-22,51.400001525878906
2022-11-23,52.029998779296875
2022-11-25,52.41999816894531
2022-11-28,51.68000030517578
2022-11-29,51.630001068115234
2022-11-30,53.7599983215332
2022-12-01,54.119998931884766
2022-12-02,53.4900016784668
2022-12-05,52.290000915527344
2022-12-06,50.70000076293945
2022-12-07,50.470001220703125
2022-12-08,50.529998779296875
2022-12-09,51.7400016784668
2022-12-12,52.7400016784668
2022-12-13,53.5099983215332
2022-12-14,52.68000030517578
2022-12-15,50.86000061035156
2022-12-16,50.68000030517578
2022-12-19,49.939998626708984
2022-12-20,50.65999984741211
2022-12-21,51.349998474121094
2022-12-22,51.560001373291016
2022-12-23,51.310001373291016
2022-12-27,51.7599983215332
2022-12-28,50.68000030517578
2022-12-29,52.439998626708984
2022-12-30,52.060001373291016
2023-01-03,52.459999084472656
2023-01-04,53.380001068115234
2023-01-05,52.099998474121094
2023-01-06,53.400001525878906
2023-01-09,54.560001373291016
2023-01-10,53.369998931884766
2023-01-11,54.27000045776367
2023-01-12,55.52000045776367
2023-01-13,55.66999816894531
2023-01-17,56.66999816894531
2023-01-18,55.95000076293945
2023-01-19,55.59000015258789
2023-01-20,56.27000045776367
2023-01-23,58.54999923706055
2023-01-24,57.58000183105469
2023-01-25,57.91999816894531
2023-01-26,58.34000015258789
2023-01-27,59.650001525878906
2023-01-30,58.91999816894531
2023-01-31,60.349998474121094
2023-02-01,61.599998474121094
2023-02-02,62.4900016784668
2023-02-03,61.619998931884766
2023-02-06,60.689998626708984
2023-02-07,61.63999938964844
2023-02-08,63.7400016784668
2023-02-09,62.93000030517578
2023-02-10,62.2599983215332
2023-02-13,62.43000030517578
2023-02-14,62.459999084472656
2023-02-15,62.9900016784668
2023-02-16,62.31999969482422
2023-02-17,61.7400016784668
2023-02-21,60.099998474121094
2023-02-22,59.900001525878906
2023-02-23,60.470001220703125
2023-02-24,59.939998626708984
2023-02-27,59.470001220703125
2023-02-28,58.70000076293945
2023-03-01,58.720001220703125
2023-03-02,59.16999816894531
2023-03-03,59.529998779296875
2023-03-06,59.2599983215332
2023-03-07,58.13999938964844
2023-03-08,58.5099983215332
2023-03-09,57.18000030517578
2023-03-10,55.2599983215332
2023-03-13,54.34000015258789
2023-03-14,54.880001068115234
2023-03-15,53.81999969482422
2023-03-16,55.2400016784668
2023-03-17,53.869998931884766
2023-03-20,54.5
2023-03-21,55.65999984741211
2023-03-22,54.2599983215332
2023-03-23,53.93000030517578
2023-03-24,53.91999816894531
2023-03-27,54.41999816894531
2023-03-28,54.40999984741211
2023-03-29,55.189998626708984
2023-03-30,55.4900016784668
2023-03-31,56.470001220703125
2023-04-03,56.529998779296875
2023-04-04,55.75
2023-04-05,55.189998626708984
2023-04-06,56.290000915527344
2023-04-10,56.20000076293945
2023-04-11,57.380001068115234
2023-04-12,57.2400016784668
2023-04-13,57.540000915527344
2023-04-14,57.47999954223633
2023-04-17,57.75
2023-04-18,57.72999954223633
2023-04-19,57.70000076293945
2023-04-20,57.54999923706055
2023-04-21,57.0099983215332
2023-04-24,56.65999984741211
2023-04-25,55.529998779296875
2023-04-26,54.959999084472656
2023-04-27,55.88999938964844
2023-04-28,58.540000915527344
2023-05-01,57.36000061035156
2023-05-02,55.65999984741211
2023-05-03,55.02000045776367
2023-05-04,55.02000045776367
2023-05-05,55.349998474121094
2023-05-08,55.790000915527344
2023-05-09,55.349998474121094
2023-05-10,55.36000061035156
2023-05-11,55.029998779296875
2023-05-12,54.959999084472656
2023-05-15,55.279998779296875
2023-05-16,54.63999938964844
2023-05-17,55.529998779296875
2023-05-18,55.83000183105469
2023-05-19,56.20000076293945
2023-05-22,56.119998931884766
2023-05-23,56.220001220703125
2023-05-24,55.400001525878906
2023-05-25,54.630001068115234
2023-05-26,55.209999084472656
2023-05-30,54.939998626708984
2023-05-31,54.959999084472656
2023-06-01,55.31999969482422
2023-06-02,56.61000061035156
2023-06-05,56.0099983215332
2023-06-06,56.90999984741211
2023-06-07,57.540000915527344
2023-06-08,56.70000076293945
2023-06-09,56.5
2023-06-12,56.9900016784668
2023-06-13,57.79999923706055
2023-06-14,59.099998474121094
2023-06-15,60.20000076293945
2023-06-16,60.119998931884766
2023-06-20,59.83000183105469
2023-06-21,59.08000183105469
2023-06-22,58.709999084472656
2023-06-23,58.4900016784668
2023-06-26,59.2400016784668
2023-06-27,60.150001525878906
2023-06-28,60.25
2023-06-29,60.459999084472656
2023-06-30,60.599998474121094
2023-07-03,60.5
2023-07-05,60.209999084472656
2023-07-06,59.380001068115234
2023-07-07,59.4900016784668
2023-07-10,59.619998931884766
2023-07-11,60.5099983215332
2023-07-12,60.22999954223633
2023-07-13,60.95000076293945
2023-07-14,60.68000030517578
2023-07-17,60.619998931884766
2023-07-18,61.279998779296875
2023-07-19,62.31999969482422
2023-07-20,61.7400016784668
2023-07-21,61.70000076293945
2023-07-24,61.77000045776367
2023-07-25,62.119998931884766
2023-07-26,62.7599983215332
2023-07-27,61.45000076293945
2023-07-28,57.25
2023-07-31,58.25
2023-08-01,58.209999084472656
2023-08-02,56.66999816894531
2023-08-03,56.63999938964844
2023-08-04,56.779998779296875
2023-08-07,57.209999084472656
2023-08-08,56.0
2023-08-09,56.11000061035156
2023-08-10,56.15999984741211
2023-08-11,56.09000015258789
2023-08-14,56.400001525878906
2023-08-15,56.290000915527344
2023-08-16,55.7599983215332
2023-08-17,54.650001525878906
2023-08-18,55.04999923706055
2023-08-21,55.06999969482422
2023-08-22,55.58000183105469
2023-08-23,55.849998474121094
2023-08-24,55.36000061035156
2023-08-25,55.88999938964844
2023-08-28,56.47999954223633
2023-08-29,56.779998779296875
2023-08-30,57.7400016784668
2023-08-31,57.41999816894531
