Date,SRPT
2022-02-28,76.61000061035156
2022-03-01,76.0199966430664
2022-03-02,79.55999755859375
2022-03-03,81.47000122070312
2022-03-04,79.36000061035156
2022-03-07,80.41999816894531
2022-03-08,83.18000030517578
2022-03-09,84.44999694824219
2022-03-10,82.29000091552734
2022-03-11,77.8499984741211
2022-03-14,74.54000091552734
2022-03-15,76.16999816894531
2022-03-16,76.5
2022-03-17,79.12999725341797
2022-03-18,81.04000091552734
2022-03-21,80.97000122070312
2022-03-22,82.16000366210938
2022-03-23,80.12000274658203
2022-03-24,80.44000244140625
2022-03-25,77.2699966430664
2022-03-28,76.06999969482422
2022-03-29,78.72000122070312
2022-03-30,78.58999633789062
2022-03-31,78.12000274658203
2022-04-01,82.55999755859375
2022-04-04,85.62000274658203
2022-04-05,86.66999816894531
2022-04-06,88.12999725341797
2022-04-07,88.44000244140625
2022-04-08,87.94000244140625
2022-04-11,84.33999633789062
2022-04-12,82.33999633789062
2022-04-13,83.23999786376953
2022-04-14,81.44999694824219
2022-04-18,80.0199966430664
2022-04-19,81.66999816894531
2022-04-20,81.06999969482422
2022-04-21,77.3499984741211
2022-04-22,76.4000015258789
2022-04-25,76.69999694824219
2022-04-26,72.80999755859375
2022-04-27,74.0
2022-04-28,74.16000366210938
2022-04-29,72.31999969482422
2022-05-02,73.77999877929688
2022-05-03,73.33000183105469
2022-05-04,72.75
2022-05-05,71.69000244140625
2022-05-06,70.16000366210938
2022-05-09,65.16000366210938
2022-05-10,65.41999816894531
2022-05-11,62.709999084472656
2022-05-12,63.279998779296875
2022-05-13,65.97000122070312
2022-05-16,67.52999877929688
2022-05-17,71.30000305175781
2022-05-18,68.47000122070312
2022-05-19,69.22000122070312
2022-05-20,71.12999725341797
2022-05-23,71.61000061035156
2022-05-24,68.83999633789062
2022-05-25,68.48999786376953
2022-05-26,70.9000015258789
2022-05-27,74.6500015258789
2022-05-31,72.81999969482422
2022-06-01,72.5999984741211
2022-06-02,72.58000183105469
2022-06-03,72.9800033569336
2022-06-06,70.01000213623047
2022-06-07,71.76000213623047
2022-06-08,72.26000213623047
2022-06-09,70.73999786376953
2022-06-10,69.1500015258789
2022-06-13,67.0
2022-06-14,64.52999877929688
2022-06-15,64.5
2022-06-16,62.689998626708984
2022-06-17,66.97000122070312
2022-06-21,68.56999969482422
2022-06-22,68.30999755859375
2022-06-23,71.81999969482422
2022-06-24,75.22000122070312
2022-06-27,76.30000305175781
2022-06-28,74.66999816894531
2022-06-29,77.06999969482422
2022-06-30,74.95999908447266
2022-07-01,75.70999908447266
2022-07-05,75.73999786376953
2022-07-06,75.97000122070312
2022-07-07,79.69999694824219
2022-07-08,80.47000122070312
2022-07-11,80.12000274658203
2022-07-12,79.11000061035156
2022-07-13,81.16999816894531
2022-07-14,82.25
2022-07-15,83.58999633789062
2022-07-18,84.43000030517578
2022-07-19,84.69999694824219
2022-07-20,85.44999694824219
2022-07-21,84.66000366210938
2022-07-22,83.98999786376953
2022-07-25,83.19999694824219
2022-07-26,82.54000091552734
2022-07-27,85.86000061035156
2022-07-28,85.93000030517578
2022-07-29,92.94999694824219
2022-08-01,91.55000305175781
2022-08-02,94.01000213623047
2022-08-03,96.11000061035156
2022-08-04,101.44999694824219
2022-08-05,106.0199966430664
2022-08-08,111.47000122070312
2022-08-09,109.0999984741211
2022-08-10,113.06999969482422
2022-08-11,109.26000213623047
2022-08-12,109.0
2022-08-15,109.04000091552734
2022-08-16,107.83000183105469
2022-08-17,109.0
2022-08-18,108.6500015258789
2022-08-19,107.86000061035156
2022-08-22,107.7300033569336
2022-08-23,109.08999633789062
2022-08-24,114.75
2022-08-25,113.80999755859375
2022-08-26,111.88999938964844
2022-08-29,110.27999877929688
2022-08-30,109.30999755859375
2022-08-31,109.37999725341797
