Date,JBHT
2023-10-25,170.0399932861328
2023-10-26,167.77999877929688
2023-10-27,165.97999572753906
2023-10-30,169.7100067138672
2023-10-31,171.8699951171875
2023-11-01,172.9499969482422
2023-11-02,172.4600067138672
2023-11-03,175.69000244140625
2023-11-06,174.8300018310547
2023-11-07,174.9199981689453
2023-11-08,175.0
2023-11-09,171.75999450683594
2023-11-10,173.82000732421875
2023-11-13,173.6300048828125
2023-11-14,178.52999877929688
2023-11-15,181.94000244140625
2023-11-16,178.6699981689453
2023-11-17,178.0800018310547
2023-11-20,177.86000061035156
2023-11-21,180.32000732421875
2023-11-22,181.13999938964844
2023-11-24,183.0500030517578
2023-11-27,179.63999938964844
2023-11-28,180.6199951171875
2023-11-29,182.0500030517578
2023-11-30,185.27000427246094
2023-12-01,189.8000030517578
2023-12-04,190.24000549316406
2023-12-05,188.41000366210938
2023-12-06,188.0800018310547
2023-12-07,188.88999938964844
2023-12-08,186.6199951171875
2023-12-11,192.6699981689453
2023-12-12,192.97999572753906
2023-12-13,196.00999450683594
2023-12-14,201.72999572753906
2023-12-15,202.22000122070312
2023-12-18,198.4600067138672
2023-12-19,198.86000061035156
2023-12-20,197.5800018310547
2023-12-21,200.63999938964844
2023-12-22,201.6999969482422
2023-12-26,202.77999877929688
2023-12-27,202.25
2023-12-28,201.86000061035156
2023-12-29,199.74000549316406
2024-01-02,195.49000549316406
2024-01-03,191.9499969482422
2024-01-04,189.0399932861328
2024-01-05,189.97000122070312
2024-01-08,193.55999755859375
2024-01-09,191.4199981689453
2024-01-10,192.97000122070312
2024-01-11,191.11000061035156
2024-01-12,192.0800018310547
2024-01-16,190.94000244140625
2024-01-17,191.7100067138672
2024-01-18,196.94000244140625
2024-01-19,198.72000122070312
2024-01-22,207.5800018310547
2024-01-23,205.47999572753906
2024-01-24,203.7100067138672
2024-01-25,206.25999450683594
2024-01-26,206.4199981689453
2024-01-29,205.8800048828125
2024-01-30,204.64999389648438
2024-01-31,200.97999572753906
2024-02-01,201.77000427246094
2024-02-02,208.49000549316406
2024-02-05,206.72999572753906
2024-02-06,211.39999389648438
2024-02-07,214.17999267578125
2024-02-08,213.3800048828125
2024-02-09,215.5800018310547
2024-02-12,216.5800018310547
2024-02-13,216.07000732421875
2024-02-14,217.55999755859375
2024-02-15,218.77999877929688
2024-02-16,211.6999969482422
2024-02-20,199.72999572753906
2024-02-21,203.17999267578125
2024-02-22,211.02999877929688
2024-02-23,213.07000732421875
2024-02-26,207.99000549316406
2024-02-27,207.52999877929688
2024-02-28,205.1999969482422
2024-02-29,206.30999755859375
2024-03-01,203.3300018310547
2024-03-04,201.36000061035156
2024-03-05,200.08999633789062
2024-03-06,199.82000732421875
2024-03-07,202.2899932861328
2024-03-08,200.60000610351562
2024-03-11,200.55999755859375
2024-03-12,201.27000427246094
2024-03-13,201.47000122070312
2024-03-14,198.22000122070312
2024-03-15,193.9199981689453
2024-03-18,191.1999969482422
2024-03-19,190.8300018310547
2024-03-20,195.05999755859375
2024-03-21,197.85000610351562
2024-03-22,194.7899932861328
2024-03-25,192.0
2024-03-26,193.7100067138672
2024-03-27,195.1999969482422
2024-03-28,199.25
2024-04-01,196.47999572753906
2024-04-02,194.9600067138672
2024-04-03,197.17999267578125
2024-04-04,194.52000427246094
2024-04-05,195.3300018310547
2024-04-08,194.8800048828125
2024-04-09,194.4499969482422
2024-04-10,188.19000244140625
2024-04-11,189.1300048828125
2024-04-12,185.47000122070312
2024-04-15,185.10000610351562
2024-04-16,182.99000549316406
2024-04-17,168.1300048828125
2024-04-18,164.1999969482422
2024-04-19,167.3000030517578
2024-04-22,167.3800048828125
2024-04-23,167.5500030517578
2024-04-24,164.6300048828125
2024-04-25,163.74000549316406
2024-04-26,162.00999450683594
2024-04-29,162.16000366210938
2024-04-30,162.57000732421875
2024-05-01,163.52000427246094
2024-05-02,164.57000732421875
2024-05-03,165.55999755859375
2024-05-06,166.5500030517578
2024-05-07,168.11000061035156
2024-05-08,167.75
2024-05-09,170.00999450683594
2024-05-10,170.58999633789062
2024-05-13,169.3699951171875
2024-05-14,168.16000366210938
2024-05-15,167.58999633789062
2024-05-16,169.49000549316406
2024-05-17,164.8000030517578
2024-05-20,164.10000610351562
2024-05-21,159.36000061035156
2024-05-22,157.97999572753906
2024-05-23,157.8800048828125
2024-05-24,157.6199951171875
2024-05-28,158.38999938964844
2024-05-29,154.64999389648438
2024-05-30,156.9499969482422
2024-05-31,160.75
2024-06-03,160.66000366210938
2024-06-04,158.50999450683594
2024-06-05,159.16000366210938
2024-06-06,159.0
2024-06-07,159.9600067138672
2024-06-10,162.00999450683594
2024-06-11,160.63999938964844
2024-06-12,160.97000122070312
2024-06-13,158.92999267578125
2024-06-14,157.25999450683594
2024-06-17,158.00999450683594
2024-06-18,155.60000610351562
2024-06-20,155.3699951171875
2024-06-21,156.17999267578125
2024-06-24,157.97000122070312
2024-06-25,156.27000427246094
2024-06-26,157.1300048828125
2024-06-27,157.1199951171875
2024-06-28,160.0
2024-07-01,158.67999267578125
2024-07-02,159.4199981689453
2024-07-03,158.7100067138672
2024-07-05,158.2899932861328
2024-07-08,158.0399932861328
2024-07-09,155.5399932861328
2024-07-10,159.77999877929688
2024-07-11,163.30999755859375
2024-07-12,166.16000366210938
2024-07-15,169.6199951171875
2024-07-16,176.0
2024-07-17,163.89999389648438
2024-07-18,160.80999755859375
2024-07-19,164.17999267578125
2024-07-22,164.7100067138672
2024-07-23,165.1300048828125
2024-07-24,163.8000030517578
2024-07-25,170.77999877929688
2024-07-26,171.5399932861328
2024-07-29,170.52000427246094
2024-07-30,172.16000366210938
2024-07-31,173.14999389648438
2024-08-01,168.7899932861328
2024-08-02,163.58999633789062
2024-08-05,160.97999572753906
2024-08-06,163.92999267578125
2024-08-07,162.88999938964844
2024-08-08,163.86000061035156
2024-08-09,163.08999633789062
2024-08-12,162.77000427246094
2024-08-13,163.97000122070312
2024-08-14,163.6300048828125
2024-08-15,167.25999450683594
2024-08-16,170.36000061035156
2024-08-19,175.33999633789062
2024-08-20,172.24000549316406
2024-08-21,175.5
2024-08-22,173.3800048828125
2024-08-23,176.97000122070312
2024-08-26,175.9499969482422
2024-08-27,172.10000610351562
2024-08-28,174.1699981689453
2024-08-29,172.27000427246094
2024-08-30,173.1999969482422
2024-09-03,173.08999633789062
2024-09-04,172.82000732421875
2024-09-05,169.3000030517578
2024-09-06,167.77000427246094
2024-09-09,171.74000549316406
2024-09-10,170.5500030517578
2024-09-11,169.25999450683594
2024-09-12,168.86000061035156
2024-09-13,168.66000366210938
2024-09-16,167.39999389648438
2024-09-17,167.99000549316406
2024-09-18,169.35000610351562
2024-09-19,174.82000732421875
2024-09-20,169.00999450683594
2024-09-23,170.19000244140625
2024-09-24,174.47999572753906
2024-09-25,171.74000549316406
2024-09-26,171.50999450683594
2024-09-27,172.35000610351562
2024-09-30,172.3300018310547
2024-10-01,169.60000610351562
2024-10-02,168.13999938964844
2024-10-03,166.72999572753906
2024-10-04,164.52000427246094
2024-10-07,164.22000122070312
2024-10-08,165.27999877929688
2024-10-09,166.08999633789062
2024-10-10,165.9199981689453
2024-10-11,170.72000122070312
2024-10-14,175.4600067138672
2024-10-15,174.64999389648438
2024-10-16,180.14999389648438
2024-10-17,173.47999572753906
2024-10-18,176.8699951171875
2024-10-21,177.5800018310547
2024-10-22,175.6199951171875
2024-10-23,175.4499969482422
2024-10-24,175.80999755859375
2024-10-25,174.8300018310547
2024-10-28,178.8800048828125
2024-10-29,179.42999267578125
2024-10-30,181.8800048828125
2024-10-31,180.6199951171875
2024-11-01,180.9600067138672
2024-11-04,181.99000549316406
2024-11-05,185.55999755859375
2024-11-06,192.82000732421875
2024-11-07,188.50999450683594
2024-11-08,192.1300048828125
2024-11-11,197.19000244140625
2024-11-12,192.5399932861328
2024-11-13,189.1999969482422
2024-11-14,184.50999450683594
2024-11-15,182.35000610351562
2024-11-18,184.0
2024-11-19,180.17999267578125
2024-11-20,181.5800018310547
2024-11-21,181.57000732421875
