Date,JBHT
2022-02-28,202.92999267578125
2022-03-01,200.36000061035156
2022-03-02,202.72000122070312
2022-03-03,201.24000549316406
2022-03-04,203.85000610351562
2022-03-07,199.9499969482422
2022-03-08,193.8800048828125
2022-03-09,199.3699951171875
2022-03-10,201.8800048828125
2022-03-11,198.35000610351562
2022-03-14,195.35000610351562
2022-03-15,198.97999572753906
2022-03-16,218.05999755859375
2022-03-17,216.27999877929688
2022-03-18,215.07000732421875
2022-03-21,213.9600067138672
2022-03-22,213.85000610351562
2022-03-23,210.17999267578125
2022-03-24,208.44000244140625
2022-03-25,209.19000244140625
2022-03-28,209.5399932861328
2022-03-29,209.22000122070312
2022-03-30,206.25999450683594
2022-03-31,200.7899932861328
2022-04-01,181.50999450683594
2022-04-04,177.1300048828125
2022-04-05,173.0800018310547
2022-04-06,170.7100067138672
2022-04-07,172.58999633789062
2022-04-08,173.17999267578125
2022-04-11,170.6999969482422
2022-04-12,168.22999572753906
2022-04-13,171.97999572753906
2022-04-14,172.00999450683594
2022-04-18,171.4499969482422
2022-04-19,173.8800048828125
2022-04-20,172.55999755859375
2022-04-21,171.33999633789062
2022-04-22,169.35000610351562
2022-04-25,174.0500030517578
2022-04-26,172.00999450683594
2022-04-27,171.8000030517578
2022-04-28,174.58999633789062
2022-04-29,170.85000610351562
2022-05-02,170.1300048828125
2022-05-03,172.6999969482422
2022-05-04,178.42999267578125
2022-05-05,175.6699981689453
2022-05-06,175.7899932861328
2022-05-09,172.5
2022-05-10,172.13999938964844
2022-05-11,169.60000610351562
2022-05-12,172.6300048828125
2022-05-13,176.44000244140625
2022-05-16,173.47999572753906
2022-05-17,178.97000122070312
2022-05-18,162.85000610351562
2022-05-19,160.6199951171875
2022-05-20,164.3800048828125
2022-05-23,165.9199981689453
2022-05-24,161.94000244140625
2022-05-25,167.1999969482422
2022-05-26,173.17999267578125
2022-05-27,174.86000061035156
2022-05-31,172.5800018310547
2022-06-01,172.91000366210938
2022-06-02,177.41000366210938
2022-06-03,179.39999389648438
2022-06-06,181.07000732421875
2022-06-07,176.57000732421875
2022-06-08,168.8000030517578
2022-06-09,166.05999755859375
2022-06-10,163.72999572753906
2022-06-13,160.4199981689453
2022-06-14,161.4199981689453
2022-06-15,161.52000427246094
2022-06-16,156.55999755859375
2022-06-17,154.8800048828125
2022-06-21,158.72999572753906
2022-06-22,155.52999877929688
2022-06-23,157.5
2022-06-24,162.14999389648438
2022-06-27,162.16000366210938
2022-06-28,157.64999389648438
2022-06-29,157.3000030517578
2022-06-30,157.47000122070312
2022-07-01,159.8699951171875
2022-07-05,159.72000122070312
2022-07-06,161.58999633789062
2022-07-07,166.1999969482422
2022-07-08,165.6999969482422
2022-07-11,164.05999755859375
2022-07-12,164.10000610351562
2022-07-13,162.77999877929688
2022-07-14,165.5500030517578
2022-07-15,167.5800018310547
2022-07-18,168.10000610351562
2022-07-19,174.4600067138672
2022-07-20,173.1300048828125
2022-07-21,171.88999938964844
2022-07-22,173.75
2022-07-25,173.32000732421875
2022-07-26,169.4600067138672
2022-07-27,171.5500030517578
2022-07-28,179.4499969482422
2022-07-29,183.27000427246094
2022-08-01,181.55999755859375
2022-08-02,178.6999969482422
2022-08-03,178.5800018310547
2022-08-04,181.19000244140625
2022-08-05,183.60000610351562
2022-08-08,187.07000732421875
2022-08-09,184.39999389648438
2022-08-10,190.9199981689453
2022-08-11,192.88999938964844
2022-08-12,195.1300048828125
2022-08-15,194.1300048828125
2022-08-16,194.64999389648438
2022-08-17,188.67999267578125
2022-08-18,191.82000732421875
2022-08-19,189.75
2022-08-22,187.61000061035156
2022-08-23,188.83999633789062
2022-08-24,188.6999969482422
2022-08-25,189.36000061035156
2022-08-26,182.58999633789062
2022-08-29,175.6699981689453
2022-08-30,175.0500030517578
2022-08-31,174.02000427246094
2022-09-01,173.77000427246094
2022-09-02,168.74000549316406
2022-09-06,167.2100067138672
2022-09-07,170.39999389648438
2022-09-08,169.85000610351562
2022-09-09,174.05999755859375
2022-09-12,174.55999755859375
2022-09-13,171.0
2022-09-14,172.38999938964844
2022-09-15,174.02999877929688
2022-09-16,166.47000122070312
2022-09-19,169.61000061035156
2022-09-20,167.14999389648438
2022-09-21,165.22000122070312
2022-09-22,163.63999938964844
2022-09-23,161.16000366210938
2022-09-26,161.92999267578125
2022-09-27,162.8300018310547
2022-09-28,166.8300018310547
2022-09-29,165.27999877929688
2022-09-30,156.4199981689453
2022-10-03,162.02999877929688
2022-10-04,168.02999877929688
2022-10-05,166.49000549316406
2022-10-06,165.11000061035156
2022-10-07,160.05999755859375
2022-10-10,162.22999572753906
2022-10-11,163.64999389648438
2022-10-12,165.50999450683594
2022-10-13,166.22000122070312
2022-10-14,163.1999969482422
2022-10-17,165.75
2022-10-18,167.88999938964844
2022-10-19,167.9600067138672
2022-10-20,160.49000549316406
2022-10-21,165.32000732421875
2022-10-24,166.24000549316406
2022-10-25,167.22999572753906
2022-10-26,169.5800018310547
2022-10-27,166.07000732421875
2022-10-28,169.11000061035156
2022-10-31,171.07000732421875
2022-11-01,172.6199951171875
2022-11-02,167.6199951171875
2022-11-03,168.74000549316406
2022-11-04,173.25
2022-11-07,177.22000122070312
2022-11-08,177.85000610351562
2022-11-09,170.64999389648438
2022-11-10,182.47000122070312
2022-11-11,185.39999389648438
2022-11-14,186.27000427246094
2022-11-15,189.1699981689453
2022-11-16,180.41000366210938
2022-11-17,179.27000427246094
2022-11-18,180.25
2022-11-21,181.72000122070312
2022-11-22,176.8800048828125
2022-11-23,180.36000061035156
2022-11-25,182.60000610351562
2022-11-28,176.1999969482422
2022-11-29,179.8300018310547
2022-11-30,183.88999938964844
2022-12-01,182.80999755859375
2022-12-02,182.8800048828125
2022-12-05,177.63999938964844
2022-12-06,177.69000244140625
2022-12-07,176.3000030517578
2022-12-08,177.91000366210938
2022-12-09,177.97999572753906
2022-12-12,186.91000366210938
2022-12-13,184.25
2022-12-14,187.27000427246094
2022-12-15,181.3699951171875
2022-12-16,178.64999389648438
2022-12-19,179.52999877929688
2022-12-20,176.00999450683594
2022-12-21,177.97000122070312
2022-12-22,176.44000244140625
2022-12-23,177.36000061035156
2022-12-27,178.22000122070312
2022-12-28,174.4600067138672
2022-12-29,176.77000427246094
2022-12-30,174.36000061035156
2023-01-03,172.60000610351562
2023-01-04,174.97999572753906
2023-01-05,169.1999969482422
2023-01-06,176.0399932861328
2023-01-09,177.63999938964844
2023-01-10,175.3800048828125
2023-01-11,180.67999267578125
2023-01-12,179.64999389648438
2023-01-13,176.8000030517578
2023-01-17,176.2899932861328
2023-01-18,185.02000427246094
2023-01-19,184.8300018310547
2023-01-20,189.10000610351562
2023-01-23,193.6199951171875
2023-01-24,191.8800048828125
2023-01-25,188.61000061035156
2023-01-26,188.72000122070312
2023-01-27,191.61000061035156
2023-01-30,185.7899932861328
2023-01-31,189.0500030517578
2023-02-01,195.9600067138672
2023-02-02,197.35000610351562
2023-02-03,197.88999938964844
2023-02-06,197.0800018310547
2023-02-07,199.89999389648438
2023-02-08,197.72999572753906
2023-02-09,191.30999755859375
2023-02-10,190.60000610351562
2023-02-13,191.86000061035156
2023-02-14,194.35000610351562
2023-02-15,192.39999389648438
2023-02-16,187.9499969482422
2023-02-17,188.35000610351562
2023-02-21,184.0
2023-02-22,182.5800018310547
2023-02-23,184.9499969482422
2023-02-24,183.5399932861328
2023-02-27,184.02999877929688
2023-02-28,180.7899932861328
2023-03-01,182.14999389648438
2023-03-02,185.85000610351562
2023-03-03,186.63999938964844
2023-03-06,185.47999572753906
2023-03-07,181.02999877929688
2023-03-08,183.58999633789062
2023-03-09,179.61000061035156
2023-03-10,175.4499969482422
2023-03-13,173.5500030517578
2023-03-14,168.32000732421875
2023-03-15,168.77000427246094
2023-03-16,171.69000244140625
2023-03-17,167.5
2023-03-20,165.66000366210938
2023-03-21,170.3800048828125
2023-03-22,167.0
2023-03-23,165.9600067138672
2023-03-24,166.10000610351562
2023-03-27,169.27000427246094
2023-03-28,171.3000030517578
2023-03-29,171.05999755859375
2023-03-30,169.75
2023-03-31,175.4600067138672
2023-04-03,173.4199981689453
2023-04-04,171.13999938964844
2023-04-05,170.25999450683594
2023-04-06,170.02999877929688
2023-04-10,174.13999938964844
2023-04-11,175.52000427246094
2023-04-12,175.47000122070312
2023-04-13,174.6199951171875
2023-04-14,176.77000427246094
2023-04-17,176.64999389648438
2023-04-18,174.9199981689453
2023-04-19,178.41000366210938
2023-04-20,180.5500030517578
2023-04-21,176.4199981689453
2023-04-24,176.4199981689453
2023-04-25,172.5500030517578
2023-04-26,165.6199951171875
2023-04-27,170.07000732421875
2023-04-28,175.2899932861328
2023-05-01,176.47000122070312
2023-05-02,175.3000030517578
2023-05-03,174.94000244140625
2023-05-04,174.97000122070312
2023-05-05,179.1199951171875
2023-05-08,178.2899932861328
2023-05-09,175.91000366210938
2023-05-10,176.61000061035156
2023-05-11,176.33999633789062
2023-05-12,176.00999450683594
2023-05-15,175.5399932861328
2023-05-16,171.02999877929688
2023-05-17,172.1199951171875
2023-05-18,170.69000244140625
2023-05-19,168.3699951171875
2023-05-22,168.85000610351562
2023-05-23,171.5399932861328
2023-05-24,168.25
2023-05-25,170.97000122070312
2023-05-26,170.27000427246094
2023-05-30,171.25
2023-05-31,166.97000122070312
2023-06-01,169.3300018310547
2023-06-02,172.58999633789062
2023-06-05,169.5
2023-06-06,171.5500030517578
2023-06-07,175.35000610351562
2023-06-08,172.24000549316406
2023-06-09,170.0399932861328
2023-06-12,168.92999267578125
2023-06-13,169.75999450683594
2023-06-14,174.38999938964844
2023-06-15,176.92999267578125
2023-06-16,176.67999267578125
2023-06-20,173.94000244140625
2023-06-21,176.36000061035156
2023-06-22,176.5800018310547
2023-06-23,175.17999267578125
2023-06-26,176.5399932861328
2023-06-27,178.77000427246094
2023-06-28,178.85000610351562
2023-06-29,182.47000122070312
2023-06-30,181.02999877929688
2023-07-03,182.41000366210938
2023-07-05,179.49000549316406
2023-07-06,179.0399932861328
2023-07-07,179.61000061035156
2023-07-10,180.82000732421875
2023-07-11,185.3699951171875
2023-07-12,184.69000244140625
2023-07-13,184.07000732421875
2023-07-14,183.3000030517578
2023-07-17,183.3800048828125
2023-07-18,188.1699981689453
2023-07-19,195.22999572753906
2023-07-20,192.0500030517578
2023-07-21,195.58999633789062
2023-07-24,198.33999633789062
2023-07-25,199.75999450683594
2023-07-26,202.8300018310547
2023-07-27,200.11000061035156
2023-07-28,205.5399932861328
2023-07-31,203.94000244140625
2023-08-01,203.8699951171875
2023-08-02,204.88999938964844
2023-08-03,208.24000549316406
2023-08-04,206.5
2023-08-07,207.1199951171875
2023-08-08,205.10000610351562
2023-08-09,203.42999267578125
2023-08-10,202.4199981689453
2023-08-11,203.16000366210938
2023-08-14,202.33999633789062
2023-08-15,199.5399932861328
2023-08-16,192.6999969482422
2023-08-17,190.0500030517578
2023-08-18,191.00999450683594
2023-08-21,191.6199951171875
2023-08-22,190.44000244140625
2023-08-23,190.5500030517578
2023-08-24,189.36000061035156
2023-08-25,187.66000366210938
2023-08-28,186.82000732421875
2023-08-29,189.05999755859375
2023-08-30,190.00999450683594
2023-08-31,187.8800048828125
2023-09-01,191.72999572753906
2023-09-05,187.11000061035156
2023-09-06,185.5800018310547
2023-09-07,186.05999755859375
2023-09-08,184.6300048828125
2023-09-11,184.1699981689453
2023-09-12,181.91000366210938
2023-09-13,189.35000610351562
2023-09-14,190.67999267578125
2023-09-15,194.36000061035156
2023-09-18,194.33999633789062
2023-09-19,192.4499969482422
2023-09-20,193.67999267578125
2023-09-21,189.9600067138672
2023-09-22,189.49000549316406
2023-09-25,190.4600067138672
2023-09-26,186.47999572753906
2023-09-27,185.58999633789062
2023-09-28,186.3800048828125
2023-09-29,188.52000427246094
2023-10-02,187.4199981689453
2023-10-03,186.80999755859375
2023-10-04,187.32000732421875
2023-10-05,186.10000610351562
2023-10-06,186.6300048828125
2023-10-09,189.75
2023-10-10,191.52999877929688
2023-10-11,193.75999450683594
2023-10-12,192.8800048828125
2023-10-13,191.41000366210938
2023-10-16,196.77999877929688
2023-10-17,196.00999450683594
2023-10-18,178.6699981689453
2023-10-19,178.80999755859375
2023-10-20,176.27000427246094
2023-10-23,172.67999267578125
2023-10-24,172.6699981689453
