Date,BWIN
2022-02-28,27.770000457763672
2022-03-01,26.700000762939453
2022-03-02,27.170000076293945
2022-03-03,26.979999542236328
2022-03-04,26.559999465942383
2022-03-07,23.639999389648438
2022-03-08,23.25
2022-03-09,25.65999984741211
2022-03-10,26.18000030517578
2022-03-11,24.5
2022-03-14,24.170000076293945
2022-03-15,25.110000610351562
2022-03-16,26.18000030517578
2022-03-17,27.8799991607666
2022-03-18,28.540000915527344
2022-03-21,27.149999618530273
2022-03-22,28.110000610351562
2022-03-23,26.790000915527344
2022-03-24,27.420000076293945
2022-03-25,26.829999923706055
2022-03-28,27.600000381469727
2022-03-29,28.850000381469727
2022-03-30,27.479999542236328
2022-03-31,26.829999923706055
2022-04-01,27.770000457763672
2022-04-04,27.899999618530273
2022-04-05,26.84000015258789
2022-04-06,25.940000534057617
2022-04-07,25.43000030517578
2022-04-08,24.81999969482422
2022-04-11,24.350000381469727
2022-04-12,24.139999389648438
2022-04-13,24.84000015258789
2022-04-14,23.280000686645508
2022-04-18,22.440000534057617
2022-04-19,23.690000534057617
2022-04-20,23.149999618530273
2022-04-21,23.079999923706055
2022-04-22,23.1200008392334
2022-04-25,24.579999923706055
2022-04-26,23.469999313354492
2022-04-27,23.299999237060547
2022-04-28,25.1200008392334
2022-04-29,23.1200008392334
2022-05-02,23.93000030517578
2022-05-03,23.8799991607666
2022-05-04,24.190000534057617
2022-05-05,23.760000228881836
2022-05-06,24.209999084472656
2022-05-09,23.860000610351562
2022-05-10,23.31999969482422
2022-05-11,17.809999465942383
2022-05-12,20.020000457763672
2022-05-13,23.25
2022-05-16,22.559999465942383
2022-05-17,23.520000457763672
2022-05-18,22.8799991607666
2022-05-19,23.25
2022-05-20,23.40999984741211
2022-05-23,23.25
2022-05-24,23.389999389648438
2022-05-25,23.719999313354492
2022-05-26,24.260000228881836
2022-05-27,25.860000610351562
2022-05-31,25.219999313354492
2022-06-01,25.530000686645508
2022-06-02,26.90999984741211
2022-06-03,26.809999465942383
2022-06-06,26.899999618530273
2022-06-07,26.209999084472656
2022-06-08,25.6200008392334
2022-06-09,25.610000610351562
2022-06-10,26.309999465942383
2022-06-13,25.1299991607666
2022-06-14,26.459999084472656
2022-06-15,26.739999771118164
2022-06-16,23.6200008392334
2022-06-17,22.639999389648438
2022-06-21,24.010000228881836
2022-06-22,23.31999969482422
2022-06-23,24.049999237060547
2022-06-24,24.56999969482422
2022-06-27,24.899999618530273
2022-06-28,24.010000228881836
2022-06-29,23.889999389648438
2022-06-30,24.149999618530273
2022-07-01,25.010000228881836
2022-07-05,25.56999969482422
2022-07-06,25.190000534057617
2022-07-07,26.100000381469727
2022-07-08,26.15999984741211
2022-07-11,25.56999969482422
2022-07-12,25.09000015258789
2022-07-13,24.209999084472656
2022-07-14,23.40999984741211
2022-07-15,24.1200008392334
2022-07-18,23.84000015258789
2022-07-19,25.010000228881836
2022-07-20,25.440000534057617
2022-07-21,25.979999542236328
2022-07-22,24.5
2022-07-25,25.18000030517578
2022-07-26,24.420000076293945
2022-07-27,25.790000915527344
2022-07-28,26.809999465942383
2022-07-29,27.56999969482422
2022-08-01,27.260000228881836
2022-08-02,27.799999237060547
2022-08-03,28.200000762939453
2022-08-04,28.31999969482422
2022-08-05,28.40999984741211
2022-08-08,29.290000915527344
2022-08-09,28.809999465942383
2022-08-10,30.3799991607666
2022-08-11,31.68000030517578
2022-08-12,31.549999237060547
2022-08-15,32.86000061035156
2022-08-16,32.709999084472656
2022-08-17,32.349998474121094
2022-08-18,32.34000015258789
2022-08-19,32.029998779296875
2022-08-22,30.860000610351562
2022-08-23,30.31999969482422
2022-08-24,32.040000915527344
2022-08-25,33.31999969482422
2022-08-26,32.18000030517578
2022-08-29,31.540000915527344
2022-08-30,31.209999084472656
2022-08-31,31.399999618530273
2022-09-01,30.350000381469727
2022-09-02,29.34000015258789
2022-09-06,30.350000381469727
2022-09-07,31.68000030517578
2022-09-08,32.25
2022-09-09,32.459999084472656
2022-09-12,32.369998931884766
2022-09-13,29.979999542236328
2022-09-14,30.770000457763672
2022-09-15,30.56999969482422
2022-09-16,29.68000030517578
2022-09-19,28.8700008392334
2022-09-20,28.489999771118164
2022-09-21,28.350000381469727
2022-09-22,27.360000610351562
2022-09-23,26.34000015258789
2022-09-26,25.860000610351562
2022-09-27,26.15999984741211
2022-09-28,27.110000610351562
2022-09-29,26.280000686645508
2022-09-30,26.350000381469727
2022-10-03,25.90999984741211
2022-10-04,25.760000228881836
2022-10-05,26.309999465942383
2022-10-06,26.290000915527344
2022-10-07,26.459999084472656
2022-10-10,27.56999969482422
2022-10-11,28.059999465942383
2022-10-12,28.059999465942383
2022-10-13,29.100000381469727
2022-10-14,26.190000534057617
2022-10-17,27.8799991607666
2022-10-18,28.079999923706055
2022-10-19,28.049999237060547
2022-10-20,27.0
2022-10-21,27.420000076293945
2022-10-24,27.770000457763672
2022-10-25,27.360000610351562
2022-10-26,27.56999969482422
2022-10-27,27.729999542236328
2022-10-28,29.229999542236328
2022-10-31,28.350000381469727
2022-11-01,28.639999389648438
2022-11-02,27.06999969482422
2022-11-03,26.670000076293945
2022-11-04,27.110000610351562
