Date,HOLX
2022-02-28,71.16999816894531
2022-03-01,70.87999725341797
2022-03-02,71.0
2022-03-03,70.9000015258789
2022-03-04,72.22000122070312
2022-03-07,71.6500015258789
2022-03-08,69.69999694824219
2022-03-09,71.16000366210938
2022-03-10,70.27999877929688
2022-03-11,69.44000244140625
2022-03-14,69.58999633789062
2022-03-15,70.95999908447266
2022-03-16,72.37999725341797
2022-03-17,73.9000015258789
2022-03-18,74.91000366210938
2022-03-21,75.79000091552734
2022-03-22,76.16000366210938
2022-03-23,75.04000091552734
2022-03-24,75.19000244140625
2022-03-25,76.05000305175781
2022-03-28,76.0
2022-03-29,75.91999816894531
2022-03-30,76.66999816894531
2022-03-31,76.81999969482422
2022-04-01,76.93000030517578
2022-04-04,76.0999984741211
2022-04-05,77.66000366210938
2022-04-06,78.33999633789062
2022-04-07,79.47000122070312
2022-04-08,79.98999786376953
2022-04-11,76.5199966430664
2022-04-12,76.5
2022-04-13,76.88999938964844
2022-04-14,76.33000183105469
2022-04-18,75.18000030517578
2022-04-19,76.27999877929688
2022-04-20,78.18000030517578
2022-04-21,77.06999969482422
2022-04-22,73.93000030517578
2022-04-25,72.7300033569336
2022-04-26,70.54000091552734
2022-04-27,70.83999633789062
2022-04-28,71.4000015258789
2022-04-29,71.98999786376953
2022-05-02,72.91000366210938
2022-05-03,73.12999725341797
2022-05-04,75.69999694824219
2022-05-05,74.7699966430664
2022-05-06,74.11000061035156
2022-05-09,72.76000213623047
2022-05-10,73.31999969482422
2022-05-11,73.48999786376953
2022-05-12,74.2699966430664
2022-05-13,76.27999877929688
2022-05-16,77.22000122070312
2022-05-17,79.08000183105469
2022-05-18,77.55000305175781
2022-05-19,78.12000274658203
2022-05-20,77.75
2022-05-23,78.80999755859375
2022-05-24,78.38999938964844
2022-05-25,76.0
2022-05-26,76.19000244140625
2022-05-27,77.45999908447266
2022-05-31,75.2699966430664
2022-06-01,74.6500015258789
2022-06-02,75.98999786376953
2022-06-03,75.30000305175781
2022-06-06,75.12999725341797
2022-06-07,76.62000274658203
2022-06-08,75.6500015258789
2022-06-09,73.68000030517578
2022-06-10,71.7300033569336
2022-06-13,68.55000305175781
2022-06-14,67.87000274658203
2022-06-15,68.31999969482422
2022-06-16,67.12000274658203
2022-06-17,67.87999725341797
2022-06-21,68.19999694824219
2022-06-22,68.08000183105469
2022-06-23,70.55000305175781
2022-06-24,70.93000030517578
2022-06-27,71.45999908447266
2022-06-28,69.77999877929688
2022-06-29,70.3499984741211
2022-06-30,69.30000305175781
2022-07-01,70.13999938964844
2022-07-05,70.19000244140625
2022-07-06,70.87999725341797
2022-07-07,71.77999877929688
2022-07-08,71.37999725341797
2022-07-11,71.41999816894531
2022-07-12,70.68000030517578
2022-07-13,70.3499984741211
2022-07-14,69.38999938964844
2022-07-15,70.58999633789062
2022-07-18,68.47000122070312
2022-07-19,70.48999786376953
2022-07-20,70.11000061035156
2022-07-21,71.88999938964844
2022-07-22,70.54000091552734
2022-07-25,70.26000213623047
2022-07-26,70.05999755859375
2022-07-27,70.94000244140625
2022-07-28,70.77999877929688
2022-07-29,71.37999725341797
2022-08-01,70.94999694824219
2022-08-02,71.47000122070312
2022-08-03,72.26000213623047
2022-08-04,71.19999694824219
2022-08-05,71.4000015258789
2022-08-08,72.77999877929688
2022-08-09,71.41000366210938
2022-08-10,72.23999786376953
2022-08-11,72.06999969482422
2022-08-12,72.98999786376953
2022-08-15,73.47000122070312
2022-08-16,72.8499984741211
2022-08-17,71.88999938964844
2022-08-18,71.58000183105469
2022-08-19,71.45999908447266
2022-08-22,69.93000030517578
2022-08-23,69.44000244140625
2022-08-24,69.66999816894531
2022-08-25,71.18000030517578
2022-08-26,67.70999908447266
2022-08-29,67.44000244140625
2022-08-30,67.0
2022-08-31,67.55999755859375
2022-09-01,68.41999816894531
2022-09-02,67.5199966430664
2022-09-06,67.51000213623047
2022-09-07,67.69999694824219
2022-09-08,68.87000274658203
2022-09-09,69.16000366210938
2022-09-12,69.91000366210938
2022-09-13,68.0199966430664
2022-09-14,67.98999786376953
2022-09-15,67.66000366210938
2022-09-16,66.81999969482422
2022-09-19,66.62000274658203
2022-09-20,64.6500015258789
2022-09-21,62.88999938964844
2022-09-22,62.709999084472656
2022-09-23,62.97999954223633
2022-09-26,63.65999984741211
2022-09-27,63.709999084472656
2022-09-28,65.2300033569336
2022-09-29,65.0
2022-09-30,64.5199966430664
2022-10-03,66.12000274658203
2022-10-04,66.55000305175781
2022-10-05,66.23999786376953
2022-10-06,65.79000091552734
2022-10-07,63.7599983215332
2022-10-10,61.970001220703125
2022-10-11,61.95000076293945
2022-10-12,60.970001220703125
2022-10-13,63.400001525878906
