Date,ESLT
2022-11-17,193.0500030517578
2022-11-18,193.22999572753906
2022-11-21,189.75
2022-11-22,188.52000427246094
2022-11-23,189.17999267578125
2022-11-25,189.72999572753906
2022-11-28,186.80999755859375
2022-11-29,167.0800018310547
2022-11-30,174.6300048828125
2022-12-01,170.55999755859375
2022-12-02,170.6699981689453
2022-12-05,175.86000061035156
2022-12-06,170.02999877929688
2022-12-07,171.11000061035156
2022-12-08,171.30999755859375
2022-12-09,171.3000030517578
2022-12-12,169.82000732421875
2022-12-13,169.58999633789062
2022-12-14,168.1699981689453
2022-12-15,167.02999877929688
2022-12-16,168.35000610351562
2022-12-19,168.4499969482422
2022-12-20,170.0
2022-12-21,171.94000244140625
2022-12-22,168.72000122070312
2022-12-23,170.0800018310547
2022-12-27,167.69000244140625
2022-12-28,167.0
2022-12-29,163.77000427246094
2022-12-30,164.0399932861328
2023-01-03,167.97999572753906
2023-01-04,170.30999755859375
2023-01-05,168.8300018310547
2023-01-06,171.0500030517578
2023-01-09,171.8000030517578
2023-01-10,170.35000610351562
2023-01-11,172.16000366210938
2023-01-12,173.00999450683594
2023-01-13,172.00999450683594
2023-01-17,174.39999389648438
2023-01-18,171.6199951171875
2023-01-19,169.52999877929688
2023-01-20,170.4199981689453
2023-01-23,173.85000610351562
2023-01-24,171.82000732421875
2023-01-25,170.17999267578125
2023-01-26,164.80999755859375
2023-01-27,165.00999450683594
2023-01-30,164.63999938964844
2023-01-31,169.17999267578125
2023-02-01,171.25
2023-02-02,172.42999267578125
2023-02-03,169.88999938964844
2023-02-06,165.02000427246094
2023-02-07,167.6999969482422
2023-02-08,164.5500030517578
2023-02-09,164.8000030517578
2023-02-10,164.1699981689453
2023-02-13,164.2100067138672
2023-02-14,163.9199981689453
2023-02-15,164.16000366210938
2023-02-16,163.02999877929688
2023-02-17,164.3800048828125
2023-02-21,167.16000366210938
2023-02-22,166.83999633789062
2023-02-23,169.49000549316406
2023-02-24,169.0
2023-02-27,168.69000244140625
2023-02-28,168.9199981689453
2023-03-01,168.08999633789062
2023-03-02,169.02000427246094
2023-03-03,168.5399932861328
2023-03-06,175.77999877929688
2023-03-07,174.1199951171875
2023-03-08,176.8300018310547
2023-03-09,177.4600067138672
2023-03-10,174.92999267578125
2023-03-13,174.3300018310547
2023-03-14,173.52000427246094
2023-03-15,175.47000122070312
2023-03-16,172.75
2023-03-17,171.5800018310547
2023-03-20,175.13999938964844
2023-03-21,174.74000549316406
2023-03-22,176.63999938964844
2023-03-23,176.44000244140625
2023-03-24,176.39999389648438
2023-03-27,178.35000610351562
2023-03-28,171.5
2023-03-29,168.1199951171875
2023-03-30,170.3000030517578
2023-03-31,170.2100067138672
2023-04-03,170.27999877929688
2023-04-04,175.5800018310547
2023-04-05,174.57000732421875
2023-04-06,174.5
2023-04-10,177.33999633789062
2023-04-11,175.86000061035156
2023-04-12,175.17999267578125
2023-04-13,179.80999755859375
2023-04-14,178.3000030517578
2023-04-17,176.30999755859375
2023-04-18,180.02999877929688
2023-04-19,176.50999450683594
2023-04-20,175.05999755859375
2023-04-21,173.00999450683594
2023-04-24,178.05999755859375
2023-04-25,175.75
2023-04-26,176.0800018310547
2023-04-27,183.0500030517578
2023-04-28,183.80999755859375
2023-05-01,185.63999938964844
2023-05-02,191.49000549316406
2023-05-03,188.4199981689453
2023-05-04,191.3800048828125
2023-05-05,192.94000244140625
2023-05-08,192.19000244140625
2023-05-09,192.5
2023-05-10,195.39999389648438
2023-05-11,193.52000427246094
2023-05-12,190.8000030517578
2023-05-15,194.0
2023-05-16,196.99000549316406
2023-05-17,201.97999572753906
2023-05-18,207.60000610351562
2023-05-19,207.1199951171875
2023-05-22,203.60000610351562
2023-05-23,195.63999938964844
2023-05-24,193.6699981689453
2023-05-25,193.49000549316406
2023-05-26,193.75999450683594
2023-05-30,205.5399932861328
2023-05-31,206.33999633789062
2023-06-01,196.44000244140625
2023-06-02,196.72000122070312
2023-06-05,196.27000427246094
2023-06-06,199.67999267578125
2023-06-07,204.6999969482422
2023-06-08,203.32000732421875
2023-06-09,206.5
2023-06-12,210.80999755859375
2023-06-13,210.07000732421875
2023-06-14,204.94000244140625
2023-06-15,206.4199981689453
2023-06-16,206.0500030517578
2023-06-20,209.8300018310547
2023-06-21,212.00999450683594
2023-06-22,211.60000610351562
2023-06-23,210.61000061035156
2023-06-26,208.35000610351562
2023-06-27,208.57000732421875
2023-06-28,209.27999877929688
2023-06-29,209.9600067138672
2023-06-30,208.9600067138672
2023-07-03,213.77999877929688
2023-07-05,211.7100067138672
2023-07-06,209.5
2023-07-07,208.6199951171875
2023-07-10,210.2899932861328
2023-07-11,206.2899932861328
2023-07-12,204.39999389648438
2023-07-13,208.3000030517578
2023-07-14,207.22999572753906
2023-07-17,211.5
2023-07-18,213.5500030517578
2023-07-19,221.75999450683594
2023-07-20,216.0800018310547
2023-07-21,215.85000610351562
2023-07-24,211.25999450683594
2023-07-25,201.2100067138672
2023-07-26,203.3300018310547
2023-07-27,202.8800048828125
2023-07-28,203.60000610351562
2023-07-31,212.22999572753906
2023-08-01,214.36000061035156
2023-08-02,211.97999572753906
2023-08-03,211.00999450683594
2023-08-04,210.25999450683594
2023-08-07,212.6999969482422
2023-08-08,208.72999572753906
2023-08-09,214.24000549316406
2023-08-10,209.57000732421875
2023-08-11,209.17999267578125
2023-08-14,205.83999633789062
2023-08-15,204.14999389648438
2023-08-16,206.60000610351562
2023-08-17,201.36000061035156
2023-08-18,201.11000061035156
2023-08-21,199.58999633789062
2023-08-22,196.97000122070312
2023-08-23,199.91000366210938
2023-08-24,196.4600067138672
2023-08-25,196.99000549316406
2023-08-28,199.27000427246094
2023-08-29,199.99000549316406
2023-08-30,201.02000427246094
2023-08-31,197.27000427246094
2023-09-01,197.57000732421875
2023-09-05,201.4199981689453
2023-09-06,197.4499969482422
2023-09-07,198.67999267578125
2023-09-08,199.14999389648438
2023-09-11,200.9499969482422
2023-09-12,199.41000366210938
2023-09-13,200.5
2023-09-14,201.3800048828125
2023-09-15,199.61000061035156
2023-09-18,201.74000549316406
2023-09-19,202.14999389648438
2023-09-20,202.08999633789062
2023-09-21,200.92999267578125
2023-09-22,201.30999755859375
2023-09-25,202.38999938964844
2023-09-26,200.97000122070312
2023-09-27,196.13999938964844
2023-09-28,197.9199981689453
2023-09-29,197.97999572753906
2023-10-02,202.00999450683594
2023-10-03,200.5500030517578
2023-10-04,203.3000030517578
2023-10-05,205.3300018310547
2023-10-06,208.1199951171875
2023-10-09,203.4600067138672
2023-10-10,206.02000427246094
2023-10-11,214.64999389648438
2023-10-12,211.8699951171875
2023-10-13,211.86000061035156
2023-10-16,195.19000244140625
2023-10-17,194.52999877929688
2023-10-18,195.75
2023-10-19,193.10000610351562
2023-10-20,191.49000549316406
2023-10-23,188.85000610351562
2023-10-24,186.9499969482422
2023-10-25,188.97999572753906
2023-10-26,185.50999450683594
2023-10-27,185.92999267578125
2023-10-30,186.1300048828125
2023-10-31,186.52000427246094
2023-11-01,189.0
2023-11-02,186.47000122070312
2023-11-03,190.42999267578125
2023-11-06,194.32000732421875
2023-11-07,193.8699951171875
2023-11-08,192.3800048828125
2023-11-09,190.08999633789062
2023-11-10,189.8699951171875
2023-11-13,192.0
2023-11-14,198.8000030517578
2023-11-15,197.16000366210938
2023-11-16,197.61000061035156
2023-11-17,198.50999450683594
2023-11-20,202.47000122070312
2023-11-21,203.47000122070312
2023-11-22,207.9600067138672
2023-11-24,211.52999877929688
2023-11-27,212.4600067138672
2023-11-28,207.80999755859375
2023-11-29,204.72000122070312
2023-11-30,202.3699951171875
2023-12-01,204.2100067138672
2023-12-04,207.72999572753906
2023-12-05,207.11000061035156
2023-12-06,208.8300018310547
2023-12-07,209.2100067138672
2023-12-08,208.35000610351562
2023-12-11,206.8000030517578
2023-12-12,207.1699981689453
2023-12-13,212.4199981689453
2023-12-14,207.92999267578125
2023-12-15,206.10000610351562
2023-12-18,212.05999755859375
2023-12-19,214.16000366210938
2023-12-20,213.72000122070312
2023-12-21,215.52999877929688
2023-12-22,216.8000030517578
2023-12-26,214.49000549316406
2023-12-27,212.89999389648438
2023-12-28,212.7899932861328
2023-12-29,213.25
2024-01-02,212.3000030517578
2024-01-03,209.66000366210938
2024-01-04,208.4199981689453
2024-01-05,208.5399932861328
2024-01-08,207.17999267578125
2024-01-09,204.44000244140625
2024-01-10,205.44000244140625
2024-01-11,206.2100067138672
2024-01-12,206.63999938964844
2024-01-16,206.72999572753906
2024-01-17,205.3800048828125
2024-01-18,207.17999267578125
2024-01-19,209.02000427246094
2024-01-22,208.47999572753906
2024-01-23,203.3800048828125
2024-01-24,202.72000122070312
2024-01-25,204.97000122070312
2024-01-26,204.92999267578125
2024-01-29,208.55999755859375
2024-01-30,206.8300018310547
2024-01-31,206.8000030517578
2024-02-01,209.1300048828125
2024-02-02,206.27000427246094
2024-02-05,208.5
2024-02-06,209.39999389648438
2024-02-07,205.38999938964844
2024-02-08,204.47000122070312
2024-02-09,205.22999572753906
2024-02-12,204.08999633789062
2024-02-13,201.7899932861328
2024-02-14,208.11000061035156
2024-02-15,205.0500030517578
2024-02-16,205.07000732421875
2024-02-20,204.9199981689453
2024-02-21,206.22999572753906
2024-02-22,210.1699981689453
2024-02-23,211.38999938964844
2024-02-26,220.0500030517578
2024-02-27,223.3800048828125
2024-02-28,220.3699951171875
2024-02-29,223.33999633789062
2024-03-01,225.47999572753906
2024-03-04,220.61000061035156
2024-03-05,215.44000244140625
2024-03-06,214.5800018310547
2024-03-07,215.08999633789062
2024-03-08,214.94000244140625
2024-03-11,206.3800048828125
2024-03-12,201.6300048828125
2024-03-13,203.25999450683594
2024-03-14,198.75
2024-03-15,200.10000610351562
2024-03-18,200.63999938964844
2024-03-19,201.9199981689453
2024-03-20,203.80999755859375
2024-03-21,204.39999389648438
2024-03-22,202.0
2024-03-25,204.19000244140625
2024-03-26,204.57000732421875
2024-03-27,211.14999389648438
2024-03-28,210.22999572753906
2024-04-01,208.64999389648438
2024-04-02,207.05999755859375
2024-04-03,205.6999969482422
2024-04-04,201.49000549316406
2024-04-05,201.25999450683594
2024-04-08,206.30999755859375
2024-04-09,202.66000366210938
2024-04-10,199.72000122070312
2024-04-11,198.33999633789062
2024-04-12,195.89999389648438
2024-04-15,202.1300048828125
2024-04-16,200.55999755859375
2024-04-17,198.02000427246094
2024-04-18,200.3000030517578
2024-04-19,201.49000549316406
2024-04-22,202.57000732421875
2024-04-23,203.2100067138672
2024-04-24,203.08999633789062
2024-04-25,199.99000549316406
2024-04-26,200.75999450683594
2024-04-29,203.13999938964844
2024-04-30,202.9199981689453
2024-05-01,198.99000549316406
2024-05-02,201.39999389648438
2024-05-03,202.3300018310547
2024-05-06,200.41000366210938
2024-05-07,202.7100067138672
2024-05-08,200.8699951171875
2024-05-09,199.86000061035156
2024-05-10,199.0500030517578
2024-05-13,197.6199951171875
2024-05-14,199.5
2024-05-15,198.66000366210938
2024-05-16,201.05999755859375
2024-05-17,200.63999938964844
2024-05-20,196.3699951171875
2024-05-21,199.60000610351562
2024-05-22,199.2899932861328
2024-05-23,196.16000366210938
2024-05-24,198.5800018310547
2024-05-28,193.1999969482422
2024-05-29,192.42999267578125
2024-05-30,192.5500030517578
2024-05-31,192.85000610351562
2024-06-03,194.86000061035156
2024-06-04,193.50999450683594
2024-06-05,190.69000244140625
2024-06-06,184.8000030517578
2024-06-07,184.25
2024-06-10,184.02999877929688
2024-06-11,184.99000549316406
2024-06-12,186.0500030517578
2024-06-13,179.97000122070312
2024-06-14,181.3000030517578
2024-06-17,183.80999755859375
2024-06-18,181.32000732421875
2024-06-20,179.39999389648438
2024-06-21,181.47000122070312
2024-06-24,179.74000549316406
2024-06-25,178.88999938964844
2024-06-26,178.3699951171875
2024-06-27,176.25
2024-06-28,176.6300048828125
2024-07-01,178.97999572753906
2024-07-02,182.77999877929688
2024-07-03,184.0
2024-07-05,187.39999389648438
2024-07-08,188.55999755859375
2024-07-09,187.49000549316406
2024-07-10,187.38999938964844
2024-07-11,188.2899932861328
2024-07-12,188.77000427246094
2024-07-15,188.1999969482422
2024-07-16,187.00999450683594
2024-07-17,186.30999755859375
2024-07-18,182.14999389648438
2024-07-19,182.3800048828125
2024-07-22,185.17999267578125
2024-07-23,186.5800018310547
2024-07-24,183.91000366210938
2024-07-25,186.64999389648438
2024-07-26,187.0800018310547
2024-07-29,181.7899932861328
2024-07-30,180.5
2024-07-31,179.97999572753906
2024-08-01,183.07000732421875
2024-08-02,181.1999969482422
2024-08-05,178.10000610351562
2024-08-06,180.27000427246094
2024-08-07,186.38999938964844
2024-08-08,191.1699981689453
2024-08-09,191.67999267578125
2024-08-12,187.9199981689453
2024-08-13,190.0
2024-08-14,196.44000244140625
2024-08-15,199.3699951171875
2024-08-16,200.1699981689453
2024-08-19,199.7100067138672
2024-08-20,201.44000244140625
2024-08-21,198.44000244140625
2024-08-22,198.02999877929688
2024-08-23,199.0
2024-08-26,200.41000366210938
2024-08-27,200.66000366210938
2024-08-28,201.0
2024-08-29,203.7899932861328
2024-08-30,204.36000061035156
2024-09-03,201.61000061035156
2024-09-04,200.74000549316406
2024-09-05,201.99000549316406
2024-09-06,199.1300048828125
2024-09-09,197.52000427246094
2024-09-10,197.6999969482422
2024-09-11,195.22000122070312
2024-09-12,198.19000244140625
2024-09-13,198.35000610351562
2024-09-16,196.25999450683594
2024-09-17,192.2100067138672
2024-09-18,192.07000732421875
2024-09-19,191.88999938964844
2024-09-20,192.24000549316406
2024-09-23,191.83999633789062
2024-09-24,194.1999969482422
2024-09-25,194.10000610351562
2024-09-26,195.57000732421875
2024-09-27,195.02999877929688
2024-09-30,200.10000610351562
2024-10-01,202.3000030517578
2024-10-02,202.32000732421875
2024-10-03,201.10000610351562
2024-10-04,201.94000244140625
2024-10-07,209.07000732421875
2024-10-08,209.82000732421875
2024-10-09,208.07000732421875
2024-10-10,205.4199981689453
2024-10-11,205.6300048828125
2024-10-14,210.47999572753906
2024-10-15,209.1999969482422
2024-10-16,209.8000030517578
2024-10-17,212.25
2024-10-18,212.27000427246094
2024-10-21,213.5399932861328
2024-10-22,210.52999877929688
2024-10-23,207.8800048828125
2024-10-24,208.44000244140625
2024-10-25,210.3300018310547
2024-10-28,226.97000122070312
2024-10-29,227.50999450683594
2024-10-30,228.24000549316406
2024-10-31,228.10000610351562
2024-11-01,228.7100067138672
2024-11-04,228.5500030517578
2024-11-05,236.24000549316406
2024-11-06,232.8300018310547
2024-11-07,230.1300048828125
2024-11-08,229.97000122070312
2024-11-11,235.27999877929688
2024-11-12,241.3000030517578
2024-11-13,238.3699951171875
2024-11-14,237.22000122070312
2024-11-15,236.8800048828125
2024-11-18,235.13999938964844
2024-11-19,249.61000061035156
2024-11-20,248.6699981689453
2024-11-21,249.30999755859375
