Date,ICUI
2023-05-10,207.97999572753906
2023-05-11,202.0500030517578
2023-05-12,200.7100067138672
2023-05-15,199.19000244140625
2023-05-16,196.6300048828125
2023-05-17,190.02000427246094
2023-05-18,187.85000610351562
2023-05-19,190.13999938964844
2023-05-22,191.77000427246094
2023-05-23,184.92999267578125
2023-05-24,181.11000061035156
2023-05-25,174.1300048828125
2023-05-26,173.24000549316406
2023-05-30,170.97000122070312
2023-05-31,174.88999938964844
2023-06-01,179.1199951171875
2023-06-02,184.4600067138672
2023-06-05,188.02000427246094
2023-06-06,190.4499969482422
2023-06-07,191.88999938964844
2023-06-08,191.92999267578125
2023-06-09,188.8000030517578
2023-06-12,194.07000732421875
2023-06-13,193.92999267578125
2023-06-14,185.97999572753906
2023-06-15,188.77999877929688
2023-06-16,188.94000244140625
2023-06-20,184.38999938964844
2023-06-21,182.25
2023-06-22,179.02999877929688
2023-06-23,176.30999755859375
2023-06-26,177.39999389648438
2023-06-27,178.1199951171875
2023-06-28,177.1999969482422
2023-06-29,176.9600067138672
2023-06-30,178.19000244140625
2023-07-03,174.47999572753906
2023-07-05,172.05999755859375
2023-07-06,170.4499969482422
2023-07-07,170.92999267578125
2023-07-10,176.3699951171875
2023-07-11,178.77999877929688
2023-07-12,179.60000610351562
2023-07-13,182.22999572753906
2023-07-14,180.72000122070312
2023-07-17,180.52999877929688
2023-07-18,173.52999877929688
2023-07-19,170.92999267578125
2023-07-20,169.92999267578125
2023-07-21,176.35000610351562
2023-07-24,175.39999389648438
2023-07-25,172.17999267578125
2023-07-26,177.8300018310547
2023-07-27,173.75
2023-07-28,177.94000244140625
2023-07-31,178.17999267578125
2023-08-01,174.6999969482422
2023-08-02,171.5
2023-08-03,169.00999450683594
2023-08-04,168.72000122070312
2023-08-07,171.44000244140625
2023-08-08,143.0
2023-08-09,142.22000122070312
2023-08-10,142.02000427246094
2023-08-11,142.4199981689453
2023-08-14,142.75
2023-08-15,140.6999969482422
2023-08-16,138.1199951171875
2023-08-17,134.4600067138672
2023-08-18,131.82000732421875
2023-08-21,134.72000122070312
2023-08-22,136.24000549316406
2023-08-23,138.0399932861328
2023-08-24,137.08999633789062
2023-08-25,137.75
2023-08-28,138.47000122070312
2023-08-29,146.85000610351562
2023-08-30,147.72000122070312
2023-08-31,145.02999877929688
2023-09-01,144.86000061035156
2023-09-05,139.2899932861328
2023-09-06,140.3800048828125
2023-09-07,134.27000427246094
2023-09-08,130.4199981689453
2023-09-11,128.6300048828125
2023-09-12,124.5
2023-09-13,125.55999755859375
2023-09-14,128.16000366210938
2023-09-15,128.0
2023-09-18,124.94999694824219
2023-09-19,123.72000122070312
2023-09-20,121.19999694824219
2023-09-21,116.9000015258789
2023-09-22,116.44999694824219
2023-09-25,116.05999755859375
2023-09-26,115.2699966430664
2023-09-27,117.0
2023-09-28,118.58000183105469
2023-09-29,119.01000213623047
2023-10-02,118.18000030517578
2023-10-03,118.61000061035156
2023-10-04,118.5199966430664
2023-10-05,117.0
2023-10-06,116.23999786376953
2023-10-09,116.66999816894531
2023-10-10,119.29000091552734
2023-10-11,115.04000091552734
2023-10-12,109.5199966430664
2023-10-13,108.0
2023-10-16,111.0199966430664
2023-10-17,113.19000244140625
2023-10-18,110.6500015258789
2023-10-19,108.75
2023-10-20,108.08000183105469
2023-10-23,105.80000305175781
2023-10-24,108.69000244140625
2023-10-25,103.80000305175781
2023-10-26,101.06999969482422
2023-10-27,99.58000183105469
2023-10-30,98.43000030517578
2023-10-31,98.05999755859375
2023-11-01,98.31999969482422
2023-11-02,100.08000183105469
2023-11-03,102.58999633789062
2023-11-06,102.0
2023-11-07,84.33999633789062
2023-11-08,86.66000366210938
2023-11-09,81.08000183105469
2023-11-10,81.91000366210938
2023-11-13,82.02999877929688
2023-11-14,87.48999786376953
2023-11-15,88.48999786376953
2023-11-16,87.11000061035156
2023-11-17,85.58000183105469
2023-11-20,86.33000183105469
2023-11-21,83.02999877929688
2023-11-22,84.22000122070312
2023-11-24,84.9800033569336
2023-11-27,84.38999938964844
2023-11-28,84.62000274658203
2023-11-29,84.63999938964844
2023-11-30,87.76000213623047
2023-12-01,91.33999633789062
2023-12-04,92.19999694824219
2023-12-05,88.91000366210938
2023-12-06,86.29000091552734
2023-12-07,87.48999786376953
2023-12-08,86.25
2023-12-11,85.47000122070312
2023-12-12,86.38999938964844
2023-12-13,92.11000061035156
2023-12-14,100.38999938964844
2023-12-15,99.41000366210938
2023-12-18,98.12000274658203
2023-12-19,101.38999938964844
2023-12-20,97.20999908447266
2023-12-21,98.41999816894531
2023-12-22,97.95999908447266
2023-12-26,99.58999633789062
2023-12-27,99.66000366210938
2023-12-28,99.76000213623047
2023-12-29,99.73999786376953
2024-01-02,101.58000183105469
2024-01-03,95.37999725341797
2024-01-04,96.97000122070312
2024-01-05,97.62000274658203
2024-01-08,99.44000244140625
2024-01-09,95.97000122070312
2024-01-10,94.05999755859375
2024-01-11,93.0999984741211
2024-01-12,95.51000213623047
2024-01-16,93.2300033569336
2024-01-17,93.06999969482422
2024-01-18,95.26000213623047
2024-01-19,94.36000061035156
2024-01-22,97.05999755859375
2024-01-23,95.7699966430664
2024-01-24,93.12999725341797
2024-01-25,95.76000213623047
2024-01-26,95.61000061035156
2024-01-29,96.11000061035156
2024-01-30,93.33999633789062
2024-01-31,91.52999877929688
2024-02-01,92.87999725341797
2024-02-02,91.04000091552734
2024-02-05,86.87999725341797
2024-02-06,95.0
2024-02-07,96.80000305175781
2024-02-08,99.47000122070312
2024-02-09,101.16000366210938
2024-02-12,104.0199966430664
2024-02-13,98.94000244140625
2024-02-14,99.51000213623047
2024-02-15,107.11000061035156
2024-02-16,106.54000091552734
2024-02-20,105.19000244140625
2024-02-21,104.19000244140625
2024-02-22,102.94999694824219
2024-02-23,103.58999633789062
2024-02-26,105.5999984741211
2024-02-27,106.80999755859375
2024-02-28,112.4800033569336
2024-02-29,109.2300033569336
2024-03-01,105.38999938964844
2024-03-04,106.97000122070312
2024-03-05,102.5
2024-03-06,103.51000213623047
2024-03-07,105.38999938964844
2024-03-08,104.5199966430664
2024-03-11,103.51000213623047
2024-03-12,100.83999633789062
2024-03-13,101.23999786376953
2024-03-14,98.66999816894531
2024-03-15,98.08000183105469
2024-03-18,99.16999816894531
2024-03-19,99.01000213623047
2024-03-20,97.31999969482422
2024-03-21,98.5199966430664
2024-03-22,98.0999984741211
2024-03-25,98.12999725341797
2024-03-26,100.76000213623047
2024-03-27,102.88999938964844
2024-03-28,107.31999969482422
2024-04-01,105.43000030517578
2024-04-02,102.58000183105469
2024-04-03,103.36000061035156
2024-04-04,100.9000015258789
2024-04-05,101.69000244140625
2024-04-08,102.98999786376953
2024-04-09,105.3499984741211
2024-04-10,99.81999969482422
2024-04-11,100.75
2024-04-12,98.19999694824219
2024-04-15,97.0999984741211
2024-04-16,96.33000183105469
2024-04-17,95.87999725341797
2024-04-18,96.9000015258789
2024-04-19,95.7699966430664
2024-04-22,96.37999725341797
2024-04-23,97.76000213623047
2024-04-24,96.72000122070312
2024-04-25,94.52999877929688
2024-04-26,94.83999633789062
2024-04-29,97.4000015258789
2024-04-30,97.91999816894531
2024-05-01,98.29000091552734
2024-05-02,99.04000091552734
2024-05-03,99.98999786376953
2024-05-06,100.70999908447266
2024-05-07,101.7699966430664
2024-05-08,100.5999984741211
2024-05-09,106.37999725341797
2024-05-10,107.0999984741211
2024-05-13,108.37000274658203
2024-05-14,105.25
2024-05-15,104.4800033569336
2024-05-16,106.2699966430664
2024-05-17,103.98999786376953
2024-05-20,103.23999786376953
2024-05-21,102.73999786376953
2024-05-22,105.5999984741211
2024-05-23,104.29000091552734
2024-05-24,101.68000030517578
2024-05-28,104.9000015258789
2024-05-29,101.13999938964844
2024-05-30,103.52999877929688
2024-05-31,106.33999633789062
2024-06-03,110.56999969482422
2024-06-04,107.66000366210938
2024-06-05,108.19000244140625
2024-06-06,108.33999633789062
2024-06-07,112.16999816894531
2024-06-10,110.66000366210938
2024-06-11,112.44000244140625
2024-06-12,115.98999786376953
2024-06-13,113.5
2024-06-14,113.61000061035156
2024-06-17,118.51000213623047
2024-06-18,119.61000061035156
2024-06-20,120.55000305175781
2024-06-21,116.0999984741211
2024-06-24,116.44999694824219
2024-06-25,114.86000061035156
2024-06-26,117.4000015258789
2024-06-27,118.72000122070312
2024-06-28,118.75
2024-07-01,114.87999725341797
2024-07-02,117.52999877929688
2024-07-03,117.9800033569336
2024-07-05,118.3499984741211
2024-07-08,121.97000122070312
2024-07-09,120.25
2024-07-10,123.0
2024-07-11,128.22999572753906
2024-07-12,125.9800033569336
2024-07-15,125.7699966430664
2024-07-16,132.89999389648438
2024-07-17,127.93000030517578
2024-07-18,123.19000244140625
2024-07-19,122.30000305175781
2024-07-22,123.52999877929688
2024-07-23,126.29000091552734
2024-07-24,125.86000061035156
2024-07-25,124.47000122070312
2024-07-26,128.02999877929688
2024-07-29,126.58000183105469
2024-07-30,127.05999755859375
2024-07-31,126.9800033569336
2024-08-01,126.25
2024-08-02,125.9000015258789
2024-08-05,119.68000030517578
2024-08-06,123.68000030517578
2024-08-07,121.79000091552734
2024-08-08,151.35000610351562
2024-08-09,152.7100067138672
2024-08-12,148.07000732421875
2024-08-13,150.07000732421875
2024-08-14,148.0
2024-08-15,158.1199951171875
2024-08-16,158.44000244140625
2024-08-19,155.86000061035156
2024-08-20,155.25
2024-08-21,157.3000030517578
2024-08-22,158.8300018310547
2024-08-23,163.5500030517578
2024-08-26,162.8699951171875
2024-08-27,163.91000366210938
2024-08-28,163.10000610351562
2024-08-29,163.99000549316406
2024-08-30,165.3300018310547
2024-09-03,163.08999633789062
2024-09-04,162.22000122070312
2024-09-05,161.19000244140625
2024-09-06,162.32000732421875
2024-09-09,165.52999877929688
2024-09-10,166.0800018310547
2024-09-11,170.4199981689453
2024-09-12,174.17999267578125
2024-09-13,179.0
2024-09-16,179.50999450683594
2024-09-17,176.2899932861328
2024-09-18,176.22000122070312
2024-09-19,181.27000427246094
2024-09-20,176.74000549316406
2024-09-23,175.0399932861328
2024-09-24,177.61000061035156
2024-09-25,174.72999572753906
2024-09-26,174.47999572753906
2024-09-27,174.47000122070312
2024-09-30,182.22000122070312
2024-10-01,179.13999938964844
2024-10-02,180.3800048828125
2024-10-03,176.9199981689453
2024-10-04,179.1999969482422
2024-10-07,177.1999969482422
2024-10-08,178.1699981689453
2024-10-09,182.14999389648438
2024-10-10,177.02999877929688
2024-10-11,178.72000122070312
2024-10-14,180.3000030517578
2024-10-15,179.5
2024-10-16,183.8300018310547
2024-10-17,180.50999450683594
2024-10-18,180.94000244140625
2024-10-21,178.92999267578125
2024-10-22,179.77000427246094
2024-10-23,177.6999969482422
2024-10-24,175.47999572753906
2024-10-25,175.55999755859375
2024-10-28,173.63999938964844
2024-10-29,175.07000732421875
2024-10-30,175.44000244140625
2024-10-31,170.72999572753906
2024-11-01,170.82000732421875
2024-11-04,172.0
2024-11-05,173.38999938964844
2024-11-06,179.00999450683594
2024-11-07,178.5500030517578
2024-11-08,176.7899932861328
2024-11-11,178.27000427246094
2024-11-12,178.00999450683594
2024-11-13,174.80999755859375
2024-11-14,171.9600067138672
2024-11-15,167.86000061035156
2024-11-18,169.97999572753906
2024-11-19,169.6999969482422
2024-11-20,167.58999633789062
2024-11-21,168.83999633789062
