Date,ICUI
2022-02-28,236.72999572753906
2022-03-01,235.80999755859375
2022-03-02,235.89999389648438
2022-03-03,240.1300048828125
2022-03-04,242.92999267578125
2022-03-07,233.0800018310547
2022-03-08,221.30999755859375
2022-03-09,226.7100067138672
2022-03-10,224.72000122070312
2022-03-11,224.0
2022-03-14,221.30999755859375
2022-03-15,226.02999877929688
2022-03-16,236.39999389648438
2022-03-17,246.60000610351562
2022-03-18,244.99000549316406
2022-03-21,247.4600067138672
2022-03-22,242.58999633789062
2022-03-23,231.0399932861328
2022-03-24,225.0500030517578
2022-03-25,225.6199951171875
2022-03-28,223.14999389648438
2022-03-29,224.57000732421875
2022-03-30,227.11000061035156
2022-03-31,222.63999938964844
2022-04-01,226.64999389648438
2022-04-04,217.61000061035156
2022-04-05,218.88999938964844
2022-04-06,220.5
2022-04-07,223.6199951171875
2022-04-08,227.27000427246094
2022-04-11,221.75999450683594
2022-04-12,224.35000610351562
2022-04-13,226.39999389648438
2022-04-14,223.5399932861328
2022-04-18,218.75
2022-04-19,222.7100067138672
2022-04-20,229.6999969482422
2022-04-21,224.22000122070312
2022-04-22,213.9600067138672
2022-04-25,218.69000244140625
2022-04-26,212.19000244140625
2022-04-27,212.3000030517578
2022-04-28,217.5
2022-04-29,213.99000549316406
2022-05-02,212.30999755859375
2022-05-03,209.94000244140625
2022-05-04,213.39999389648438
2022-05-05,207.77999877929688
2022-05-06,206.25
2022-05-09,201.1699981689453
2022-05-10,184.7100067138672
2022-05-11,173.49000549316406
2022-05-12,174.5399932861328
2022-05-13,175.25999450683594
2022-05-16,180.75
2022-05-17,185.7899932861328
2022-05-18,179.25
2022-05-19,181.13999938964844
2022-05-20,180.75999450683594
2022-05-23,180.6699981689453
2022-05-24,180.1300048828125
2022-05-25,181.25999450683594
2022-05-26,179.47000122070312
2022-05-27,182.58999633789062
2022-05-31,181.63999938964844
2022-06-01,179.82000732421875
2022-06-02,183.4600067138672
2022-06-03,179.50999450683594
2022-06-06,178.02000427246094
2022-06-07,178.57000732421875
2022-06-08,175.5399932861328
2022-06-09,173.2100067138672
2022-06-10,172.52999877929688
2022-06-13,168.2100067138672
2022-06-14,164.74000549316406
2022-06-15,165.25
2022-06-16,161.60000610351562
2022-06-17,162.0399932861328
2022-06-21,161.66000366210938
2022-06-22,161.39999389648438
2022-06-23,165.2899932861328
2022-06-24,169.4199981689453
2022-06-27,169.39999389648438
2022-06-28,166.8300018310547
2022-06-29,168.11000061035156
2022-06-30,164.38999938964844
2022-07-01,168.2100067138672
2022-07-05,166.30999755859375
2022-07-06,164.80999755859375
2022-07-07,165.9499969482422
2022-07-08,164.0399932861328
2022-07-11,162.05999755859375
2022-07-12,164.0399932861328
2022-07-13,163.69000244140625
2022-07-14,162.83999633789062
2022-07-15,167.38999938964844
2022-07-18,165.42999267578125
2022-07-19,169.0
2022-07-20,171.2899932861328
2022-07-21,175.9199981689453
2022-07-22,172.72000122070312
2022-07-25,168.9499969482422
2022-07-26,171.9600067138672
2022-07-27,177.69000244140625
2022-07-28,176.2899932861328
2022-07-29,177.1699981689453
2022-08-01,177.52999877929688
2022-08-02,179.27000427246094
2022-08-03,177.88999938964844
2022-08-04,175.6300048828125
2022-08-05,179.6300048828125
2022-08-08,188.10000610351562
2022-08-09,166.30999755859375
2022-08-10,171.32000732421875
2022-08-11,169.4499969482422
2022-08-12,171.19000244140625
2022-08-15,175.67999267578125
2022-08-16,179.0800018310547
2022-08-17,175.5
2022-08-18,171.72999572753906
2022-08-19,167.11000061035156
2022-08-22,162.47000122070312
2022-08-23,160.64999389648438
2022-08-24,162.1300048828125
2022-08-25,165.60000610351562
2022-08-26,161.85000610351562
2022-08-29,160.11000061035156
2022-08-30,159.83999633789062
2022-08-31,159.0
2022-09-01,158.9499969482422
2022-09-02,157.3800048828125
2022-09-06,156.16000366210938
2022-09-07,165.3000030517578
2022-09-08,168.5
2022-09-09,172.42999267578125
2022-09-12,174.52999877929688
2022-09-13,169.86000061035156
2022-09-14,170.8000030517578
2022-09-15,168.05999755859375
2022-09-16,161.72000122070312
2022-09-19,160.8800048828125
2022-09-20,156.0
2022-09-21,152.55999755859375
2022-09-22,152.1300048828125
2022-09-23,154.60000610351562
2022-09-26,151.02000427246094
2022-09-27,149.44000244140625
2022-09-28,152.74000549316406
2022-09-29,151.47999572753906
2022-09-30,150.60000610351562
2022-10-03,152.3699951171875
2022-10-04,158.14999389648438
2022-10-05,160.6199951171875
2022-10-06,153.3300018310547
2022-10-07,149.99000549316406
2022-10-10,144.47999572753906
2022-10-11,143.0
2022-10-12,139.9499969482422
2022-10-13,143.9499969482422
2022-10-14,140.52999877929688
2022-10-17,144.27000427246094
2022-10-18,146.00999450683594
2022-10-19,144.16000366210938
2022-10-20,142.2899932861328
2022-10-21,142.0500030517578
2022-10-24,141.83999633789062
2022-10-25,146.14999389648438
2022-10-26,150.11000061035156
2022-10-27,149.17999267578125
2022-10-28,149.30999755859375
2022-10-31,148.41000366210938
2022-11-01,147.16000366210938
2022-11-02,140.9499969482422
2022-11-03,137.24000549316406
2022-11-04,136.41000366210938
2022-11-07,142.07000732421875
2022-11-08,145.5
2022-11-09,145.0800018310547
2022-11-10,156.64999389648438
2022-11-11,165.55999755859375
2022-11-14,158.63999938964844
2022-11-15,160.55999755859375
2022-11-16,158.17999267578125
2022-11-17,155.72999572753906
2022-11-18,156.82000732421875
2022-11-21,157.92999267578125
2022-11-22,157.5500030517578
2022-11-23,157.88999938964844
2022-11-25,157.4600067138672
2022-11-28,155.4199981689453
2022-11-29,155.6300048828125
2022-11-30,159.22999572753906
2022-12-01,162.6999969482422
2022-12-02,161.44000244140625
2022-12-05,156.19000244140625
2022-12-06,153.1999969482422
2022-12-07,152.5399932861328
2022-12-08,154.64999389648438
2022-12-09,153.75
2022-12-12,155.16000366210938
2022-12-13,162.8300018310547
2022-12-14,161.19000244140625
2022-12-15,158.1699981689453
2022-12-16,154.66000366210938
2022-12-19,152.3800048828125
2022-12-20,154.02000427246094
2022-12-21,158.66000366210938
2022-12-22,156.86000061035156
2022-12-23,155.9499969482422
2022-12-27,155.97000122070312
2022-12-28,152.97999572753906
2022-12-29,158.77999877929688
2022-12-30,157.47999572753906
2023-01-03,159.80999755859375
2023-01-04,161.9499969482422
2023-01-05,165.1300048828125
2023-01-06,161.67999267578125
2023-01-09,157.64999389648438
2023-01-10,164.9499969482422
2023-01-11,172.5500030517578
2023-01-12,175.0
2023-01-13,177.1300048828125
2023-01-17,176.82000732421875
2023-01-18,174.80999755859375
2023-01-19,176.74000549316406
2023-01-20,187.0500030517578
2023-01-23,186.41000366210938
2023-01-24,185.05999755859375
2023-01-25,185.97999572753906
2023-01-26,187.14999389648438
2023-01-27,192.47999572753906
2023-01-30,190.9499969482422
2023-01-31,193.22999572753906
2023-02-01,194.94000244140625
2023-02-02,198.2100067138672
2023-02-03,197.08999633789062
2023-02-06,191.99000549316406
2023-02-07,189.97000122070312
2023-02-08,185.9600067138672
2023-02-09,180.41000366210938
2023-02-10,180.2899932861328
2023-02-13,181.22000122070312
2023-02-14,177.3699951171875
2023-02-15,180.2100067138672
2023-02-16,178.42999267578125
2023-02-17,179.30999755859375
2023-02-21,175.4499969482422
2023-02-22,174.77999877929688
2023-02-23,178.0800018310547
2023-02-24,177.02000427246094
2023-02-27,177.63999938964844
2023-02-28,170.63999938964844
2023-03-01,168.57000732421875
2023-03-02,166.72999572753906
2023-03-03,169.66000366210938
2023-03-06,161.25
2023-03-07,157.47000122070312
2023-03-08,156.1699981689453
2023-03-09,154.97000122070312
2023-03-10,153.14999389648438
2023-03-13,156.1999969482422
2023-03-14,155.27999877929688
2023-03-15,153.9499969482422
2023-03-16,155.8800048828125
2023-03-17,157.52999877929688
2023-03-20,161.50999450683594
2023-03-21,164.6199951171875
2023-03-22,155.24000549316406
2023-03-23,153.60000610351562
2023-03-24,156.22999572753906
2023-03-27,157.13999938964844
2023-03-28,156.0
2023-03-29,164.16000366210938
2023-03-30,164.08999633789062
2023-03-31,164.9600067138672
2023-04-03,161.02999877929688
2023-04-04,167.2899932861328
2023-04-05,169.4499969482422
2023-04-06,170.75999450683594
2023-04-10,173.41000366210938
2023-04-11,175.32000732421875
2023-04-12,171.27999877929688
2023-04-13,175.52000427246094
2023-04-14,175.72000122070312
2023-04-17,174.38999938964844
2023-04-18,174.49000549316406
2023-04-19,176.9499969482422
2023-04-20,175.8800048828125
2023-04-21,181.0800018310547
2023-04-24,183.30999755859375
2023-04-25,180.24000549316406
2023-04-26,181.1699981689453
2023-04-27,188.4499969482422
2023-04-28,189.13999938964844
2023-05-01,190.4499969482422
2023-05-02,187.6699981689453
2023-05-03,187.66000366210938
2023-05-04,185.1300048828125
2023-05-05,184.6699981689453
2023-05-08,184.0399932861328
2023-05-09,209.14999389648438
