Date,SIRI
2022-02-28,61.599998474121094
2022-03-01,60.79999923706055
2022-03-02,61.5
2022-03-03,61.79999923706055
2022-03-04,61.70000076293945
2022-03-07,63.79999923706055
2022-03-08,63.79999923706055
2022-03-09,62.20000076293945
2022-03-10,62.20000076293945
2022-03-11,61.900001525878906
2022-03-14,61.599998474121094
2022-03-15,62.400001525878906
2022-03-16,62.099998474121094
2022-03-17,62.5
2022-03-18,63.29999923706055
2022-03-21,62.900001525878906
2022-03-22,64.0999984741211
2022-03-23,64.0
2022-03-24,65.0
2022-03-25,65.5999984741211
2022-03-28,66.0
2022-03-29,66.19999694824219
2022-03-30,66.4000015258789
2022-03-31,66.19999694824219
2022-04-01,65.9000015258789
2022-04-04,66.9000015258789
2022-04-05,66.19999694824219
2022-04-06,65.80000305175781
2022-04-07,65.5999984741211
2022-04-08,65.0
2022-04-11,65.30000305175781
2022-04-12,65.19999694824219
2022-04-13,65.30000305175781
2022-04-14,64.5999984741211
2022-04-18,62.599998474121094
2022-04-19,64.0999984741211
2022-04-20,64.0999984741211
2022-04-21,63.5
2022-04-22,62.5
2022-04-25,61.70000076293945
2022-04-26,60.5
2022-04-27,59.70000076293945
2022-04-28,63.099998474121094
2022-04-29,60.0
2022-05-02,60.29999923706055
2022-05-03,60.79999923706055
2022-05-04,62.29999923706055
2022-05-05,61.29999923706055
2022-05-06,60.70000076293945
2022-05-09,60.5
2022-05-10,60.70000076293945
2022-05-11,60.20000076293945
2022-05-12,59.900001525878906
2022-05-13,61.400001525878906
2022-05-16,61.29999923706055
2022-05-17,62.099998474121094
2022-05-18,60.400001525878906
2022-05-19,60.900001525878906
2022-05-20,61.599998474121094
2022-05-23,62.29999923706055
2022-05-24,61.900001525878906
2022-05-25,62.0
2022-05-26,63.29999923706055
2022-05-27,63.79999923706055
2022-05-31,64.0
2022-06-01,63.099998474121094
2022-06-02,63.400001525878906
2022-06-03,62.70000076293945
2022-06-06,62.599998474121094
2022-06-07,62.900001525878906
2022-06-08,62.099998474121094
2022-06-09,61.5
2022-06-10,61.0
2022-06-13,59.20000076293945
2022-06-14,59.29999923706055
2022-06-15,60.099998474121094
2022-06-16,57.099998474121094
2022-06-17,58.5
2022-06-21,59.099998474121094
2022-06-22,59.29999923706055
2022-06-23,61.0
2022-06-24,61.900001525878906
2022-06-27,62.599998474121094
2022-06-28,61.20000076293945
2022-06-29,61.099998474121094
2022-06-30,61.29999923706055
2022-07-01,62.099998474121094
2022-07-05,62.20000076293945
2022-07-06,61.900001525878906
2022-07-07,62.5
2022-07-08,63.099998474121094
2022-07-11,61.900001525878906
2022-07-12,62.0
2022-07-13,62.29999923706055
2022-07-14,62.900001525878906
2022-07-15,63.5
2022-07-18,63.5
2022-07-19,64.80000305175781
2022-07-20,65.0999984741211
2022-07-21,65.19999694824219
2022-07-22,64.5999984741211
2022-07-25,63.79999923706055
2022-07-26,63.79999923706055
2022-07-27,64.4000015258789
2022-07-28,65.80000305175781
2022-07-29,66.80000305175781
2022-08-01,66.80000305175781
2022-08-02,66.9000015258789
2022-08-03,67.19999694824219
2022-08-04,67.0999984741211
2022-08-05,65.80000305175781
2022-08-08,66.5
2022-08-09,67.0999984741211
2022-08-10,67.4000015258789
2022-08-11,67.30000305175781
2022-08-12,67.80000305175781
2022-08-15,67.69999694824219
2022-08-16,66.0
2022-08-17,65.19999694824219
2022-08-18,64.9000015258789
2022-08-19,64.0
2022-08-22,62.599998474121094
2022-08-23,62.79999923706055
2022-08-24,62.400001525878906
2022-08-25,62.70000076293945
2022-08-26,61.70000076293945
2022-08-29,61.20000076293945
2022-08-30,61.099998474121094
2022-08-31,60.900001525878906
2022-09-01,61.29999923706055
2022-09-02,60.70000076293945
2022-09-06,60.0
2022-09-07,61.79999923706055
2022-09-08,61.900001525878906
2022-09-09,62.70000076293945
2022-09-12,62.599998474121094
2022-09-13,60.099998474121094
2022-09-14,60.099998474121094
2022-09-15,59.400001525878906
2022-09-16,59.70000076293945
2022-09-19,60.20000076293945
2022-09-20,60.0
2022-09-21,59.099998474121094
2022-09-22,58.70000076293945
2022-09-23,58.099998474121094
2022-09-26,58.099998474121094
2022-09-27,58.20000076293945
2022-09-28,59.5
2022-09-29,57.79999923706055
2022-09-30,57.099998474121094
2022-10-03,58.599998474121094
2022-10-04,59.70000076293945
2022-10-05,59.70000076293945
2022-10-06,59.29999923706055
2022-10-07,58.70000076293945
2022-10-10,59.29999923706055
2022-10-11,59.70000076293945
2022-10-12,59.599998474121094
2022-10-13,61.400001525878906
2022-10-14,60.5
2022-10-17,61.900001525878906
2022-10-18,62.29999923706055
2022-10-19,61.400001525878906
2022-10-20,61.0
2022-10-21,61.900001525878906
2022-10-24,62.29999923706055
2022-10-25,62.79999923706055
2022-10-26,62.29999923706055
2022-10-27,61.099998474121094
2022-10-28,61.70000076293945
2022-10-31,60.400001525878906
2022-11-01,60.599998474121094
2022-11-02,60.70000076293945
2022-11-03,60.900001525878906
2022-11-04,61.599998474121094
2022-11-07,62.79999923706055
2022-11-08,63.599998474121094
2022-11-09,63.20000076293945
2022-11-10,64.0999984741211
2022-11-11,64.4000015258789
2022-11-14,64.19999694824219
2022-11-15,64.69999694824219
2022-11-16,64.80000305175781
2022-11-17,63.599998474121094
2022-11-18,63.900001525878906
2022-11-21,64.30000305175781
2022-11-22,64.9000015258789
2022-11-23,65.0
2022-11-25,64.9000015258789
2022-11-28,63.79999923706055
2022-11-29,64.0999984741211
2022-11-30,64.9000015258789
2022-12-01,64.0999984741211
2022-12-02,62.400001525878906
2022-12-05,61.79999923706055
2022-12-06,61.5
2022-12-07,62.0
2022-12-08,61.599998474121094
2022-12-09,61.099998474121094
2022-12-12,61.5
2022-12-13,61.599998474121094
2022-12-14,61.20000076293945
2022-12-15,59.70000076293945
2022-12-16,59.599998474121094
2022-12-19,59.0
2022-12-20,58.70000076293945
2022-12-21,59.0
2022-12-22,58.099998474121094
2022-12-23,58.400001525878906
2022-12-27,57.79999923706055
2022-12-28,57.29999923706055
2022-12-29,58.20000076293945
2022-12-30,58.400001525878906
2023-01-03,57.900001525878906
2023-01-04,58.599998474121094
2023-01-05,58.29999923706055
2023-01-06,59.900001525878906
2023-01-09,59.099998474121094
2023-01-10,59.099998474121094
2023-01-11,60.0
2023-01-12,59.599998474121094
2023-01-13,59.599998474121094
2023-01-17,59.79999923706055
2023-01-18,58.400001525878906
2023-01-19,57.900001525878906
2023-01-20,58.400001525878906
2023-01-23,58.79999923706055
2023-01-24,57.900001525878906
2023-01-25,59.099998474121094
2023-01-26,59.0
2023-01-27,59.20000076293945
2023-01-30,58.70000076293945
2023-01-31,57.900001525878906
2023-02-01,58.599998474121094
2023-02-02,53.0
2023-02-03,52.20000076293945
2023-02-06,49.900001525878906
2023-02-07,50.599998474121094
2023-02-08,50.0
2023-02-09,47.79999923706055
2023-02-10,47.20000076293945
2023-02-13,47.099998474121094
2023-02-14,46.5
2023-02-15,46.900001525878906
2023-02-16,46.099998474121094
2023-02-17,46.0
2023-02-21,44.5
2023-02-22,44.0
2023-02-23,43.900001525878906
2023-02-24,43.900001525878906
2023-02-27,44.599998474121094
2023-02-28,43.900001525878906
2023-03-01,42.70000076293945
2023-03-02,43.0
2023-03-03,42.5
2023-03-06,43.0
2023-03-07,40.599998474121094
2023-03-08,38.599998474121094
2023-03-09,38.0
2023-03-10,36.70000076293945
2023-03-13,36.29999923706055
2023-03-14,35.099998474121094
2023-03-15,36.400001525878906
2023-03-16,36.099998474121094
2023-03-17,36.400001525878906
2023-03-20,37.099998474121094
2023-03-21,38.0
2023-03-22,36.79999923706055
2023-03-23,36.099998474121094
2023-03-24,37.70000076293945
2023-03-27,37.5
2023-03-28,38.400001525878906
2023-03-29,39.0
2023-03-30,39.599998474121094
2023-03-31,39.70000076293945
2023-04-03,39.599998474121094
2023-04-04,38.400001525878906
2023-04-05,39.599998474121094
2023-04-06,39.900001525878906
2023-04-10,40.79999923706055
2023-04-11,40.599998474121094
2023-04-12,39.79999923706055
2023-04-13,40.5
2023-04-14,39.599998474121094
2023-04-17,39.900001525878906
2023-04-18,38.79999923706055
2023-04-19,39.29999923706055
2023-04-20,38.0
2023-04-21,38.400001525878906
2023-04-24,37.79999923706055
2023-04-25,36.900001525878906
2023-04-26,36.5
2023-04-27,37.0
2023-04-28,38.0
2023-05-01,37.79999923706055
2023-05-02,36.79999923706055
2023-05-03,36.900001525878906
2023-05-04,35.900001525878906
2023-05-05,37.29999923706055
2023-05-08,36.0
2023-05-09,34.20000076293945
2023-05-10,34.20000076293945
2023-05-11,36.20000076293945
2023-05-12,35.5
2023-05-15,35.900001525878906
2023-05-16,35.400001525878906
2023-05-17,36.29999923706055
2023-05-18,36.29999923706055
2023-05-19,35.29999923706055
2023-05-22,35.5
2023-05-23,35.29999923706055
2023-05-24,35.29999923706055
2023-05-25,34.900001525878906
2023-05-26,35.29999923706055
2023-05-30,36.0
2023-05-31,35.599998474121094
2023-06-01,37.0
2023-06-02,35.79999923706055
2023-06-05,36.0
2023-06-06,37.29999923706055
2023-06-07,38.599998474121094
2023-06-08,38.79999923706055
2023-06-09,38.099998474121094
2023-06-12,37.900001525878906
2023-06-13,38.29999923706055
2023-06-14,37.70000076293945
2023-06-15,38.29999923706055
2023-06-16,39.400001525878906
2023-06-20,37.5
2023-06-21,36.599998474121094
2023-06-22,37.5
2023-06-23,38.29999923706055
2023-06-26,39.099998474121094
2023-06-27,40.900001525878906
2023-06-28,42.70000076293945
2023-06-29,43.29999923706055
2023-06-30,45.29999923706055
2023-07-03,46.29999923706055
2023-07-05,45.599998474121094
2023-07-06,44.400001525878906
2023-07-07,44.5
2023-07-10,46.099998474121094
2023-07-11,47.79999923706055
2023-07-12,48.099998474121094
2023-07-13,48.900001525878906
2023-07-14,47.5
2023-07-17,49.400001525878906
2023-07-18,52.900001525878906
2023-07-19,54.900001525878906
2023-07-20,78.0999984741211
2023-07-21,70.80000305175781
2023-07-24,60.0
2023-07-25,51.29999923706055
2023-07-26,48.900001525878906
2023-07-27,48.099998474121094
2023-07-28,51.099998474121094
2023-07-31,51.0
2023-08-01,49.79999923706055
2023-08-02,49.599998474121094
2023-08-03,49.79999923706055
2023-08-04,48.29999923706055
2023-08-07,48.099998474121094
2023-08-08,48.20000076293945
2023-08-09,48.79999923706055
2023-08-10,48.400001525878906
2023-08-11,47.5
2023-08-14,47.0
2023-08-15,47.099998474121094
2023-08-16,46.20000076293945
2023-08-17,45.0
2023-08-18,44.900001525878906
2023-08-21,44.0
2023-08-22,42.70000076293945
2023-08-23,41.29999923706055
2023-08-24,40.099998474121094
2023-08-25,40.400001525878906
2023-08-28,41.0
