Date,FULT
2022-02-28,18.020000457763672
2022-03-01,17.389999389648438
2022-03-02,17.81999969482422
2022-03-03,17.739999771118164
2022-03-04,17.440000534057617
2022-03-07,16.760000228881836
2022-03-08,16.729999542236328
2022-03-09,17.190000534057617
2022-03-10,17.280000686645508
2022-03-11,17.549999237060547
2022-03-14,17.649999618530273
2022-03-15,17.559999465942383
2022-03-16,17.799999237060547
2022-03-17,17.559999465942383
2022-03-18,17.299999237060547
2022-03-21,17.56999969482422
2022-03-22,17.579999923706055
2022-03-23,16.959999084472656
2022-03-24,17.1299991607666
2022-03-25,17.549999237060547
2022-03-28,17.350000381469727
2022-03-29,17.59000015258789
2022-03-30,17.030000686645508
2022-03-31,16.6200008392334
2022-04-01,16.65999984741211
2022-04-04,16.450000762939453
2022-04-05,16.299999237060547
2022-04-06,16.219999313354492
2022-04-07,16.020000457763672
2022-04-08,16.010000228881836
2022-04-11,16.049999237060547
2022-04-12,15.819999694824219
2022-04-13,16.020000457763672
2022-04-14,15.850000381469727
2022-04-18,15.989999771118164
2022-04-19,16.520000457763672
2022-04-20,16.399999618530273
2022-04-21,16.760000228881836
2022-04-22,16.270000457763672
2022-04-25,16.110000610351562
2022-04-26,15.640000343322754
2022-04-27,15.649999618530273
2022-04-28,15.739999771118164
2022-04-29,15.170000076293945
2022-05-02,15.34000015258789
2022-05-03,15.479999542236328
2022-05-04,15.899999618530273
2022-05-05,15.600000381469727
2022-05-06,15.399999618530273
2022-05-09,15.510000228881836
2022-05-10,15.350000381469727
2022-05-11,15.109999656677246
2022-05-12,15.180000305175781
2022-05-13,15.09000015258789
2022-05-16,14.960000038146973
2022-05-17,15.460000038146973
2022-05-18,15.210000038146973
2022-05-19,15.0
2022-05-20,15.130000114440918
2022-05-23,15.40999984741211
2022-05-24,15.449999809265137
2022-05-25,15.5600004196167
2022-05-26,15.710000038146973
2022-05-27,15.829999923706055
2022-05-31,15.850000381469727
2022-06-01,15.680000305175781
2022-06-02,15.90999984741211
2022-06-03,15.670000076293945
2022-06-06,15.829999923706055
2022-06-07,16.040000915527344
2022-06-08,15.460000038146973
2022-06-09,15.069999694824219
2022-06-10,14.670000076293945
2022-06-13,14.430000305175781
2022-06-14,14.449999809265137
2022-06-15,14.5600004196167
2022-06-16,14.210000038146973
2022-06-17,14.369999885559082
2022-06-21,14.550000190734863
2022-06-22,14.609999656677246
2022-06-23,14.359999656677246
2022-06-24,14.800000190734863
2022-06-27,14.84000015258789
2022-06-28,14.670000076293945
2022-06-29,14.739999771118164
2022-06-30,14.449999809265137
2022-07-01,14.59000015258789
2022-07-05,14.470000267028809
2022-07-06,14.520000457763672
2022-07-07,14.640000343322754
2022-07-08,14.600000381469727
2022-07-11,14.390000343322754
2022-07-12,14.489999771118164
2022-07-13,14.119999885559082
2022-07-14,13.890000343322754
2022-07-15,14.40999984741211
2022-07-18,14.479999542236328
2022-07-19,14.90999984741211
2022-07-20,15.880000114440918
2022-07-21,15.949999809265137
2022-07-22,15.859999656677246
2022-07-25,16.209999084472656
2022-07-26,16.260000228881836
2022-07-27,16.399999618530273
2022-07-28,16.469999313354492
2022-07-29,16.690000534057617
2022-08-01,16.670000076293945
2022-08-02,16.25
2022-08-03,16.40999984741211
2022-08-04,16.350000381469727
2022-08-05,16.549999237060547
2022-08-08,16.540000915527344
2022-08-09,16.6200008392334
2022-08-10,16.940000534057617
2022-08-11,17.040000915527344
2022-08-12,17.270000457763672
2022-08-15,17.420000076293945
2022-08-16,17.610000610351562
2022-08-17,17.559999465942383
2022-08-18,17.65999984741211
2022-08-19,17.389999389648438
2022-08-22,17.059999465942383
2022-08-23,16.8799991607666
2022-08-24,16.75
2022-08-25,16.969999313354492
2022-08-26,16.6299991607666
2022-08-29,16.479999542236328
2022-08-30,16.399999618530273
2022-08-31,16.229999542236328
2022-09-01,16.219999313354492
2022-09-02,16.110000610351562
2022-09-06,15.819999694824219
2022-09-07,16.059999465942383
2022-09-08,16.239999771118164
2022-09-09,16.3799991607666
2022-09-12,16.510000228881836
2022-09-13,15.970000267028809
2022-09-14,16.030000686645508
2022-09-15,16.329999923706055
2022-09-16,16.399999618530273
2022-09-19,16.739999771118164
2022-09-20,16.780000686645508
2022-09-21,16.59000015258789
2022-09-22,16.3700008392334
2022-09-23,16.18000030517578
2022-09-26,16.1200008392334
2022-09-27,15.960000038146973
2022-09-28,16.18000030517578
2022-09-29,15.859999656677246
2022-09-30,15.800000190734863
