Date,BECN
2022-02-28,59.689998626708984
2022-03-01,59.209999084472656
2022-03-02,60.150001525878906
2022-03-03,59.83000183105469
2022-03-04,58.7400016784668
2022-03-07,55.209999084472656
2022-03-08,56.02000045776367
2022-03-09,58.380001068115234
2022-03-10,58.97999954223633
2022-03-11,59.20000076293945
2022-03-14,59.61000061035156
2022-03-15,61.45000076293945
2022-03-16,62.2599983215332
2022-03-17,62.86000061035156
2022-03-18,62.7400016784668
2022-03-21,62.27000045776367
2022-03-22,62.2599983215332
2022-03-23,60.849998474121094
2022-03-24,60.279998779296875
2022-03-25,60.5099983215332
2022-03-28,61.52000045776367
2022-03-29,62.15999984741211
2022-03-30,61.09000015258789
2022-03-31,59.279998779296875
2022-04-01,59.18000030517578
2022-04-04,58.40999984741211
2022-04-05,57.279998779296875
2022-04-06,55.970001220703125
2022-04-07,55.58000183105469
2022-04-08,55.790000915527344
2022-04-11,56.47999954223633
2022-04-12,57.400001525878906
2022-04-13,58.470001220703125
2022-04-14,58.540000915527344
2022-04-18,58.959999084472656
2022-04-19,61.31999969482422
2022-04-20,61.290000915527344
2022-04-21,61.119998931884766
2022-04-22,60.04999923706055
2022-04-25,59.97999954223633
2022-04-26,59.11000061035156
2022-04-27,59.45000076293945
2022-04-28,60.45000076293945
2022-04-29,59.630001068115234
2022-05-02,60.560001373291016
2022-05-03,61.099998474121094
2022-05-04,63.25
2022-05-05,62.400001525878906
2022-05-06,63.439998626708984
2022-05-09,61.900001525878906
2022-05-10,60.45000076293945
2022-05-11,59.41999816894531
2022-05-12,60.04999923706055
2022-05-13,61.279998779296875
2022-05-16,61.91999816894531
2022-05-17,63.599998474121094
2022-05-18,62.65999984741211
2022-05-19,61.470001220703125
2022-05-20,60.0099983215332
2022-05-23,59.81999969482422
2022-05-24,58.58000183105469
2022-05-25,58.970001220703125
2022-05-26,59.880001068115234
2022-05-27,61.209999084472656
2022-05-31,61.40999984741211
2022-06-01,61.47999954223633
2022-06-02,63.02000045776367
2022-06-03,62.95000076293945
2022-06-06,63.0
2022-06-07,65.30000305175781
2022-06-08,63.459999084472656
2022-06-09,63.63999938964844
2022-06-10,61.75
2022-06-13,57.470001220703125
2022-06-14,57.09000015258789
2022-06-15,56.880001068115234
2022-06-16,50.84000015258789
2022-06-17,50.22999954223633
2022-06-21,49.81999969482422
2022-06-22,47.81999969482422
2022-06-23,49.5
2022-06-24,50.709999084472656
2022-06-27,51.75
2022-06-28,50.20000076293945
2022-06-29,50.97999954223633
2022-06-30,51.36000061035156
2022-07-01,52.540000915527344
2022-07-05,53.220001220703125
2022-07-06,53.119998931884766
2022-07-07,55.16999816894531
2022-07-08,55.2599983215332
2022-07-11,54.95000076293945
2022-07-12,55.15999984741211
2022-07-13,55.36000061035156
2022-07-14,55.13999938964844
2022-07-15,54.900001525878906
2022-07-18,55.209999084472656
2022-07-19,56.099998474121094
2022-07-20,57.060001373291016
2022-07-21,57.470001220703125
2022-07-22,57.15999984741211
2022-07-25,56.91999816894531
2022-07-26,56.22999954223633
2022-07-27,57.02000045776367
2022-07-28,59.59000015258789
2022-07-29,60.02000045776367
2022-08-01,61.459999084472656
2022-08-02,60.2599983215332
2022-08-03,60.70000076293945
2022-08-04,61.72999954223633
2022-08-05,59.59000015258789
2022-08-08,59.970001220703125
2022-08-09,57.95000076293945
2022-08-10,59.11000061035156
2022-08-11,59.13999938964844
2022-08-12,60.22999954223633
2022-08-15,60.52000045776367
2022-08-16,61.63999938964844
2022-08-17,60.43000030517578
2022-08-18,62.38999938964844
2022-08-19,61.400001525878906
2022-08-22,60.40999984741211
2022-08-23,60.36000061035156
2022-08-24,60.15999984741211
2022-08-25,60.68000030517578
2022-08-26,58.119998931884766
2022-08-29,57.20000076293945
2022-08-30,55.95000076293945
2022-08-31,54.90999984741211
2022-09-01,54.15999984741211
2022-09-02,53.36000061035156
2022-09-06,52.65999984741211
2022-09-07,53.459999084472656
2022-09-08,55.290000915527344
2022-09-09,56.529998779296875
2022-09-12,57.22999954223633
2022-09-13,55.279998779296875
2022-09-14,54.43000030517578
2022-09-15,54.34000015258789
2022-09-16,54.470001220703125
2022-09-19,54.84000015258789
2022-09-20,54.2400016784668
2022-09-21,53.849998474121094
2022-09-22,52.25
2022-09-23,52.22999954223633
2022-09-26,50.61000061035156
2022-09-27,51.9900016784668
2022-09-28,54.88999938964844
2022-09-29,53.689998626708984
2022-09-30,54.720001220703125
2022-10-03,56.880001068115234
2022-10-04,58.7400016784668
2022-10-05,58.869998931884766
2022-10-06,58.939998626708984
2022-10-07,58.2400016784668
2022-10-10,58.540000915527344
2022-10-11,58.31999969482422
2022-10-12,57.47999954223633
2022-10-13,57.84000015258789
2022-10-14,54.45000076293945
2022-10-17,54.75
2022-10-18,55.689998626708984
2022-10-19,53.560001373291016
2022-10-20,52.68000030517578
2022-10-21,53.880001068115234
2022-10-24,53.58000183105469
2022-10-25,54.5
2022-10-26,54.63999938964844
2022-10-27,54.810001373291016
2022-10-28,56.31999969482422
2022-10-31,56.349998474121094
2022-11-01,56.560001373291016
2022-11-02,55.11000061035156
2022-11-03,54.77000045776367
2022-11-04,55.9900016784668
2022-11-07,55.31999969482422
2022-11-08,55.619998931884766
2022-11-09,54.79999923706055
2022-11-10,58.11000061035156
2022-11-11,59.040000915527344
2022-11-14,57.79999923706055
2022-11-15,58.15999984741211
2022-11-16,57.599998474121094
2022-11-17,57.45000076293945
2022-11-18,58.0099983215332
2022-11-21,58.189998626708984
2022-11-22,59.040000915527344
2022-11-23,59.25
2022-11-25,59.0
2022-11-28,57.970001220703125
2022-11-29,57.90999984741211
2022-11-30,58.38999938964844
2022-12-01,59.0
2022-12-02,59.470001220703125
2022-12-05,57.189998626708984
2022-12-06,56.380001068115234
2022-12-07,57.02000045776367
2022-12-08,57.86000061035156
2022-12-09,58.0
2022-12-12,58.0
2022-12-13,58.81999969482422
2022-12-14,57.9900016784668
2022-12-15,57.0099983215332
2022-12-16,55.7400016784668
2022-12-19,56.0099983215332
2022-12-20,55.04999923706055
2022-12-21,54.619998931884766
2022-12-22,53.189998626708984
2022-12-23,53.5
2022-12-27,53.150001525878906
2022-12-28,52.400001525878906
2022-12-29,53.130001068115234
2022-12-30,52.790000915527344
2023-01-03,52.849998474121094
2023-01-04,53.380001068115234
2023-01-05,51.58000183105469
2023-01-06,53.11000061035156
2023-01-09,52.90999984741211
2023-01-10,52.31999969482422
2023-01-11,54.25
2023-01-12,53.91999816894531
2023-01-13,54.72999954223633
2023-01-17,54.189998626708984
2023-01-18,55.09000015258789
2023-01-19,53.099998474121094
2023-01-20,53.41999816894531
2023-01-23,54.68000030517578
2023-01-24,55.2599983215332
2023-01-25,54.90999984741211
2023-01-26,54.810001373291016
2023-01-27,55.099998474121094
2023-01-30,54.18000030517578
2023-01-31,56.880001068115234
2023-02-01,58.810001373291016
2023-02-02,61.349998474121094
2023-02-03,60.36000061035156
2023-02-06,59.86000061035156
2023-02-07,60.349998474121094
2023-02-08,59.65999984741211
2023-02-09,59.16999816894531
2023-02-10,59.22999954223633
2023-02-13,60.790000915527344
2023-02-14,61.61000061035156
2023-02-15,62.34000015258789
2023-02-16,62.27000045776367
2023-02-17,61.380001068115234
2023-02-21,58.56999969482422
2023-02-22,59.529998779296875
2023-02-23,59.70000076293945
2023-02-24,65.2699966430664
2023-02-27,64.87999725341797
2023-02-28,65.0
2023-03-01,65.0
2023-03-02,65.70999908447266
2023-03-03,67.31999969482422
2023-03-06,66.11000061035156
2023-03-07,65.16999816894531
2023-03-08,65.45999908447266
2023-03-09,64.6500015258789
2023-03-10,61.720001220703125
2023-03-13,59.779998779296875
2023-03-14,59.439998626708984
2023-03-15,57.70000076293945
2023-03-16,58.529998779296875
2023-03-17,56.22999954223633
2023-03-20,57.16999816894531
2023-03-21,58.54999923706055
2023-03-22,56.90999984741211
2023-03-23,56.439998626708984
2023-03-24,56.70000076293945
2023-03-27,57.09000015258789
2023-03-28,57.41999816894531
2023-03-29,58.09000015258789
2023-03-30,57.630001068115234
2023-03-31,58.849998474121094
2023-04-03,58.65999984741211
2023-04-04,56.18000030517578
2023-04-05,55.2599983215332
2023-04-06,54.900001525878906
2023-04-10,57.18000030517578
2023-04-11,58.310001373291016
2023-04-12,58.880001068115234
2023-04-13,58.66999816894531
2023-04-14,58.560001373291016
2023-04-17,59.400001525878906
2023-04-18,60.209999084472656
