Date,QRVO
2022-02-28,136.77999877929688
2022-03-01,132.61000061035156
2022-03-02,137.1199951171875
2022-03-03,131.75
2022-03-04,129.6300048828125
2022-03-07,123.68000030517578
2022-03-08,129.13999938964844
2022-03-09,129.36000061035156
2022-03-10,125.5
2022-03-11,123.62999725341797
2022-03-14,118.61000061035156
2022-03-15,121.45999908447266
2022-03-16,127.16999816894531
2022-03-17,128.80999755859375
2022-03-18,130.8699951171875
2022-03-21,128.92999267578125
2022-03-22,130.02999877929688
2022-03-23,125.66000366210938
2022-03-24,130.6999969482422
2022-03-25,130.8800048828125
2022-03-28,128.86000061035156
2022-03-29,131.88999938964844
2022-03-30,127.43000030517578
2022-03-31,124.0999984741211
2022-04-01,121.51000213623047
2022-04-04,123.48999786376953
2022-04-05,117.94000244140625
2022-04-06,115.08000183105469
2022-04-07,114.30999755859375
2022-04-08,114.43000030517578
2022-04-11,114.87999725341797
2022-04-12,114.0999984741211
2022-04-13,116.11000061035156
2022-04-14,113.37999725341797
2022-04-18,115.55999755859375
2022-04-19,117.33999633789062
2022-04-20,115.7699966430664
2022-04-21,113.58999633789062
2022-04-22,111.69000244140625
2022-04-25,114.61000061035156
2022-04-26,109.33999633789062
2022-04-27,110.2699966430664
2022-04-28,117.08000183105469
2022-04-29,113.77999877929688
2022-05-02,119.55999755859375
2022-05-03,120.06999969482422
2022-05-04,119.33999633789062
2022-05-05,108.83999633789062
2022-05-06,107.12000274658203
2022-05-09,102.76000213623047
2022-05-10,105.25
2022-05-11,100.87999725341797
2022-05-12,101.16000366210938
2022-05-13,104.80999755859375
2022-05-16,102.5199966430664
2022-05-17,108.12000274658203
2022-05-18,104.63999938964844
2022-05-19,104.83000183105469
2022-05-20,108.61000061035156
2022-05-23,105.93000030517578
2022-05-24,102.16000366210938
2022-05-25,104.37999725341797
2022-05-26,108.4800033569336
2022-05-27,112.19000244140625
2022-05-31,111.75
2022-06-01,109.58999633789062
2022-06-02,113.36000061035156
2022-06-03,109.05999755859375
2022-06-06,109.83000183105469
2022-06-07,111.54000091552734
2022-06-08,109.37999725341797
2022-06-09,105.12999725341797
2022-06-10,101.25
2022-06-13,94.01000213623047
2022-06-14,96.66000366210938
2022-06-15,98.5199966430664
2022-06-16,93.12000274658203
2022-06-17,95.12999725341797
2022-06-21,96.26000213623047
2022-06-22,95.25
2022-06-23,94.9800033569336
2022-06-24,97.87000274658203
2022-06-27,99.80000305175781
2022-06-28,98.55000305175781
2022-06-29,95.80999755859375
2022-06-30,94.31999969482422
2022-07-01,92.47000122070312
2022-07-05,96.23999786376953
2022-07-06,97.94000244140625
2022-07-07,100.48999786376953
2022-07-08,99.41000366210938
2022-07-11,96.75
2022-07-12,97.94999694824219
2022-07-13,97.45999908447266
2022-07-14,98.38999938964844
2022-07-15,100.18000030517578
2022-07-18,97.9000015258789
2022-07-19,102.41999816894531
2022-07-20,105.56999969482422
2022-07-21,107.01000213623047
2022-07-22,104.33999633789062
2022-07-25,103.83000183105469
2022-07-26,99.79000091552734
2022-07-27,104.0999984741211
2022-07-28,103.83999633789062
2022-07-29,104.06999969482422
2022-08-01,102.83999633789062
2022-08-02,102.97000122070312
2022-08-03,106.87000274658203
2022-08-04,108.61000061035156
2022-08-05,106.08999633789062
2022-08-08,106.43000030517578
2022-08-09,102.2300033569336
2022-08-10,109.01000213623047
2022-08-11,108.72000122070312
2022-08-12,111.06999969482422
2022-08-15,108.91999816894531
2022-08-16,107.91000366210938
2022-08-17,105.41999816894531
2022-08-18,107.05000305175781
2022-08-19,103.69999694824219
2022-08-22,99.44999694824219
2022-08-23,98.72000122070312
2022-08-24,98.05999755859375
2022-08-25,101.95999908447266
2022-08-26,95.69999694824219
2022-08-29,93.80000305175781
2022-08-30,91.75
2022-08-31,89.77999877929688
2022-09-01,90.08000183105469
2022-09-02,90.13999938964844
2022-09-06,88.80000305175781
2022-09-07,90.05999755859375
2022-09-08,91.12000274658203
2022-09-09,93.52999877929688
2022-09-12,93.41000366210938
2022-09-13,86.22000122070312
2022-09-14,85.94000244140625
2022-09-15,85.43000030517578
2022-09-16,85.93000030517578
2022-09-19,87.19000244140625
2022-09-20,85.81999969482422
2022-09-21,84.47000122070312
2022-09-22,81.97000122070312
2022-09-23,82.31999969482422
2022-09-26,81.54000091552734
2022-09-27,82.26000213623047
2022-09-28,82.66999816894531
2022-09-29,81.79000091552734
2022-09-30,79.41000366210938
2022-10-03,82.31999969482422
2022-10-04,86.06999969482422
2022-10-05,87.3499984741211
2022-10-06,85.45999908447266
2022-10-07,81.51000213623047
2022-10-10,81.95999908447266
2022-10-11,78.62000274658203
2022-10-12,78.33999633789062
2022-10-13,81.91999816894531
2022-10-14,79.63999938964844
2022-10-17,80.97000122070312
2022-10-18,81.29000091552734
2022-10-19,81.77999877929688
2022-10-20,82.12000274658203
2022-10-21,85.48999786376953
2022-10-24,86.01000213623047
2022-10-25,86.04000091552734
2022-10-26,85.41999816894531
2022-10-27,84.98999786376953
2022-10-28,88.45999908447266
2022-10-31,86.08000183105469
2022-11-01,86.51000213623047
2022-11-02,84.4800033569336
2022-11-03,82.66999816894531
2022-11-04,86.8499984741211
2022-11-07,88.11000061035156
2022-11-08,88.13999938964844
2022-11-09,84.9000015258789
2022-11-10,94.68000030517578
2022-11-11,96.77999877929688
2022-11-14,94.41000366210938
2022-11-15,98.75
2022-11-16,92.83000183105469
2022-11-17,97.69999694824219
2022-11-18,98.91999816894531
2022-11-21,94.83000183105469
2022-11-22,96.93000030517578
2022-11-23,97.58000183105469
2022-11-25,95.94000244140625
2022-11-28,94.20999908447266
2022-11-29,93.9800033569336
2022-11-30,99.25
2022-12-01,97.25
2022-12-02,97.19000244140625
2022-12-05,97.55999755859375
2022-12-06,95.69999694824219
2022-12-07,95.41999816894531
2022-12-08,98.77999877929688
2022-12-09,97.5999984741211
2022-12-12,99.19999694824219
2022-12-13,102.19999694824219
2022-12-14,100.94000244140625
2022-12-15,96.8499984741211
2022-12-16,94.58999633789062
2022-12-19,93.0199966430664
2022-12-20,90.83000183105469
2022-12-21,93.16999816894531
2022-12-22,91.06999969482422
2022-12-23,90.5
2022-12-27,89.52999877929688
2022-12-28,87.79000091552734
2022-12-29,90.30999755859375
2022-12-30,90.63999938964844
2023-01-03,89.13999938964844
2023-01-04,91.0
2023-01-05,90.29000091552734
2023-01-06,93.3499984741211
2023-01-09,95.20999908447266
2023-01-10,96.18000030517578
2023-01-11,99.05000305175781
2023-01-12,99.66000366210938
2023-01-13,100.4000015258789
2023-01-17,101.2699966430664
2023-01-18,100.97000122070312
2023-01-19,98.79000091552734
2023-01-20,102.38999938964844
2023-01-23,109.43000030517578
2023-01-24,108.11000061035156
2023-01-25,110.11000061035156
2023-01-26,112.52999877929688
2023-01-27,111.61000061035156
2023-01-30,107.69000244140625
2023-01-31,108.66000366210938
2023-02-01,113.52999877929688
2023-02-02,106.97000122070312
2023-02-03,106.87999725341797
2023-02-06,102.23999786376953
2023-02-07,108.55999755859375
2023-02-08,105.87000274658203
2023-02-09,105.94999694824219
2023-02-10,103.30999755859375
2023-02-13,105.41999816894531
2023-02-14,106.43000030517578
2023-02-15,105.2699966430664
2023-02-16,104.44000244140625
2023-02-17,103.08000183105469
2023-02-21,100.31999969482422
2023-02-22,100.20999908447266
2023-02-23,103.08000183105469
2023-02-24,100.66999816894531
2023-02-27,100.02999877929688
2023-02-28,100.88999938964844
2023-03-01,100.44999694824219
2023-03-02,101.23999786376953
2023-03-03,102.69999694824219
2023-03-06,100.75
2023-03-07,100.05000305175781
2023-03-08,101.33000183105469
2023-03-09,97.54000091552734
2023-03-10,95.33000183105469
2023-03-13,94.66999816894531
2023-03-14,96.27999877929688
2023-03-15,94.06999969482422
2023-03-16,97.1500015258789
2023-03-17,96.6500015258789
2023-03-20,99.20999908447266
2023-03-21,100.91999816894531
2023-03-22,99.47000122070312
2023-03-23,102.4800033569336
2023-03-24,100.91999816894531
2023-03-27,98.5199966430664
2023-03-28,97.61000061035156
2023-03-29,100.19000244140625
2023-03-30,100.87999725341797
2023-03-31,101.56999969482422
2023-04-03,100.87000274658203
2023-04-04,97.25
2023-04-05,95.0
2023-04-06,94.7300033569336
2023-04-10,95.19999694824219
2023-04-11,95.0999984741211
2023-04-12,93.5199966430664
2023-04-13,93.62000274658203
2023-04-14,93.58000183105469
2023-04-17,93.62000274658203
2023-04-18,93.52999877929688
2023-04-19,92.5999984741211
2023-04-20,92.95999908447266
2023-04-21,92.94999694824219
2023-04-24,92.01000213623047
2023-04-25,89.69000244140625
2023-04-26,89.79000091552734
2023-04-27,90.33000183105469
2023-04-28,92.08000183105469
2023-05-01,92.83999633789062
2023-05-02,93.43000030517578
2023-05-03,93.62000274658203
2023-05-04,93.98999786376953
2023-05-05,92.91000366210938
2023-05-08,94.16999816894531
2023-05-09,93.13999938964844
2023-05-10,92.58999633789062
2023-05-11,90.55999755859375
2023-05-12,90.23999786376953
2023-05-15,93.0199966430664
2023-05-16,90.58999633789062
2023-05-17,92.4800033569336
2023-05-18,95.0199966430664
2023-05-19,95.04000091552734
2023-05-22,96.12000274658203
2023-05-23,94.12000274658203
