Date,QRVO
2023-05-24,93.75
2023-05-25,94.29000091552734
2023-05-26,100.04000091552734
2023-05-30,99.27999877929688
2023-05-31,97.26000213623047
2023-06-01,98.43000030517578
2023-06-02,98.04000091552734
2023-06-05,95.9000015258789
2023-06-06,96.87000274658203
2023-06-07,98.76000213623047
2023-06-08,99.04000091552734
2023-06-09,98.36000061035156
2023-06-12,100.5999984741211
2023-06-13,102.87999725341797
2023-06-14,103.5999984741211
2023-06-15,102.51000213623047
2023-06-16,102.62000274658203
2023-06-20,102.86000061035156
2023-06-21,100.80000305175781
2023-06-22,101.0199966430664
2023-06-23,97.31999969482422
2023-06-26,98.7699966430664
2023-06-27,102.02999877929688
2023-06-28,100.66000366210938
2023-06-29,101.33999633789062
2023-06-30,102.02999877929688
2023-07-03,103.12000274658203
2023-07-05,97.58999633789062
2023-07-06,98.54000091552734
2023-07-07,100.2300033569336
2023-07-10,103.83999633789062
2023-07-11,104.08000183105469
2023-07-12,105.31999969482422
2023-07-13,106.87000274658203
2023-07-14,104.87000274658203
2023-07-17,107.37999725341797
2023-07-18,106.7699966430664
2023-07-19,105.83999633789062
2023-07-20,104.79000091552734
2023-07-21,107.08999633789062
2023-07-24,106.75
2023-07-25,107.12999725341797
2023-07-26,106.97000122070312
2023-07-27,106.9800033569336
2023-07-28,109.48999786376953
2023-07-31,110.0199966430664
2023-08-01,110.20999908447266
2023-08-02,106.11000061035156
2023-08-03,105.83999633789062
2023-08-04,106.87999725341797
2023-08-07,106.72000122070312
2023-08-08,106.19999694824219
2023-08-09,105.0999984741211
2023-08-10,104.36000061035156
2023-08-11,101.87999725341797
2023-08-14,103.19000244140625
2023-08-15,99.5199966430664
2023-08-16,97.22000122070312
2023-08-17,98.25
2023-08-18,98.95999908447266
2023-08-21,100.62000274658203
2023-08-22,100.16000366210938
2023-08-23,102.22000122070312
2023-08-24,99.7300033569336
2023-08-25,101.52999877929688
2023-08-28,103.77999877929688
2023-08-29,105.75
2023-08-30,106.45999908447266
2023-08-31,107.38999938964844
2023-09-01,108.44999694824219
2023-09-05,107.16999816894531
2023-09-06,106.23999786376953
2023-09-07,98.72000122070312
2023-09-08,99.33999633789062
2023-09-11,97.20999908447266
2023-09-12,94.51000213623047
2023-09-13,94.33999633789062
2023-09-14,96.0999984741211
2023-09-15,95.93000030517578
2023-09-18,96.87000274658203
2023-09-19,95.6500015258789
2023-09-20,95.20999908447266
2023-09-21,94.55000305175781
2023-09-22,94.12999725341797
2023-09-25,96.5
2023-09-26,94.80999755859375
2023-09-27,94.55999755859375
2023-09-28,95.47000122070312
2023-09-29,95.47000122070312
2023-10-02,95.12000274658203
2023-10-03,93.7300033569336
2023-10-04,94.0999984741211
2023-10-05,93.91999816894531
2023-10-06,94.83000183105469
2023-10-09,94.9000015258789
2023-10-10,93.26000213623047
2023-10-11,93.41999816894531
2023-10-12,92.98999786376953
2023-10-13,90.91999816894531
2023-10-16,92.22000122070312
2023-10-17,92.76000213623047
2023-10-18,91.69999694824219
2023-10-19,90.9800033569336
2023-10-20,90.0
2023-10-23,88.38999938964844
2023-10-24,88.83999633789062
2023-10-25,86.19999694824219
2023-10-26,86.27999877929688
2023-10-27,86.47000122070312
2023-10-30,86.06999969482422
2023-10-31,87.41999816894531
2023-11-01,87.81999969482422
2023-11-02,85.4800033569336
2023-11-03,88.33000183105469
2023-11-06,88.13999938964844
2023-11-07,88.12000274658203
2023-11-08,87.94000244140625
2023-11-09,87.43000030517578
2023-11-10,91.66000366210938
2023-11-13,90.37000274658203
2023-11-14,94.62000274658203
2023-11-15,95.19999694824219
2023-11-16,93.86000061035156
2023-11-17,94.08000183105469
2023-11-20,95.13999938964844
2023-11-21,93.12999725341797
2023-11-22,93.3499984741211
2023-11-24,93.38999938964844
2023-11-27,93.33999633789062
2023-11-28,93.51000213623047
2023-11-29,95.88999938964844
2023-11-30,96.5
2023-12-01,97.41999816894531
2023-12-04,97.66999816894531
2023-12-05,97.11000061035156
2023-12-06,97.51000213623047
2023-12-07,100.31999969482422
2023-12-08,103.97000122070312
2023-12-11,106.04000091552734
2023-12-12,106.2699966430664
2023-12-13,108.31999969482422
2023-12-14,112.55000305175781
2023-12-15,112.26000213623047
2023-12-18,111.91000366210938
2023-12-19,111.48999786376953
2023-12-20,108.55000305175781
2023-12-21,111.20999908447266
2023-12-22,112.5999984741211
2023-12-26,114.37999725341797
2023-12-27,114.61000061035156
2023-12-28,114.18000030517578
2023-12-29,112.61000061035156
2024-01-02,108.91000366210938
2024-01-03,105.69000244140625
2024-01-04,102.98999786376953
2024-01-05,103.12000274658203
2024-01-08,105.38999938964844
2024-01-09,104.0
2024-01-10,104.48999786376953
2024-01-11,103.70999908447266
2024-01-12,102.30000305175781
2024-01-16,101.41000366210938
2024-01-17,99.88999938964844
2024-01-18,103.77999877929688
2024-01-19,105.55999755859375
2024-01-22,106.69999694824219
2024-01-23,107.7699966430664
2024-01-24,105.95999908447266
2024-01-25,106.44000244140625
2024-01-26,103.68000030517578
2024-01-29,103.69999694824219
2024-01-30,100.26000213623047
2024-01-31,99.73999786376953
2024-02-01,105.75
2024-02-02,103.58999633789062
2024-02-05,107.33000183105469
2024-02-06,108.61000061035156
2024-02-07,110.8499984741211
2024-02-08,112.62000274658203
2024-02-09,112.31999969482422
2024-02-12,113.7300033569336
2024-02-13,111.70999908447266
2024-02-14,113.58999633789062
2024-02-15,113.87999725341797
2024-02-16,112.16999816894531
2024-02-20,111.86000061035156
2024-02-21,111.88999938964844
2024-02-22,113.44999694824219
2024-02-23,112.80000305175781
2024-02-26,113.5199966430664
2024-02-27,114.01000213623047
2024-02-28,112.05000305175781
2024-02-29,114.55000305175781
2024-03-01,119.62000274658203
2024-03-04,120.22000122070312
2024-03-05,113.29000091552734
2024-03-06,115.88999938964844
2024-03-07,118.79000091552734
2024-03-08,116.06999969482422
2024-03-11,117.48999786376953
2024-03-12,120.16999816894531
2024-03-13,116.12999725341797
2024-03-14,113.58000183105469
2024-03-15,111.8499984741211
2024-03-18,111.27999877929688
2024-03-19,110.80000305175781
2024-03-20,113.5199966430664
2024-03-21,115.37999725341797
2024-03-22,114.37999725341797
2024-03-25,113.75
2024-03-26,112.63999938964844
2024-03-27,114.5999984741211
2024-03-28,114.83000183105469
2024-04-01,114.1500015258789
2024-04-02,113.80000305175781
2024-04-03,114.9000015258789
2024-04-04,113.0
2024-04-05,115.08999633789062
2024-04-08,114.45999908447266
2024-04-09,116.48999786376953
2024-04-10,113.37999725341797
2024-04-11,115.80999755859375
2024-04-12,111.36000061035156
2024-04-15,110.06999969482422
2024-04-16,111.1500015258789
2024-04-17,109.94999694824219
2024-04-18,107.83999633789062
2024-04-19,104.87999725341797
2024-04-22,107.12000274658203
2024-04-23,107.9800033569336
2024-04-24,112.1500015258789
2024-04-25,114.69999694824219
2024-04-26,116.75
2024-04-29,118.83000183105469
2024-04-30,116.83999633789062
2024-05-01,111.88999938964844
2024-05-02,95.66999816894531
2024-05-03,95.94999694824219
2024-05-06,96.20999908447266
2024-05-07,96.75
2024-05-08,96.0199966430664
2024-05-09,97.0199966430664
2024-05-10,97.69000244140625
2024-05-13,98.3499984741211
2024-05-14,99.05000305175781
2024-05-15,99.91000366210938
2024-05-16,99.51000213623047
2024-05-17,98.43000030517578
2024-05-20,98.68000030517578
2024-05-21,97.98999786376953
2024-05-22,99.55000305175781
2024-05-23,96.86000061035156
2024-05-24,98.29000091552734
2024-05-28,98.18000030517578
2024-05-29,96.27999877929688
2024-05-30,97.08999633789062
2024-05-31,98.38999938964844
2024-06-03,97.88999938964844
2024-06-04,97.69999694824219
2024-06-05,99.63999938964844
2024-06-06,99.9800033569336
2024-06-07,99.48999786376953
2024-06-10,102.36000061035156
2024-06-11,104.06999969482422
2024-06-12,108.72000122070312
2024-06-13,113.36000061035156
2024-06-14,112.37999725341797
2024-06-17,114.19999694824219
2024-06-18,114.70999908447266
2024-06-20,112.91000366210938
2024-06-21,113.5199966430664
2024-06-24,113.52999877929688
2024-06-25,115.43000030517578
2024-06-26,113.83999633789062
2024-06-27,112.38999938964844
2024-06-28,116.04000091552734
2024-07-01,117.80999755859375
2024-07-02,118.9000015258789
2024-07-03,117.12999725341797
2024-07-05,118.75
2024-07-08,120.81999969482422
2024-07-09,119.69000244140625
2024-07-10,124.94999694824219
2024-07-11,122.51000213623047
2024-07-12,122.80000305175781
2024-07-15,126.31999969482422
2024-07-16,129.2100067138672
2024-07-17,123.58999633789062
2024-07-18,124.58999633789062
2024-07-19,121.80000305175781
2024-07-22,125.48999786376953
2024-07-23,125.13999938964844
2024-07-24,120.04000091552734
2024-07-25,118.66999816894531
2024-07-26,122.01000213623047
2024-07-29,122.47000122070312
2024-07-30,119.45999908447266
2024-07-31,119.80000305175781
2024-08-01,110.6500015258789
2024-08-02,107.93000030517578
2024-08-05,104.61000061035156
2024-08-06,103.0199966430664
2024-08-07,100.5999984741211
2024-08-08,107.08000183105469
2024-08-09,106.19999694824219
2024-08-12,107.27999877929688
2024-08-13,111.01000213623047
2024-08-14,108.5199966430664
2024-08-15,112.37999725341797
2024-08-16,111.18000030517578
2024-08-19,112.33999633789062
2024-08-20,111.2300033569336
2024-08-21,112.91999816894531
2024-08-22,110.43000030517578
2024-08-23,115.5199966430664
2024-08-26,112.38999938964844
2024-08-27,113.66999816894531
2024-08-28,112.26000213623047
2024-08-29,113.87000274658203
2024-08-30,115.88999938964844
2024-09-03,108.11000061035156
2024-09-04,108.8499984741211
2024-09-05,108.08000183105469
2024-09-06,104.3499984741211
2024-09-09,105.2699966430664
2024-09-10,104.54000091552734
2024-09-11,107.16999816894531
2024-09-12,105.61000061035156
2024-09-13,107.6500015258789
2024-09-16,100.45999908447266
2024-09-17,100.0
2024-09-18,99.80000305175781
2024-09-19,103.16999816894531
2024-09-20,102.26000213623047
2024-09-23,102.18000030517578
2024-09-24,102.97000122070312
2024-09-25,102.48999786376953
2024-09-26,104.95999908447266
2024-09-27,103.5999984741211
2024-09-30,103.30000305175781
2024-10-01,99.77999877929688
2024-10-02,102.1500015258789
2024-10-03,101.68000030517578
2024-10-04,102.0
2024-10-07,100.36000061035156
2024-10-08,100.41000366210938
2024-10-09,102.16000366210938
2024-10-10,101.5
2024-10-11,101.83000183105469
2024-10-14,104.58000183105469
2024-10-15,103.58000183105469
2024-10-16,104.0
2024-10-17,104.27999877929688
2024-10-18,104.5
2024-10-21,102.19999694824219
2024-10-22,100.80000305175781
2024-10-23,100.23999786376953
2024-10-24,99.52999877929688
2024-10-25,99.01000213623047
2024-10-28,100.26000213623047
2024-10-29,100.4800033569336
2024-10-30,73.04000091552734
2024-10-31,71.26000213623047
2024-11-01,71.86000061035156
2024-11-04,71.37000274658203
2024-11-05,71.80000305175781
2024-11-06,72.86000061035156
2024-11-07,72.05999755859375
2024-11-08,70.3499984741211
2024-11-11,68.73999786376953
2024-11-12,67.2699966430664
2024-11-13,65.5999984741211
2024-11-14,66.30000305175781
2024-11-15,65.61000061035156
2024-11-18,66.31999969482422
2024-11-19,66.27999877929688
2024-11-20,65.66000366210938
2024-11-21,67.87000274658203
