Date,CALM
2022-02-28,44.27000045776367
2022-03-01,44.290000915527344
2022-03-02,44.529998779296875
2022-03-03,44.599998474121094
2022-03-04,45.08000183105469
2022-03-07,44.72999954223633
2022-03-08,44.0099983215332
2022-03-09,43.66999816894531
2022-03-10,43.70000076293945
2022-03-11,43.349998474121094
2022-03-14,45.650001525878906
2022-03-15,46.959999084472656
2022-03-16,48.209999084472656
2022-03-17,49.54999923706055
2022-03-18,51.75
2022-03-21,49.959999084472656
2022-03-22,49.779998779296875
2022-03-23,49.72999954223633
2022-03-24,50.0
2022-03-25,50.27000045776367
2022-03-28,51.25
2022-03-29,51.959999084472656
2022-03-30,52.77000045776367
2022-03-31,55.220001220703125
2022-04-01,58.70000076293945
2022-04-04,59.220001220703125
2022-04-05,57.369998931884766
2022-04-06,57.88999938964844
2022-04-07,56.61000061035156
2022-04-08,55.72999954223633
2022-04-11,56.02000045776367
2022-04-12,55.31999969482422
2022-04-13,53.20000076293945
2022-04-14,54.36000061035156
2022-04-18,53.939998626708984
2022-04-19,55.5
2022-04-20,56.349998474121094
2022-04-21,56.38999938964844
2022-04-22,56.52000045776367
2022-04-25,54.43000030517578
2022-04-26,53.47999954223633
2022-04-27,54.279998779296875
2022-04-28,55.220001220703125
2022-04-29,53.72999954223633
2022-05-02,53.849998474121094
2022-05-03,54.439998626708984
2022-05-04,55.25
2022-05-05,53.7599983215332
2022-05-06,52.150001525878906
2022-05-09,50.560001373291016
2022-05-10,50.95000076293945
2022-05-11,51.29999923706055
2022-05-12,51.0099983215332
2022-05-13,50.66999816894531
2022-05-16,47.810001373291016
2022-05-17,48.31999969482422
2022-05-18,45.77000045776367
2022-05-19,46.16999816894531
2022-05-20,46.119998931884766
2022-05-23,45.939998626708984
2022-05-24,45.2599983215332
2022-05-25,45.959999084472656
2022-05-26,46.88999938964844
2022-05-27,48.15999984741211
2022-05-31,47.72999954223633
2022-06-01,47.34000015258789
2022-06-02,48.20000076293945
2022-06-03,47.040000915527344
2022-06-06,46.5
2022-06-07,46.36000061035156
2022-06-08,46.22999954223633
2022-06-09,44.650001525878906
2022-06-10,45.06999969482422
2022-06-13,44.7599983215332
2022-06-14,45.7400016784668
2022-06-15,45.150001525878906
2022-06-16,46.91999816894531
2022-06-17,46.310001373291016
2022-06-21,47.90999984741211
2022-06-22,47.47999954223633
2022-06-23,48.41999816894531
2022-06-24,49.41999816894531
2022-06-27,50.939998626708984
2022-06-28,49.29999923706055
2022-06-29,50.04999923706055
2022-06-30,49.40999984741211
2022-07-01,50.150001525878906
2022-07-05,48.70000076293945
2022-07-06,50.52000045776367
2022-07-07,52.380001068115234
2022-07-08,52.58000183105469
2022-07-11,52.630001068115234
2022-07-12,52.5099983215332
2022-07-13,53.02000045776367
2022-07-14,53.16999816894531
2022-07-15,53.029998779296875
2022-07-18,53.22999954223633
2022-07-19,52.33000183105469
2022-07-20,53.400001525878906
2022-07-21,54.0
2022-07-22,54.040000915527344
2022-07-25,56.849998474121094
2022-07-26,55.09000015258789
2022-07-27,54.380001068115234
2022-07-28,52.650001525878906
2022-07-29,51.11000061035156
2022-08-01,50.54999923706055
2022-08-02,52.02000045776367
2022-08-03,51.86000061035156
2022-08-04,51.20000076293945
2022-08-05,51.86000061035156
2022-08-08,52.0
2022-08-09,52.150001525878906
2022-08-10,51.0
2022-08-11,52.40999984741211
2022-08-12,54.7400016784668
2022-08-15,55.27000045776367
2022-08-16,54.849998474121094
2022-08-17,55.279998779296875
2022-08-18,56.060001373291016
2022-08-19,55.72999954223633
2022-08-22,55.380001068115234
2022-08-23,52.779998779296875
2022-08-24,54.13999938964844
2022-08-25,55.13999938964844
2022-08-26,54.84000015258789
2022-08-29,55.22999954223633
2022-08-30,54.40999984741211
2022-08-31,53.61000061035156
