Date,TENB
2022-02-28,55.36000061035156
2022-03-01,56.189998626708984
2022-03-02,57.34000015258789
2022-03-03,55.7599983215332
2022-03-04,55.56999969482422
2022-03-07,54.34000015258789
2022-03-08,54.5099983215332
2022-03-09,54.650001525878906
2022-03-10,53.36000061035156
2022-03-11,52.11000061035156
2022-03-14,48.27000045776367
2022-03-15,50.15999984741211
2022-03-16,50.369998931884766
2022-03-17,52.310001373291016
2022-03-18,53.970001220703125
2022-03-21,55.529998779296875
2022-03-22,57.2400016784668
2022-03-23,57.08000183105469
2022-03-24,58.66999816894531
2022-03-25,57.349998474121094
2022-03-28,57.189998626708984
2022-03-29,57.689998626708984
2022-03-30,56.849998474121094
2022-03-31,57.790000915527344
2022-04-01,58.7599983215332
2022-04-04,59.84000015258789
2022-04-05,57.86000061035156
2022-04-06,55.58000183105469
2022-04-07,56.849998474121094
2022-04-08,56.27000045776367
2022-04-11,58.38999938964844
2022-04-12,60.970001220703125
2022-04-13,62.65999984741211
2022-04-14,60.9900016784668
2022-04-18,58.52000045776367
2022-04-19,61.689998626708984
2022-04-20,60.529998779296875
2022-04-21,58.529998779296875
2022-04-22,57.0
2022-04-25,57.91999816894531
2022-04-26,55.52000045776367
2022-04-27,56.709999084472656
2022-04-28,58.63999938964844
2022-04-29,55.22999954223633
2022-05-02,56.349998474121094
2022-05-03,55.470001220703125
2022-05-04,56.84000015258789
2022-05-05,51.630001068115234
2022-05-06,48.470001220703125
2022-05-09,42.7599983215332
2022-05-10,43.689998626708984
2022-05-11,42.040000915527344
2022-05-12,42.66999816894531
2022-05-13,47.16999816894531
2022-05-16,46.279998779296875
2022-05-17,44.779998779296875
2022-05-18,44.34000015258789
2022-05-19,45.61000061035156
2022-05-20,47.31999969482422
2022-05-23,49.18000030517578
2022-05-24,48.869998931884766
2022-05-25,49.45000076293945
2022-05-26,49.5
2022-05-27,52.560001373291016
2022-05-31,50.29999923706055
2022-06-01,50.459999084472656
2022-06-02,52.79999923706055
2022-06-03,52.20000076293945
2022-06-06,51.439998626708984
2022-06-07,51.869998931884766
2022-06-08,51.369998931884766
2022-06-09,49.45000076293945
2022-06-10,46.2599983215332
2022-06-13,44.2400016784668
2022-06-14,43.2400016784668
2022-06-15,45.369998931884766
2022-06-16,43.689998626708984
2022-06-17,45.619998931884766
2022-06-21,46.599998474121094
2022-06-22,46.970001220703125
2022-06-23,49.470001220703125
2022-06-24,50.2400016784668
2022-06-27,49.869998931884766
2022-06-28,47.349998474121094
2022-06-29,46.709999084472656
2022-06-30,45.40999984741211
2022-07-01,46.15999984741211
2022-07-05,48.040000915527344
2022-07-06,48.939998626708984
2022-07-07,51.81999969482422
2022-07-08,51.689998626708984
2022-07-11,51.15999984741211
2022-07-12,46.720001220703125
2022-07-13,46.779998779296875
2022-07-14,46.310001373291016
2022-07-15,46.91999816894531
2022-07-18,46.0
2022-07-19,47.08000183105469
2022-07-20,48.84000015258789
2022-07-21,50.11000061035156
2022-07-22,48.790000915527344
2022-07-25,48.150001525878906
2022-07-26,44.83000183105469
2022-07-27,37.84000015258789
2022-07-28,38.310001373291016
2022-07-29,38.650001525878906
2022-08-01,38.20000076293945
2022-08-02,38.939998626708984
2022-08-03,42.209999084472656
2022-08-04,41.97999954223633
2022-08-05,43.02000045776367
2022-08-08,43.279998779296875
2022-08-09,42.4900016784668
2022-08-10,44.2400016784668
2022-08-11,42.83000183105469
2022-08-12,44.2400016784668
2022-08-15,44.31999969482422
2022-08-16,43.849998474121094
2022-08-17,42.41999816894531
2022-08-18,42.56999969482422
2022-08-19,41.36000061035156
2022-08-22,40.79999923706055
2022-08-23,41.52000045776367
2022-08-24,41.720001220703125
2022-08-25,41.619998931884766
2022-08-26,40.720001220703125
2022-08-29,39.95000076293945
2022-08-30,40.130001068115234
2022-08-31,39.61000061035156
2022-09-01,37.189998626708984
2022-09-02,37.43000030517578
2022-09-06,37.5
2022-09-07,38.2400016784668
2022-09-08,39.36000061035156
2022-09-09,41.68000030517578
2022-09-12,42.16999816894531
2022-09-13,40.63999938964844
2022-09-14,39.9900016784668
2022-09-15,39.150001525878906
2022-09-16,37.209999084472656
2022-09-19,38.470001220703125
2022-09-20,37.88999938964844
2022-09-21,37.040000915527344
2022-09-22,35.5
2022-09-23,34.70000076293945
2022-09-26,34.560001373291016
2022-09-27,34.90999984741211
2022-09-28,35.349998474121094
2022-09-29,34.7400016784668
2022-09-30,34.79999923706055
2022-10-03,35.70000076293945
2022-10-04,36.81999969482422
2022-10-05,36.95000076293945
2022-10-06,36.25
2022-10-07,33.900001525878906
2022-10-10,30.540000915527344
2022-10-11,30.350000381469727
2022-10-12,30.18000030517578
2022-10-13,30.209999084472656
2022-10-14,29.280000686645508
2022-10-17,32.060001373291016
2022-10-18,33.08000183105469
2022-10-19,32.5099983215332
2022-10-20,32.58000183105469
2022-10-21,32.869998931884766
2022-10-24,32.630001068115234
2022-10-25,34.22999954223633
2022-10-26,39.36000061035156
2022-10-27,40.90999984741211
2022-10-28,40.560001373291016
2022-10-31,40.63999938964844
2022-11-01,39.88999938964844
2022-11-02,38.29999923706055
2022-11-03,36.119998931884766
