Date,CHRD
2022-02-28,132.50999450683594
2022-03-01,134.8800048828125
2022-03-02,136.1199951171875
2022-03-03,133.57000732421875
2022-03-04,144.49000549316406
2022-03-07,152.4499969482422
2022-03-08,147.3800048828125
2022-03-09,145.35000610351562
2022-03-10,147.69000244140625
2022-03-11,141.3000030517578
2022-03-14,140.14999389648438
2022-03-15,143.38999938964844
2022-03-16,145.05999755859375
2022-03-17,150.86000061035156
2022-03-18,148.92999267578125
2022-03-21,151.00999450683594
2022-03-22,148.74000549316406
2022-03-23,149.5
2022-03-24,150.33999633789062
2022-03-25,154.6999969482422
2022-03-28,145.64999389648438
2022-03-29,147.0500030517578
2022-03-30,148.22999572753906
2022-03-31,146.3000030517578
2022-04-01,149.89999389648438
2022-04-04,148.94000244140625
2022-04-05,143.67999267578125
2022-04-06,143.27999877929688
2022-04-07,146.22999572753906
2022-04-08,148.30999755859375
2022-04-11,146.25999450683594
2022-04-12,148.77000427246094
2022-04-13,152.0399932861328
2022-04-14,151.0
2022-04-18,153.83999633789062
2022-04-19,149.94000244140625
2022-04-20,151.97999572753906
2022-04-21,145.77000427246094
2022-04-22,137.22000122070312
2022-04-25,136.25999450683594
2022-04-26,131.25
2022-04-27,130.88999938964844
2022-04-28,136.63999938964844
2022-04-29,132.66000366210938
2022-05-02,130.92999267578125
2022-05-03,137.86000061035156
2022-05-04,141.6999969482422
2022-05-05,142.94000244140625
2022-05-06,148.19000244140625
2022-05-09,135.27000427246094
2022-05-10,132.3000030517578
2022-05-11,134.72999572753906
2022-05-12,132.42999267578125
2022-05-13,137.4600067138672
2022-05-16,139.91000366210938
2022-05-17,142.24000549316406
2022-05-18,135.47000122070312
2022-05-19,138.8800048828125
2022-05-20,142.52999877929688
2022-05-23,148.25
2022-05-24,146.52999877929688
2022-05-25,149.74000549316406
2022-05-26,152.52999877929688
2022-05-27,161.7899932861328
2022-05-31,158.72999572753906
2022-06-01,165.30999755859375
2022-06-02,159.05999755859375
2022-06-03,165.02999877929688
2022-06-06,169.52000427246094
2022-06-07,178.19000244140625
2022-06-08,178.16000366210938
2022-06-09,176.0500030517578
2022-06-10,176.33999633789062
2022-06-13,165.30999755859375
2022-06-14,163.80999755859375
2022-06-15,163.6300048828125
2022-06-16,151.72999572753906
2022-06-17,135.75999450683594
2022-06-21,139.3300018310547
2022-06-22,132.58999633789062
2022-06-23,128.82000732421875
2022-06-24,128.0399932861328
2022-06-27,134.27999877929688
2022-06-28,140.49000549316406
2022-06-29,130.1699981689453
2022-06-30,121.6500015258789
2022-07-01,109.30000305175781
2022-07-05,102.41999816894531
2022-07-06,100.31999969482422
2022-07-07,108.9000015258789
2022-07-08,111.0
2022-07-11,110.26000213623047
2022-07-12,103.97000122070312
2022-07-13,107.91999816894531
2022-07-14,107.48999786376953
2022-07-15,107.61000061035156
2022-07-18,108.20999908447266
2022-07-19,113.8499984741211
2022-07-20,116.66000366210938
2022-07-21,114.06999969482422
2022-07-22,113.13999938964844
2022-07-25,118.2300033569336
2022-07-26,117.5999984741211
2022-07-27,121.1500015258789
2022-07-28,123.86000061035156
2022-07-29,128.24000549316406
2022-08-01,127.13999938964844
2022-08-02,127.37999725341797
2022-08-03,123.33000183105469
2022-08-04,120.08999633789062
2022-08-05,124.7699966430664
2022-08-08,125.95999908447266
2022-08-09,127.01000213623047
2022-08-10,129.9600067138672
2022-08-11,134.57000732421875
2022-08-12,137.25999450683594
2022-08-15,132.94000244140625
2022-08-16,132.36000061035156
2022-08-17,133.99000549316406
2022-08-18,136.72000122070312
2022-08-19,134.75
2022-08-22,137.97000122070312
2022-08-23,144.41000366210938
2022-08-24,146.74000549316406
2022-08-25,146.47000122070312
2022-08-26,145.52999877929688
2022-08-29,146.22999572753906
2022-08-30,139.69000244140625
2022-08-31,141.5500030517578
2022-09-01,136.1300048828125
2022-09-02,141.0
2022-09-06,138.72000122070312
2022-09-07,133.86000061035156
2022-09-08,134.5399932861328
2022-09-09,138.91000366210938
2022-09-12,142.6199951171875
2022-09-13,139.6999969482422
2022-09-14,145.77999877929688
2022-09-15,141.7100067138672
2022-09-16,137.5399932861328
2022-09-19,142.41000366210938
2022-09-20,139.14999389648438
2022-09-21,137.08999633789062
2022-09-22,134.10000610351562
2022-09-23,124.6500015258789
2022-09-26,121.41999816894531
2022-09-27,126.05000305175781
2022-09-28,137.25
2022-09-29,137.99000549316406
2022-09-30,136.77000427246094
2022-10-03,143.91000366210938
2022-10-04,147.97999572753906
2022-10-05,147.07000732421875
2022-10-06,150.75999450683594
2022-10-07,148.4600067138672
2022-10-10,146.2100067138672
2022-10-11,142.69000244140625
2022-10-12,144.74000549316406
2022-10-13,149.7899932861328
2022-10-14,143.72000122070312
2022-10-17,147.80999755859375
2022-10-18,148.86000061035156
2022-10-19,151.7100067138672
2022-10-20,149.9600067138672
2022-10-21,154.7100067138672
2022-10-24,152.11000061035156
2022-10-25,152.27999877929688
2022-10-26,154.9499969482422
2022-10-27,151.64999389648438
2022-10-28,151.07000732421875
2022-10-31,153.08999633789062
2022-11-01,154.82000732421875
2022-11-02,150.0
2022-11-03,154.24000549316406
2022-11-04,157.1999969482422
2022-11-07,160.72999572753906
2022-11-08,159.72999572753906
2022-11-09,147.47999572753906
2022-11-10,157.19000244140625
2022-11-11,160.02999877929688
2022-11-14,158.7899932861328
2022-11-15,164.5
2022-11-16,157.3699951171875
2022-11-17,156.94000244140625
2022-11-18,155.0500030517578
2022-11-21,149.66000366210938
2022-11-22,154.86000061035156
2022-11-23,151.1300048828125
2022-11-25,151.3000030517578
2022-11-28,146.52000427246094
2022-11-29,150.0
2022-11-30,152.52999877929688
2022-12-01,147.19000244140625
2022-12-02,147.83999633789062
2022-12-05,140.0800018310547
2022-12-06,134.85000610351562
2022-12-07,134.24000549316406
2022-12-08,132.1999969482422
2022-12-09,131.1199951171875
2022-12-12,133.19000244140625
2022-12-13,134.47000122070312
2022-12-14,134.75999450683594
2022-12-15,135.38999938964844
2022-12-16,132.4600067138672
2022-12-19,131.36000061035156
2022-12-20,131.92999267578125
2022-12-21,135.58999633789062
2022-12-22,133.14999389648438
2022-12-23,139.8300018310547
2022-12-27,137.8800048828125
2022-12-28,131.91000366210938
2022-12-29,135.75999450683594
2022-12-30,136.80999755859375
2023-01-03,131.77000427246094
2023-01-04,128.3699951171875
2023-01-05,126.6500015258789
2023-01-06,127.75
2023-01-09,130.00999450683594
2023-01-10,129.4199981689453
2023-01-11,131.83999633789062
2023-01-12,134.99000549316406
2023-01-13,134.2899932861328
2023-01-17,136.8300018310547
2023-01-18,136.0399932861328
2023-01-19,141.77000427246094
2023-01-20,142.30999755859375
2023-01-23,146.69000244140625
2023-01-24,142.72000122070312
2023-01-25,147.44000244140625
2023-01-26,150.02000427246094
2023-01-27,146.0800018310547
2023-01-30,140.3000030517578
2023-01-31,143.3300018310547
2023-02-01,141.60000610351562
2023-02-02,141.32000732421875
2023-02-03,142.55999755859375
2023-02-06,138.52999877929688
2023-02-07,141.9499969482422
2023-02-08,138.52000427246094
2023-02-09,135.4499969482422
2023-02-10,141.17999267578125
2023-02-13,141.4199981689453
2023-02-14,143.05999755859375
2023-02-15,139.02000427246094
2023-02-16,137.97000122070312
2023-02-17,133.14999389648438
2023-02-21,129.17999267578125
2023-02-22,130.66000366210938
2023-02-23,135.7899932861328
2023-02-24,136.17999267578125
2023-02-27,134.91000366210938
2023-02-28,134.6199951171875
2023-03-01,137.3000030517578
2023-03-02,138.5
2023-03-03,143.97000122070312
2023-03-06,143.4499969482422
2023-03-07,143.41000366210938
2023-03-08,141.1199951171875
2023-03-09,138.33999633789062
2023-03-10,136.0399932861328
2023-03-13,132.8000030517578
2023-03-14,135.27000427246094
2023-03-15,123.22000122070312
2023-03-16,125.33000183105469
2023-03-17,121.51000213623047
2023-03-20,126.02999877929688
2023-03-21,131.60000610351562
2023-03-22,126.0199966430664
2023-03-23,124.58000183105469
2023-03-24,124.91000366210938
2023-03-27,129.02000427246094
2023-03-28,130.16000366210938
2023-03-29,133.07000732421875
2023-03-30,133.13999938964844
2023-03-31,134.60000610351562
2023-04-03,142.07000732421875
2023-04-04,137.86000061035156
2023-04-05,140.82000732421875
2023-04-06,138.8300018310547
2023-04-10,141.39999389648438
2023-04-11,144.17999267578125
2023-04-12,142.83999633789062
2023-04-13,142.32000732421875
2023-04-14,144.80999755859375
2023-04-17,143.5399932861328
2023-04-18,144.02000427246094
2023-04-19,143.6999969482422
2023-04-20,142.64999389648438
2023-04-21,142.19000244140625
2023-04-24,144.10000610351562
2023-04-25,138.52000427246094
2023-04-26,137.17999267578125
2023-04-27,138.6199951171875
2023-04-28,142.3300018310547
2023-05-01,142.07000732421875
2023-05-02,136.5399932861328
2023-05-03,135.4600067138672
2023-05-04,133.92999267578125
2023-05-05,138.97000122070312
2023-05-08,141.4499969482422
2023-05-09,141.42999267578125
2023-05-10,141.4499969482422
2023-05-11,139.64999389648438
2023-05-12,142.72999572753906
2023-05-15,141.50999450683594
2023-05-16,137.82000732421875
2023-05-17,142.9499969482422
2023-05-18,145.6699981689453
2023-05-19,146.97000122070312
2023-05-22,149.5500030517578
2023-05-23,150.17999267578125
2023-05-24,151.36000061035156
2023-05-25,149.4600067138672
2023-05-26,148.85000610351562
2023-05-30,146.19000244140625
2023-05-31,143.0399932861328
2023-06-01,143.3699951171875
2023-06-02,149.6300048828125
2023-06-05,146.2899932861328
2023-06-06,149.77999877929688
2023-06-07,154.33999633789062
2023-06-08,152.64999389648438
2023-06-09,151.3699951171875
2023-06-12,149.27999877929688
2023-06-13,150.5
2023-06-14,149.25
2023-06-15,152.55999755859375
2023-06-16,151.6699981689453
2023-06-20,149.72999572753906
2023-06-21,151.89999389648438
2023-06-22,148.72000122070312
2023-06-23,146.75
2023-06-26,148.1999969482422
2023-06-27,149.66000366210938
2023-06-28,150.27000427246094
2023-06-29,152.9499969482422
2023-06-30,153.8000030517578
2023-07-03,154.89999389648438
2023-07-05,155.64999389648438
2023-07-06,150.39999389648438
2023-07-07,155.44000244140625
2023-07-10,156.33999633789062
2023-07-11,159.1300048828125
2023-07-12,157.32000732421875
2023-07-13,156.88999938964844
2023-07-14,148.1999969482422
2023-07-17,146.3699951171875
2023-07-18,149.02000427246094
2023-07-19,147.0500030517578
2023-07-20,148.77999877929688
2023-07-21,148.88999938964844
2023-07-24,151.32000732421875
2023-07-25,154.5
2023-07-26,154.7100067138672
2023-07-27,154.19000244140625
2023-07-28,155.75
2023-07-31,156.83999633789062
2023-08-01,157.42999267578125
2023-08-02,154.1699981689453
2023-08-03,156.22999572753906
2023-08-04,158.85000610351562
2023-08-07,160.7100067138672
2023-08-08,161.91000366210938
2023-08-09,159.2899932861328
2023-08-10,156.9600067138672
2023-08-11,158.44000244140625
2023-08-14,155.3300018310547
2023-08-15,152.8000030517578
2023-08-16,154.22000122070312
2023-08-17,155.00999450683594
2023-08-18,157.58999633789062
2023-08-21,156.6699981689453
2023-08-22,157.47999572753906
2023-08-23,157.75
2023-08-24,156.57000732421875
2023-08-25,157.6999969482422
2023-08-28,157.39999389648438
2023-08-29,157.92999267578125
2023-08-30,158.66000366210938
2023-08-31,161.5
2023-09-01,165.74000549316406
2023-09-05,163.83999633789062
2023-09-06,163.5
2023-09-07,161.17999267578125
2023-09-08,160.89999389648438
2023-09-11,157.27999877929688
2023-09-12,161.27000427246094
2023-09-13,159.6699981689453
2023-09-14,161.5
2023-09-15,158.22999572753906
2023-09-18,157.52000427246094
2023-09-19,155.89999389648438
2023-09-20,155.25999450683594
2023-09-21,154.35000610351562
2023-09-22,156.0
2023-09-25,159.47999572753906
2023-09-26,159.3800048828125
2023-09-27,164.41000366210938
2023-09-28,164.3800048828125
2023-09-29,162.07000732421875
2023-10-02,158.1300048828125
2023-10-03,158.2899932861328
2023-10-04,153.74000549316406
2023-10-05,154.50999450683594
2023-10-06,156.8300018310547
2023-10-09,162.86000061035156
2023-10-10,162.9499969482422
2023-10-11,163.2100067138672
2023-10-12,163.1300048828125
2023-10-13,168.6199951171875
2023-10-16,168.9499969482422
2023-10-17,170.22000122070312
2023-10-18,170.49000549316406
2023-10-19,171.49000549316406
2023-10-20,170.58999633789062
2023-10-23,168.94000244140625
2023-10-24,167.33999633789062
2023-10-25,167.49000549316406
2023-10-26,165.36000061035156
2023-10-27,164.22999572753906
2023-10-30,163.69000244140625
2023-10-31,165.32000732421875
2023-11-01,165.35000610351562
2023-11-02,173.82000732421875
2023-11-03,172.25
2023-11-06,167.60000610351562
2023-11-07,163.1999969482422
2023-11-08,160.52000427246094
2023-11-09,160.4199981689453
2023-11-10,162.1999969482422
2023-11-13,160.47000122070312
2023-11-14,163.14999389648438
2023-11-15,163.0500030517578
2023-11-16,157.72999572753906
2023-11-17,162.58999633789062
2023-11-20,161.74000549316406
2023-11-21,160.39999389648438
2023-11-22,161.0
2023-11-24,161.7100067138672
2023-11-27,162.07000732421875
2023-11-28,161.02999877929688
2023-11-29,161.22999572753906
2023-11-30,162.13999938964844
2023-12-01,161.9499969482422
2023-12-04,161.38999938964844
2023-12-05,158.27999877929688
2023-12-06,155.1699981689453
2023-12-07,155.69000244140625
2023-12-08,158.0399932861328
2023-12-11,158.33999633789062
2023-12-12,155.80999755859375
2023-12-13,159.0500030517578
2023-12-14,164.0800018310547
2023-12-15,163.66000366210938
2023-12-18,166.42999267578125
2023-12-19,167.14999389648438
2023-12-20,165.61000061035156
2023-12-21,167.38999938964844
2023-12-22,168.75
2023-12-26,171.49000549316406
2023-12-27,170.77000427246094
2023-12-28,167.1199951171875
2023-12-29,166.22999572753906
2024-01-02,168.27000427246094
2024-01-03,169.36000061035156
2024-01-04,165.44000244140625
2024-01-05,162.82000732421875
2024-01-08,160.49000549316406
2024-01-09,157.42999267578125
2024-01-10,156.5399932861328
2024-01-11,156.5800018310547
2024-01-12,157.60000610351562
2024-01-16,153.22000122070312
2024-01-17,151.72999572753906
2024-01-18,151.02000427246094
2024-01-19,150.2899932861328
2024-01-22,150.55999755859375
2024-01-23,151.77999877929688
2024-01-24,153.6999969482422
2024-01-25,154.60000610351562
2024-01-26,154.74000549316406
2024-01-29,155.4199981689453
2024-01-30,157.3300018310547
2024-01-31,153.75999450683594
2024-02-01,153.4199981689453
2024-02-02,151.5
2024-02-05,151.13999938964844
2024-02-06,153.16000366210938
2024-02-07,153.5500030517578
2024-02-08,156.1699981689453
2024-02-09,156.02000427246094
2024-02-12,159.02999877929688
2024-02-13,155.75999450683594
2024-02-14,156.52999877929688
2024-02-15,162.66000366210938
2024-02-16,163.7100067138672
2024-02-20,163.75
2024-02-21,167.9600067138672
2024-02-22,162.86000061035156
2024-02-23,159.72999572753906
2024-02-26,159.85000610351562
2024-02-27,163.1199951171875
2024-02-28,161.58999633789062
2024-02-29,162.4499969482422
2024-03-01,164.22999572753906
2024-03-04,160.22999572753906
2024-03-05,163.17999267578125
2024-03-06,162.75999450683594
2024-03-07,162.9600067138672
2024-03-08,161.63999938964844
2024-03-11,161.74000549316406
2024-03-12,162.33999633789062
2024-03-13,163.97000122070312
2024-03-14,164.10000610351562
2024-03-15,165.9499969482422
2024-03-18,168.6199951171875
2024-03-19,170.17999267578125
2024-03-20,170.25999450683594
2024-03-21,171.1199951171875
2024-03-22,169.05999755859375
2024-03-25,172.1699981689453
2024-03-26,173.16000366210938
2024-03-27,175.7899932861328
2024-03-28,178.24000549316406
2024-04-01,177.7899932861328
2024-04-02,179.77000427246094
2024-04-03,182.60000610351562
2024-04-04,181.39999389648438
2024-04-05,184.66000366210938
2024-04-08,184.00999450683594
2024-04-09,184.32000732421875
2024-04-10,186.8800048828125
2024-04-11,187.4199981689453
2024-04-12,187.1199951171875
2024-04-15,185.30999755859375
2024-04-16,184.1300048828125
2024-04-17,181.1199951171875
2024-04-18,178.64999389648438
2024-04-19,180.0
2024-04-22,182.10000610351562
2024-04-23,183.1199951171875
2024-04-24,183.58999633789062
2024-04-25,184.5800018310547
2024-04-26,185.5800018310547
2024-04-29,184.33999633789062
2024-04-30,176.97999572753906
2024-05-01,174.1699981689453
2024-05-02,175.2899932861328
2024-05-03,175.97999572753906
2024-05-06,178.3300018310547
2024-05-07,178.67999267578125
2024-05-08,180.22000122070312
2024-05-09,181.57000732421875
2024-05-10,179.49000549316406
2024-05-13,181.10000610351562
2024-05-14,182.3699951171875
2024-05-15,182.27000427246094
2024-05-16,178.97000122070312
2024-05-17,180.58999633789062
2024-05-20,181.85000610351562
2024-05-21,180.38999938964844
2024-05-22,177.67999267578125
2024-05-23,176.63999938964844
2024-05-24,179.75999450683594
2024-05-28,183.07000732421875
2024-05-29,179.39999389648438
2024-05-30,180.2100067138672
2024-05-31,185.41000366210938
2024-06-03,176.75999450683594
2024-06-04,173.02999877929688
2024-06-05,170.10000610351562
2024-06-06,167.9600067138672
2024-06-07,168.9600067138672
2024-06-10,173.2899932861328
2024-06-11,172.9600067138672
2024-06-12,171.32000732421875
2024-06-13,165.86000061035156
2024-06-14,162.4199981689453
2024-06-17,162.69000244140625
2024-06-18,166.75
2024-06-20,166.83999633789062
2024-06-21,164.49000549316406
2024-06-24,168.89999389648438
2024-06-25,168.8699951171875
2024-06-26,165.30999755859375
2024-06-27,167.1300048828125
2024-06-28,167.67999267578125
2024-07-01,169.66000366210938
2024-07-02,170.88999938964844
2024-07-03,173.6199951171875
2024-07-05,169.5
2024-07-08,169.74000549316406
2024-07-09,167.99000549316406
2024-07-10,168.77000427246094
2024-07-11,171.19000244140625
2024-07-12,171.99000549316406
2024-07-15,176.02999877929688
2024-07-16,176.97999572753906
2024-07-17,176.55999755859375
2024-07-18,175.33999633789062
2024-07-19,175.5500030517578
2024-07-22,173.85000610351562
2024-07-23,172.3000030517578
2024-07-24,170.77999877929688
2024-07-25,172.80999755859375
2024-07-26,172.6199951171875
2024-07-29,169.2899932861328
2024-07-30,169.35000610351562
2024-07-31,171.66000366210938
2024-08-01,166.58999633789062
2024-08-02,155.8699951171875
2024-08-05,150.94000244140625
2024-08-06,152.97999572753906
2024-08-07,153.47999572753906
2024-08-08,151.05999755859375
2024-08-09,151.16000366210938
2024-08-12,153.22999572753906
2024-08-13,152.0
2024-08-14,152.7899932861328
2024-08-15,154.39999389648438
2024-08-16,153.10000610351562
2024-08-19,153.39999389648438
2024-08-20,150.07000732421875
2024-08-21,148.3699951171875
2024-08-22,147.97000122070312
2024-08-23,150.0
2024-08-26,152.27000427246094
2024-08-27,147.19000244140625
2024-08-28,146.89999389648438
2024-08-29,149.08999633789062
2024-08-30,148.42999267578125
