Date,MAT
2022-02-28,24.979999542236328
2022-03-01,24.469999313354492
2022-03-02,25.229999542236328
2022-03-03,25.040000915527344
2022-03-04,24.270000457763672
2022-03-07,22.8700008392334
2022-03-08,22.649999618530273
2022-03-09,23.829999923706055
2022-03-10,23.09000015258789
2022-03-11,22.6299991607666
2022-03-14,22.31999969482422
2022-03-15,22.649999618530273
2022-03-16,23.440000534057617
2022-03-17,23.489999771118164
2022-03-18,23.709999084472656
2022-03-21,23.68000030517578
2022-03-22,24.110000610351562
2022-03-23,23.280000686645508
2022-03-24,23.229999542236328
2022-03-25,22.90999984741211
2022-03-28,22.81999969482422
2022-03-29,23.459999084472656
2022-03-30,23.280000686645508
2022-03-31,22.209999084472656
2022-04-01,22.420000076293945
2022-04-04,23.030000686645508
2022-04-05,22.84000015258789
2022-04-06,21.809999465942383
2022-04-07,22.059999465942383
2022-04-08,21.950000762939453
2022-04-11,21.799999237060547
2022-04-12,22.06999969482422
2022-04-13,22.31999969482422
2022-04-14,22.190000534057617
2022-04-18,22.170000076293945
2022-04-19,23.399999618530273
2022-04-20,23.200000762939453
2022-04-21,22.93000030517578
2022-04-22,22.780000686645508
2022-04-25,23.200000762939453
2022-04-26,22.110000610351562
2022-04-27,24.489999771118164
2022-04-28,24.670000076293945
2022-04-29,24.309999465942383
2022-05-02,24.709999084472656
2022-05-03,25.989999771118164
2022-05-04,26.969999313354492
2022-05-05,26.520000457763672
2022-05-06,26.1200008392334
2022-05-09,25.280000686645508
2022-05-10,24.899999618530273
2022-05-11,24.690000534057617
2022-05-12,25.209999084472656
2022-05-13,26.3799991607666
2022-05-16,25.700000762939453
2022-05-17,26.219999313354492
2022-05-18,24.75
2022-05-19,23.25
2022-05-20,23.139999389648438
2022-05-23,23.059999465942383
2022-05-24,21.6200008392334
2022-05-25,22.649999618530273
2022-05-26,23.959999084472656
2022-05-27,24.719999313354492
2022-05-31,25.1200008392334
2022-06-01,24.469999313354492
2022-06-02,24.8700008392334
2022-06-03,24.950000762939453
2022-06-06,24.540000915527344
2022-06-07,24.530000686645508
2022-06-08,24.31999969482422
2022-06-09,23.899999618530273
2022-06-10,23.440000534057617
2022-06-13,22.1299991607666
2022-06-14,22.299999237060547
2022-06-15,22.190000534057617
2022-06-16,21.459999084472656
2022-06-17,21.799999237060547
2022-06-21,22.760000228881836
2022-06-22,22.100000381469727
2022-06-23,22.510000228881836
2022-06-24,23.5
2022-06-27,23.579999923706055
2022-06-28,23.219999313354492
2022-06-29,22.950000762939453
2022-06-30,22.329999923706055
2022-07-01,22.079999923706055
2022-07-05,22.610000610351562
2022-07-06,22.399999618530273
2022-07-07,23.040000915527344
2022-07-08,22.760000228881836
2022-07-11,22.540000915527344
2022-07-12,22.190000534057617
2022-07-13,22.149999618530273
2022-07-14,21.700000762939453
2022-07-15,21.6299991607666
2022-07-18,21.579999923706055
2022-07-19,22.579999923706055
2022-07-20,23.510000228881836
2022-07-21,24.170000076293945
2022-07-22,22.450000762939453
2022-07-25,22.149999618530273
2022-07-26,21.979999542236328
2022-07-27,22.84000015258789
2022-07-28,23.290000915527344
2022-07-29,23.200000762939453
2022-08-01,23.15999984741211
2022-08-02,23.1299991607666
2022-08-03,22.770000457763672
2022-08-04,22.809999465942383
2022-08-05,22.489999771118164
2022-08-08,22.59000015258789
2022-08-09,22.549999237060547
2022-08-10,22.8700008392334
2022-08-11,23.170000076293945
2022-08-12,23.540000915527344
2022-08-15,23.209999084472656
2022-08-16,23.799999237060547
2022-08-17,23.469999313354492
2022-08-18,24.100000381469727
2022-08-19,24.209999084472656
2022-08-22,23.559999465942383
