Date,RVMD
2022-02-28,18.920000076293945
2022-03-01,18.559999465942383
2022-03-02,18.860000610351562
2022-03-03,18.18000030517578
2022-03-04,17.309999465942383
2022-03-07,18.350000381469727
2022-03-08,19.270000457763672
2022-03-09,20.469999313354492
2022-03-10,20.600000381469727
2022-03-11,20.15999984741211
2022-03-14,18.309999465942383
2022-03-15,18.299999237060547
2022-03-16,18.920000076293945
2022-03-17,19.170000076293945
2022-03-18,20.479999542236328
2022-03-21,20.760000228881836
2022-03-22,23.420000076293945
2022-03-23,24.0
2022-03-24,24.690000534057617
2022-03-25,24.329999923706055
2022-03-28,24.670000076293945
2022-03-29,26.399999618530273
2022-03-30,25.59000015258789
2022-03-31,25.510000228881836
2022-04-01,25.649999618530273
2022-04-04,27.170000076293945
2022-04-05,26.329999923706055
2022-04-06,26.0
2022-04-07,25.559999465942383
2022-04-08,24.479999542236328
2022-04-11,23.549999237060547
2022-04-12,23.5
2022-04-13,24.6299991607666
2022-04-14,24.09000015258789
2022-04-18,23.75
2022-04-19,23.93000030517578
2022-04-20,23.600000381469727
2022-04-21,21.780000686645508
2022-04-22,21.389999389648438
2022-04-25,22.260000228881836
2022-04-26,20.860000610351562
2022-04-27,20.549999237060547
2022-04-28,21.290000915527344
2022-04-29,19.969999313354492
2022-05-02,21.139999389648438
2022-05-03,21.920000076293945
2022-05-04,22.049999237060547
2022-05-05,20.299999237060547
2022-05-06,17.0
2022-05-09,14.989999771118164
2022-05-10,15.920000076293945
2022-05-11,14.699999809265137
2022-05-12,14.539999961853027
2022-05-13,15.670000076293945
2022-05-16,15.550000190734863
2022-05-17,16.530000686645508
2022-05-18,15.470000267028809
2022-05-19,15.15999984741211
2022-05-20,15.729999542236328
2022-05-23,16.6299991607666
2022-05-24,15.649999618530273
2022-05-25,15.600000381469727
2022-05-26,15.890000343322754
2022-05-27,16.899999618530273
2022-05-31,16.979999542236328
2022-06-01,16.520000457763672
2022-06-02,17.299999237060547
2022-06-03,19.1299991607666
2022-06-06,19.020000457763672
2022-06-07,19.719999313354492
2022-06-08,19.6200008392334
2022-06-09,18.920000076293945
2022-06-10,17.90999984741211
2022-06-13,16.399999618530273
2022-06-14,16.809999465942383
2022-06-15,17.1200008392334
2022-06-16,16.799999237060547
2022-06-17,18.010000228881836
2022-06-21,18.190000534057617
2022-06-22,18.149999618530273
2022-06-23,19.170000076293945
2022-06-24,18.8700008392334
2022-06-27,18.5
2022-06-28,17.5
2022-06-29,19.079999923706055
2022-06-30,19.489999771118164
2022-07-01,20.889999389648438
2022-07-05,23.229999542236328
2022-07-06,23.329999923706055
2022-07-07,23.209999084472656
2022-07-08,23.40999984741211
2022-07-11,21.959999084472656
2022-07-12,22.479999542236328
2022-07-13,23.139999389648438
2022-07-14,23.360000610351562
2022-07-15,23.299999237060547
2022-07-18,22.81999969482422
2022-07-19,24.579999923706055
2022-07-20,23.5
2022-07-21,23.600000381469727
2022-07-22,22.350000381469727
2022-07-25,22.520000457763672
2022-07-26,24.309999465942383
2022-07-27,24.200000762939453
2022-07-28,23.260000228881836
2022-07-29,22.59000015258789
2022-08-01,19.81999969482422
2022-08-02,20.3700008392334
2022-08-03,20.600000381469727
2022-08-04,21.799999237060547
2022-08-05,24.979999542236328
2022-08-08,24.399999618530273
2022-08-09,23.760000228881836
2022-08-10,24.510000228881836
2022-08-11,23.5
2022-08-12,25.43000030517578
2022-08-15,25.84000015258789
2022-08-16,26.0
2022-08-17,24.200000762939453
2022-08-18,23.049999237060547
2022-08-19,22.579999923706055
2022-08-22,22.3799991607666
2022-08-23,23.0
2022-08-24,23.239999771118164
2022-08-25,22.799999237060547
2022-08-26,21.260000228881836
2022-08-29,20.90999984741211
2022-08-30,19.989999771118164
2022-08-31,20.829999923706055
2022-09-01,21.610000610351562
2022-09-02,21.34000015258789
2022-09-06,20.010000228881836
2022-09-07,21.030000686645508
2022-09-08,21.690000534057617
2022-09-09,21.6200008392334
2022-09-12,21.940000534057617
2022-09-13,19.940000534057617
2022-09-14,19.84000015258789
2022-09-15,20.68000030517578
2022-09-16,20.219999313354492
2022-09-19,19.229999542236328
2022-09-20,19.520000457763672
2022-09-21,17.459999084472656
2022-09-22,18.40999984741211
2022-09-23,18.43000030517578
2022-09-26,18.350000381469727
2022-09-27,18.860000610351562
2022-09-28,19.799999237060547
2022-09-29,19.549999237060547
2022-09-30,19.719999313354492
2022-10-03,19.530000686645508
2022-10-04,20.0
2022-10-05,19.469999313354492
2022-10-06,19.489999771118164
2022-10-07,18.399999618530273
2022-10-10,18.200000762939453
2022-10-11,18.489999771118164
2022-10-12,18.700000762939453
2022-10-13,19.079999923706055
2022-10-14,18.40999984741211
2022-10-17,18.850000381469727
2022-10-18,19.790000915527344
2022-10-19,18.31999969482422
2022-10-20,17.68000030517578
2022-10-21,18.59000015258789
2022-10-24,18.559999465942383
2022-10-25,19.079999923706055
2022-10-26,19.799999237060547
2022-10-27,19.93000030517578
2022-10-28,20.860000610351562
2022-10-31,20.260000228881836
2022-11-01,20.790000915527344
2022-11-02,20.459999084472656
2022-11-03,20.600000381469727
2022-11-04,20.5
2022-11-07,19.770000457763672
2022-11-08,19.649999618530273
2022-11-09,18.969999313354492
2022-11-10,21.5
2022-11-11,22.170000076293945
2022-11-14,21.219999313354492
2022-11-15,21.610000610351562
2022-11-16,20.450000762939453
2022-11-17,20.489999771118164
2022-11-18,20.40999984741211
2022-11-21,20.3799991607666
2022-11-22,20.8799991607666
2022-11-23,21.860000610351562
2022-11-25,21.8700008392334
2022-11-28,21.520000457763672
2022-11-29,22.639999389648438
2022-11-30,23.59000015258789
2022-12-01,23.65999984741211
2022-12-02,25.530000686645508
2022-12-05,24.31999969482422
2022-12-06,24.5
2022-12-07,24.149999618530273
2022-12-08,24.75
2022-12-09,23.780000686645508
2022-12-12,23.799999237060547
2022-12-13,23.299999237060547
2022-12-14,24.270000457763672
2022-12-15,24.010000228881836
2022-12-16,24.299999237060547
2022-12-19,22.010000228881836
2022-12-20,22.170000076293945
2022-12-21,24.0
2022-12-22,23.979999542236328
2022-12-23,22.040000915527344
2022-12-27,22.0
2022-12-28,22.31999969482422
2022-12-29,24.0
2022-12-30,23.81999969482422
2023-01-03,22.950000762939453
2023-01-04,23.31999969482422
2023-01-05,22.3799991607666
2023-01-06,22.399999618530273
2023-01-09,22.139999389648438
2023-01-10,23.219999313354492
2023-01-11,26.899999618530273
2023-01-12,29.889999389648438
2023-01-13,30.09000015258789
2023-01-17,27.3799991607666
2023-01-18,27.479999542236328
2023-01-19,27.610000610351562
