Date,MORN
2022-02-28,280.6499938964844
2022-03-01,269.9599914550781
2022-03-02,271.05999755859375
2022-03-03,270.70001220703125
2022-03-04,267.17999267578125
2022-03-07,255.55999755859375
2022-03-08,256.0
2022-03-09,269.6499938964844
2022-03-10,262.9100036621094
2022-03-11,260.54998779296875
2022-03-14,259.3699951171875
2022-03-15,262.4200134277344
2022-03-16,269.510009765625
2022-03-17,275.8399963378906
2022-03-18,282.5299987792969
2022-03-21,281.010009765625
2022-03-22,279.6000061035156
2022-03-23,268.57000732421875
2022-03-24,268.6600036621094
2022-03-25,267.9800109863281
2022-03-28,274.32000732421875
2022-03-29,279.8800048828125
2022-03-30,279.0400085449219
2022-03-31,273.1700134277344
2022-04-01,270.6300048828125
2022-04-04,274.1499938964844
2022-04-05,281.32000732421875
2022-04-06,280.69000244140625
2022-04-07,291.1199951171875
2022-04-08,283.05999755859375
2022-04-11,267.760009765625
2022-04-12,262.6700134277344
2022-04-13,278.6099853515625
2022-04-14,273.9200134277344
2022-04-18,273.4599914550781
2022-04-19,280.0799865722656
2022-04-20,282.70001220703125
2022-04-21,275.1099853515625
2022-04-22,265.8800048828125
2022-04-25,272.510009765625
2022-04-26,264.5400085449219
2022-04-27,264.8299865722656
2022-04-28,268.30999755859375
2022-04-29,253.22999572753906
2022-05-02,252.80999755859375
2022-05-03,254.2899932861328
2022-05-04,261.70001220703125
2022-05-05,252.7100067138672
2022-05-06,246.0800018310547
2022-05-09,234.4199981689453
2022-05-10,238.58999633789062
2022-05-11,233.94000244140625
2022-05-12,233.16000366210938
2022-05-13,242.9499969482422
2022-05-16,238.1300048828125
2022-05-17,241.5800018310547
2022-05-18,231.24000549316406
2022-05-19,237.10000610351562
2022-05-20,243.99000549316406
2022-05-23,247.25
2022-05-24,241.55999755859375
2022-05-25,247.4600067138672
2022-05-26,254.42999267578125
2022-05-27,262.8399963378906
2022-05-31,257.0299987792969
2022-06-01,245.9199981689453
2022-06-02,253.3699951171875
2022-06-03,245.60000610351562
2022-06-06,242.52000427246094
2022-06-07,246.8300018310547
2022-06-08,241.97999572753906
2022-06-09,238.58999633789062
2022-06-10,229.27999877929688
2022-06-13,223.97000122070312
2022-06-14,229.50999450683594
2022-06-15,234.5
2022-06-16,223.60000610351562
2022-06-17,228.39999389648438
2022-06-21,230.72000122070312
2022-06-22,233.85000610351562
2022-06-23,242.2100067138672
2022-06-24,249.41000366210938
2022-06-27,245.4199981689453
2022-06-28,237.94000244140625
2022-06-29,241.22999572753906
2022-06-30,241.8300018310547
2022-07-01,239.5800018310547
2022-07-05,246.16000366210938
2022-07-06,245.3000030517578
2022-07-07,242.5399932861328
2022-07-08,240.2899932861328
2022-07-11,236.39999389648438
2022-07-12,229.2100067138672
2022-07-13,227.4600067138672
2022-07-14,232.2100067138672
2022-07-15,239.07000732421875
2022-07-18,232.75999450683594
2022-07-19,238.0
2022-07-20,243.63999938964844
2022-07-21,252.99000549316406
2022-07-22,248.7899932861328
2022-07-25,246.74000549316406
2022-07-26,246.02000427246094
2022-07-27,248.25
2022-07-28,254.58999633789062
2022-07-29,255.35000610351562
2022-08-01,246.0
2022-08-02,241.00999450683594
2022-08-03,246.5500030517578
2022-08-04,249.7100067138672
2022-08-05,249.0
2022-08-08,249.19000244140625
2022-08-09,246.6699981689453
2022-08-10,257.70001220703125
2022-08-11,253.52000427246094
2022-08-12,257.6000061035156
2022-08-15,260.0
2022-08-16,257.67999267578125
2022-08-17,256.07000732421875
2022-08-18,254.75
2022-08-19,244.27999877929688
2022-08-22,240.0399932861328
2022-08-23,235.9499969482422
2022-08-24,235.41000366210938
2022-08-25,238.52999877929688
2022-08-26,231.66000366210938
2022-08-29,230.6999969482422
2022-08-30,229.49000549316406
2022-08-31,227.99000549316406
2022-09-01,230.27000427246094
2022-09-02,225.58999633789062
2022-09-06,229.47999572753906
2022-09-07,236.69000244140625
2022-09-08,240.8000030517578
2022-09-09,245.16000366210938
2022-09-12,245.8699951171875
2022-09-13,233.19000244140625
2022-09-14,231.55999755859375
2022-09-15,227.74000549316406
2022-09-16,224.55999755859375
2022-09-19,223.7100067138672
2022-09-20,225.22999572753906
2022-09-21,219.99000549316406
2022-09-22,217.1699981689453
2022-09-23,215.82000732421875
2022-09-26,211.1999969482422
2022-09-27,209.97000122070312
2022-09-28,215.27999877929688
2022-09-29,213.5
2022-09-30,212.32000732421875
2022-10-03,213.94000244140625
2022-10-04,221.8000030517578
2022-10-05,224.58999633789062
2022-10-06,224.27999877929688
2022-10-07,214.44000244140625
2022-10-10,213.72000122070312
2022-10-11,215.27999877929688
2022-10-12,214.5500030517578
2022-10-13,219.4499969482422
2022-10-14,213.4199981689453
2022-10-17,220.17999267578125
2022-10-18,220.97999572753906
2022-10-19,214.9499969482422
2022-10-20,209.08999633789062
2022-10-21,214.10000610351562
2022-10-24,214.63999938964844
2022-10-25,221.66000366210938
2022-10-26,220.27999877929688
2022-10-27,226.25
2022-10-28,234.27000427246094
2022-10-31,232.17999267578125
2022-11-01,233.22999572753906
2022-11-02,232.52000427246094
2022-11-03,229.35000610351562
2022-11-04,231.80999755859375
2022-11-07,230.80999755859375
2022-11-08,235.6999969482422
2022-11-09,226.9600067138672
2022-11-10,243.75
2022-11-11,245.64999389648438
2022-11-14,241.3000030517578
2022-11-15,245.0500030517578
2022-11-16,245.1999969482422
2022-11-17,240.0
2022-11-18,239.05999755859375
2022-11-21,240.52000427246094
2022-11-22,242.64999389648438
2022-11-23,246.41000366210938
2022-11-25,246.5500030517578
2022-11-28,241.32000732421875
2022-11-29,235.58999633789062
2022-11-30,245.1300048828125
2022-12-01,249.97999572753906
2022-12-02,249.60000610351562
2022-12-05,240.94000244140625
2022-12-06,235.11000061035156
2022-12-07,238.3800048828125
2022-12-08,236.64999389648438
2022-12-09,233.57000732421875
2022-12-12,230.7100067138672
2022-12-13,233.8800048828125
2022-12-14,228.0399932861328
2022-12-15,220.22999572753906
2022-12-16,214.57000732421875
2022-12-19,214.1300048828125
2022-12-20,211.3300018310547
2022-12-21,215.00999450683594
2022-12-22,215.00999450683594
2022-12-23,213.5
2022-12-27,212.30999755859375
2022-12-28,209.5800018310547
2022-12-29,219.5399932861328
2022-12-30,216.58999633789062
2023-01-03,218.1300048828125
2023-01-04,220.16000366210938
2023-01-05,214.92999267578125
2023-01-06,223.4600067138672
2023-01-09,230.57000732421875
2023-01-10,233.8300018310547
2023-01-11,238.13999938964844
2023-01-12,239.10000610351562
2023-01-13,240.9199981689453
2023-01-17,242.83999633789062
2023-01-18,240.27000427246094
2023-01-19,237.7100067138672
2023-01-20,240.77000427246094
2023-01-23,243.1199951171875
2023-01-24,238.9600067138672
2023-01-25,235.17999267578125
2023-01-26,236.8800048828125
2023-01-27,241.44000244140625
2023-01-30,238.08999633789062
2023-01-31,242.8800048828125
2023-02-01,247.42999267578125
2023-02-02,256.6400146484375
2023-02-03,248.3800048828125
2023-02-06,243.38999938964844
2023-02-07,245.2100067138672
2023-02-08,242.85000610351562
2023-02-09,239.1300048828125
2023-02-10,235.74000549316406
2023-02-13,238.1199951171875
2023-02-14,237.08999633789062
2023-02-15,239.41000366210938
2023-02-16,237.36000061035156
2023-02-17,238.0
2023-02-21,232.5500030517578
2023-02-22,232.97000122070312
2023-02-23,235.86000061035156
2023-02-24,207.08999633789062
2023-02-27,207.61000061035156
2023-02-28,207.3300018310547
2023-03-01,207.00999450683594
2023-03-02,207.0
2023-03-03,211.05999755859375
2023-03-06,210.13999938964844
2023-03-07,207.89999389648438
2023-03-08,207.22999572753906
2023-03-09,201.1199951171875
2023-03-10,191.25999450683594
2023-03-13,186.58999633789062
2023-03-14,187.9600067138672
2023-03-15,183.7899932861328
2023-03-16,186.1999969482422
2023-03-17,183.63999938964844
2023-03-20,183.7100067138672
2023-03-21,187.8800048828125
2023-03-22,181.22000122070312
2023-03-23,188.22000122070312
2023-03-24,187.38999938964844
2023-03-27,184.13999938964844
2023-03-28,186.33999633789062
2023-03-29,191.67999267578125
2023-03-30,198.0500030517578
2023-03-31,203.02999877929688
2023-04-03,203.41000366210938
2023-04-04,203.9499969482422
2023-04-05,201.8699951171875
2023-04-06,206.00999450683594
2023-04-10,203.11000061035156
2023-04-11,203.92999267578125
2023-04-12,204.0
2023-04-13,207.14999389648438
2023-04-14,208.50999450683594
2023-04-17,208.0399932861328
2023-04-18,208.97999572753906
2023-04-19,209.11000061035156
2023-04-20,208.0800018310547
2023-04-21,207.58999633789062
2023-04-24,206.0
2023-04-25,197.47999572753906
2023-04-26,190.6199951171875
2023-04-27,172.02999877929688
2023-04-28,178.30999755859375
2023-05-01,181.8300018310547
2023-05-02,181.52999877929688
2023-05-03,182.1300048828125
2023-05-04,184.36000061035156
2023-05-05,186.2100067138672
2023-05-08,187.19000244140625
2023-05-09,187.5399932861328
2023-05-10,190.4600067138672
2023-05-11,189.5
2023-05-12,189.94000244140625
2023-05-15,192.35000610351562
2023-05-16,192.25999450683594
2023-05-17,192.9199981689453
2023-05-18,194.5800018310547
2023-05-19,197.42999267578125
2023-05-22,200.77999877929688
2023-05-23,198.8300018310547
2023-05-24,196.6999969482422
2023-05-25,197.30999755859375
2023-05-26,200.92999267578125
2023-05-30,206.97999572753906
2023-05-31,204.6999969482422
2023-06-01,203.9600067138672
2023-06-02,206.42999267578125
2023-06-05,205.36000061035156
2023-06-06,207.6699981689453
2023-06-07,205.89999389648438
2023-06-08,206.13999938964844
2023-06-09,204.5
2023-06-12,202.08999633789062
2023-06-13,204.61000061035156
2023-06-14,203.35000610351562
2023-06-15,207.6699981689453
2023-06-16,206.02999877929688
2023-06-20,203.52000427246094
2023-06-21,201.77000427246094
2023-06-22,196.63999938964844
2023-06-23,193.64999389648438
2023-06-26,187.0
2023-06-27,188.5
2023-06-28,188.72000122070312
2023-06-29,192.75
2023-06-30,196.07000732421875
