Date,MORN
2023-07-03,196.61000061035156
2023-07-05,194.22000122070312
2023-07-06,194.0
2023-07-07,197.5
2023-07-10,197.75
2023-07-11,204.7899932861328
2023-07-12,206.49000549316406
2023-07-13,210.89999389648438
2023-07-14,209.02999877929688
2023-07-17,209.0800018310547
2023-07-18,211.64999389648438
2023-07-19,213.9499969482422
2023-07-20,212.6999969482422
2023-07-21,213.7899932861328
2023-07-24,214.07000732421875
2023-07-25,216.35000610351562
2023-07-26,215.17999267578125
2023-07-27,230.38999938964844
2023-07-28,235.5500030517578
2023-07-31,230.47999572753906
2023-08-01,227.89999389648438
2023-08-02,224.6999969482422
2023-08-03,225.41000366210938
2023-08-04,220.4600067138672
2023-08-07,220.85000610351562
2023-08-08,220.47000122070312
2023-08-09,219.02000427246094
2023-08-10,218.97999572753906
2023-08-11,219.99000549316406
2023-08-14,219.0
2023-08-15,219.0
2023-08-16,219.61000061035156
2023-08-17,220.30999755859375
2023-08-18,215.9600067138672
2023-08-21,214.85000610351562
2023-08-22,216.6699981689453
2023-08-23,220.2100067138672
2023-08-24,220.9499969482422
2023-08-25,222.10000610351562
2023-08-28,226.3699951171875
2023-08-29,224.77000427246094
2023-08-30,228.63999938964844
2023-08-31,232.6699981689453
2023-09-01,234.58999633789062
2023-09-05,240.2899932861328
2023-09-06,248.0
2023-09-07,251.47999572753906
2023-09-08,252.85000610351562
2023-09-11,252.9499969482422
2023-09-12,250.17999267578125
2023-09-13,248.97000122070312
2023-09-14,246.61000061035156
2023-09-15,249.99000549316406
2023-09-18,255.42999267578125
2023-09-19,253.10000610351562
2023-09-20,251.3300018310547
2023-09-21,246.77999877929688
2023-09-22,243.60000610351562
2023-09-25,242.02000427246094
2023-09-26,239.10000610351562
2023-09-27,233.5800018310547
2023-09-28,234.5500030517578
2023-09-29,234.24000549316406
2023-10-02,229.52999877929688
2023-10-03,225.63999938964844
2023-10-04,229.97000122070312
2023-10-05,229.13999938964844
2023-10-06,233.1199951171875
2023-10-09,233.32000732421875
2023-10-10,235.72000122070312
2023-10-11,234.02999877929688
2023-10-12,228.0399932861328
2023-10-13,225.47000122070312
2023-10-16,233.92999267578125
2023-10-17,234.52000427246094
2023-10-18,229.85000610351562
2023-10-19,226.52999877929688
2023-10-20,224.86000061035156
2023-10-23,224.5399932861328
2023-10-24,223.17999267578125
2023-10-25,220.07000732421875
2023-10-26,248.0
2023-10-27,241.67999267578125
2023-10-30,251.32000732421875
2023-10-31,253.24000549316406
2023-11-01,257.2300109863281
2023-11-02,259.4800109863281
2023-11-03,262.3500061035156
2023-11-06,262.9800109863281
2023-11-07,262.70001220703125
2023-11-08,262.7699890136719
2023-11-09,260.7099914550781
2023-11-10,266.1400146484375
2023-11-13,265.4100036621094
2023-11-14,269.6600036621094
2023-11-15,268.8599853515625
2023-11-16,270.760009765625
2023-11-17,271.0400085449219
2023-11-20,272.4100036621094
2023-11-21,274.8699951171875
2023-11-22,276.45001220703125
2023-11-24,276.17999267578125
2023-11-27,279.2799987792969
2023-11-28,277.7900085449219
2023-11-29,281.5
2023-11-30,283.3599853515625
2023-12-01,284.29998779296875
2023-12-04,284.7900085449219
2023-12-05,281.3699951171875
2023-12-06,277.739990234375
2023-12-07,275.0
2023-12-08,274.760009765625
2023-12-11,277.9700012207031
2023-12-12,278.0299987792969
2023-12-13,281.3500061035156
2023-12-14,283.44000244140625
2023-12-15,279.5400085449219
2023-12-18,280.1499938964844
2023-12-19,281.6000061035156
2023-12-20,278.80999755859375
2023-12-21,281.7099914550781
2023-12-22,285.95001220703125
2023-12-26,287.6300048828125
2023-12-27,288.8800048828125
2023-12-28,288.2699890136719
2023-12-29,286.239990234375
2024-01-02,277.6000061035156
2024-01-03,273.0
2024-01-04,273.3399963378906
2024-01-05,272.8800048828125
2024-01-08,278.739990234375
2024-01-09,274.6199951171875
2024-01-10,273.7099914550781
2024-01-11,272.0400085449219
2024-01-12,274.2300109863281
2024-01-16,275.0
2024-01-17,274.9800109863281
2024-01-18,276.7099914550781
2024-01-19,278.6700134277344
2024-01-22,281.6000061035156
2024-01-23,281.19000244140625
2024-01-24,280.8900146484375
2024-01-25,278.2900085449219
2024-01-26,275.5400085449219
2024-01-29,278.5799865722656
2024-01-30,281.6700134277344
2024-01-31,279.29998779296875
2024-02-01,280.239990234375
2024-02-02,277.9599914550781
2024-02-05,276.0899963378906
2024-02-06,274.30999755859375
2024-02-07,278.20001220703125
2024-02-08,276.7699890136719
2024-02-09,281.6300048828125
2024-02-12,282.6700134277344
2024-02-13,273.8399963378906
2024-02-14,276.8299865722656
2024-02-15,278.3800048828125
2024-02-16,273.9100036621094
2024-02-20,273.2900085449219
2024-02-21,272.5899963378906
2024-02-22,276.5799865722656
2024-02-23,298.7099914550781
2024-02-26,295.57000732421875
2024-02-27,295.19000244140625
2024-02-28,298.9599914550781
2024-02-29,298.5899963378906
2024-03-01,298.25
2024-03-04,303.25
2024-03-05,305.0299987792969
2024-03-06,310.2200012207031
2024-03-07,310.739990234375
2024-03-08,308.5899963378906
2024-03-11,305.79998779296875
2024-03-12,309.8500061035156
2024-03-13,308.69000244140625
2024-03-14,309.3800048828125
2024-03-15,304.2200012207031
2024-03-18,301.95001220703125
2024-03-19,306.5299987792969
2024-03-20,304.9599914550781
2024-03-21,305.239990234375
2024-03-22,303.7900085449219
2024-03-25,301.489990234375
2024-03-26,303.75
2024-03-27,308.1499938964844
2024-03-28,308.3699951171875
2024-04-01,306.32000732421875
2024-04-02,302.3399963378906
2024-04-03,304.2099914550781
2024-04-04,304.0
2024-04-05,309.7799987792969
2024-04-08,314.1600036621094
2024-04-09,315.05999755859375
2024-04-10,312.8900146484375
2024-04-11,309.7200012207031
2024-04-12,305.8500061035156
2024-04-15,299.9800109863281
2024-04-16,297.010009765625
2024-04-17,294.8500061035156
2024-04-18,292.3800048828125
2024-04-19,297.9599914550781
2024-04-22,303.010009765625
2024-04-23,300.4100036621094
2024-04-24,302.3599853515625
2024-04-25,287.4599914550781
2024-04-26,286.2900085449219
2024-04-29,283.8299865722656
2024-04-30,282.6499938964844
2024-05-01,287.3399963378906
2024-05-02,290.9800109863281
2024-05-03,294.0299987792969
2024-05-06,298.9800109863281
2024-05-07,299.8599853515625
2024-05-08,295.94000244140625
2024-05-09,299.1600036621094
2024-05-10,298.3800048828125
2024-05-13,296.3999938964844
2024-05-14,297.260009765625
2024-05-15,300.6199951171875
2024-05-16,299.9700012207031
2024-05-17,299.7699890136719
2024-05-20,297.1199951171875
2024-05-21,300.0400085449219
2024-05-22,299.17999267578125
2024-05-23,294.1499938964844
2024-05-24,297.6000061035156
2024-05-28,291.94000244140625
2024-05-29,287.69000244140625
2024-05-30,287.42999267578125
2024-05-31,288.25
2024-06-03,290.54998779296875
2024-06-04,292.25
2024-06-05,295.739990234375
2024-06-06,292.57000732421875
2024-06-07,287.8900146484375
2024-06-10,289.1600036621094
2024-06-11,287.1600036621094
2024-06-12,290.0
2024-06-13,285.9100036621094
2024-06-14,283.9700012207031
2024-06-17,289.1499938964844
2024-06-18,286.55999755859375
2024-06-20,288.4599914550781
2024-06-21,291.2699890136719
2024-06-24,298.0199890136719
2024-06-25,299.4100036621094
2024-06-26,294.9100036621094
2024-06-27,294.2099914550781
2024-06-28,295.8500061035156
2024-07-01,297.7099914550781
2024-07-02,299.4599914550781
2024-07-03,301.4100036621094
2024-07-05,300.95001220703125
2024-07-08,299.1300048828125
2024-07-09,295.8500061035156
2024-07-10,296.2300109863281
2024-07-11,300.5400085449219
2024-07-12,305.54998779296875
2024-07-15,305.54998779296875
2024-07-16,313.3500061035156
2024-07-17,312.6400146484375
2024-07-18,308.7799987792969
2024-07-19,305.4800109863281
2024-07-22,309.3299865722656
2024-07-23,308.9200134277344
2024-07-24,305.0
2024-07-25,322.6700134277344
2024-07-26,326.30999755859375
2024-07-29,323.55999755859375
2024-07-30,323.3800048828125
2024-07-31,317.6499938964844
2024-08-01,314.1099853515625
2024-08-02,312.510009765625
2024-08-05,301.1400146484375
2024-08-06,302.07000732421875
2024-08-07,300.8599853515625
2024-08-08,305.3900146484375
2024-08-09,305.4700012207031
2024-08-12,305.4700012207031
2024-08-13,310.04998779296875
2024-08-14,311.0
2024-08-15,313.5899963378906
2024-08-16,316.3299865722656
2024-08-19,315.4700012207031
2024-08-20,312.30999755859375
2024-08-21,312.1099853515625
2024-08-22,310.5299987792969
2024-08-23,313.8299865722656
2024-08-26,311.2300109863281
2024-08-27,310.9700012207031
2024-08-28,310.19000244140625
2024-08-29,311.6000061035156
2024-08-30,313.7699890136719
2024-09-03,312.5400085449219
2024-09-04,313.2699890136719
2024-09-05,311.9200134277344
2024-09-06,304.7200012207031
2024-09-09,305.0400085449219
2024-09-10,307.8900146484375
2024-09-11,305.739990234375
2024-09-12,307.6700134277344
2024-09-13,310.6099853515625
2024-09-16,317.1000061035156
2024-09-17,320.20001220703125
2024-09-18,316.32000732421875
2024-09-19,320.82000732421875
2024-09-20,320.69000244140625
2024-09-23,323.739990234375
2024-09-24,318.9800109863281
2024-09-25,317.1600036621094
2024-09-26,317.760009765625
2024-09-27,317.2699890136719
2024-09-30,319.1199951171875
2024-10-01,316.5
2024-10-02,318.6099853515625
2024-10-03,317.1700134277344
2024-10-04,318.9599914550781
2024-10-07,312.8500061035156
2024-10-08,335.2799987792969
2024-10-09,335.30999755859375
2024-10-10,334.0899963378906
2024-10-11,340.0799865722656
2024-10-14,342.4200134277344
2024-10-15,344.2799987792969
2024-10-16,345.5899963378906
2024-10-17,343.3900146484375
2024-10-18,344.6199951171875
2024-10-21,342.8399963378906
2024-10-22,343.4200134277344
2024-10-23,341.80999755859375
2024-10-24,331.3399963378906
2024-10-25,333.17999267578125
2024-10-28,334.17999267578125
2024-10-29,333.32000732421875
2024-10-30,330.2099914550781
2024-10-31,328.04998779296875
2024-11-01,328.4100036621094
2024-11-04,330.7300109863281
2024-11-05,336.5
2024-11-06,344.4100036621094
2024-11-07,343.2699890136719
2024-11-08,348.5799865722656
2024-11-11,348.57000732421875
2024-11-12,350.54998779296875
2024-11-13,345.4700012207031
2024-11-14,342.989990234375
2024-11-15,337.57000732421875
2024-11-18,334.3699951171875
2024-11-19,334.8800048828125
2024-11-20,335.7699890136719
2024-11-21,340.07000732421875
