Date,PARA
2022-02-28,30.610000610351562
2022-03-01,32.2599983215332
2022-03-02,35.2400016784668
2022-03-03,35.439998626708984
2022-03-04,34.06999969482422
2022-03-07,33.52000045776367
2022-03-08,33.75
2022-03-09,33.7400016784668
2022-03-10,33.22999954223633
2022-03-11,32.619998931884766
2022-03-14,35.77000045776367
2022-03-15,35.209999084472656
2022-03-16,36.25
2022-03-17,36.869998931884766
2022-03-18,37.09000015258789
2022-03-21,36.400001525878906
2022-03-22,37.43000030517578
2022-03-23,37.619998931884766
2022-03-24,37.88999938964844
2022-03-25,38.47999954223633
2022-03-28,37.599998474121094
2022-03-29,38.18000030517578
2022-03-30,38.099998474121094
2022-03-31,37.810001373291016
2022-04-01,37.400001525878906
2022-04-04,37.720001220703125
2022-04-05,36.84000015258789
2022-04-06,35.849998474121094
2022-04-07,35.310001373291016
2022-04-08,35.939998626708984
2022-04-11,35.90999984741211
2022-04-12,36.060001373291016
2022-04-13,36.2400016784668
2022-04-14,36.40999984741211
2022-04-18,35.970001220703125
2022-04-19,36.279998779296875
2022-04-20,33.15999984741211
2022-04-21,32.310001373291016
2022-04-22,31.040000915527344
2022-04-25,31.200000762939453
2022-04-26,29.3700008392334
2022-04-27,28.93000030517578
2022-04-28,29.049999237060547
2022-04-29,29.1200008392334
2022-05-02,30.270000457763672
2022-05-03,29.8799991607666
2022-05-04,30.18000030517578
2022-05-05,29.719999313354492
2022-05-06,27.90999984741211
2022-05-09,27.440000534057617
2022-05-10,27.420000076293945
2022-05-11,26.690000534057617
2022-05-12,27.1200008392334
2022-05-13,28.350000381469727
2022-05-16,28.020000457763672
2022-05-17,32.31999969482422
2022-05-18,31.549999237060547
2022-05-19,32.220001220703125
2022-05-20,32.63999938964844
2022-05-23,33.09000015258789
2022-05-24,31.799999237060547
2022-05-25,32.349998474121094
2022-05-26,32.400001525878906
2022-05-27,33.90999984741211
2022-05-31,34.33000183105469
2022-06-01,32.349998474121094
2022-06-02,31.43000030517578
2022-06-03,30.799999237060547
2022-06-06,30.420000076293945
2022-06-07,30.559999465942383
2022-06-08,30.739999771118164
2022-06-09,29.149999618530273
2022-06-10,28.09000015258789
2022-06-13,25.809999465942383
2022-06-14,25.40999984741211
2022-06-15,25.649999618530273
2022-06-16,24.25
2022-06-17,24.559999465942383
2022-06-21,24.600000381469727
2022-06-22,24.440000534057617
2022-06-23,24.520000457763672
2022-06-24,25.760000228881836
2022-06-27,25.979999542236328
2022-06-28,25.559999465942383
2022-06-29,25.079999923706055
2022-06-30,24.68000030517578
2022-07-01,25.209999084472656
2022-07-05,25.190000534057617
2022-07-06,25.059999465942383
2022-07-07,25.899999618530273
2022-07-08,25.559999465942383
2022-07-11,24.170000076293945
2022-07-12,25.09000015258789
2022-07-13,25.020000457763672
2022-07-14,24.1200008392334
2022-07-15,25.0
2022-07-18,24.520000457763672
2022-07-19,25.049999237060547
2022-07-20,26.010000228881836
2022-07-21,26.020000457763672
2022-07-22,25.270000457763672
2022-07-25,25.34000015258789
2022-07-26,24.139999389648438
2022-07-27,24.530000686645508
2022-07-28,24.350000381469727
2022-07-29,23.649999618530273
2022-08-01,24.149999618530273
2022-08-02,24.469999313354492
2022-08-03,25.040000915527344
2022-08-04,25.309999465942383
2022-08-05,24.260000228881836
2022-08-08,25.209999084472656
