Date,ARGX
2023-01-06,375.80999755859375
2023-01-09,372.9599914550781
2023-01-10,388.260009765625
2023-01-11,395.45001220703125
2023-01-12,403.6499938964844
2023-01-13,401.0
2023-01-17,396.55999755859375
2023-01-18,387.44000244140625
2023-01-19,381.9800109863281
2023-01-20,391.1199951171875
2023-01-23,394.239990234375
2023-01-24,382.5199890136719
2023-01-25,378.7200012207031
2023-01-26,382.1000061035156
2023-01-27,380.8999938964844
2023-01-30,375.7799987792969
2023-01-31,382.25
2023-02-01,379.7300109863281
2023-02-02,372.2699890136719
2023-02-03,370.95001220703125
2023-02-06,373.2900085449219
2023-02-07,379.739990234375
2023-02-08,372.010009765625
2023-02-09,373.55999755859375
2023-02-10,372.3900146484375
2023-02-13,374.4200134277344
2023-02-14,375.9200134277344
2023-02-15,375.82000732421875
2023-02-16,369.0400085449219
2023-02-17,371.92999267578125
2023-02-21,366.29998779296875
2023-02-22,366.1499938964844
2023-02-23,367.7200012207031
2023-02-24,366.5299987792969
2023-02-27,370.19000244140625
2023-02-28,366.0199890136719
2023-03-01,368.95001220703125
2023-03-02,345.04998779296875
2023-03-03,347.0199890136719
2023-03-06,341.79998779296875
2023-03-07,339.2300109863281
2023-03-08,334.2300109863281
2023-03-09,341.44000244140625
2023-03-10,341.29998779296875
2023-03-13,352.6400146484375
2023-03-14,357.9800109863281
2023-03-15,356.8299865722656
2023-03-16,358.4700012207031
2023-03-17,359.6700134277344
2023-03-20,364.9800109863281
2023-03-21,357.5299987792969
2023-03-22,356.8500061035156
2023-03-23,359.7799987792969
2023-03-24,360.5199890136719
2023-03-27,361.8500061035156
2023-03-28,366.4599914550781
2023-03-29,376.4700012207031
2023-03-30,369.8299865722656
2023-03-31,372.5799865722656
2023-04-03,360.1400146484375
2023-04-04,367.4700012207031
2023-04-05,373.17999267578125
2023-04-06,387.3599853515625
2023-04-10,377.739990234375
2023-04-11,374.7900085449219
2023-04-12,379.69000244140625
2023-04-13,386.42999267578125
2023-04-14,382.989990234375
2023-04-17,383.94000244140625
2023-04-18,375.760009765625
2023-04-19,382.1199951171875
2023-04-20,380.010009765625
2023-04-21,389.3699951171875
2023-04-24,391.1199951171875
2023-04-25,390.510009765625
2023-04-26,382.8349914550781
2023-04-27,380.8800048828125
2023-04-28,387.8800048828125
2023-05-01,392.2300109863281
2023-05-02,392.7799987792969
2023-05-03,392.2900085449219
2023-05-04,395.4100036621094
2023-05-05,404.1600036621094
2023-05-08,406.0
2023-05-09,401.5199890136719
2023-05-10,402.3699951171875
2023-05-11,406.8500061035156
2023-05-12,403.4800109863281
2023-05-15,406.1300048828125
2023-05-16,405.6000061035156
2023-05-17,412.9100036621094
2023-05-18,413.4200134277344
2023-05-19,422.5799865722656
2023-05-22,419.70001220703125
2023-05-23,413.6199951171875
2023-05-24,403.1700134277344
2023-05-25,401.05999755859375
2023-05-26,401.9599914550781
2023-05-30,392.3599853515625
2023-05-31,388.70001220703125
2023-06-01,394.6600036621094
2023-06-02,395.79998779296875
2023-06-05,402.7200012207031
2023-06-06,400.3399963378906
2023-06-07,392.4100036621094
2023-06-08,391.2799987792969
2023-06-09,390.6199951171875
2023-06-12,397.7799987792969
2023-06-13,396.3500061035156
2023-06-14,392.5199890136719
2023-06-15,396.0299987792969
2023-06-16,399.94000244140625
2023-06-20,401.2900085449219
2023-06-21,399.3699951171875
2023-06-22,400.57000732421875
2023-06-23,396.3900146484375
2023-06-26,387.70001220703125
2023-06-27,380.0
2023-06-28,384.67999267578125
2023-06-29,382.9599914550781
2023-06-30,389.7300109863281
2023-07-03,381.5799865722656
2023-07-05,382.8999938964844
2023-07-06,386.0400085449219
2023-07-07,382.7300109863281
2023-07-10,386.510009765625
2023-07-11,379.9200134277344
2023-07-12,369.3500061035156
2023-07-13,371.4200134277344
2023-07-14,379.0799865722656
2023-07-17,484.42999267578125
2023-07-18,506.5199890136719
2023-07-19,528.47998046875
2023-07-20,534.9500122070312
2023-07-21,548.4299926757812
2023-07-24,521.489990234375
2023-07-25,525.9400024414062
2023-07-26,520.989990234375
2023-07-27,509.04998779296875
2023-07-28,515.0
2023-07-31,504.4800109863281
2023-08-01,504.0400085449219
2023-08-02,500.1700134277344
2023-08-03,493.739990234375
2023-08-04,488.80999755859375
2023-08-07,483.7900085449219
2023-08-08,487.8900146484375
2023-08-09,498.17999267578125
2023-08-10,502.9200134277344
2023-08-11,493.5
2023-08-14,506.9599914550781
2023-08-15,506.9599914550781
2023-08-16,501.9700012207031
2023-08-17,493.0899963378906
2023-08-18,488.5899963378906
2023-08-21,504.2300109863281
2023-08-22,500.80999755859375
2023-08-23,502.04998779296875
2023-08-24,507.3299865722656
2023-08-25,507.07000732421875
2023-08-28,508.6099853515625
2023-08-29,504.57000732421875
2023-08-30,503.3500061035156
2023-08-31,502.489990234375
2023-09-01,514.77001953125
2023-09-05,514.0
2023-09-06,517.4600219726562
2023-09-07,517.5800170898438
2023-09-08,509.70001220703125
2023-09-11,524.2899780273438
2023-09-12,521.77001953125
2023-09-13,515.8099975585938
2023-09-14,523.3800048828125
2023-09-15,527.97998046875
2023-09-18,523.22998046875
2023-09-19,524.1300048828125
2023-09-20,514.010009765625
2023-09-21,505.4100036621094
2023-09-22,505.8299865722656
2023-09-25,508.7799987792969
2023-09-26,483.5400085449219
2023-09-27,477.7900085449219
2023-09-28,485.9599914550781
2023-09-29,491.6300048828125
2023-10-02,487.32000732421875
2023-10-03,472.7699890136719
2023-10-04,476.6199951171875
2023-10-05,488.6300048828125
2023-10-06,495.8699951171875
2023-10-09,500.4100036621094
2023-10-10,500.29998779296875
2023-10-11,506.010009765625
2023-10-12,495.1600036621094
2023-10-13,493.4800109863281
2023-10-16,493.69000244140625
2023-10-17,497.45001220703125
2023-10-18,490.3699951171875
2023-10-19,479.80999755859375
2023-10-20,475.07000732421875
2023-10-23,475.3299865722656
2023-10-24,481.20001220703125
2023-10-25,472.0
2023-10-26,470.42999267578125
2023-10-27,459.8699951171875
2023-10-30,464.1499938964844
2023-10-31,469.57000732421875
2023-11-01,494.7799987792969
2023-11-02,492.239990234375
2023-11-03,499.9599914550781
2023-11-06,493.0299987792969
2023-11-07,497.29998779296875
2023-11-08,495.94000244140625
2023-11-09,481.7300109863281
2023-11-10,489.1199951171875
2023-11-13,490.1400146484375
2023-11-14,489.7799987792969
2023-11-15,486.989990234375
2023-11-16,485.2300109863281
2023-11-17,489.7699890136719
2023-11-20,489.30999755859375
2023-11-21,488.6400146484375
2023-11-22,492.010009765625
2023-11-24,494.7900085449219
2023-11-27,495.7699890136719
2023-11-28,445.3399963378906
2023-11-29,435.9200134277344
2023-11-30,450.6099853515625
2023-12-01,453.8900146484375
2023-12-04,457.739990234375
2023-12-05,459.57000732421875
2023-12-06,450.75
2023-12-07,457.7699890136719
2023-12-08,453.4800109863281
2023-12-11,453.5
2023-12-12,452.6300048828125
2023-12-13,461.4700012207031
2023-12-14,464.7699890136719
2023-12-15,463.0
2023-12-18,455.4800109863281
2023-12-19,452.5799865722656
2023-12-20,338.9100036621094
2023-12-21,354.1300048828125
2023-12-22,372.8999938964844
2023-12-26,381.0
2023-12-27,386.5199890136719
2023-12-28,380.2799987792969
2023-12-29,380.42999267578125
2024-01-02,381.0
2024-01-03,382.1199951171875
2024-01-04,388.7200012207031
2024-01-05,396.2200012207031
2024-01-08,413.2900085449219
2024-01-09,399.8900146484375
2024-01-10,393.7900085449219
2024-01-11,381.2699890136719
2024-01-12,373.6700134277344
2024-01-16,378.1300048828125
2024-01-17,372.44000244140625
2024-01-18,365.7799987792969
2024-01-19,366.8999938964844
2024-01-22,364.5299987792969
2024-01-23,369.9100036621094
2024-01-24,367.739990234375
2024-01-25,382.5400085449219
2024-01-26,382.5899963378906
2024-01-29,384.6300048828125
2024-01-30,381.1499938964844
2024-01-31,380.510009765625
2024-02-01,385.5799865722656
2024-02-02,378.8399963378906
2024-02-05,403.3699951171875
2024-02-06,393.1199951171875
2024-02-07,391.95001220703125
2024-02-08,394.8900146484375
2024-02-09,401.4800109863281
2024-02-12,392.70001220703125
2024-02-13,386.8299865722656
2024-02-14,390.2699890136719
2024-02-15,393.4700012207031
2024-02-16,392.2300109863281
2024-02-20,395.3999938964844
2024-02-21,399.95001220703125
2024-02-22,406.010009765625
2024-02-23,409.5199890136719
2024-02-26,410.3500061035156
2024-02-27,411.20001220703125
2024-02-28,397.70001220703125
2024-02-29,380.010009765625
2024-03-01,393.489990234375
2024-03-04,390.32000732421875
2024-03-05,388.69000244140625
2024-03-06,390.6600036621094
2024-03-07,388.67999267578125
2024-03-08,387.79998779296875
2024-03-11,385.0
2024-03-12,387.94000244140625
2024-03-13,381.760009765625
2024-03-14,378.6449890136719
2024-03-15,371.2799987792969
2024-03-18,361.5400085449219
2024-03-19,359.3699951171875
2024-03-20,356.95001220703125
2024-03-21,396.8800048828125
2024-03-22,402.67999267578125
2024-03-25,398.4200134277344
2024-03-26,397.57000732421875
2024-03-27,398.5899963378906
2024-03-28,393.7200012207031
2024-04-01,397.3299865722656
2024-04-02,397.1099853515625
2024-04-03,398.489990234375
2024-04-04,386.8800048828125
2024-04-05,387.0299987792969
2024-04-08,386.7099914550781
2024-04-09,384.1400146484375
2024-04-10,382.7799987792969
2024-04-11,379.6499938964844
2024-04-12,378.0199890136719
2024-04-15,376.260009765625
2024-04-16,370.67999267578125
2024-04-17,366.20001220703125
2024-04-18,358.4100036621094
2024-04-19,360.2300109863281
2024-04-22,368.75
2024-04-23,375.0799865722656
2024-04-24,375.0
2024-04-25,368.6000061035156
2024-04-26,372.79998779296875
2024-04-29,375.2900085449219
2024-04-30,375.5
2024-05-01,383.3399963378906
2024-05-02,393.4200134277344
2024-05-03,388.20001220703125
2024-05-06,393.7799987792969
2024-05-07,398.80999755859375
2024-05-08,386.0799865722656
2024-05-09,382.54998779296875
2024-05-10,374.6300048828125
2024-05-13,359.4800109863281
2024-05-14,356.010009765625
2024-05-15,376.9599914550781
2024-05-16,376.6000061035156
2024-05-17,365.80999755859375
2024-05-20,361.5799865722656
2024-05-21,356.6600036621094
2024-05-22,363.7300109863281
2024-05-23,361.0199890136719
2024-05-24,367.07000732421875
2024-05-28,366.3399963378906
2024-05-29,377.7699890136719
2024-05-30,362.1600036621094
2024-05-31,371.0199890136719
2024-06-03,377.9200134277344
2024-06-04,378.5799865722656
2024-06-05,385.0
2024-06-06,386.79998779296875
2024-06-07,375.80999755859375
2024-06-10,379.29998779296875
2024-06-11,376.7900085449219
2024-06-12,382.5
2024-06-13,388.3399963378906
2024-06-14,387.0
2024-06-17,378.29998779296875
2024-06-18,377.9599914550781
2024-06-20,387.8699951171875
2024-06-21,394.4700012207031
2024-06-24,440.5899963378906
2024-06-25,451.54998779296875
2024-06-26,445.8800048828125
2024-06-27,444.94000244140625
2024-06-28,430.0400085449219
2024-07-01,434.2200012207031
2024-07-02,435.489990234375
2024-07-03,435.2900085449219
2024-07-05,435.8399963378906
2024-07-08,436.4200134277344
2024-07-09,457.67999267578125
2024-07-10,467.2300109863281
2024-07-11,461.7200012207031
2024-07-12,466.4200134277344
2024-07-15,461.94000244140625
2024-07-16,471.7950134277344
2024-07-17,463.4100036621094
2024-07-18,466.55999755859375
2024-07-19,471.32000732421875
2024-07-22,461.010009765625
2024-07-23,472.8699951171875
2024-07-24,464.3599853515625
2024-07-25,486.3299865722656
2024-07-26,494.4599914550781
2024-07-29,499.04998779296875
2024-07-30,509.2099914550781
2024-07-31,515.8699951171875
2024-08-01,516.1799926757812
2024-08-02,499.6700134277344
2024-08-05,484.5199890136719
2024-08-06,487.0
2024-08-07,497.17999267578125
2024-08-08,525.25
2024-08-09,534.97998046875
2024-08-12,538.1699829101562
2024-08-13,531.0399780273438
2024-08-14,522.3599853515625
2024-08-15,524.9000244140625
2024-08-16,525.0
2024-08-19,524.1900024414062
2024-08-20,523.989990234375
2024-08-21,525.5
2024-08-22,519.6400146484375
2024-08-23,516.6900024414062
2024-08-26,517.4600219726562
2024-08-27,516.6400146484375
2024-08-28,518.989990234375
2024-08-29,517.6599731445312
2024-08-30,517.3200073242188
2024-09-03,514.22998046875
2024-09-04,527.4199829101562
2024-09-05,548.489990234375
2024-09-06,542.0
2024-09-09,552.5599975585938
2024-09-10,535.0
2024-09-11,537.4299926757812
2024-09-12,535.77001953125
2024-09-13,538.010009765625
2024-09-16,537.9400024414062
2024-09-17,522.219970703125
2024-09-18,529.0599975585938
2024-09-19,536.3400268554688
2024-09-20,533.0
2024-09-23,528.5
2024-09-24,519.760009765625
2024-09-25,549.010009765625
2024-09-26,524.5800170898438
2024-09-27,536.1099853515625
2024-09-30,542.0800170898438
2024-10-01,547.280029296875
2024-10-02,550.0
2024-10-03,542.989990234375
2024-10-04,529.9500122070312
2024-10-07,522.7899780273438
2024-10-08,527.1599731445312
2024-10-09,520.52001953125
2024-10-10,527.25
2024-10-11,536.7000122070312
2024-10-14,543.5599975585938
2024-10-15,544.7100219726562
2024-10-16,540.6099853515625
2024-10-17,543.8400268554688
2024-10-18,565.0
2024-10-21,560.4500122070312
2024-10-22,568.489990234375
2024-10-23,557.9199829101562
2024-10-24,551.1500244140625
2024-10-25,556.8300170898438
2024-10-28,554.469970703125
2024-10-29,552.8800048828125
2024-10-30,551.7100219726562
2024-10-31,586.2999877929688
2024-11-01,595.5800170898438
2024-11-04,588.6699829101562
2024-11-05,602.469970703125
2024-11-06,588.969970703125
2024-11-07,591.4400024414062
2024-11-08,596.0
2024-11-11,588.9400024414062
2024-11-12,593.9500122070312
2024-11-13,599.3499755859375
2024-11-14,595.0399780273438
2024-11-15,564.2249755859375
2024-11-18,567.9000244140625
2024-11-19,574.5399780273438
2024-11-20,591.8200073242188
2024-11-21,596.739990234375
