Date,NOVT
2022-06-29,124.8499984741211
2022-06-30,121.2699966430664
2022-07-01,119.58000183105469
2022-07-05,123.19999694824219
2022-07-06,121.9000015258789
2022-07-07,126.2300033569336
2022-07-08,127.6500015258789
2022-07-11,125.33999633789062
2022-07-12,119.58999633789062
2022-07-13,121.58000183105469
2022-07-14,122.0999984741211
2022-07-15,125.1500015258789
2022-07-18,124.37999725341797
2022-07-19,127.70999908447266
2022-07-20,131.7899932861328
2022-07-21,136.91000366210938
2022-07-22,150.0800018310547
2022-07-25,148.0800018310547
2022-07-26,145.10000610351562
2022-07-27,148.7899932861328
2022-07-28,151.25
2022-07-29,154.1999969482422
2022-08-01,152.8699951171875
2022-08-02,148.1999969482422
2022-08-03,150.82000732421875
2022-08-04,151.5500030517578
2022-08-05,152.41000366210938
2022-08-08,152.07000732421875
2022-08-09,147.50999450683594
2022-08-10,151.52999877929688
2022-08-11,148.7899932861328
2022-08-12,151.27999877929688
2022-08-15,153.0
2022-08-16,157.55999755859375
2022-08-17,156.91000366210938
2022-08-18,156.57000732421875
2022-08-19,152.50999450683594
2022-08-22,147.07000732421875
2022-08-23,146.72999572753906
2022-08-24,147.6699981689453
2022-08-25,148.05999755859375
2022-08-26,139.89999389648438
2022-08-29,138.60000610351562
2022-08-30,135.35000610351562
2022-08-31,133.69000244140625
2022-09-01,131.36000061035156
2022-09-02,128.6699981689453
2022-09-06,126.5
2022-09-07,130.6199951171875
2022-09-08,131.3800048828125
2022-09-09,134.77999877929688
2022-09-12,138.5
2022-09-13,131.41000366210938
2022-09-14,130.3300018310547
2022-09-15,126.58999633789062
2022-09-16,125.97000122070312
2022-09-19,126.55999755859375
2022-09-20,125.58999633789062
2022-09-21,124.22000122070312
2022-09-22,121.87000274658203
2022-09-23,119.9800033569336
2022-09-26,120.13999938964844
2022-09-27,118.44000244140625
2022-09-28,121.88999938964844
2022-09-29,118.5199966430664
2022-09-30,115.6500015258789
2022-10-03,120.36000061035156
2022-10-04,124.0
2022-10-05,122.94000244140625
2022-10-06,123.30999755859375
2022-10-07,117.19000244140625
2022-10-10,114.19999694824219
2022-10-11,114.83000183105469
2022-10-12,114.97000122070312
2022-10-13,117.66000366210938
2022-10-14,114.23999786376953
2022-10-17,118.8499984741211
2022-10-18,121.55000305175781
2022-10-19,119.69000244140625
2022-10-20,120.1500015258789
2022-10-21,124.33000183105469
2022-10-24,127.87000274658203
2022-10-25,136.10000610351562
2022-10-26,135.75
2022-10-27,135.77999877929688
2022-10-28,142.4499969482422
2022-10-31,141.39999389648438
2022-11-01,140.22999572753906
2022-11-02,136.32000732421875
2022-11-03,136.14999389648438
2022-11-04,138.89999389648438
2022-11-07,140.5500030517578
2022-11-08,145.6699981689453
2022-11-09,135.66000366210938
2022-11-10,150.35000610351562
2022-11-11,155.3000030517578
2022-11-14,155.8699951171875
2022-11-15,160.89999389648438
2022-11-16,158.80999755859375
2022-11-17,155.7100067138672
2022-11-18,155.14999389648438
2022-11-21,154.9499969482422
2022-11-22,157.75
2022-11-23,158.80999755859375
2022-11-25,159.52000427246094
2022-11-28,154.22999572753906
2022-11-29,151.4600067138672
2022-11-30,157.75
2022-12-01,157.0500030517578
2022-12-02,159.2899932861328
2022-12-05,155.02999877929688
2022-12-06,149.05999755859375
2022-12-07,148.88999938964844
2022-12-08,150.6699981689453
2022-12-09,147.60000610351562
2022-12-12,148.22999572753906
2022-12-13,153.27999877929688
2022-12-14,151.7899932861328
2022-12-15,144.6999969482422
2022-12-16,141.52000427246094
2022-12-19,138.61000061035156
2022-12-20,139.05999755859375
2022-12-21,142.07000732421875
2022-12-22,138.32000732421875
2022-12-23,137.94000244140625
2022-12-27,138.47000122070312
2022-12-28,135.77000427246094
2022-12-29,138.11000061035156
2022-12-30,135.8699951171875
2023-01-03,134.8300018310547
2023-01-04,137.05999755859375
2023-01-05,133.08999633789062
2023-01-06,138.38999938964844
2023-01-09,138.7899932861328
2023-01-10,142.36000061035156
2023-01-11,146.30999755859375
2023-01-12,146.9600067138672
2023-01-13,150.50999450683594
2023-01-17,151.3300018310547
2023-01-18,151.9499969482422
2023-01-19,150.66000366210938
2023-01-20,152.97000122070312
2023-01-23,156.39999389648438
2023-01-24,155.47999572753906
2023-01-25,155.22999572753906
2023-01-26,161.39999389648438
2023-01-27,160.77000427246094
2023-01-30,157.1999969482422
2023-01-31,161.47000122070312
2023-02-01,167.91000366210938
2023-02-02,170.5800018310547
2023-02-03,167.3699951171875
2023-02-06,165.02999877929688
2023-02-07,167.8000030517578
2023-02-08,164.30999755859375
2023-02-09,162.55999755859375
2023-02-10,160.9499969482422
2023-02-13,163.17999267578125
2023-02-14,163.83999633789062
2023-02-15,168.17999267578125
2023-02-16,163.61000061035156
2023-02-17,163.57000732421875
2023-02-21,158.8699951171875
2023-02-22,158.33999633789062
2023-02-23,159.00999450683594
2023-02-24,156.72000122070312
2023-02-27,158.52999877929688
2023-02-28,156.91000366210938
2023-03-01,143.5399932861328
2023-03-02,147.3800048828125
2023-03-03,151.25
2023-03-06,151.0500030517578
2023-03-07,146.52999877929688
2023-03-08,149.80999755859375
2023-03-09,149.32000732421875
2023-03-10,143.91000366210938
2023-03-13,143.82000732421875
2023-03-14,150.14999389648438
2023-03-15,148.02999877929688
2023-03-16,150.11000061035156
2023-03-17,148.30999755859375
2023-03-20,150.77999877929688
2023-03-21,150.5399932861328
2023-03-22,147.64999389648438
2023-03-23,149.0500030517578
2023-03-24,150.72999572753906
2023-03-27,150.60000610351562
2023-03-28,150.8000030517578
2023-03-29,152.55999755859375
2023-03-30,155.24000549316406
2023-03-31,159.08999633789062
2023-04-03,156.4499969482422
2023-04-04,152.60000610351562
2023-04-05,150.44000244140625
2023-04-06,150.19000244140625
2023-04-10,154.88999938964844
2023-04-11,155.4199981689453
2023-04-12,156.1300048828125
2023-04-13,158.88999938964844
2023-04-14,157.60000610351562
2023-04-17,158.55999755859375
2023-04-18,156.42999267578125
2023-04-19,156.52000427246094
2023-04-20,157.00999450683594
2023-04-21,158.88999938964844
2023-04-24,158.44000244140625
2023-04-25,154.17999267578125
2023-04-26,153.0
2023-04-27,154.72000122070312
2023-04-28,152.83999633789062
2023-05-01,155.77999877929688
2023-05-02,158.13999938964844
2023-05-03,163.4600067138672
2023-05-04,158.49000549316406
2023-05-05,162.38999938964844
2023-05-08,160.63999938964844
2023-05-09,158.30999755859375
2023-05-10,164.14999389648438
2023-05-11,164.32000732421875
2023-05-12,161.3699951171875
2023-05-15,163.67999267578125
2023-05-16,162.44000244140625
2023-05-17,166.32000732421875
2023-05-18,167.8800048828125
2023-05-19,166.3699951171875
2023-05-22,167.35000610351562
2023-05-23,162.52999877929688
2023-05-24,161.17999267578125
2023-05-25,161.97000122070312
2023-05-26,166.2899932861328
2023-05-30,166.63999938964844
2023-05-31,165.60000610351562
2023-06-01,170.0399932861328
2023-06-02,169.77000427246094
2023-06-05,163.6300048828125
2023-06-06,165.0399932861328
2023-06-07,171.1199951171875
2023-06-08,168.30999755859375
2023-06-09,167.82000732421875
2023-06-12,167.7899932861328
2023-06-13,169.97999572753906
2023-06-14,168.1199951171875
2023-06-15,169.32000732421875
2023-06-16,169.6199951171875
2023-06-20,171.44000244140625
2023-06-21,173.8000030517578
2023-06-22,175.4199981689453
2023-06-23,168.72999572753906
2023-06-26,171.8699951171875
2023-06-27,176.91000366210938
2023-06-28,178.22000122070312
2023-06-29,182.52000427246094
2023-06-30,184.10000610351562
2023-07-03,179.67999267578125
2023-07-05,177.6300048828125
2023-07-06,175.30999755859375
2023-07-07,174.6199951171875
2023-07-10,179.5399932861328
2023-07-11,180.0500030517578
2023-07-12,181.1300048828125
2023-07-13,181.2899932861328
2023-07-14,182.75999450683594
2023-07-17,184.1699981689453
2023-07-18,179.47999572753906
2023-07-19,177.69000244140625
2023-07-20,176.1199951171875
2023-07-21,175.6199951171875
2023-07-24,174.69000244140625
2023-07-25,176.0399932861328
2023-07-26,176.16000366210938
2023-07-27,175.33999633789062
2023-07-28,176.22000122070312
2023-07-31,176.89999389648438
2023-08-01,176.3800048828125
2023-08-02,175.16000366210938
2023-08-03,174.77999877929688
2023-08-04,173.41000366210938
2023-08-07,172.7100067138672
2023-08-08,153.0
2023-08-09,153.1300048828125
2023-08-10,155.47999572753906
2023-08-11,153.33999633789062
2023-08-14,156.4199981689453
2023-08-15,153.9600067138672
2023-08-16,153.0399932861328
2023-08-17,150.39999389648438
2023-08-18,149.4199981689453
2023-08-21,150.97999572753906
2023-08-22,152.3800048828125
2023-08-23,155.8800048828125
2023-08-24,152.6699981689453
2023-08-25,155.27000427246094
2023-08-28,156.60000610351562
2023-08-29,160.0800018310547
2023-08-30,163.80999755859375
2023-08-31,166.97999572753906
2023-09-01,168.27000427246094
2023-09-05,161.60000610351562
2023-09-06,163.6999969482422
2023-09-07,160.77999877929688
2023-09-08,158.13999938964844
2023-09-11,159.08999633789062
2023-09-12,156.69000244140625
2023-09-13,156.44000244140625
2023-09-14,158.3000030517578
2023-09-15,156.58999633789062
2023-09-18,154.32000732421875
2023-09-19,153.64999389648438
2023-09-20,146.55999755859375
2023-09-21,142.0399932861328
2023-09-22,140.17999267578125
2023-09-25,139.42999267578125
2023-09-26,139.4199981689453
2023-09-27,137.02999877929688
2023-09-28,144.00999450683594
2023-09-29,143.44000244140625
2023-10-02,141.91000366210938
2023-10-03,139.5800018310547
2023-10-04,141.36000061035156
2023-10-05,142.47999572753906
2023-10-06,144.0500030517578
2023-10-09,144.49000549316406
2023-10-10,147.36000061035156
2023-10-11,147.86000061035156
2023-10-12,147.19000244140625
2023-10-13,147.6300048828125
2023-10-16,149.94000244140625
2023-10-17,148.91000366210938
2023-10-18,146.24000549316406
2023-10-19,138.38999938964844
2023-10-20,135.36000061035156
2023-10-23,136.99000549316406
2023-10-24,135.5
2023-10-25,128.50999450683594
2023-10-26,129.10000610351562
2023-10-27,129.60000610351562
2023-10-30,131.05999755859375
2023-10-31,132.05999755859375
2023-11-01,132.02999877929688
2023-11-02,137.1999969482422
2023-11-03,141.44000244140625
2023-11-06,138.4600067138672
2023-11-07,119.75
2023-11-08,123.29000091552734
2023-11-09,121.37000274658203
2023-11-10,123.25
2023-11-13,124.01000213623047
2023-11-14,134.91000366210938
2023-11-15,143.08999633789062
2023-11-16,139.10000610351562
2023-11-17,141.4499969482422
2023-11-20,142.97999572753906
2023-11-21,143.92999267578125
2023-11-22,144.27999877929688
2023-11-24,144.41000366210938
2023-11-27,145.0500030517578
2023-11-28,144.3800048828125
2023-11-29,144.3300018310547
2023-11-30,144.44000244140625
2023-12-01,147.83999633789062
2023-12-04,149.1999969482422
2023-12-05,146.7100067138672
2023-12-06,150.7100067138672
2023-12-07,151.4600067138672
2023-12-08,153.88999938964844
2023-12-11,155.52000427246094
2023-12-12,155.0399932861328
2023-12-13,159.94000244140625
2023-12-14,166.9600067138672
2023-12-15,168.14999389648438
2023-12-18,166.85000610351562
2023-12-19,167.86000061035156
2023-12-20,164.41000366210938
2023-12-21,168.36000061035156
2023-12-22,168.7100067138672
2023-12-26,171.27000427246094
2023-12-27,171.75
2023-12-28,171.52999877929688
2023-12-29,168.41000366210938
2024-01-02,164.3000030517578
2024-01-03,155.82000732421875
2024-01-04,155.22999572753906
2024-01-05,153.8800048828125
2024-01-08,157.50999450683594
2024-01-09,155.10000610351562
2024-01-10,159.0
2024-01-11,157.8699951171875
2024-01-12,155.69000244140625
2024-01-16,153.9600067138672
2024-01-17,151.58999633789062
2024-01-18,156.49000549316406
2024-01-19,157.4499969482422
2024-01-22,161.66000366210938
2024-01-23,161.47000122070312
2024-01-24,158.3699951171875
2024-01-25,159.61000061035156
2024-01-26,157.24000549316406
2024-01-29,162.25
2024-01-30,161.5
2024-01-31,154.5500030517578
2024-02-01,157.39999389648438
2024-02-02,157.1699981689453
2024-02-05,155.5
2024-02-06,158.1300048828125
2024-02-07,160.52000427246094
2024-02-08,163.27999877929688
2024-02-09,167.44000244140625
2024-02-12,166.2899932861328
2024-02-13,155.17999267578125
2024-02-14,159.33999633789062
2024-02-15,163.8699951171875
2024-02-16,161.02999877929688
2024-02-20,159.8699951171875
2024-02-21,157.47999572753906
2024-02-22,158.30999755859375
2024-02-23,158.5399932861328
2024-02-26,158.25
2024-02-27,157.30999755859375
2024-02-28,167.4499969482422
2024-02-29,172.94000244140625
2024-03-01,175.27999877929688
2024-03-04,176.38999938964844
2024-03-05,169.6999969482422
2024-03-06,173.92999267578125
2024-03-07,178.3800048828125
2024-03-08,176.5399932861328
2024-03-11,175.74000549316406
2024-03-12,176.4199981689453
2024-03-13,174.80999755859375
2024-03-14,170.6699981689453
2024-03-15,173.25
2024-03-18,168.92999267578125
2024-03-19,171.3800048828125
2024-03-20,174.3800048828125
2024-03-21,175.67999267578125
2024-03-22,173.07000732421875
2024-03-25,173.66000366210938
2024-03-26,172.63999938964844
2024-03-27,173.8000030517578
2024-03-28,174.77000427246094
2024-04-01,172.14999389648438
2024-04-02,167.9600067138672
2024-04-03,168.61000061035156
2024-04-04,167.55999755859375
2024-04-05,168.41000366210938
2024-04-08,168.60000610351562
2024-04-09,170.49000549316406
2024-04-10,163.8699951171875
2024-04-11,167.44000244140625
2024-04-12,163.0
2024-04-15,161.17999267578125
2024-04-16,158.77999877929688
2024-04-17,154.5
2024-04-18,150.02000427246094
2024-04-19,149.41000366210938
2024-04-22,153.11000061035156
2024-04-23,159.3800048828125
2024-04-24,157.80999755859375
2024-04-25,156.25
2024-04-26,159.41000366210938
2024-04-29,160.02999877929688
2024-04-30,156.5
2024-05-01,156.77999877929688
2024-05-02,159.64999389648438
2024-05-03,159.88999938964844
2024-05-06,161.13999938964844
2024-05-07,161.83999633789062
2024-05-08,158.57000732421875
2024-05-09,161.77000427246094
2024-05-10,161.27999877929688
2024-05-13,162.77999877929688
2024-05-14,164.6300048828125
2024-05-15,167.89999389648438
2024-05-16,164.5500030517578
2024-05-17,163.0
2024-05-20,165.52000427246094
2024-05-21,165.80999755859375
2024-05-22,164.66000366210938
2024-05-23,162.36000061035156
2024-05-24,164.4600067138672
2024-05-28,162.91000366210938
2024-05-29,158.14999389648438
2024-05-30,159.08999633789062
2024-05-31,162.16000366210938
2024-06-03,161.5399932861328
2024-06-04,159.19000244140625
2024-06-05,164.7899932861328
2024-06-06,162.42999267578125
2024-06-07,160.92999267578125
2024-06-10,161.14999389648438
2024-06-11,160.2899932861328
2024-06-12,164.7899932861328
2024-06-13,164.44000244140625
2024-06-14,161.25999450683594
2024-06-17,164.32000732421875
2024-06-18,165.5
2024-06-20,165.17999267578125
2024-06-21,167.36000061035156
2024-06-24,165.88999938964844
2024-06-25,161.3699951171875
2024-06-26,160.49000549316406
2024-06-27,163.3699951171875
2024-06-28,163.11000061035156
2024-07-01,157.7899932861328
2024-07-02,160.2899932861328
2024-07-03,160.2899932861328
2024-07-05,159.39999389648438
2024-07-08,160.24000549316406
2024-07-09,161.64999389648438
2024-07-10,159.13999938964844
2024-07-11,165.58999633789062
2024-07-12,171.82000732421875
2024-07-15,173.22999572753906
2024-07-16,186.1999969482422
2024-07-17,182.1300048828125
2024-07-18,178.7100067138672
2024-07-19,172.49000549316406
2024-07-22,178.5399932861328
2024-07-23,181.99000549316406
2024-07-24,181.85000610351562
2024-07-25,182.39999389648438
2024-07-26,185.16000366210938
2024-07-29,180.88999938964844
2024-07-30,179.3800048828125
2024-07-31,181.17999267578125
2024-08-01,170.3000030517578
2024-08-02,162.69000244140625
2024-08-05,156.5
2024-08-06,170.19000244140625
2024-08-07,168.35000610351562
2024-08-08,174.11000061035156
2024-08-09,171.22000122070312
2024-08-12,171.39999389648438
2024-08-13,176.85000610351562
2024-08-14,173.5500030517578
2024-08-15,180.39999389648438
2024-08-16,180.32000732421875
2024-08-19,181.16000366210938
2024-08-20,177.17999267578125
2024-08-21,182.75999450683594
2024-08-22,180.57000732421875
2024-08-23,183.5399932861328
2024-08-26,182.5399932861328
2024-08-27,182.00999450683594
2024-08-28,180.3699951171875
2024-08-29,182.5399932861328
2024-08-30,183.27999877929688
2024-09-03,173.08999633789062
2024-09-04,173.86000061035156
2024-09-05,172.69000244140625
2024-09-06,168.39999389648438
2024-09-09,168.02999877929688
2024-09-10,168.4199981689453
2024-09-11,167.0
2024-09-12,168.41000366210938
2024-09-13,171.1199951171875
2024-09-16,171.74000549316406
2024-09-17,171.02999877929688
2024-09-18,168.8300018310547
2024-09-19,174.3699951171875
2024-09-20,174.52999877929688
2024-09-23,176.36000061035156
2024-09-24,177.14999389648438
2024-09-25,173.35000610351562
2024-09-26,178.27999877929688
2024-09-27,176.47000122070312
2024-09-30,178.9199981689453
2024-10-01,174.80999755859375
2024-10-02,175.63999938964844
2024-10-03,171.83999633789062
2024-10-04,175.0
2024-10-07,174.9600067138672
2024-10-08,174.55999755859375
2024-10-09,174.97999572753906
2024-10-10,170.74000549316406
2024-10-11,175.02000427246094
2024-10-14,176.44000244140625
2024-10-15,176.44000244140625
2024-10-16,177.75
2024-10-17,177.08999633789062
2024-10-18,178.52999877929688
2024-10-21,175.02999877929688
2024-10-22,172.0
2024-10-23,171.9199981689453
2024-10-24,172.6999969482422
2024-10-25,173.02000427246094
2024-10-28,176.25
2024-10-29,177.22000122070312
2024-10-30,173.64999389648438
2024-10-31,170.24000549316406
2024-11-01,174.22000122070312
2024-11-04,174.1699981689453
2024-11-05,164.6699981689453
2024-11-06,181.94000244140625
2024-11-07,181.52000427246094
2024-11-08,182.64999389648438
2024-11-11,178.75999450683594
2024-11-12,174.7100067138672
2024-11-13,170.1699981689453
2024-11-14,169.7100067138672
2024-11-15,168.19000244140625
2024-11-18,165.77000427246094
2024-11-19,165.72000122070312
2024-11-20,164.94000244140625
2024-11-21,164.72000122070312
