Date,BCPC
2023-01-05,117.38999938964844
2023-01-06,121.48999786376953
2023-01-09,125.06999969482422
2023-01-10,123.27999877929688
2023-01-11,126.12000274658203
2023-01-12,127.66999816894531
2023-01-13,130.41000366210938
2023-01-17,130.9600067138672
2023-01-18,126.44999694824219
2023-01-19,124.13999938964844
2023-01-20,125.72000122070312
2023-01-23,129.75999450683594
2023-01-24,130.17999267578125
2023-01-25,129.6699981689453
2023-01-26,129.3699951171875
2023-01-27,128.8800048828125
2023-01-30,128.4199981689453
2023-01-31,130.6300048828125
2023-02-01,135.72000122070312
2023-02-02,139.7100067138672
2023-02-03,139.8300018310547
2023-02-06,140.22000122070312
2023-02-07,142.05999755859375
2023-02-08,138.08999633789062
2023-02-09,134.47999572753906
2023-02-10,133.75
2023-02-13,135.6699981689453
2023-02-14,133.32000732421875
2023-02-15,137.6199951171875
2023-02-16,134.7899932861328
2023-02-17,138.1199951171875
2023-02-21,133.52999877929688
2023-02-22,134.08999633789062
2023-02-23,132.9199981689453
2023-02-24,131.75999450683594
2023-02-27,130.2899932861328
2023-02-28,130.0
2023-03-01,132.6699981689453
2023-03-02,131.16000366210938
2023-03-03,132.7100067138672
2023-03-06,128.55999755859375
2023-03-07,127.87000274658203
2023-03-08,128.97999572753906
2023-03-09,127.25
2023-03-10,124.81999969482422
2023-03-13,124.19999694824219
2023-03-14,128.13999938964844
2023-03-15,126.87999725341797
2023-03-16,129.47999572753906
2023-03-17,125.77999877929688
2023-03-20,127.38999938964844
2023-03-21,127.2699966430664
2023-03-22,123.3499984741211
2023-03-23,121.33999633789062
2023-03-24,122.62999725341797
2023-03-27,124.13999938964844
2023-03-28,124.75
2023-03-29,125.16000366210938
2023-03-30,124.9000015258789
2023-03-31,126.4800033569336
2023-04-03,126.9800033569336
2023-04-04,124.38999938964844
2023-04-05,125.4800033569336
2023-04-06,125.72000122070312
2023-04-10,127.38999938964844
2023-04-11,127.51000213623047
2023-04-12,126.7699966430664
2023-04-13,127.91999816894531
2023-04-14,127.0
2023-04-17,128.97000122070312
2023-04-18,127.41000366210938
2023-04-19,127.2699966430664
2023-04-20,127.51000213623047
2023-04-21,128.6699981689453
2023-04-24,128.9499969482422
2023-04-25,125.48999786376953
2023-04-26,124.08999633789062
2023-04-27,126.29000091552734
2023-04-28,131.39999389648438
2023-05-01,131.00999450683594
2023-05-02,130.50999450683594
2023-05-03,130.6699981689453
2023-05-04,129.25
2023-05-05,128.4600067138672
2023-05-08,128.10000610351562
2023-05-09,125.51000213623047
2023-05-10,125.18000030517578
2023-05-11,125.0999984741211
2023-05-12,125.52999877929688
2023-05-15,126.97000122070312
2023-05-16,123.16999816894531
2023-05-17,123.19000244140625
2023-05-18,123.66000366210938
2023-05-19,124.16999816894531
2023-05-22,124.77999877929688
2023-05-23,124.38999938964844
2023-05-24,122.27999877929688
2023-05-25,122.80999755859375
2023-05-26,122.51000213623047
2023-05-30,124.51000213623047
2023-05-31,123.62999725341797
2023-06-01,125.37000274658203
2023-06-02,132.82000732421875
2023-06-05,129.1300048828125
2023-06-06,132.0399932861328
2023-06-07,135.47000122070312
2023-06-08,134.44000244140625
2023-06-09,133.5
2023-06-12,134.42999267578125
2023-06-13,136.36000061035156
2023-06-14,134.80999755859375
2023-06-15,136.1999969482422
2023-06-16,136.63999938964844
2023-06-20,135.82000732421875
2023-06-21,133.63999938964844
2023-06-22,130.4199981689453
2023-06-23,128.97999572753906
2023-06-26,130.3800048828125
2023-06-27,130.8699951171875
2023-06-28,131.14999389648438
2023-06-29,134.63999938964844
2023-06-30,134.80999755859375
2023-07-03,134.57000732421875
2023-07-05,130.92999267578125
2023-07-06,129.0399932861328
2023-07-07,129.27000427246094
2023-07-10,131.1300048828125
2023-07-11,130.27000427246094
2023-07-12,131.5
2023-07-13,130.77999877929688
2023-07-14,130.75999450683594
2023-07-17,130.6199951171875
2023-07-18,132.05999755859375
2023-07-19,132.52999877929688
2023-07-20,131.5399932861328
2023-07-21,131.58999633789062
2023-07-24,129.75
2023-07-25,129.44000244140625
2023-07-26,128.99000549316406
2023-07-27,128.5399932861328
2023-07-28,130.85000610351562
2023-07-31,134.74000549316406
2023-08-01,133.1999969482422
2023-08-02,134.9600067138672
2023-08-03,133.9499969482422
2023-08-04,134.3800048828125
2023-08-07,135.8000030517578
2023-08-08,136.24000549316406
2023-08-09,137.08999633789062
2023-08-10,139.22000122070312
2023-08-11,137.9199981689453
2023-08-14,137.8300018310547
2023-08-15,138.5500030517578
2023-08-16,136.99000549316406
2023-08-17,136.6699981689453
2023-08-18,136.55999755859375
2023-08-21,135.47999572753906
2023-08-22,134.91000366210938
2023-08-23,136.13999938964844
2023-08-24,136.72999572753906
2023-08-25,137.6699981689453
2023-08-28,137.7899932861328
2023-08-29,139.94000244140625
2023-08-30,142.72000122070312
2023-08-31,140.5
2023-09-01,140.58999633789062
2023-09-05,134.0
2023-09-06,132.6699981689453
2023-09-07,132.22999572753906
2023-09-08,131.6300048828125
2023-09-11,132.27999877929688
2023-09-12,131.36000061035156
2023-09-13,131.0800018310547
2023-09-14,133.72999572753906
2023-09-15,134.77999877929688
2023-09-18,130.75999450683594
2023-09-19,130.58999633789062
2023-09-20,130.3000030517578
2023-09-21,128.49000549316406
2023-09-22,127.19000244140625
2023-09-25,126.56999969482422
2023-09-26,123.48999786376953
2023-09-27,123.37999725341797
2023-09-28,125.93000030517578
2023-09-29,124.04000091552734
2023-10-02,123.08000183105469
2023-10-03,123.0
2023-10-04,123.8499984741211
2023-10-05,126.05000305175781
2023-10-06,126.16999816894531
2023-10-09,125.69999694824219
2023-10-10,125.80999755859375
2023-10-11,127.05000305175781
2023-10-12,124.3499984741211
2023-10-13,125.0
2023-10-16,126.66999816894531
2023-10-17,128.41000366210938
2023-10-18,125.44000244140625
2023-10-19,123.12999725341797
2023-10-20,122.47000122070312
2023-10-23,121.88999938964844
2023-10-24,121.69000244140625
2023-10-25,121.06999969482422
2023-10-26,121.68000030517578
2023-10-27,115.08000183105469
2023-10-30,115.58000183105469
2023-10-31,116.23999786376953
2023-11-01,116.69999694824219
2023-11-02,118.91000366210938
2023-11-03,121.0199966430664
2023-11-06,120.87000274658203
2023-11-07,119.51000213623047
2023-11-08,118.44999694824219
2023-11-09,117.44999694824219
2023-11-10,118.30999755859375
2023-11-13,118.77999877929688
2023-11-14,125.9800033569336
2023-11-15,124.37999725341797
2023-11-16,124.0199966430664
2023-11-17,122.43000030517578
2023-11-20,124.06999969482422
2023-11-21,122.20999908447266
2023-11-22,121.5999984741211
2023-11-24,122.95999908447266
2023-11-27,123.2300033569336
2023-11-28,122.70999908447266
2023-11-29,124.94000244140625
2023-11-30,124.72000122070312
2023-12-01,124.94000244140625
2023-12-04,126.5199966430664
2023-12-05,128.02000427246094
2023-12-06,131.57000732421875
2023-12-07,134.97000122070312
2023-12-08,133.1300048828125
2023-12-11,134.83999633789062
2023-12-12,135.14999389648438
2023-12-13,140.1300048828125
2023-12-14,141.27999877929688
2023-12-15,140.25
2023-12-18,141.17999267578125
2023-12-19,145.1699981689453
2023-12-20,143.1699981689453
2023-12-21,145.38999938964844
2023-12-22,146.75999450683594
2023-12-26,148.25
2023-12-27,149.82000732421875
2023-12-28,150.35000610351562
2023-12-29,148.75
2024-01-02,146.1999969482422
2024-01-03,142.72999572753906
2024-01-04,143.38999938964844
2024-01-05,140.1699981689453
2024-01-08,142.44000244140625
2024-01-09,141.16000366210938
2024-01-10,141.38999938964844
2024-01-11,140.36000061035156
2024-01-12,140.83999633789062
2024-01-16,137.5
2024-01-17,137.05999755859375
2024-01-18,139.5800018310547
2024-01-19,141.05999755859375
2024-01-22,144.2100067138672
2024-01-23,141.97999572753906
2024-01-24,139.67999267578125
2024-01-25,139.3699951171875
2024-01-26,139.42999267578125
2024-01-29,141.9199981689453
2024-01-30,142.92999267578125
2024-01-31,140.16000366210938
2024-02-01,142.89999389648438
2024-02-02,143.13999938964844
2024-02-05,140.27999877929688
2024-02-06,141.2100067138672
2024-02-07,142.27999877929688
2024-02-08,143.42999267578125
2024-02-09,145.13999938964844
2024-02-12,145.3300018310547
2024-02-13,140.5800018310547
2024-02-14,142.72999572753906
2024-02-15,146.38999938964844
2024-02-16,149.1999969482422
2024-02-20,157.27000427246094
2024-02-21,153.66000366210938
2024-02-22,155.2899932861328
2024-02-23,156.8800048828125
2024-02-26,155.44000244140625
2024-02-27,154.63999938964844
2024-02-28,154.0800018310547
2024-02-29,157.19000244140625
2024-03-01,156.92999267578125
2024-03-04,156.99000549316406
2024-03-05,154.5
2024-03-06,157.0500030517578
2024-03-07,156.99000549316406
2024-03-08,156.4199981689453
2024-03-11,156.0399932861328
2024-03-12,155.5800018310547
2024-03-13,155.27000427246094
2024-03-14,153.99000549316406
2024-03-15,156.38999938964844
2024-03-18,155.8699951171875
2024-03-19,156.7899932861328
2024-03-20,156.91000366210938
2024-03-21,156.92999267578125
2024-03-22,155.5500030517578
2024-03-25,153.6300048828125
2024-03-26,153.44000244140625
2024-03-27,154.4600067138672
2024-03-28,154.9499969482422
2024-04-01,152.1199951171875
2024-04-02,150.75
2024-04-03,152.58999633789062
2024-04-04,150.8699951171875
2024-04-05,150.24000549316406
2024-04-08,152.7899932861328
2024-04-09,153.55999755859375
2024-04-10,148.99000549316406
2024-04-11,149.3000030517578
2024-04-12,147.89999389648438
2024-04-15,146.75999450683594
2024-04-16,145.6199951171875
2024-04-17,143.8000030517578
2024-04-18,143.1199951171875
2024-04-19,143.47999572753906
2024-04-22,143.72000122070312
2024-04-23,145.07000732421875
2024-04-24,140.63999938964844
2024-04-25,138.5
2024-04-26,139.25999450683594
2024-04-29,139.22999572753906
2024-04-30,141.3800048828125
2024-05-01,143.82000732421875
2024-05-02,146.27999877929688
2024-05-03,150.39999389648438
2024-05-06,153.32000732421875
2024-05-07,155.47999572753906
2024-05-08,153.27999877929688
2024-05-09,155.02000427246094
2024-05-10,156.42999267578125
2024-05-13,154.4600067138672
2024-05-14,155.27000427246094
2024-05-15,156.36000061035156
2024-05-16,156.6300048828125
2024-05-17,155.8300018310547
2024-05-20,154.38999938964844
2024-05-21,155.5
2024-05-22,155.1999969482422
2024-05-23,153.75
2024-05-24,153.02000427246094
2024-05-28,152.02999877929688
2024-05-29,149.6300048828125
2024-05-30,151.52000427246094
2024-05-31,153.60000610351562
2024-06-03,154.6999969482422
2024-06-04,153.10000610351562
2024-06-05,155.4499969482422
2024-06-06,153.8300018310547
2024-06-07,152.25
2024-06-10,151.02999877929688
2024-06-11,151.47000122070312
2024-06-12,153.24000549316406
2024-06-13,152.30999755859375
2024-06-14,150.69000244140625
2024-06-17,153.83999633789062
2024-06-18,152.5
2024-06-20,150.42999267578125
2024-06-21,151.60000610351562
2024-06-24,151.44000244140625
2024-06-25,151.60000610351562
2024-06-26,151.02999877929688
2024-06-27,151.60000610351562
2024-06-28,153.9499969482422
2024-07-01,154.10000610351562
2024-07-02,158.82000732421875
2024-07-03,159.72999572753906
2024-07-05,160.50999450683594
2024-07-08,162.27999877929688
2024-07-09,161.9199981689453
2024-07-10,162.88999938964844
2024-07-11,164.39999389648438
2024-07-12,166.0800018310547
2024-07-15,167.94000244140625
2024-07-16,176.3000030517578
2024-07-17,174.5800018310547
2024-07-18,174.02999877929688
2024-07-19,172.44000244140625
2024-07-22,175.63999938964844
2024-07-23,179.69000244140625
2024-07-24,174.9499969482422
2024-07-25,174.80999755859375
2024-07-26,180.77999877929688
2024-07-29,181.55999755859375
2024-07-30,178.16000366210938
2024-07-31,177.4600067138672
2024-08-01,175.99000549316406
2024-08-02,171.47000122070312
2024-08-05,164.27000427246094
2024-08-06,165.16000366210938
2024-08-07,162.85000610351562
2024-08-08,168.17999267578125
2024-08-09,163.66000366210938
2024-08-12,162.64999389648438
2024-08-13,164.6199951171875
2024-08-14,164.75999450683594
2024-08-15,167.72999572753906
2024-08-16,166.2899932861328
2024-08-19,168.9199981689453
2024-08-20,167.27999877929688
2024-08-21,169.27000427246094
2024-08-22,167.8300018310547
2024-08-23,172.74000549316406
2024-08-26,173.19000244140625
2024-08-27,172.41000366210938
2024-08-28,171.6999969482422
2024-08-29,172.47000122070312
2024-08-30,177.02999877929688
2024-09-03,171.8000030517578
2024-09-04,172.5399932861328
2024-09-05,171.89999389648438
2024-09-06,168.6300048828125
2024-09-09,167.16000366210938
2024-09-10,167.67999267578125
2024-09-11,163.97000122070312
2024-09-12,168.1300048828125
2024-09-13,171.82000732421875
2024-09-16,172.41000366210938
2024-09-17,173.24000549316406
2024-09-18,176.0399932861328
2024-09-19,178.27999877929688
2024-09-20,174.72999572753906
2024-09-23,175.66000366210938
2024-09-24,175.41000366210938
2024-09-25,173.72999572753906
2024-09-26,175.1999969482422
2024-09-27,175.1300048828125
2024-09-30,176.0
2024-10-01,172.57000732421875
2024-10-02,174.16000366210938
2024-10-03,170.97000122070312
2024-10-04,172.25
2024-10-07,169.86000061035156
2024-10-08,169.80999755859375
2024-10-09,171.97999572753906
2024-10-10,170.17999267578125
2024-10-11,172.2100067138672
2024-10-14,172.3699951171875
2024-10-15,172.00999450683594
2024-10-16,173.77999877929688
2024-10-17,172.02999877929688
2024-10-18,170.5500030517578
2024-10-21,167.77999877929688
2024-10-22,167.61000061035156
2024-10-23,166.75999450683594
2024-10-24,166.16000366210938
2024-10-25,171.4600067138672
2024-10-28,170.7899932861328
2024-10-29,169.25999450683594
2024-10-30,168.8800048828125
2024-10-31,167.3300018310547
2024-11-01,171.4600067138672
2024-11-04,172.50999450683594
2024-11-05,175.30999755859375
2024-11-06,183.41000366210938
2024-11-07,176.6300048828125
2024-11-08,179.32000732421875
2024-11-11,181.22999572753906
2024-11-12,178.3300018310547
2024-11-13,177.58999633789062
2024-11-14,176.82000732421875
2024-11-15,177.77000427246094
2024-11-18,177.0800018310547
2024-11-19,177.52999877929688
2024-11-20,178.02999877929688
2024-11-21,180.30999755859375
