Date,IMVT
2022-02-28,5.579999923706055
2022-03-01,5.460000038146973
2022-03-02,5.519999980926514
2022-03-03,5.480000019073486
2022-03-04,5.489999771118164
2022-03-07,5.489999771118164
2022-03-08,5.449999809265137
2022-03-09,5.630000114440918
2022-03-10,5.409999847412109
2022-03-11,5.139999866485596
2022-03-14,5.059999942779541
2022-03-15,5.269999980926514
2022-03-16,5.809999942779541
2022-03-17,6.260000228881836
2022-03-18,6.170000076293945
2022-03-21,5.929999828338623
2022-03-22,6.019999980926514
2022-03-23,5.639999866485596
2022-03-24,5.769999980926514
2022-03-25,5.570000171661377
2022-03-28,5.599999904632568
2022-03-29,5.78000020980835
2022-03-30,5.5
2022-03-31,5.510000228881836
2022-04-01,5.590000152587891
2022-04-04,5.650000095367432
2022-04-05,5.300000190734863
2022-04-06,5.230000019073486
2022-04-07,5.110000133514404
2022-04-08,5.039999961853027
2022-04-11,4.949999809265137
2022-04-12,4.949999809265137
2022-04-13,5.119999885559082
2022-04-14,5.0
2022-04-18,4.989999771118164
2022-04-19,4.980000019073486
2022-04-20,4.900000095367432
2022-04-21,4.699999809265137
2022-04-22,4.739999771118164
2022-04-25,4.829999923706055
2022-04-26,4.769999980926514
2022-04-27,4.610000133514404
2022-04-28,4.769999980926514
2022-04-29,4.610000133514404
2022-05-02,4.599999904632568
2022-05-03,4.579999923706055
2022-05-04,4.800000190734863
2022-05-05,4.539999961853027
2022-05-06,4.369999885559082
2022-05-09,4.269999980926514
2022-05-10,4.210000038146973
2022-05-11,3.809999942779541
2022-05-12,3.9200000762939453
2022-05-13,4.039999961853027
2022-05-16,4.019999980926514
2022-05-17,4.099999904632568
2022-05-18,3.700000047683716
2022-05-19,3.619999885559082
2022-05-20,3.9000000953674316
2022-05-23,3.859999895095825
2022-05-24,3.880000114440918
2022-05-25,3.8399999141693115
2022-05-26,4.019999980926514
2022-05-27,4.21999979019165
2022-05-31,4.239999771118164
2022-06-01,4.110000133514404
2022-06-02,4.110000133514404
2022-06-03,4.53000020980835
2022-06-06,4.139999866485596
2022-06-07,4.269999980926514
2022-06-08,3.9200000762939453
2022-06-09,3.7300000190734863
2022-06-10,3.390000104904175
2022-06-13,3.4000000953674316
2022-06-14,3.440000057220459
2022-06-15,3.450000047683716
2022-06-16,3.380000114440918
2022-06-17,3.5899999141693115
2022-06-21,3.75
2022-06-22,3.799999952316284
2022-06-23,4.0
2022-06-24,4.170000076293945
2022-06-27,4.260000228881836
2022-06-28,4.050000190734863
2022-06-29,4.059999942779541
2022-06-30,3.9000000953674316
2022-07-01,3.9800000190734863
2022-07-05,4.25
2022-07-06,4.070000171661377
2022-07-07,4.25
2022-07-08,4.28000020980835
2022-07-11,4.170000076293945
2022-07-12,4.329999923706055
2022-07-13,4.289999961853027
2022-07-14,4.289999961853027
2022-07-15,4.340000152587891
2022-07-18,4.059999942779541
2022-07-19,4.230000019073486
2022-07-20,4.699999809265137
2022-07-21,4.71999979019165
2022-07-22,4.46999979019165
2022-07-25,4.25
2022-07-26,4.28000020980835
2022-07-27,4.239999771118164
2022-07-28,4.289999961853027
2022-07-29,4.119999885559082
2022-08-01,3.930000066757202
2022-08-02,3.9800000190734863
2022-08-03,4.239999771118164
2022-08-04,4.380000114440918
2022-08-05,4.760000228881836
2022-08-08,5.230000019073486
2022-08-09,5.159999847412109
2022-08-10,5.460000038146973
2022-08-11,5.289999961853027
2022-08-12,5.619999885559082
2022-08-15,5.159999847412109
2022-08-16,5.199999809265137
2022-08-17,4.989999771118164
2022-08-18,5.130000114440918
2022-08-19,6.210000038146973
2022-08-22,6.179999828338623
2022-08-23,6.059999942779541
2022-08-24,6.340000152587891
2022-08-25,6.369999885559082
2022-08-26,5.929999828338623
2022-08-29,5.829999923706055
2022-08-30,5.179999828338623
2022-08-31,5.150000095367432
2022-09-01,5.260000228881836
2022-09-02,5.420000076293945
