Date,OZK
2022-02-28,47.02000045776367
2022-03-01,44.099998474121094
2022-03-02,45.959999084472656
2022-03-03,46.040000915527344
2022-03-04,43.040000915527344
2022-03-07,41.349998474121094
2022-03-08,41.650001525878906
2022-03-09,43.16999816894531
2022-03-10,42.83000183105469
2022-03-11,43.5
2022-03-14,43.93000030517578
2022-03-15,43.90999984741211
2022-03-16,45.189998626708984
2022-03-17,44.90999984741211
2022-03-18,44.9900016784668
2022-03-21,44.34000015258789
2022-03-22,44.97999954223633
2022-03-23,43.029998779296875
2022-03-24,43.02000045776367
2022-03-25,43.79999923706055
2022-03-28,43.650001525878906
2022-03-29,44.47999954223633
2022-03-30,43.56999969482422
2022-03-31,42.70000076293945
2022-04-01,42.099998474121094
2022-04-04,42.310001373291016
2022-04-05,41.779998779296875
2022-04-06,40.91999816894531
2022-04-07,40.11000061035156
2022-04-08,40.34000015258789
2022-04-11,40.47999954223633
2022-04-12,40.189998626708984
2022-04-13,40.33000183105469
2022-04-14,40.06999969482422
2022-04-18,40.119998931884766
2022-04-19,41.599998474121094
2022-04-20,41.810001373291016
2022-04-21,41.47999954223633
2022-04-22,40.7400016784668
2022-04-25,41.7400016784668
2022-04-26,40.34000015258789
2022-04-27,40.189998626708984
2022-04-28,40.290000915527344
2022-04-29,38.41999816894531
2022-05-02,39.45000076293945
2022-05-03,40.31999969482422
2022-05-04,41.22999954223633
2022-05-05,40.150001525878906
2022-05-06,39.47999954223633
2022-05-09,39.599998474121094
2022-05-10,39.310001373291016
2022-05-11,38.040000915527344
2022-05-12,37.93000030517578
2022-05-13,38.25
2022-05-16,37.709999084472656
2022-05-17,39.220001220703125
2022-05-18,38.56999969482422
2022-05-19,37.88999938964844
2022-05-20,38.470001220703125
2022-05-23,38.900001525878906
2022-05-24,38.77000045776367
2022-05-25,39.65999984741211
2022-05-26,40.93000030517578
2022-05-27,41.52000045776367
2022-05-31,41.470001220703125
2022-06-01,41.02000045776367
2022-06-02,41.7400016784668
2022-06-03,40.599998474121094
2022-06-06,41.40999984741211
2022-06-07,41.72999954223633
2022-06-08,40.439998626708984
2022-06-09,39.459999084472656
2022-06-10,38.029998779296875
2022-06-13,37.0
2022-06-14,37.040000915527344
2022-06-15,36.869998931884766
2022-06-16,35.040000915527344
2022-06-17,35.93000030517578
2022-06-21,36.5099983215332
2022-06-22,36.70000076293945
2022-06-23,36.18000030517578
2022-06-24,37.66999816894531
2022-06-27,37.790000915527344
2022-06-28,37.779998779296875
2022-06-29,37.63999938964844
2022-06-30,37.529998779296875
2022-07-01,37.869998931884766
2022-07-05,38.38999938964844
2022-07-06,37.81999969482422
2022-07-07,38.20000076293945
2022-07-08,37.849998474121094
2022-07-11,37.38999938964844
2022-07-12,37.529998779296875
2022-07-13,36.79999923706055
2022-07-14,35.34000015258789
2022-07-15,36.93000030517578
2022-07-18,37.189998626708984
2022-07-19,38.470001220703125
2022-07-20,39.06999969482422
2022-07-21,39.47999954223633
2022-07-22,38.7599983215332
2022-07-25,39.220001220703125
2022-07-26,38.58000183105469
2022-07-27,39.54999923706055
2022-07-28,39.54999923706055
2022-07-29,40.099998474121094
2022-08-01,40.63999938964844
2022-08-02,40.02000045776367
2022-08-03,40.2599983215332
2022-08-04,39.849998474121094
2022-08-05,40.52000045776367
2022-08-08,40.70000076293945
2022-08-09,40.81999969482422
2022-08-10,41.529998779296875
2022-08-11,42.40999984741211
2022-08-12,43.029998779296875
2022-08-15,43.11000061035156
2022-08-16,43.77000045776367
2022-08-17,43.18000030517578
2022-08-18,43.439998626708984
2022-08-19,42.790000915527344
2022-08-22,41.83000183105469
2022-08-23,41.75
2022-08-24,41.68000030517578
2022-08-25,42.16999816894531
2022-08-26,41.290000915527344
2022-08-29,40.70000076293945
2022-08-30,40.77000045776367
2022-08-31,40.529998779296875
2022-09-01,40.5
2022-09-02,40.18000030517578
2022-09-06,39.0099983215332
2022-09-07,39.970001220703125
2022-09-08,41.16999816894531
2022-09-09,42.18000030517578
2022-09-12,42.54999923706055
2022-09-13,41.279998779296875
2022-09-14,41.459999084472656
2022-09-15,41.88999938964844
2022-09-16,41.5
2022-09-19,42.2599983215332
2022-09-20,41.95000076293945
2022-09-21,41.34000015258789
2022-09-22,40.2599983215332
2022-09-23,39.52000045776367
2022-09-26,38.72999954223633
2022-09-27,38.88999938964844
2022-09-28,40.2599983215332
2022-09-29,39.529998779296875
2022-09-30,39.560001373291016
2022-10-03,40.060001373291016
2022-10-04,42.66999816894531
2022-10-05,42.52000045776367
