Date,FIZZ
2022-02-28,44.0099983215332
2022-03-01,43.33000183105469
2022-03-02,43.93000030517578
2022-03-03,43.060001373291016
2022-03-04,42.689998626708984
2022-03-07,43.040000915527344
2022-03-08,42.18000030517578
2022-03-09,43.56999969482422
2022-03-10,40.630001068115234
2022-03-11,39.540000915527344
2022-03-14,39.0
2022-03-15,40.5099983215332
2022-03-16,42.06999969482422
2022-03-17,41.540000915527344
2022-03-18,43.869998931884766
2022-03-21,43.189998626708984
2022-03-22,43.47999954223633
2022-03-23,42.5
2022-03-24,42.59000015258789
2022-03-25,42.61000061035156
2022-03-28,43.459999084472656
2022-03-29,44.7400016784668
2022-03-30,44.16999816894531
2022-03-31,43.5
2022-04-01,44.68000030517578
2022-04-04,45.43000030517578
2022-04-05,45.54999923706055
2022-04-06,45.470001220703125
2022-04-07,46.709999084472656
2022-04-08,45.93000030517578
2022-04-11,46.599998474121094
2022-04-12,47.849998474121094
2022-04-13,46.220001220703125
2022-04-14,47.34000015258789
2022-04-18,45.369998931884766
2022-04-19,45.9900016784668
2022-04-20,46.61000061035156
2022-04-21,45.91999816894531
2022-04-22,45.220001220703125
2022-04-25,46.099998474121094
2022-04-26,44.4900016784668
2022-04-27,44.33000183105469
2022-04-28,45.45000076293945
2022-04-29,44.08000183105469
2022-05-02,43.84000015258789
2022-05-03,43.5099983215332
2022-05-04,45.11000061035156
2022-05-05,45.59000015258789
2022-05-06,45.66999816894531
2022-05-09,45.880001068115234
2022-05-10,46.369998931884766
2022-05-11,46.34000015258789
2022-05-12,46.63999938964844
2022-05-13,49.630001068115234
2022-05-16,48.279998779296875
2022-05-17,49.45000076293945
2022-05-18,48.47999954223633
2022-05-19,45.119998931884766
2022-05-20,45.52000045776367
2022-05-23,46.36000061035156
2022-05-24,47.369998931884766
2022-05-25,47.56999969482422
2022-05-26,48.959999084472656
2022-05-27,50.939998626708984
2022-05-31,49.630001068115234
2022-06-01,48.599998474121094
2022-06-02,49.290000915527344
2022-06-03,48.939998626708984
2022-06-06,48.83000183105469
2022-06-07,49.2400016784668
2022-06-08,48.7400016784668
2022-06-09,47.63999938964844
2022-06-10,46.81999969482422
2022-06-13,44.400001525878906
2022-06-14,44.08000183105469
2022-06-15,45.189998626708984
2022-06-16,43.9900016784668
2022-06-17,44.459999084472656
2022-06-21,45.439998626708984
2022-06-22,45.279998779296875
2022-06-23,46.619998931884766
2022-06-24,48.63999938964844
2022-06-27,48.900001525878906
2022-06-28,48.13999938964844
2022-06-29,47.97999954223633
2022-06-30,48.939998626708984
2022-07-01,49.47999954223633
2022-07-05,50.970001220703125
2022-07-06,50.86000061035156
2022-07-07,50.75
2022-07-08,50.31999969482422
2022-07-11,49.279998779296875
2022-07-12,48.599998474121094
2022-07-13,48.119998931884766
2022-07-14,48.279998779296875
2022-07-15,48.619998931884766
2022-07-18,47.59000015258789
2022-07-19,48.13999938964844
2022-07-20,49.18000030517578
2022-07-21,49.349998474121094
2022-07-22,48.59000015258789
2022-07-25,49.2599983215332
2022-07-26,51.310001373291016
2022-07-27,51.45000076293945
2022-07-28,52.68000030517578
2022-07-29,54.18000030517578
2022-08-01,54.5099983215332
2022-08-02,54.029998779296875
2022-08-03,54.54999923706055
2022-08-04,54.5
2022-08-05,53.91999816894531
2022-08-08,54.439998626708984
2022-08-09,53.91999816894531
2022-08-10,54.650001525878906
2022-08-11,54.79999923706055
2022-08-12,55.7400016784668
2022-08-15,55.90999984741211
2022-08-16,56.880001068115234
2022-08-17,56.970001220703125
2022-08-18,57.599998474121094
2022-08-19,55.65999984741211
2022-08-22,55.68000030517578
2022-08-23,55.650001525878906
2022-08-24,56.31999969482422
2022-08-25,57.25
2022-08-26,56.47999954223633
2022-08-29,55.779998779296875
2022-08-30,55.47999954223633
2022-08-31,55.459999084472656
2022-09-01,55.130001068115234
2022-09-02,53.290000915527344
2022-09-06,51.0099983215332
2022-09-07,50.709999084472656
2022-09-08,50.65999984741211
2022-09-09,46.93000030517578
2022-09-12,45.869998931884766
2022-09-13,42.90999984741211
2022-09-14,42.08000183105469
2022-09-15,41.88999938964844
2022-09-16,42.209999084472656
2022-09-19,42.279998779296875
2022-09-20,41.31999969482422
2022-09-21,40.619998931884766
2022-09-22,40.33000183105469
2022-09-23,40.560001373291016
2022-09-26,40.38999938964844
2022-09-27,40.290000915527344
2022-09-28,40.209999084472656
2022-09-29,39.08000183105469
2022-09-30,38.540000915527344
2022-10-03,39.11000061035156
2022-10-04,40.58000183105469
2022-10-05,40.45000076293945
2022-10-06,39.779998779296875
2022-10-07,39.0
2022-10-10,40.34000015258789
2022-10-11,40.599998474121094
2022-10-12,41.689998626708984
2022-10-13,42.779998779296875
2022-10-14,41.81999969482422
2022-10-17,42.45000076293945
2022-10-18,43.11000061035156
2022-10-19,42.369998931884766
2022-10-20,40.56999969482422
2022-10-21,41.619998931884766
2022-10-24,43.0099983215332
2022-10-25,43.90999984741211
2022-10-26,44.459999084472656
2022-10-27,44.95000076293945
2022-10-28,46.779998779296875
2022-10-31,47.41999816894531
2022-11-01,47.15999984741211
2022-11-02,46.93000030517578
2022-11-03,46.34000015258789
2022-11-04,46.59000015258789
2022-11-07,47.369998931884766
2022-11-08,46.52000045776367
2022-11-09,46.09000015258789
2022-11-10,48.529998779296875
2022-11-11,48.779998779296875
2022-11-14,48.72999954223633
2022-11-15,51.720001220703125
2022-11-16,53.7400016784668
2022-11-17,51.83000183105469
2022-11-18,51.939998626708984
2022-11-21,52.560001373291016
2022-11-22,50.70000076293945
2022-11-23,51.47999954223633
2022-11-25,51.16999816894531
2022-11-28,51.029998779296875
2022-11-29,50.36000061035156
2022-11-30,51.529998779296875
2022-12-01,51.27000045776367
2022-12-02,50.66999816894531
2022-12-05,49.220001220703125
2022-12-06,49.77000045776367
2022-12-07,49.2400016784668
2022-12-08,48.86000061035156
2022-12-09,50.09000015258789
2022-12-12,52.81999969482422
2022-12-13,51.68000030517578
2022-12-14,48.66999816894531
2022-12-15,47.79999923706055
2022-12-16,47.130001068115234
2022-12-19,47.369998931884766
2022-12-20,47.790000915527344
2022-12-21,49.150001525878906
2022-12-22,48.09000015258789
2022-12-23,48.810001373291016
2022-12-27,48.459999084472656
2022-12-28,47.459999084472656
2022-12-29,47.849998474121094
2022-12-30,46.529998779296875
2023-01-03,46.54999923706055
2023-01-04,45.29999923706055
2023-01-05,43.560001373291016
2023-01-06,45.119998931884766
2023-01-09,44.45000076293945
2023-01-10,44.68000030517578
2023-01-11,44.75
2023-01-12,44.400001525878906
2023-01-13,44.90999984741211
2023-01-17,45.22999954223633
2023-01-18,42.810001373291016
2023-01-19,42.2599983215332
2023-01-20,42.83000183105469
2023-01-23,43.2599983215332
2023-01-24,44.099998474121094
2023-01-25,44.0099983215332
2023-01-26,44.11000061035156
2023-01-27,43.029998779296875
2023-01-30,43.61000061035156
2023-01-31,44.20000076293945
2023-02-01,45.18000030517578
2023-02-02,44.880001068115234
2023-02-03,45.08000183105469
2023-02-06,45.060001373291016
2023-02-07,44.369998931884766
2023-02-08,44.150001525878906
2023-02-09,44.0
2023-02-10,44.7599983215332
2023-02-13,45.7400016784668
2023-02-14,44.90999984741211
2023-02-15,46.08000183105469
2023-02-16,45.68000030517578
2023-02-17,46.16999816894531
2023-02-21,46.02000045776367
2023-02-22,46.7400016784668
2023-02-23,46.630001068115234
2023-02-24,46.31999969482422
2023-02-27,46.91999816894531
2023-02-28,46.650001525878906
2023-03-01,45.790000915527344
2023-03-02,46.59000015258789
2023-03-03,46.470001220703125
2023-03-06,45.56999969482422
2023-03-07,46.27000045776367
2023-03-08,47.54999923706055
2023-03-09,46.33000183105469
2023-03-10,47.380001068115234
2023-03-13,48.619998931884766
2023-03-14,50.65999984741211
2023-03-15,51.20000076293945
2023-03-16,52.02000045776367
2023-03-17,50.2400016784668
2023-03-20,50.5
2023-03-21,50.61000061035156
2023-03-22,49.5
2023-03-23,50.40999984741211
2023-03-24,51.959999084472656
2023-03-27,52.4900016784668
2023-03-28,52.5099983215332
2023-03-29,52.90999984741211
2023-03-30,51.95000076293945
2023-03-31,52.720001220703125
2023-04-03,52.779998779296875
2023-04-04,51.31999969482422
