Date,PAGP
2022-02-28,11.3100004196167
2022-03-01,11.3100004196167
2022-03-02,11.789999961853027
2022-03-03,11.640000343322754
2022-03-04,11.569999694824219
2022-03-07,11.59000015258789
2022-03-08,12.149999618530273
2022-03-09,11.529999732971191
2022-03-10,11.979999542236328
2022-03-11,11.59000015258789
2022-03-14,11.180000305175781
2022-03-15,11.09000015258789
2022-03-16,11.100000381469727
2022-03-17,11.3100004196167
2022-03-18,11.130000114440918
2022-03-21,11.520000457763672
2022-03-22,11.4399995803833
2022-03-23,11.670000076293945
2022-03-24,11.899999618530273
2022-03-25,12.140000343322754
2022-03-28,11.65999984741211
2022-03-29,11.779999732971191
2022-03-30,11.520000457763672
2022-03-31,11.550000190734863
2022-04-01,11.75
2022-04-04,11.75
2022-04-05,11.600000381469727
2022-04-06,11.699999809265137
2022-04-07,11.84000015258789
2022-04-08,11.9399995803833
2022-04-11,11.710000038146973
2022-04-12,12.149999618530273
2022-04-13,12.130000114440918
2022-04-14,11.989999771118164
2022-04-18,12.069999694824219
2022-04-19,12.239999771118164
2022-04-20,12.350000381469727
2022-04-21,12.260000228881836
2022-04-22,11.949999809265137
2022-04-25,11.229999542236328
2022-04-26,11.520000457763672
2022-04-27,11.5600004196167
2022-04-28,11.579999923706055
2022-04-29,11.170000076293945
2022-05-02,11.180000305175781
2022-05-03,11.600000381469727
2022-05-04,11.949999809265137
2022-05-05,11.649999618530273
2022-05-06,11.619999885559082
2022-05-09,10.859999656677246
2022-05-10,10.859999656677246
2022-05-11,10.739999771118164
2022-05-12,10.729999542236328
2022-05-13,11.09000015258789
2022-05-16,11.319999694824219
2022-05-17,11.609999656677246
2022-05-18,11.5600004196167
2022-05-19,11.300000190734863
2022-05-20,11.229999542236328
2022-05-23,11.529999732971191
2022-05-24,11.329999923706055
2022-05-25,11.760000228881836
2022-05-26,11.8100004196167
2022-05-27,12.079999923706055
2022-05-31,11.960000038146973
2022-06-01,12.270000457763672
2022-06-02,12.329999923706055
2022-06-03,12.449999809265137
2022-06-06,12.279999732971191
2022-06-07,12.609999656677246
2022-06-08,12.40999984741211
2022-06-09,12.350000381469727
2022-06-10,12.079999923706055
2022-06-13,11.319999694824219
2022-06-14,11.199999809265137
2022-06-15,10.979999542236328
2022-06-16,10.460000038146973
2022-06-17,10.149999618530273
2022-06-21,10.600000381469727
2022-06-22,10.199999809265137
2022-06-23,9.989999771118164
2022-06-24,10.270000457763672
2022-06-27,10.550000190734863
2022-06-28,10.59000015258789
2022-06-29,10.489999771118164
2022-06-30,10.319999694824219
2022-07-01,10.529999732971191
2022-07-05,10.010000228881836
2022-07-06,9.800000190734863
2022-07-07,10.329999923706055
2022-07-08,10.5600004196167
2022-07-11,10.5
2022-07-12,10.180000305175781
2022-07-13,10.260000228881836
2022-07-14,9.949999809265137
2022-07-15,10.210000038146973
2022-07-18,10.569999694824219
2022-07-19,10.970000267028809
2022-07-20,11.09000015258789
2022-07-21,10.90999984741211
2022-07-22,10.680000305175781
2022-07-25,10.970000267028809
2022-07-26,10.90999984741211
2022-07-27,11.170000076293945
2022-07-28,11.130000114440918
2022-07-29,11.1899995803833
2022-08-01,11.039999961853027
2022-08-02,10.960000038146973
2022-08-03,10.9399995803833
2022-08-04,11.199999809265137
2022-08-05,11.220000267028809
2022-08-08,11.180000305175781
2022-08-09,11.380000114440918
2022-08-10,11.420000076293945
2022-08-11,11.720000267028809
2022-08-12,11.84000015258789
2022-08-15,11.6899995803833
2022-08-16,11.829999923706055
2022-08-17,11.670000076293945
2022-08-18,12.15999984741211
2022-08-19,11.9399995803833
2022-08-22,11.84000015258789
2022-08-23,12.579999923706055
2022-08-24,12.859999656677246
2022-08-25,12.890000343322754
2022-08-26,12.6899995803833
2022-08-29,12.670000076293945
2022-08-30,12.25
2022-08-31,11.979999542236328
2022-09-01,11.960000038146973
2022-09-02,12.1899995803833
2022-09-06,12.0600004196167
2022-09-07,11.9399995803833
2022-09-08,12.079999923706055
2022-09-09,12.520000457763672
2022-09-12,12.699999809265137
2022-09-13,12.449999809265137
2022-09-14,12.899999618530273
2022-09-15,12.899999618530273
2022-09-16,12.3100004196167
2022-09-19,12.390000343322754
2022-09-20,12.279999732971191
2022-09-21,12.15999984741211
2022-09-22,11.859999656677246
2022-09-23,11.010000228881836
2022-09-26,10.449999809265137
2022-09-27,10.550000190734863
2022-09-28,11.0
2022-09-29,10.90999984741211
2022-09-30,10.90999984741211
2022-10-03,11.369999885559082
2022-10-04,11.880000114440918
2022-10-05,11.949999809265137
2022-10-06,11.90999984741211
2022-10-07,11.710000038146973
2022-10-10,11.5
2022-10-11,11.710000038146973
2022-10-12,11.699999809265137
2022-10-13,11.960000038146973
2022-10-14,11.649999618530273
2022-10-17,11.989999771118164
2022-10-18,12.210000038146973
2022-10-19,12.329999923706055
2022-10-20,12.1899995803833
2022-10-21,12.380000114440918
2022-10-24,12.40999984741211
2022-10-25,12.3100004196167
2022-10-26,12.430000305175781
2022-10-27,12.670000076293945
2022-10-28,12.420000076293945
2022-10-31,12.539999961853027
2022-11-01,12.899999618530273
2022-11-02,12.619999885559082
2022-11-03,13.029999732971191
2022-11-04,13.140000343322754
2022-11-07,13.170000076293945
2022-11-08,13.229999542236328
2022-11-09,12.75
2022-11-10,12.979999542236328
2022-11-11,12.989999771118164
2022-11-14,12.930000305175781
2022-11-15,12.930000305175781
2022-11-16,12.770000457763672
2022-11-17,12.84000015258789
2022-11-18,13.010000228881836
2022-11-21,12.739999771118164
2022-11-22,13.0600004196167
2022-11-23,12.859999656677246
2022-11-25,12.9399995803833
2022-11-28,12.729999542236328
2022-11-29,13.079999923706055
2022-11-30,13.229999542236328
2022-12-01,12.960000038146973
2022-12-02,13.0
2022-12-05,12.880000114440918
2022-12-06,12.619999885559082
2022-12-07,12.390000343322754
2022-12-08,12.260000228881836
2022-12-09,12.0
2022-12-12,12.239999771118164
2022-12-13,12.460000038146973
2022-12-14,12.369999885559082
2022-12-15,12.329999923706055
2022-12-16,12.149999618530273
2022-12-19,12.109999656677246
2022-12-20,12.050000190734863
2022-12-21,12.239999771118164
2022-12-22,12.020000457763672
2022-12-23,12.470000267028809
2022-12-27,12.479999542236328
2022-12-28,12.180000305175781
2022-12-29,12.390000343322754
2022-12-30,12.4399995803833
2023-01-03,12.1899995803833
2023-01-04,12.239999771118164
2023-01-05,12.239999771118164
2023-01-06,12.470000267028809
2023-01-09,12.470000267028809
2023-01-10,12.649999618530273
2023-01-11,12.699999809265137
2023-01-12,12.890000343322754
2023-01-13,12.880000114440918
2023-01-17,12.869999885559082
2023-01-18,12.90999984741211
2023-01-19,12.960000038146973
2023-01-20,13.039999961853027
2023-01-23,13.210000038146973
2023-01-24,13.270000457763672
2023-01-25,13.279999732971191
2023-01-26,13.460000038146973
2023-01-27,13.539999961853027
2023-01-30,13.010000228881836
2023-01-31,13.09000015258789
2023-02-01,13.180000305175781
2023-02-02,13.390000343322754
2023-02-03,13.380000114440918
2023-02-06,13.140000343322754
2023-02-07,13.210000038146973
2023-02-08,13.199999809265137
2023-02-09,13.050000190734863
2023-02-10,13.380000114440918
2023-02-13,13.420000076293945
2023-02-14,13.649999618530273
2023-02-15,13.699999809265137
2023-02-16,13.649999618530273
2023-02-17,13.399999618530273
2023-02-21,13.350000381469727
2023-02-22,13.390000343322754
2023-02-23,13.619999885559082
2023-02-24,13.699999809265137
2023-02-27,13.869999885559082
2023-02-28,13.90999984741211
2023-03-01,13.800000190734863
2023-03-02,14.050000190734863
2023-03-03,14.079999923706055
2023-03-06,13.9399995803833
2023-03-07,13.720000267028809
2023-03-08,13.779999732971191
2023-03-09,13.579999923706055
2023-03-10,13.34000015258789
2023-03-13,12.899999618530273
2023-03-14,13.020000457763672
2023-03-15,12.25
2023-03-16,12.470000267028809
2023-03-17,12.260000228881836
2023-03-20,12.270000457763672
2023-03-21,12.8100004196167
2023-03-22,12.5600004196167
2023-03-23,12.15999984741211
2023-03-24,12.180000305175781
2023-03-27,12.579999923706055
2023-03-28,12.819999694824219
2023-03-29,12.949999809265137
2023-03-30,13.039999961853027
2023-03-31,13.119999885559082
2023-04-03,13.6899995803833
2023-04-04,13.460000038146973
2023-04-05,13.5
2023-04-06,13.550000190734863
2023-04-10,13.680000305175781
2023-04-11,13.680000305175781
2023-04-12,13.630000114440918
2023-04-13,13.649999618530273
2023-04-14,13.680000305175781
2023-04-17,13.630000114440918
2023-04-18,13.649999618530273
2023-04-19,13.65999984741211
2023-04-20,13.550000190734863
2023-04-21,13.770000457763672
2023-04-24,13.859999656677246
2023-04-25,13.579999923706055
2023-04-26,13.479999542236328
2023-04-27,13.579999923706055
2023-04-28,13.399999618530273
2023-05-01,13.40999984741211
2023-05-02,12.90999984741211
2023-05-03,12.890000343322754
2023-05-04,12.8100004196167
2023-05-05,13.5
2023-05-08,13.260000228881836
2023-05-09,13.3100004196167
2023-05-10,13.329999923706055
2023-05-11,13.170000076293945
2023-05-12,13.260000228881836
2023-05-15,13.850000381469727
2023-05-16,13.520000457763672
2023-05-17,13.850000381469727
2023-05-18,14.039999961853027
2023-05-19,14.0600004196167
2023-05-22,14.100000381469727
2023-05-23,14.15999984741211
2023-05-24,14.1899995803833
2023-05-25,14.15999984741211
2023-05-26,14.300000190734863
2023-05-30,14.020000457763672
2023-05-31,13.600000381469727
2023-06-01,13.779999732971191
2023-06-02,14.170000076293945
2023-06-05,14.15999984741211
2023-06-06,14.239999771118164
2023-06-07,14.569999694824219
2023-06-08,14.5600004196167
2023-06-09,14.239999771118164
2023-06-12,13.920000076293945
2023-06-13,13.960000038146973
2023-06-14,13.869999885559082
2023-06-15,13.970000267028809
2023-06-16,14.020000457763672
2023-06-20,13.989999771118164
2023-06-21,14.109999656677246
2023-06-22,13.970000267028809
2023-06-23,13.819999694824219
2023-06-26,14.229999542236328
2023-06-27,14.399999618530273
2023-06-28,14.529999732971191
2023-06-29,14.710000038146973
2023-06-30,14.829999923706055
2023-07-03,14.930000305175781
2023-07-05,14.8100004196167
2023-07-06,14.609999656677246
2023-07-07,15.020000457763672
2023-07-10,15.15999984741211
2023-07-11,15.3100004196167
