Date,WWD
2022-02-28,124.62999725341797
2022-03-01,121.73999786376953
2022-03-02,124.13999938964844
2022-03-03,121.23999786376953
2022-03-04,118.5999984741211
2022-03-07,115.43000030517578
2022-03-08,116.51000213623047
2022-03-09,119.45999908447266
2022-03-10,120.93000030517578
2022-03-11,121.81999969482422
2022-03-14,122.16999816894531
2022-03-15,124.23999786376953
2022-03-16,123.2699966430664
2022-03-17,124.86000061035156
2022-03-18,123.41999816894531
2022-03-21,124.5199966430664
2022-03-22,126.08999633789062
2022-03-23,125.4800033569336
2022-03-24,125.48999786376953
2022-03-25,125.91999816894531
2022-03-28,124.95999908447266
2022-03-29,128.3800048828125
2022-03-30,127.45999908447266
2022-03-31,124.91000366210938
2022-04-01,124.9800033569336
2022-04-04,123.9000015258789
2022-04-05,120.70999908447266
2022-04-06,119.04000091552734
2022-04-07,118.25
2022-04-08,116.12000274658203
2022-04-11,115.45999908447266
2022-04-12,115.7699966430664
2022-04-13,116.98999786376953
2022-04-14,117.11000061035156
2022-04-18,117.43000030517578
2022-04-19,120.69999694824219
2022-04-20,123.19999694824219
2022-04-21,118.23999786376953
2022-04-22,116.62999725341797
2022-04-25,115.8499984741211
2022-04-26,112.47000122070312
2022-04-27,111.97000122070312
2022-04-28,113.5
2022-04-29,110.4800033569336
2022-05-02,109.69999694824219
2022-05-03,102.0
2022-05-04,106.7699966430664
2022-05-05,105.29000091552734
2022-05-06,104.25
2022-05-09,98.33999633789062
2022-05-10,97.16000366210938
2022-05-11,97.5
2022-05-12,98.87999725341797
2022-05-13,99.91999816894531
2022-05-16,98.81999969482422
2022-05-17,101.5999984741211
2022-05-18,99.0199966430664
2022-05-19,96.9800033569336
2022-05-20,95.4000015258789
2022-05-23,97.2300033569336
2022-05-24,97.4000015258789
2022-05-25,97.36000061035156
2022-05-26,100.0199966430664
2022-05-27,102.23999786376953
2022-05-31,101.61000061035156
2022-06-01,101.37999725341797
2022-06-02,102.77999877929688
2022-06-03,101.4000015258789
2022-06-06,101.69999694824219
2022-06-07,102.62000274658203
2022-06-08,101.05999755859375
2022-06-09,99.2300033569336
2022-06-10,96.33999633789062
2022-06-13,92.93000030517578
2022-06-14,90.80000305175781
2022-06-15,92.1500015258789
2022-06-16,88.2699966430664
2022-06-17,90.08000183105469
2022-06-21,91.16000366210938
2022-06-22,90.66999816894531
2022-06-23,89.63999938964844
2022-06-24,93.75
2022-06-27,93.55000305175781
2022-06-28,92.5199966430664
2022-06-29,91.83999633789062
2022-06-30,92.48999786376953
2022-07-01,93.4800033569336
2022-07-05,92.08999633789062
2022-07-06,91.87999725341797
2022-07-07,93.22000122070312
2022-07-08,93.01000213623047
2022-07-11,92.02999877929688
2022-07-12,91.66000366210938
2022-07-13,90.12000274658203
2022-07-14,89.20999908447266
2022-07-15,89.70999908447266
2022-07-18,90.26000213623047
2022-07-19,94.54000091552734
2022-07-20,96.13999938964844
2022-07-21,97.76000213623047
2022-07-22,96.94000244140625
2022-07-25,98.02999877929688
2022-07-26,97.80999755859375
2022-07-27,99.9800033569336
2022-07-28,102.11000061035156
2022-07-29,104.69999694824219
2022-08-01,104.79000091552734
2022-08-02,93.29000091552734
2022-08-03,95.16000366210938
2022-08-04,93.72000122070312
2022-08-05,95.2300033569336
2022-08-08,97.94999694824219
2022-08-09,98.08999633789062
2022-08-10,100.3499984741211
2022-08-11,100.86000061035156
2022-08-12,103.06999969482422
2022-08-15,104.2699966430664
2022-08-16,104.5
2022-08-17,103.79000091552734
2022-08-18,104.0199966430664
2022-08-19,101.20999908447266
2022-08-22,97.20999908447266
2022-08-23,98.54000091552734
2022-08-24,99.33999633789062
2022-08-25,100.70999908447266
2022-08-26,96.63999938964844
2022-08-29,96.0999984741211
2022-08-30,93.94999694824219
2022-08-31,93.06999969482422
2022-09-01,92.70999908447266
2022-09-02,92.01000213623047
2022-09-06,92.44999694824219
2022-09-07,93.83999633789062
2022-09-08,94.63999938964844
2022-09-09,96.63999938964844
2022-09-12,98.5999984741211
2022-09-13,93.63999938964844
2022-09-14,93.56999969482422
2022-09-15,94.5
2022-09-16,90.0
2022-09-19,91.0999984741211
2022-09-20,89.37000274658203
2022-09-21,87.18000030517578
2022-09-22,84.66000366210938
2022-09-23,82.9000015258789
2022-09-26,82.0
2022-09-27,80.2699966430664
2022-09-28,81.94000244140625
2022-09-29,80.79000091552734
2022-09-30,80.26000213623047
2022-10-03,83.23999786376953
2022-10-04,87.36000061035156
2022-10-05,86.54000091552734
2022-10-06,85.22000122070312
2022-10-07,84.26000213623047
2022-10-10,84.43000030517578
2022-10-11,85.55999755859375
2022-10-12,83.45999908447266
2022-10-13,84.44999694824219
2022-10-14,84.25
2022-10-17,86.6500015258789
2022-10-18,88.61000061035156
2022-10-19,87.5
2022-10-20,85.81999969482422
2022-10-21,87.0999984741211
2022-10-24,88.16999816894531
2022-10-25,89.18000030517578
2022-10-26,88.04000091552734
2022-10-27,89.08000183105469
2022-10-28,92.80000305175781
2022-10-31,91.69999694824219
2022-11-01,92.3499984741211
2022-11-02,90.3499984741211
2022-11-03,89.61000061035156
2022-11-04,91.7699966430664
2022-11-07,93.48999786376953
2022-11-08,95.4000015258789
2022-11-09,94.80000305175781
2022-11-10,99.97000122070312
2022-11-11,100.0199966430664
2022-11-14,99.62000274658203
2022-11-15,99.58000183105469
2022-11-16,97.97000122070312
2022-11-17,98.04000091552734
2022-11-18,97.55999755859375
2022-11-21,98.45999908447266
2022-11-22,99.1500015258789
2022-11-23,98.3499984741211
2022-11-25,98.7300033569336
2022-11-28,94.52999877929688
2022-11-29,94.44999694824219
2022-11-30,95.80000305175781
2022-12-01,96.20999908447266
2022-12-02,97.37999725341797
2022-12-05,96.30000305175781
2022-12-06,93.86000061035156
2022-12-07,93.94000244140625
2022-12-08,93.80000305175781
2022-12-09,92.91999816894531
2022-12-12,95.54000091552734
2022-12-13,95.91999816894531
2022-12-14,95.11000061035156
2022-12-15,91.80000305175781
2022-12-16,91.5199966430664
2022-12-19,90.69000244140625
2022-12-20,91.25
2022-12-21,94.29000091552734
2022-12-22,92.66999816894531
2022-12-23,94.04000091552734
2022-12-27,95.20999908447266
2022-12-28,93.7699966430664
2022-12-29,96.41999816894531
2022-12-30,96.61000061035156
2023-01-03,97.94999694824219
2023-01-04,100.8499984741211
2023-01-05,99.69000244140625
2023-01-06,102.19000244140625
2023-01-09,102.12999725341797
2023-01-10,102.5
2023-01-11,103.30999755859375
2023-01-12,105.18000030517578
2023-01-13,107.6500015258789
2023-01-17,107.86000061035156
2023-01-18,106.12000274658203
2023-01-19,104.68000030517578
2023-01-20,106.98999786376953
2023-01-23,108.18000030517578
2023-01-24,109.2300033569336
2023-01-25,108.70999908447266
2023-01-26,109.76000213623047
2023-01-27,110.6500015258789
2023-01-30,109.33000183105469
2023-01-31,102.26000213623047
2023-02-01,105.04000091552734
2023-02-02,106.58999633789062
2023-02-03,103.83999633789062
2023-02-06,102.91999816894531
2023-02-07,104.20999908447266
2023-02-08,103.79000091552734
2023-02-09,103.45999908447266
2023-02-10,102.68000030517578
2023-02-13,103.55999755859375
2023-02-14,103.66000366210938
2023-02-15,103.79000091552734
2023-02-16,101.58999633789062
2023-02-17,101.33999633789062
2023-02-21,98.94000244140625
2023-02-22,99.63999938964844
2023-02-23,98.02999877929688
2023-02-24,97.91999816894531
2023-02-27,100.31999969482422
2023-02-28,99.0
2023-03-01,100.05999755859375
2023-03-02,101.05999755859375
2023-03-03,102.44000244140625
2023-03-06,99.62000274658203
2023-03-07,98.62999725341797
2023-03-08,98.58999633789062
2023-03-09,96.83000183105469
2023-03-10,93.66999816894531
2023-03-13,93.37000274658203
2023-03-14,94.7300033569336
2023-03-15,92.33999633789062
2023-03-16,92.68000030517578
2023-03-17,89.38999938964844
2023-03-20,90.7300033569336
2023-03-21,92.55999755859375
2023-03-22,90.38999938964844
2023-03-23,89.83000183105469
2023-03-24,90.83000183105469
2023-03-27,93.79000091552734
2023-03-28,95.33000183105469
2023-03-29,97.4800033569336
2023-03-30,98.43000030517578
2023-03-31,97.37000274658203
2023-04-03,98.48999786376953
2023-04-04,97.37999725341797
2023-04-05,95.5199966430664
2023-04-06,93.29000091552734
2023-04-10,94.12000274658203
2023-04-11,93.69000244140625
2023-04-12,94.2699966430664
2023-04-13,95.73999786376953
2023-04-14,92.72000122070312
2023-04-17,94.81999969482422
2023-04-18,95.5199966430664
2023-04-19,95.04000091552734
2023-04-20,94.7300033569336
2023-04-21,94.0999984741211
2023-04-24,93.61000061035156
2023-04-25,92.80000305175781
2023-04-26,91.77999877929688
2023-04-27,93.72000122070312
2023-04-28,96.0199966430664
2023-05-01,98.63999938964844
2023-05-02,113.80999755859375
2023-05-03,110.9000015258789
2023-05-04,106.7699966430664
2023-05-05,108.87999725341797
2023-05-08,108.68000030517578
2023-05-09,109.0999984741211
2023-05-10,109.31999969482422
2023-05-11,107.7300033569336
2023-05-12,107.44999694824219
2023-05-15,108.81999969482422
2023-05-16,108.33000183105469
2023-05-17,110.66000366210938
2023-05-18,111.25
2023-05-19,109.55999755859375
2023-05-22,109.58999633789062
2023-05-23,108.0199966430664
2023-05-24,106.98999786376953
2023-05-25,106.31999969482422
2023-05-26,107.86000061035156
2023-05-30,107.52999877929688
2023-05-31,105.41000366210938
2023-06-01,107.56999969482422
2023-06-02,110.7699966430664
2023-06-05,109.02999877929688
2023-06-06,109.73999786376953
2023-06-07,111.93000030517578
2023-06-08,113.30999755859375
2023-06-09,111.88999938964844
2023-06-12,112.97000122070312
2023-06-13,113.45999908447266
2023-06-14,113.16999816894531
2023-06-15,114.56999969482422
2023-06-16,114.23999786376953
2023-06-20,115.79000091552734
2023-06-21,117.19999694824219
2023-06-22,115.75
2023-06-23,114.1500015258789
2023-06-26,115.0999984741211
2023-06-27,116.30999755859375
2023-06-28,116.87000274658203
2023-06-29,117.86000061035156
2023-06-30,118.91000366210938
2023-07-03,118.41000366210938
2023-07-05,117.66999816894531
2023-07-06,116.6500015258789
2023-07-07,117.47000122070312
2023-07-10,118.58999633789062
2023-07-11,120.08000183105469
2023-07-12,120.11000061035156
2023-07-13,119.83000183105469
2023-07-14,119.36000061035156
2023-07-17,120.4000015258789
2023-07-18,121.69000244140625
2023-07-19,120.25
2023-07-20,121.08999633789062
2023-07-21,120.47000122070312
2023-07-24,120.37999725341797
2023-07-25,120.1500015258789
2023-07-26,119.9000015258789
2023-07-27,119.62999725341797
2023-07-28,119.23999786376953
2023-07-31,120.37999725341797
2023-08-01,131.8699951171875
2023-08-02,127.75
2023-08-03,125.31999969482422
2023-08-04,125.80999755859375
2023-08-07,127.5199966430664
2023-08-08,127.62000274658203
2023-08-09,127.19999694824219
2023-08-10,127.45999908447266
2023-08-11,127.25
2023-08-14,126.94000244140625
2023-08-15,126.75
2023-08-16,125.5199966430664
2023-08-17,124.26000213623047
2023-08-18,125.86000061035156
2023-08-21,124.81999969482422
2023-08-22,125.25
2023-08-23,126.93000030517578
2023-08-24,124.27999877929688
2023-08-25,126.08999633789062
2023-08-28,127.29000091552734
2023-08-29,128.74000549316406
2023-08-30,128.82000732421875
2023-08-31,129.3699951171875
2023-09-01,129.85000610351562
2023-09-05,130.16000366210938
2023-09-06,130.25999450683594
2023-09-07,130.25
2023-09-08,127.51000213623047
2023-09-11,130.2100067138672
2023-09-12,130.4199981689453
2023-09-13,129.6999969482422
2023-09-14,129.32000732421875
2023-09-15,129.02000427246094
2023-09-18,129.92999267578125
2023-09-19,128.85000610351562
2023-09-20,127.55999755859375
2023-09-21,123.80999755859375
