Date,VNOM
2022-02-28,29.40999984741211
2022-03-01,29.56999969482422
2022-03-02,29.559999465942383
2022-03-03,29.440000534057617
2022-03-04,30.040000915527344
2022-03-07,28.899999618530273
2022-03-08,29.049999237060547
2022-03-09,28.709999084472656
2022-03-10,29.690000534057617
2022-03-11,28.700000762939453
2022-03-14,28.25
2022-03-15,27.809999465942383
2022-03-16,27.989999771118164
2022-03-17,29.700000762939453
2022-03-18,29.559999465942383
2022-03-21,29.889999389648438
2022-03-22,29.6299991607666
2022-03-23,29.93000030517578
2022-03-24,30.030000686645508
2022-03-25,31.510000228881836
2022-03-28,30.81999969482422
2022-03-29,30.440000534057617
2022-03-30,29.93000030517578
2022-03-31,29.56999969482422
2022-04-01,29.979999542236328
2022-04-04,30.510000228881836
2022-04-05,30.809999465942383
2022-04-06,31.219999313354492
2022-04-07,31.170000076293945
2022-04-08,31.290000915527344
2022-04-11,30.479999542236328
2022-04-12,30.219999313354492
2022-04-13,31.360000610351562
2022-04-14,31.479999542236328
2022-04-18,31.75
2022-04-19,31.25
2022-04-20,31.979999542236328
2022-04-21,30.520000457763672
2022-04-22,30.149999618530273
2022-04-25,29.010000228881836
2022-04-26,28.100000381469727
2022-04-27,28.649999618530273
2022-04-28,28.969999313354492
2022-04-29,28.729999542236328
2022-05-02,28.170000076293945
2022-05-03,31.0
2022-05-04,31.389999389648438
2022-05-05,30.309999465942383
2022-05-06,30.520000457763672
2022-05-09,27.93000030517578
2022-05-10,28.40999984741211
2022-05-11,27.799999237060547
2022-05-12,27.81999969482422
2022-05-13,28.399999618530273
2022-05-16,28.959999084472656
2022-05-17,29.899999618530273
2022-05-18,29.5
2022-05-19,29.049999237060547
2022-05-20,29.18000030517578
2022-05-23,29.799999237060547
2022-05-24,29.670000076293945
2022-05-25,30.760000228881836
2022-05-26,31.65999984741211
2022-05-27,32.630001068115234
2022-05-31,33.560001373291016
2022-06-01,33.81999969482422
2022-06-02,33.95000076293945
2022-06-03,34.75
2022-06-06,34.83000183105469
2022-06-07,35.38999938964844
2022-06-08,35.13999938964844
2022-06-09,34.54999923706055
2022-06-10,34.310001373291016
2022-06-13,33.06999969482422
2022-06-14,33.099998474121094
2022-06-15,32.68000030517578
2022-06-16,31.6200008392334
2022-06-17,28.75
2022-06-21,29.290000915527344
2022-06-22,26.469999313354492
2022-06-23,24.8799991607666
2022-06-24,25.260000228881836
2022-06-27,26.6200008392334
2022-06-28,27.770000457763672
2022-06-29,26.3799991607666
2022-06-30,26.68000030517578
2022-07-01,27.299999237060547
2022-07-05,25.200000762939453
2022-07-06,23.90999984741211
2022-07-07,25.799999237060547
2022-07-08,25.75
2022-07-11,25.65999984741211
2022-07-12,24.81999969482422
2022-07-13,25.799999237060547
2022-07-14,24.90999984741211
2022-07-15,25.40999984741211
2022-07-18,25.940000534057617
2022-07-19,26.979999542236328
2022-07-20,27.559999465942383
2022-07-21,27.020000457763672
2022-07-22,26.84000015258789
2022-07-25,28.360000610351562
2022-07-26,28.790000915527344
2022-07-27,29.600000381469727
2022-07-28,29.670000076293945
2022-07-29,30.739999771118164
2022-08-01,29.649999618530273
2022-08-02,30.670000076293945
2022-08-03,29.43000030517578
2022-08-04,28.190000534057617
2022-08-05,28.899999618530273
2022-08-08,29.290000915527344
2022-08-09,29.639999389648438
2022-08-10,30.170000076293945
2022-08-11,31.360000610351562
2022-08-12,31.719999313354492
2022-08-15,29.8700008392334
2022-08-16,29.389999389648438
2022-08-17,29.40999984741211
2022-08-18,30.860000610351562
2022-08-19,29.920000076293945
2022-08-22,31.670000076293945
2022-08-23,32.2599983215332
2022-08-24,32.459999084472656
2022-08-25,32.34000015258789
2022-08-26,31.530000686645508
2022-08-29,31.899999618530273
2022-08-30,30.75
2022-08-31,30.520000457763672
2022-09-01,29.68000030517578
2022-09-02,30.579999923706055
2022-09-06,30.209999084472656
2022-09-07,29.6299991607666
2022-09-08,30.40999984741211
2022-09-09,31.149999618530273
2022-09-12,31.440000534057617
2022-09-13,31.059999465942383
2022-09-14,32.790000915527344
2022-09-15,31.969999313354492
2022-09-16,31.520000457763672
2022-09-19,30.690000534057617
2022-09-20,30.989999771118164
2022-09-21,30.299999237060547
2022-09-22,29.610000610351562
2022-09-23,26.8700008392334
2022-09-26,25.809999465942383
2022-09-27,26.219999313354492
2022-09-28,28.600000381469727
2022-09-29,28.389999389648438
2022-09-30,28.65999984741211
2022-10-03,30.209999084472656
2022-10-04,31.040000915527344
2022-10-05,31.5
2022-10-06,31.799999237060547
2022-10-07,31.709999084472656
2022-10-10,32.34000015258789
2022-10-11,31.950000762939453
2022-10-12,32.25
2022-10-13,32.54999923706055
2022-10-14,31.309999465942383
2022-10-17,31.809999465942383
2022-10-18,32.38999938964844
2022-10-19,32.90999984741211
2022-10-20,32.75
2022-10-21,33.040000915527344
2022-10-24,32.9900016784668
2022-10-25,33.0099983215332
2022-10-26,33.70000076293945
2022-10-27,32.7599983215332
2022-10-28,33.099998474121094
2022-10-31,33.349998474121094
2022-11-01,33.58000183105469
2022-11-02,33.7599983215332
2022-11-03,34.099998474121094
2022-11-04,34.349998474121094
2022-11-07,35.41999816894531
2022-11-08,34.2599983215332
2022-11-09,32.29999923706055
2022-11-10,32.959999084472656
2022-11-11,33.33000183105469
2022-11-14,33.25
2022-11-15,33.400001525878906
2022-11-16,32.7400016784668
2022-11-17,32.68000030517578
2022-11-18,32.33000183105469
2022-11-21,31.360000610351562
2022-11-22,32.5
2022-11-23,32.630001068115234
2022-11-25,32.779998779296875
2022-11-28,32.25
2022-11-29,32.5099983215332
2022-11-30,33.029998779296875
2022-12-01,32.849998474121094
2022-12-02,33.2400016784668
2022-12-05,32.349998474121094
2022-12-06,31.219999313354492
2022-12-07,31.299999237060547
2022-12-08,30.56999969482422
2022-12-09,29.670000076293945
2022-12-12,30.889999389648438
2022-12-13,31.90999984741211
2022-12-14,31.260000228881836
2022-12-15,31.239999771118164
2022-12-16,30.329999923706055
2022-12-19,30.229999542236328
2022-12-20,31.170000076293945
2022-12-21,31.709999084472656
2022-12-22,30.40999984741211
2022-12-23,32.220001220703125
2022-12-27,32.27000045776367
2022-12-28,31.1200008392334
2022-12-29,31.899999618530273
2022-12-30,31.790000915527344
2023-01-03,29.020000457763672
2023-01-04,28.709999084472656
2023-01-05,29.170000076293945
2023-01-06,30.3700008392334
2023-01-09,31.549999237060547
2023-01-10,31.709999084472656
2023-01-11,31.93000030517578
2023-01-12,33.34000015258789
2023-01-13,33.25
2023-01-17,32.630001068115234
2023-01-18,31.290000915527344
2023-01-19,32.34000015258789
2023-01-20,32.27000045776367
2023-01-23,32.689998626708984
2023-01-24,32.900001525878906
2023-01-25,32.970001220703125
2023-01-26,32.95000076293945
2023-01-27,32.619998931884766
2023-01-30,31.670000076293945
2023-01-31,31.75
2023-02-01,30.850000381469727
2023-02-02,30.239999771118164
2023-02-03,30.229999542236328
2023-02-06,30.170000076293945
2023-02-07,31.329999923706055
2023-02-08,31.079999923706055
2023-02-09,30.040000915527344
2023-02-10,31.399999618530273
2023-02-13,31.559999465942383
2023-02-14,32.41999816894531
2023-02-15,31.6200008392334
2023-02-16,31.549999237060547
2023-02-17,30.030000686645508
2023-02-21,29.510000228881836
2023-02-22,29.31999969482422
2023-02-23,29.6299991607666
2023-02-24,28.860000610351562
2023-02-27,29.18000030517578
2023-02-28,28.6299991607666
2023-03-01,29.90999984741211
2023-03-02,30.139999389648438
2023-03-03,30.350000381469727
2023-03-06,30.0
2023-03-07,29.440000534057617
2023-03-08,29.25
2023-03-09,29.059999465942383
2023-03-10,28.559999465942383
2023-03-13,27.84000015258789
2023-03-14,27.860000610351562
2023-03-15,26.420000076293945
2023-03-16,26.860000610351562
2023-03-17,27.030000686645508
2023-03-20,27.40999984741211
2023-03-21,27.979999542236328
2023-03-22,27.40999984741211
2023-03-23,26.920000076293945
2023-03-24,26.764999389648438
2023-03-27,27.579999923706055
2023-03-28,27.81999969482422
2023-03-29,28.15999984741211
2023-03-30,27.93000030517578
2023-03-31,28.0
2023-04-03,29.709999084472656
2023-04-04,29.360000610351562
2023-04-05,29.799999237060547
2023-04-06,29.920000076293945
2023-04-10,30.1299991607666
2023-04-11,30.459999084472656
2023-04-12,30.579999923706055
2023-04-13,30.600000381469727
2023-04-14,30.84000015258789
2023-04-17,30.549999237060547
2023-04-18,29.739999771118164
2023-04-19,29.459999084472656
2023-04-20,28.8700008392334
2023-04-21,28.709999084472656
2023-04-24,29.600000381469727
2023-04-25,29.06999969482422
2023-04-26,28.329999923706055
2023-04-27,28.43000030517578
2023-04-28,29.440000534057617
2023-05-01,29.100000381469727
2023-05-02,28.079999923706055
2023-05-03,27.43000030517578
2023-05-04,26.809999465942383
2023-05-05,27.540000915527344
2023-05-08,27.0
2023-05-09,27.100000381469727
2023-05-10,26.770000457763672
2023-05-11,26.1299991607666
2023-05-12,26.219999313354492
2023-05-15,26.920000076293945
2023-05-16,26.420000076293945
2023-05-17,26.760000228881836
2023-05-18,27.100000381469727
2023-05-19,27.170000076293945
2023-05-22,27.239999771118164
2023-05-23,27.389999389648438
2023-05-24,27.450000762939453
2023-05-25,26.610000610351562
2023-05-26,26.3799991607666
2023-05-30,26.06999969482422
2023-05-31,25.780000686645508
2023-06-01,25.969999313354492
2023-06-02,26.5
2023-06-05,26.270000457763672
2023-06-06,26.25
2023-06-07,26.31999969482422
2023-06-08,26.010000228881836
2023-06-09,25.959999084472656
2023-06-12,25.190000534057617
2023-06-13,24.969999313354492
2023-06-14,25.209999084472656
2023-06-15,24.899999618530273
2023-06-16,24.860000610351562
2023-06-20,24.93000030517578
2023-06-21,25.389999389648438
2023-06-22,25.229999542236328
2023-06-23,25.0
2023-06-26,25.809999465942383
2023-06-27,25.899999618530273
2023-06-28,26.299999237060547
2023-06-29,26.760000228881836
2023-06-30,26.829999923706055
2023-07-03,26.200000762939453
2023-07-05,25.809999465942383
2023-07-06,25.110000610351562
2023-07-07,25.479999542236328
2023-07-10,25.270000457763672
2023-07-11,25.829999923706055
2023-07-12,26.020000457763672
2023-07-13,26.43000030517578
2023-07-14,25.440000534057617
2023-07-17,25.479999542236328
2023-07-18,25.899999618530273
2023-07-19,25.690000534057617
2023-07-20,25.799999237060547
2023-07-21,26.135000228881836
2023-07-24,26.6299991607666
2023-07-25,26.90999984741211
2023-07-26,26.43000030517578
2023-07-27,25.989999771118164
2023-07-28,26.6299991607666
2023-07-31,27.1200008392334
2023-08-01,28.719999313354492
2023-08-02,28.190000534057617
2023-08-03,28.81999969482422
2023-08-04,28.799999237060547
2023-08-07,29.190000534057617
2023-08-08,29.280000686645508
2023-08-09,29.15999984741211
2023-08-10,28.510000228881836
2023-08-11,28.579999923706055
2023-08-14,28.479999542236328
2023-08-15,28.100000381469727
2023-08-16,27.920000076293945
2023-08-17,27.989999771118164
2023-08-18,28.139999389648438
2023-08-21,27.75
2023-08-22,27.450000762939453
2023-08-23,27.350000381469727
2023-08-24,27.0
2023-08-25,27.170000076293945
2023-08-28,27.860000610351562
2023-08-29,28.020000457763672
2023-08-30,28.209999084472656
