Date,JD
2022-02-28,71.62999725341797
2022-03-01,73.30000305175781
2022-03-02,71.79000091552734
2022-03-03,67.83000183105469
2022-03-04,63.59000015258789
2022-03-07,60.52000045776367
2022-03-08,58.689998626708984
2022-03-09,62.400001525878906
2022-03-10,52.52000045776367
2022-03-11,47.9900016784668
2022-03-14,42.939998626708984
2022-03-15,45.97999954223633
2022-03-16,64.08000183105469
2022-03-17,61.939998626708984
2022-03-18,65.12999725341797
2022-03-21,61.439998626708984
2022-03-22,64.7300033569336
2022-03-23,64.29000091552734
2022-03-24,61.52000045776367
2022-03-25,59.91999816894531
2022-03-28,59.77000045776367
2022-03-29,62.72999954223633
2022-03-30,61.4900016784668
2022-03-31,57.869998931884766
2022-04-01,59.09000015258789
2022-04-04,63.310001373291016
2022-04-05,60.91999816894531
2022-04-06,59.06999969482422
2022-04-07,57.099998474121094
2022-04-08,56.540000915527344
2022-04-11,56.83000183105469
2022-04-12,56.47999954223633
2022-04-13,58.279998779296875
2022-04-14,56.560001373291016
2022-04-18,57.5
2022-04-19,56.88999938964844
2022-04-20,53.75
2022-04-21,50.70000076293945
2022-04-22,52.040000915527344
2022-04-25,53.720001220703125
2022-04-26,53.209999084472656
2022-04-27,57.41999816894531
2022-04-28,57.810001373291016
2022-04-29,61.65999984741211
2022-05-02,63.369998931884766
2022-05-03,62.16999816894531
2022-05-04,63.18000030517578
2022-05-05,59.38999938964844
2022-05-06,55.61000061035156
2022-05-09,51.040000915527344
2022-05-10,51.650001525878906
2022-05-11,49.83000183105469
2022-05-12,48.66999816894531
2022-05-13,51.54999923706055
2022-05-16,51.529998779296875
2022-05-17,53.66999816894531
2022-05-18,51.20000076293945
2022-05-19,52.779998779296875
2022-05-20,52.16999816894531
2022-05-23,53.33000183105469
2022-05-24,49.58000183105469
2022-05-25,50.189998626708984
2022-05-26,52.720001220703125
2022-05-27,53.68000030517578
2022-05-31,56.119998931884766
2022-06-01,55.790000915527344
2022-06-02,58.0
2022-06-03,56.52000045776367
2022-06-06,60.209999084472656
2022-06-07,61.7400016784668
2022-06-08,66.47000122070312
2022-06-09,61.400001525878906
2022-06-10,61.5099983215332
2022-06-13,58.93000030517578
2022-06-14,62.5099983215332
2022-06-15,64.31999969482422
2022-06-16,62.0099983215332
2022-06-17,65.2300033569336
2022-06-21,63.650001525878906
2022-06-22,61.41999816894531
2022-06-23,61.900001525878906
2022-06-24,64.01000213623047
2022-06-27,65.62000274658203
2022-06-28,64.54000091552734
2022-06-29,64.8499984741211
2022-06-30,64.22000122070312
2022-07-01,65.94999694824219
2022-07-05,64.7300033569336
2022-07-06,61.7599983215332
2022-07-07,63.130001068115234
2022-07-08,62.0099983215332
2022-07-11,59.59000015258789
2022-07-12,60.15999984741211
2022-07-13,61.70000076293945
2022-07-14,61.040000915527344
2022-07-15,60.2599983215332
2022-07-18,62.04999923706055
2022-07-19,62.779998779296875
2022-07-20,62.619998931884766
2022-07-21,64.01000213623047
2022-07-22,61.58000183105469
2022-07-25,62.97999954223633
2022-07-26,62.970001220703125
2022-07-27,63.31999969482422
2022-07-28,62.130001068115234
2022-07-29,59.5
2022-08-01,58.7599983215332
2022-08-02,59.72999954223633
2022-08-03,61.130001068115234
2022-08-04,63.349998474121094
2022-08-05,61.90999984741211
2022-08-08,58.84000015258789
2022-08-09,57.08000183105469
2022-08-10,55.5
2022-08-11,56.939998626708984
2022-08-12,57.04999923706055
2022-08-15,57.97999954223633
2022-08-16,57.290000915527344
2022-08-17,56.150001525878906
2022-08-18,55.189998626708984
2022-08-19,54.70000076293945
2022-08-22,55.31999969482422
2022-08-23,57.20000076293945
2022-08-24,59.439998626708984
2022-08-25,64.91000366210938
2022-08-26,63.459999084472656
2022-08-29,62.31999969482422
2022-08-30,61.5099983215332
2022-08-31,63.4900016784668
2022-09-01,63.11000061035156
2022-09-02,61.290000915527344
2022-09-06,59.349998474121094
2022-09-07,59.880001068115234
2022-09-08,59.90999984741211
2022-09-09,60.40999984741211
2022-09-12,61.790000915527344
2022-09-13,57.43000030517578
2022-09-14,57.400001525878906
2022-09-15,57.650001525878906
2022-09-16,55.369998931884766
2022-09-19,56.81999969482422
2022-09-20,56.79999923706055
2022-09-21,53.93000030517578
2022-09-22,53.470001220703125
2022-09-23,52.310001373291016
2022-09-26,53.34000015258789
2022-09-27,52.65999984741211
2022-09-28,52.93000030517578
2022-09-29,51.25
2022-09-30,50.29999923706055
2022-10-03,49.52000045776367
2022-10-04,52.040000915527344
2022-10-05,52.97999954223633
2022-10-06,51.65999984741211
2022-10-07,49.90999984741211
2022-10-10,47.58000183105469
2022-10-11,46.27000045776367
2022-10-12,46.400001525878906
2022-10-13,45.04999923706055
2022-10-14,42.33000183105469
2022-10-17,44.439998626708984
2022-10-18,44.66999816894531
2022-10-19,41.220001220703125
2022-10-20,42.15999984741211
2022-10-21,42.150001525878906
2022-10-24,36.65999984741211
2022-10-25,37.77000045776367
2022-10-26,41.040000915527344
2022-10-27,39.5
2022-10-28,37.86000061035156
2022-10-31,37.290000915527344
2022-11-01,38.439998626708984
2022-11-02,39.84000015258789
2022-11-03,40.439998626708984
2022-11-04,44.380001068115234
2022-11-07,44.5099983215332
2022-11-08,45.4900016784668
2022-11-09,42.459999084472656
2022-11-10,46.029998779296875
2022-11-11,48.93000030517578
2022-11-14,50.849998474121094
2022-11-15,54.47999954223633
2022-11-16,53.4900016784668
2022-11-17,57.52000045776367
2022-11-18,56.06999969482422
2022-11-21,52.5
2022-11-22,51.560001373291016
2022-11-23,52.2599983215332
2022-11-25,49.47999954223633
2022-11-28,49.90999984741211
2022-11-29,53.25
2022-11-30,57.18000030517578
2022-12-01,55.849998474121094
2022-12-02,58.63999938964844
2022-12-05,59.18000030517578
2022-12-06,60.349998474121094
2022-12-07,58.45000076293945
2022-12-08,60.369998931884766
2022-12-09,58.31999969482422
2022-12-12,57.41999816894531
2022-12-13,57.810001373291016
2022-12-14,58.56999969482422
2022-12-15,56.650001525878906
2022-12-16,56.59000015258789
2022-12-19,57.189998626708984
2022-12-20,56.41999816894531
2022-12-21,58.119998931884766
2022-12-22,57.66999816894531
2022-12-23,56.439998626708984
2022-12-27,58.79999923706055
2022-12-28,56.150001525878906
2022-12-29,57.09000015258789
2022-12-30,56.130001068115234
2023-01-03,57.63999938964844
2023-01-04,66.0999984741211
2023-01-05,65.9000015258789
2023-01-06,64.30000305175781
2023-01-09,63.130001068115234
2023-01-10,63.650001525878906
2023-01-11,63.040000915527344
2023-01-12,63.16999816894531
2023-01-13,63.599998474121094
2023-01-17,59.959999084472656
2023-01-18,58.52000045776367
2023-01-19,59.41999816894531
2023-01-20,60.43000030517578
2023-01-23,61.060001373291016
2023-01-24,61.619998931884766
2023-01-25,61.380001068115234
2023-01-26,63.11000061035156
2023-01-27,63.7400016784668
2023-01-30,59.83000183105469
2023-01-31,59.529998779296875
2023-02-01,60.470001220703125
2023-02-02,59.310001373291016
