Date,COKE
2023-01-13,494.510009765625
2023-01-17,495.260009765625
2023-01-18,480.1700134277344
2023-01-19,478.2300109863281
2023-01-20,483.4200134277344
2023-01-23,492.2900085449219
2023-01-24,497.489990234375
2023-01-25,502.0199890136719
2023-01-26,503.25
2023-01-27,497.3500061035156
2023-01-30,488.0199890136719
2023-01-31,506.7799987792969
2023-02-01,518.989990234375
2023-02-02,525.9000244140625
2023-02-03,516.3499755859375
2023-02-06,520.9400024414062
2023-02-07,512.280029296875
2023-02-08,507.760009765625
2023-02-09,505.5
2023-02-10,502.7799987792969
2023-02-13,521.8300170898438
2023-02-14,515.5700073242188
2023-02-15,526.489990234375
2023-02-16,521.2100219726562
2023-02-17,530.4600219726562
2023-02-21,519.1500244140625
2023-02-22,520.0
2023-02-23,570.9000244140625
2023-02-24,564.72998046875
2023-02-27,579.3599853515625
2023-02-28,556.8499755859375
2023-03-01,552.2100219726562
2023-03-02,551.760009765625
2023-03-03,549.9299926757812
2023-03-06,549.5
2023-03-07,543.0999755859375
2023-03-08,542.9099731445312
2023-03-09,531.719970703125
2023-03-10,523.6199951171875
2023-03-13,518.6400146484375
2023-03-14,519.8599853515625
2023-03-15,509.010009765625
2023-03-16,505.75
2023-03-17,498.2699890136719
2023-03-20,513.3800048828125
2023-03-21,517.280029296875
2023-03-22,512.4600219726562
2023-03-23,514.9099731445312
2023-03-24,525.280029296875
2023-03-27,538.5999755859375
2023-03-28,533.719970703125
2023-03-29,536.25
2023-03-30,533.1799926757812
2023-03-31,535.0800170898438
2023-04-03,540.5800170898438
2023-04-04,519.8499755859375
2023-04-05,532.0700073242188
2023-04-06,530.6799926757812
2023-04-10,536.8499755859375
2023-04-11,533.0
2023-04-12,531.0
2023-04-13,537.3699951171875
2023-04-14,535.8200073242188
2023-04-17,533.2999877929688
2023-04-18,538.3599853515625
2023-04-19,536.9299926757812
2023-04-20,554.9299926757812
2023-04-21,551.2999877929688
2023-04-24,558.3900146484375
2023-04-25,560.4500122070312
2023-04-26,570.6599731445312
2023-04-27,573.6199951171875
2023-04-28,589.4600219726562
2023-05-01,594.5499877929688
2023-05-02,593.8200073242188
2023-05-03,590.9099731445312
2023-05-04,657.6900024414062
2023-05-05,655.8400268554688
2023-05-08,651.969970703125
2023-05-09,629.739990234375
2023-05-10,629.9199829101562
2023-05-11,633.219970703125
2023-05-12,632.0
2023-05-15,633.0499877929688
2023-05-16,637.0
2023-05-17,638.0
2023-05-18,655.780029296875
2023-05-19,664.2999877929688
2023-05-22,663.5800170898438
2023-05-23,661.3599853515625
2023-05-24,660.0700073242188
2023-05-25,668.1799926757812
2023-05-26,673.0399780273438
2023-05-30,667.8200073242188
2023-05-31,661.739990234375
2023-06-01,680.239990234375
2023-06-02,692.22998046875
2023-06-05,665.5800170898438
2023-06-06,682.5999755859375
2023-06-07,665.6699829101562
2023-06-08,668.77001953125
2023-06-09,666.1799926757812
2023-06-12,654.4400024414062
2023-06-13,653.6500244140625
2023-06-14,646.8900146484375
2023-06-15,640.8200073242188
2023-06-16,656.47998046875
2023-06-20,653.6599731445312
2023-06-21,664.0
2023-06-22,676.969970703125
2023-06-23,654.0700073242188
2023-06-26,639.5700073242188
2023-06-27,644.77001953125
2023-06-28,646.3300170898438
2023-06-29,639.3699951171875
2023-06-30,636.02001953125
2023-07-03,639.47998046875
2023-07-05,645.52001953125
2023-07-06,639.5800170898438
2023-07-07,633.2899780273438
2023-07-10,633.1099853515625
2023-07-11,619.0900268554688
2023-07-12,614.97998046875
2023-07-13,625.489990234375
2023-07-14,629.030029296875
2023-07-17,635.1900024414062
2023-07-18,627.010009765625
2023-07-19,643.5399780273438
2023-07-20,642.6099853515625
2023-07-21,639.760009765625
2023-07-24,646.3699951171875
2023-07-25,638.5
2023-07-26,635.9099731445312
2023-07-27,644.9099731445312
2023-07-28,657.0
2023-07-31,633.4099731445312
2023-08-01,633.0999755859375
2023-08-02,624.0499877929688
2023-08-03,707.7899780273438
2023-08-04,695.0499877929688
2023-08-07,713.1599731445312
2023-08-08,703.5700073242188
2023-08-09,696.0800170898438
2023-08-10,713.9000244140625
2023-08-11,741.5999755859375
2023-08-14,720.8200073242188
2023-08-15,718.4099731445312
2023-08-16,714.1900024414062
2023-08-17,689.8800048828125
2023-08-18,695.9000244140625
2023-08-21,689.5800170898438
2023-08-22,690.260009765625
2023-08-23,695.989990234375
2023-08-24,688.8099975585938
2023-08-25,694.6599731445312
2023-08-28,696.1199951171875
2023-08-29,700.989990234375
2023-08-30,698.0999755859375
2023-08-31,698.9000244140625
2023-09-01,668.6599731445312
2023-09-05,676.1699829101562
2023-09-06,663.5800170898438
2023-09-07,662.3900146484375
2023-09-08,652.8599853515625
2023-09-11,676.0
2023-09-12,672.7000122070312
2023-09-13,663.0
2023-09-14,660.0
2023-09-15,644.4199829101562
2023-09-18,655.010009765625
2023-09-19,655.2899780273438
2023-09-20,660.4600219726562
2023-09-21,652.8300170898438
2023-09-22,655.260009765625
2023-09-25,654.0
2023-09-26,646.0
2023-09-27,636.5999755859375
2023-09-28,643.4299926757812
2023-09-29,636.3200073242188
2023-10-02,636.4000244140625
2023-10-03,633.9199829101562
2023-10-04,645.0
2023-10-05,632.2899780273438
2023-10-06,642.1199951171875
2023-10-09,640.260009765625
2023-10-10,658.2100219726562
2023-10-11,659.6300048828125
2023-10-12,627.6900024414062
2023-10-13,621.530029296875
2023-10-16,632.6500244140625
2023-10-17,632.760009765625
2023-10-18,634.4199829101562
2023-10-19,625.6699829101562
2023-10-20,622.6699829101562
2023-10-23,623.969970703125
2023-10-24,646.9400024414062
2023-10-25,642.3200073242188
2023-10-26,639.9600219726562
2023-10-27,634.0800170898438
2023-10-30,640.8900146484375
2023-10-31,636.4099731445312
2023-11-01,640.9199829101562
2023-11-02,643.3200073242188
2023-11-03,653.0
2023-11-06,664.3400268554688
2023-11-07,673.9199829101562
2023-11-08,673.780029296875
2023-11-09,676.2999877929688
2023-11-10,680.0
2023-11-13,680.3599853515625
2023-11-14,689.5399780273438
2023-11-15,690.989990234375
2023-11-16,696.5
2023-11-17,710.0
2023-11-20,716.3599853515625
2023-11-21,720.0
2023-11-22,728.010009765625
2023-11-24,725.010009765625
2023-11-27,725.0
2023-11-28,719.510009765625
2023-11-29,725.780029296875
2023-11-30,734.52001953125
2023-12-01,726.5800170898438
2023-12-04,746.1400146484375
2023-12-05,755.0
2023-12-06,785.0
2023-12-07,809.2000122070312
2023-12-08,806.260009765625
2023-12-11,824.9500122070312
2023-12-12,840.97998046875
2023-12-13,855.4600219726562
2023-12-14,859.719970703125
2023-12-15,856.0
2023-12-18,868.739990234375
2023-12-19,886.6099853515625
2023-12-20,877.010009765625
2023-12-21,890.3499755859375
2023-12-22,910.0999755859375
2023-12-26,929.3900146484375
2023-12-27,949.0
2023-12-28,933.0
2023-12-29,928.4000244140625
2024-01-02,934.9600219726562
2024-01-03,924.0
2024-01-04,916.0
2024-01-05,907.1199951171875
2024-01-08,914.6500244140625
2024-01-09,913.9500122070312
2024-01-10,913.3200073242188
2024-01-11,910.9600219726562
2024-01-12,909.719970703125
2024-01-16,909.2000122070312
2024-01-17,893.0999755859375
2024-01-18,858.8900146484375
2024-01-19,858.6400146484375
2024-01-22,868.9000244140625
2024-01-23,864.1199951171875
2024-01-24,873.9400024414062
2024-01-25,840.0900268554688
2024-01-26,842.8200073242188
2024-01-29,858.7899780273438
2024-01-30,868.719970703125
2024-01-31,861.3900146484375
2024-02-01,898.8900146484375
2024-02-02,909.510009765625
2024-02-05,898.530029296875
2024-02-06,877.010009765625
2024-02-07,883.3800048828125
2024-02-08,879.1400146484375
2024-02-09,865.0
2024-02-12,854.6799926757812
2024-02-13,847.8400268554688
2024-02-14,848.4000244140625
2024-02-15,864.5900268554688
2024-02-16,846.0700073242188
2024-02-20,836.469970703125
2024-02-21,841.5999755859375
2024-02-22,813.6300048828125
2024-02-23,829.22998046875
2024-02-26,847.9600219726562
2024-02-27,832.3800048828125
2024-02-28,832.8699951171875
2024-02-29,840.7999877929688
2024-03-01,830.0
2024-03-04,835.6400146484375
2024-03-05,823.989990234375
2024-03-06,810.219970703125
2024-03-07,822.7899780273438
2024-03-08,825.0700073242188
2024-03-11,825.9500122070312
2024-03-12,820.8599853515625
2024-03-13,839.989990234375
2024-03-14,843.5999755859375
2024-03-15,830.4600219726562
2024-03-18,833.5999755859375
2024-03-19,838.02001953125
2024-03-20,864.0599975585938
2024-03-21,884.2100219726562
2024-03-22,874.3099975585938
2024-03-25,848.989990234375
2024-03-26,840.0
2024-03-27,842.1799926757812
2024-03-28,846.4099731445312
2024-04-01,836.2100219726562
2024-04-02,817.4000244140625
2024-04-03,812.1699829101562
2024-04-04,819.5999755859375
2024-04-05,830.1099853515625
2024-04-08,845.1300048828125
2024-04-09,835.5900268554688
2024-04-10,810.4000244140625
2024-04-11,820.5900268554688
2024-04-12,816.8699951171875
2024-04-15,812.6300048828125
2024-04-16,812.8699951171875
2024-04-17,811.6400146484375
2024-04-18,801.02001953125
2024-04-19,817.1799926757812
2024-04-22,830.6500244140625
2024-04-23,831.010009765625
2024-04-24,842.489990234375
2024-04-25,830.97998046875
2024-04-26,822.4400024414062
2024-04-29,834.0499877929688
2024-04-30,826.0
2024-05-01,830.5399780273438
2024-05-02,841.030029296875
2024-05-03,853.4000244140625
2024-05-06,857.8800048828125
2024-05-07,1009.3099975585938
2024-05-08,944.8099975585938
2024-05-09,947.5999755859375
2024-05-10,952.0999755859375
2024-05-13,952.010009765625
2024-05-14,953.5
2024-05-15,951.5700073242188
2024-05-16,932.4199829101562
2024-05-17,937.0
2024-05-20,945.3300170898438
2024-05-21,981.1699829101562
2024-05-22,998.010009765625
2024-05-23,974.0499877929688
2024-05-24,992.6500244140625
2024-05-28,988.4000244140625
2024-05-29,984.8400268554688
2024-05-30,982.7000122070312
2024-05-31,981.0399780273438
2024-06-03,982.7000122070312
2024-06-04,986.3900146484375
2024-06-05,998.7999877929688
2024-06-06,1018.02001953125
2024-06-07,1021.030029296875
2024-06-10,1014.0399780273438
2024-06-11,1036.010009765625
2024-06-12,1024.18994140625
2024-06-13,1012.0900268554688
2024-06-14,1004.010009765625
2024-06-17,1001.6799926757812
2024-06-18,1023.9299926757812
2024-06-20,977.8900146484375
2024-06-21,995.3099975585938
2024-06-24,1033.0699462890625
2024-06-25,1053.43994140625
2024-06-26,1062.6700439453125
2024-06-27,1070.8800048828125
2024-06-28,1085.0
2024-07-01,1110.0
2024-07-02,1105.4599609375
2024-07-03,1092.1500244140625
2024-07-05,1077.530029296875
2024-07-08,1089.25
2024-07-09,1076.8599853515625
2024-07-10,1082.5999755859375
2024-07-11,1080.52001953125
2024-07-12,1082.9300537109375
2024-07-15,1066.3199462890625
2024-07-16,1083.43994140625
2024-07-17,1067.68994140625
2024-07-18,1089.1500244140625
2024-07-19,1085.5
2024-07-22,1091.2099609375
2024-07-23,1115.8699951171875
2024-07-24,1104.9599609375
2024-07-25,1104.02001953125
2024-07-26,1130.6500244140625
2024-07-29,1112.4200439453125
2024-07-30,1140.550048828125
2024-07-31,1145.8900146484375
2024-08-01,1241.3800048828125
2024-08-02,1274.2900390625
2024-08-05,1215.5899658203125
2024-08-06,1257.5
2024-08-07,1253.449951171875
2024-08-08,1259.8299560546875
2024-08-09,1259.4100341796875
2024-08-12,1254.1099853515625
2024-08-13,1254.1600341796875
2024-08-14,1258.1700439453125
2024-08-15,1270.1700439453125
2024-08-16,1261.0
2024-08-19,1274.1199951171875
2024-08-20,1267.969970703125
2024-08-21,1321.2900390625
2024-08-22,1355.989990234375
2024-08-23,1350.0
2024-08-26,1339.75
2024-08-27,1334.1500244140625
2024-08-28,1327.800048828125
2024-08-29,1325.800048828125
2024-08-30,1342.4000244140625
2024-09-03,1328.8399658203125
2024-09-04,1352.449951171875
2024-09-05,1348.3800048828125
2024-09-06,1329.9000244140625
2024-09-09,1350.8299560546875
2024-09-10,1287.56005859375
2024-09-11,1277.8800048828125
2024-09-12,1271.0899658203125
2024-09-13,1296.9599609375
2024-09-16,1280.3900146484375
2024-09-17,1261.3599853515625
2024-09-18,1265.6199951171875
2024-09-19,1266.97998046875
2024-09-20,1264.25
2024-09-23,1314.030029296875
2024-09-24,1293.989990234375
2024-09-25,1295.5799560546875
2024-09-26,1286.4100341796875
2024-09-27,1295.9599609375
2024-09-30,1316.4000244140625
2024-10-01,1308.5699462890625
2024-10-02,1295.02001953125
2024-10-03,1272.8299560546875
2024-10-04,1292.0899658203125
2024-10-07,1257.280029296875
2024-10-08,1278.6099853515625
2024-10-09,1276.4599609375
2024-10-10,1267.0
2024-10-11,1282.9100341796875
2024-10-14,1301.5799560546875
2024-10-15,1304.699951171875
2024-10-16,1309.1300048828125
2024-10-17,1305.5899658203125
2024-10-18,1287.47998046875
2024-10-21,1274.2099609375
2024-10-22,1265.47998046875
2024-10-23,1273.739990234375
2024-10-24,1263.760009765625
2024-10-25,1248.8499755859375
2024-10-28,1230.5799560546875
2024-10-29,1209.6099853515625
2024-10-30,1199.5699462890625
2024-10-31,1124.260009765625
2024-11-01,1134.3800048828125
2024-11-04,1143.6199951171875
2024-11-05,1179.6199951171875
2024-11-06,1190.93994140625
2024-11-07,1187.8299560546875
2024-11-08,1224.56005859375
2024-11-11,1220.8699951171875
2024-11-12,1236.1700439453125
2024-11-13,1230.72998046875
2024-11-14,1215.2099609375
2024-11-15,1210.699951171875
2024-11-18,1209.25
2024-11-19,1223.6199951171875
2024-11-20,1237.9599609375
2024-11-21,1246.1800537109375
