Date,TFSL
2022-02-28,17.170000076293945
2022-03-01,16.75
2022-03-02,17.139999389648438
2022-03-03,17.360000610351562
2022-03-04,17.219999313354492
2022-03-07,16.729999542236328
2022-03-08,16.510000228881836
2022-03-09,16.6299991607666
2022-03-10,16.540000915527344
2022-03-11,16.40999984741211
2022-03-14,16.43000030517578
2022-03-15,16.420000076293945
2022-03-16,16.610000610351562
2022-03-17,16.420000076293945
2022-03-18,16.469999313354492
2022-03-21,16.520000457763672
2022-03-22,16.709999084472656
2022-03-23,16.440000534057617
2022-03-24,16.40999984741211
2022-03-25,16.920000076293945
2022-03-28,16.899999618530273
2022-03-29,17.059999465942383
2022-03-30,16.81999969482422
2022-03-31,16.600000381469727
2022-04-01,16.670000076293945
2022-04-04,16.479999542236328
2022-04-05,16.3700008392334
2022-04-06,16.219999313354492
2022-04-07,15.850000381469727
2022-04-08,15.550000190734863
2022-04-11,15.430000305175781
2022-04-12,15.270000457763672
2022-04-13,15.359999656677246
2022-04-14,15.350000381469727
2022-04-18,15.390000343322754
2022-04-19,15.760000228881836
2022-04-20,15.819999694824219
2022-04-21,15.729999542236328
2022-04-22,15.449999809265137
2022-04-25,15.430000305175781
2022-04-26,15.170000076293945
2022-04-27,15.0600004196167
2022-04-28,15.149999618530273
2022-04-29,14.989999771118164
2022-05-02,14.75
2022-05-03,14.960000038146973
2022-05-04,15.40999984741211
2022-05-05,15.010000228881836
2022-05-06,14.029999732971191
2022-05-09,14.050000190734863
2022-05-10,14.079999923706055
2022-05-11,14.140000343322754
2022-05-12,14.180000305175781
2022-05-13,14.210000038146973
2022-05-16,13.979999542236328
2022-05-17,14.350000381469727
2022-05-18,14.420000076293945
2022-05-19,14.279999732971191
2022-05-20,14.329999923706055
2022-05-23,14.34000015258789
2022-05-24,14.449999809265137
2022-05-25,14.5
2022-05-26,14.789999961853027
2022-05-27,14.949999809265137
2022-05-31,15.020000457763672
2022-06-01,14.899999618530273
2022-06-02,15.119999885559082
2022-06-03,14.739999771118164
2022-06-06,14.510000228881836
2022-06-07,14.449999809265137
2022-06-08,14.449999809265137
2022-06-09,14.09000015258789
2022-06-10,13.890000343322754
2022-06-13,13.65999984741211
2022-06-14,13.569999694824219
2022-06-15,13.65999984741211
2022-06-16,13.380000114440918
2022-06-17,13.390000343322754
2022-06-21,13.930000305175781
2022-06-22,13.720000267028809
2022-06-23,13.739999771118164
2022-06-24,14.1899995803833
2022-06-27,14.329999923706055
2022-06-28,14.109999656677246
2022-06-29,13.960000038146973
2022-06-30,13.729999542236328
2022-07-01,13.710000038146973
2022-07-05,13.619999885559082
2022-07-06,13.569999694824219
2022-07-07,13.579999923706055
2022-07-08,13.569999694824219
2022-07-11,13.369999885559082
2022-07-12,13.260000228881836
2022-07-13,13.100000381469727
2022-07-14,12.930000305175781
2022-07-15,13.199999809265137
2022-07-18,13.300000190734863
2022-07-19,13.600000381469727
2022-07-20,13.8100004196167
2022-07-21,13.859999656677246
2022-07-22,13.970000267028809
2022-07-25,14.130000114440918
2022-07-26,14.029999732971191
2022-07-27,14.229999542236328
2022-07-28,14.1899995803833
2022-07-29,14.649999618530273
2022-08-01,14.850000381469727
2022-08-02,14.670000076293945
2022-08-03,14.850000381469727
2022-08-04,14.869999885559082
2022-08-05,14.829999923706055
2022-08-08,14.930000305175781
2022-08-09,15.069999694824219
2022-08-10,15.119999885559082
2022-08-11,15.210000038146973
2022-08-12,15.4399995803833
2022-08-15,15.5600004196167
2022-08-16,15.609999656677246
2022-08-17,15.430000305175781
2022-08-18,15.380000114440918
2022-08-19,15.199999809265137
2022-08-22,14.84000015258789
2022-08-23,14.800000190734863
2022-08-24,14.829999923706055
2022-08-25,14.970000267028809
2022-08-26,14.75
2022-08-29,14.5
2022-08-30,14.539999961853027
2022-08-31,14.300000190734863
2022-09-01,14.34000015258789
2022-09-02,14.050000190734863
2022-09-06,13.859999656677246
2022-09-07,13.949999809265137
2022-09-08,14.149999618530273
2022-09-09,14.289999961853027
2022-09-12,14.270000457763672
2022-09-13,13.75
2022-09-14,13.770000457763672
2022-09-15,13.720000267028809
2022-09-16,13.640000343322754
2022-09-19,13.989999771118164
2022-09-20,14.100000381469727
2022-09-21,13.989999771118164
2022-09-22,13.670000076293945
2022-09-23,13.529999732971191
2022-09-26,13.489999771118164
2022-09-27,13.0600004196167
2022-09-28,13.380000114440918
2022-09-29,13.069999694824219
2022-09-30,13.0
2022-10-03,13.09000015258789
2022-10-04,13.670000076293945
2022-10-05,13.470000267028809
