Date,HWC
2022-02-28,55.68000030517578
2022-03-01,52.7599983215332
2022-03-02,56.02000045776367
2022-03-03,55.52000045776367
2022-03-04,52.90999984741211
2022-03-07,51.11000061035156
2022-03-08,51.7599983215332
2022-03-09,52.869998931884766
2022-03-10,52.689998626708984
2022-03-11,53.349998474121094
2022-03-14,54.0
2022-03-15,53.88999938964844
2022-03-16,55.439998626708984
2022-03-17,54.400001525878906
2022-03-18,54.099998474121094
2022-03-21,54.18000030517578
2022-03-22,54.40999984741211
2022-03-23,52.02000045776367
2022-03-24,52.9900016784668
2022-03-25,54.02000045776367
2022-03-28,53.56999969482422
2022-03-29,54.86000061035156
2022-03-30,53.029998779296875
2022-03-31,52.150001525878906
2022-04-01,51.599998474121094
2022-04-04,51.45000076293945
2022-04-05,50.970001220703125
2022-04-06,50.119998931884766
2022-04-07,49.29999923706055
2022-04-08,48.79999923706055
2022-04-11,49.060001373291016
2022-04-12,48.70000076293945
2022-04-13,49.2400016784668
2022-04-14,48.459999084472656
2022-04-18,48.47999954223633
2022-04-19,50.619998931884766
2022-04-20,50.63999938964844
2022-04-21,49.15999984741211
2022-04-22,48.11000061035156
2022-04-25,49.40999984741211
2022-04-26,48.0
2022-04-27,47.599998474121094
2022-04-28,48.36000061035156
2022-04-29,46.77000045776367
2022-05-02,47.029998779296875
2022-05-03,47.59000015258789
2022-05-04,48.97999954223633
2022-05-05,47.06999969482422
2022-05-06,47.130001068115234
2022-05-09,46.79999923706055
2022-05-10,46.34000015258789
2022-05-11,46.09000015258789
2022-05-12,45.939998626708984
2022-05-13,46.38999938964844
2022-05-16,46.130001068115234
2022-05-17,48.20000076293945
2022-05-18,46.849998474121094
2022-05-19,46.56999969482422
2022-05-20,47.060001373291016
2022-05-23,47.90999984741211
2022-05-24,47.83000183105469
2022-05-25,48.47999954223633
2022-05-26,48.970001220703125
2022-05-27,49.52000045776367
2022-05-31,49.84000015258789
2022-06-01,49.349998474121094
2022-06-02,50.459999084472656
2022-06-03,49.58000183105469
2022-06-06,49.5
2022-06-07,50.08000183105469
2022-06-08,48.959999084472656
2022-06-09,47.18000030517578
2022-06-10,45.619998931884766
2022-06-13,44.709999084472656
2022-06-14,44.959999084472656
2022-06-15,45.439998626708984
2022-06-16,43.310001373291016
2022-06-17,43.81999969482422
2022-06-21,44.38999938964844
2022-06-22,44.47999954223633
2022-06-23,43.25
2022-06-24,44.77000045776367
2022-06-27,44.75
2022-06-28,44.369998931884766
2022-06-29,44.529998779296875
2022-06-30,44.33000183105469
2022-07-01,45.119998931884766
2022-07-05,45.0
2022-07-06,44.790000915527344
2022-07-07,45.13999938964844
2022-07-08,44.7599983215332
2022-07-11,44.72999954223633
2022-07-12,44.400001525878906
2022-07-13,43.20000076293945
2022-07-14,42.22999954223633
2022-07-15,43.9900016784668
2022-07-18,43.97999954223633
2022-07-19,45.7599983215332
2022-07-20,47.369998931884766
2022-07-21,47.45000076293945
2022-07-22,46.70000076293945
2022-07-25,47.77000045776367
2022-07-26,47.34000015258789
2022-07-27,47.970001220703125
2022-07-28,47.849998474121094
2022-07-29,48.810001373291016
2022-08-01,48.97999954223633
2022-08-02,48.0099983215332
2022-08-03,48.34000015258789
2022-08-04,47.880001068115234
2022-08-05,48.220001220703125
2022-08-08,48.380001068115234
2022-08-09,48.939998626708984
2022-08-10,50.150001525878906
2022-08-11,51.20000076293945
2022-08-12,51.790000915527344
2022-08-15,51.91999816894531
2022-08-16,52.38999938964844
2022-08-17,51.470001220703125
2022-08-18,52.15999984741211
2022-08-19,51.290000915527344
2022-08-22,50.29999923706055
2022-08-23,49.709999084472656
2022-08-24,49.40999984741211
2022-08-25,50.459999084472656
2022-08-26,49.459999084472656
2022-08-29,48.52000045776367
2022-08-30,48.5
2022-08-31,48.22999954223633
2022-09-01,48.45000076293945
2022-09-02,47.52000045776367
2022-09-06,46.59000015258789
2022-09-07,47.88999938964844
2022-09-08,48.9900016784668
2022-09-09,50.06999969482422
2022-09-12,50.4900016784668
2022-09-13,49.220001220703125
2022-09-14,49.880001068115234
2022-09-15,50.38999938964844
2022-09-16,49.88999938964844
2022-09-19,51.31999969482422
2022-09-20,50.95000076293945
2022-09-21,49.90999984741211
2022-09-22,48.25
2022-09-23,46.779998779296875
2022-09-26,47.0
2022-09-27,46.40999984741211
2022-09-28,47.16999816894531
2022-09-29,46.130001068115234
2022-09-30,45.810001373291016
2022-10-03,47.119998931884766
2022-10-04,49.130001068115234
2022-10-05,48.59000015258789
2022-10-06,48.349998474121094
2022-10-07,47.58000183105469
2022-10-10,47.2400016784668
2022-10-11,46.5
2022-10-12,46.68000030517578
2022-10-13,49.369998931884766
2022-10-14,48.900001525878906
2022-10-17,50.349998474121094
2022-10-18,50.470001220703125
2022-10-19,52.81999969482422
2022-10-20,50.689998626708984
2022-10-21,51.7599983215332
2022-10-24,53.900001525878906
2022-10-25,54.29999923706055
2022-10-26,54.2400016784668
2022-10-27,54.290000915527344
2022-10-28,55.400001525878906
2022-10-31,55.869998931884766
2022-11-01,55.47999954223633
2022-11-02,54.11000061035156
2022-11-03,54.63999938964844
2022-11-04,55.9900016784668
2022-11-07,56.15999984741211
2022-11-08,55.84000015258789
2022-11-09,55.22999954223633
2022-11-10,56.2400016784668
2022-11-11,55.06999969482422
2022-11-14,54.040000915527344
2022-11-15,53.9900016784668
2022-11-16,53.349998474121094
2022-11-17,52.7599983215332
2022-11-18,52.790000915527344
2022-11-21,53.09000015258789
2022-11-22,54.27000045776367
2022-11-23,53.77000045776367
2022-11-25,54.18000030517578
2022-11-28,53.84000015258789
2022-11-29,53.970001220703125
2022-11-30,54.84000015258789
2022-12-01,54.560001373291016
2022-12-02,54.58000183105469
2022-12-05,51.369998931884766
2022-12-06,51.54999923706055
2022-12-07,52.439998626708984
2022-12-08,52.2599983215332
2022-12-09,52.20000076293945
2022-12-12,52.220001220703125
2022-12-13,51.18000030517578
2022-12-14,49.79999923706055
2022-12-15,48.06999969482422
2022-12-16,47.15999984741211
2022-12-19,47.099998474121094
2022-12-20,47.470001220703125
2022-12-21,48.459999084472656
2022-12-22,48.16999816894531
2022-12-23,48.470001220703125
2022-12-27,48.380001068115234
2022-12-28,48.09000015258789
2022-12-29,48.83000183105469
2022-12-30,48.38999938964844
2023-01-03,47.939998626708984
2023-01-04,47.70000076293945
2023-01-05,47.560001373291016
2023-01-06,49.43000030517578
2023-01-09,49.54999923706055
2023-01-10,50.06999969482422
2023-01-11,50.060001373291016
2023-01-12,51.22999954223633
2023-01-13,50.970001220703125
2023-01-17,50.38999938964844
2023-01-18,47.52000045776367
2023-01-19,47.08000183105469
2023-01-20,48.18000030517578
