Date,TTWO
2023-01-05,105.95999908447266
2023-01-06,104.75
2023-01-09,105.0999984741211
2023-01-10,105.52999877929688
2023-01-11,105.26000213623047
2023-01-12,104.29000091552734
2023-01-13,105.02999877929688
2023-01-17,104.54000091552734
2023-01-18,103.22000122070312
2023-01-19,102.26000213623047
2023-01-20,106.58999633789062
2023-01-23,110.66999816894531
2023-01-24,111.2699966430664
2023-01-25,110.69999694824219
2023-01-26,111.88999938964844
2023-01-27,114.27999877929688
2023-01-30,112.66000366210938
2023-01-31,113.2300033569336
2023-02-01,112.25
2023-02-02,114.72000122070312
2023-02-03,109.27999877929688
2023-02-06,105.55999755859375
2023-02-07,113.8499984741211
2023-02-08,110.44999694824219
2023-02-09,110.87999725341797
2023-02-10,111.0999984741211
2023-02-13,111.37999725341797
2023-02-14,112.08999633789062
2023-02-15,115.94999694824219
2023-02-16,112.5199966430664
2023-02-17,112.51000213623047
2023-02-21,112.0199966430664
2023-02-22,111.23999786376953
2023-02-23,110.37000274658203
2023-02-24,109.30000305175781
2023-02-27,110.08000183105469
2023-02-28,109.55000305175781
2023-03-01,108.69999694824219
2023-03-02,115.27999877929688
2023-03-03,116.69999694824219
2023-03-06,115.70999908447266
2023-03-07,116.87999725341797
2023-03-08,116.30999755859375
2023-03-09,112.95999908447266
2023-03-10,110.58000183105469
2023-03-13,111.33000183105469
2023-03-14,113.80999755859375
2023-03-15,113.30999755859375
2023-03-16,115.55000305175781
2023-03-17,116.27999877929688
2023-03-20,116.30999755859375
2023-03-21,118.58999633789062
2023-03-22,113.55999755859375
2023-03-23,117.4800033569336
2023-03-24,118.12000274658203
2023-03-27,116.9800033569336
2023-03-28,115.55000305175781
2023-03-29,116.66999816894531
2023-03-30,116.58999633789062
2023-03-31,119.30000305175781
2023-04-03,118.69000244140625
2023-04-04,121.63999938964844
2023-04-05,120.9800033569336
2023-04-06,119.0
2023-04-10,121.04000091552734
2023-04-11,120.38999938964844
2023-04-12,119.68000030517578
2023-04-13,122.01000213623047
2023-04-14,123.06999969482422
2023-04-17,124.37999725341797
2023-04-18,124.30999755859375
2023-04-19,123.3499984741211
2023-04-20,125.13999938964844
2023-04-21,124.98999786376953
2023-04-24,127.79000091552734
2023-04-25,127.01000213623047
2023-04-26,121.5999984741211
2023-04-27,123.94999694824219
2023-04-28,124.29000091552734
2023-05-01,124.13999938964844
2023-05-02,121.62000274658203
2023-05-03,122.13999938964844
2023-05-04,120.27999877929688
2023-05-05,124.51000213623047
2023-05-08,125.69000244140625
2023-05-09,124.5999984741211
2023-05-10,124.73999786376953
2023-05-11,125.56999969482422
2023-05-12,125.26000213623047
2023-05-15,125.06999969482422
2023-05-16,124.05000305175781
2023-05-17,125.0199966430664
2023-05-18,139.6300048828125
2023-05-19,137.42999267578125
2023-05-22,137.25
2023-05-23,135.77999877929688
2023-05-24,135.83999633789062
2023-05-25,136.72999572753906
2023-05-26,138.97999572753906
2023-05-30,138.27999877929688
2023-05-31,137.72999572753906
2023-06-01,137.58999633789062
2023-06-02,137.52000427246094
2023-06-05,136.72000122070312
2023-06-06,135.67999267578125
2023-06-07,132.25
2023-06-08,133.1199951171875
2023-06-09,134.02999877929688
2023-06-12,136.0
2023-06-13,136.47000122070312
2023-06-14,136.6300048828125
2023-06-15,137.1999969482422
2023-06-16,138.63999938964844
2023-06-20,139.02999877929688
2023-06-21,140.4600067138672
2023-06-22,141.17999267578125
2023-06-23,141.85000610351562
2023-06-26,143.50999450683594
2023-06-27,146.33999633789062
2023-06-28,145.97999572753906
2023-06-29,145.47000122070312
2023-06-30,147.16000366210938
2023-07-03,147.72999572753906
2023-07-05,145.0399932861328
2023-07-06,142.8800048828125
2023-07-07,143.19000244140625
2023-07-10,143.94000244140625
2023-07-11,150.75
2023-07-12,149.9199981689453
2023-07-13,149.2899932861328
2023-07-14,150.0
2023-07-17,152.7100067138672
2023-07-18,153.5500030517578
2023-07-19,152.00999450683594
2023-07-20,151.63999938964844
2023-07-21,149.9600067138672
2023-07-24,150.27999877929688
2023-07-25,151.02999877929688
2023-07-26,150.25
2023-07-27,149.85000610351562
2023-07-28,151.60000610351562
2023-07-31,152.94000244140625
2023-08-01,151.7899932861328
2023-08-02,147.22000122070312
2023-08-03,145.75
2023-08-04,142.17999267578125
2023-08-07,141.17999267578125
2023-08-08,140.13999938964844
2023-08-09,139.39999389648438
2023-08-10,138.4600067138672
2023-08-11,140.1999969482422
2023-08-14,142.3800048828125
2023-08-15,139.50999450683594
2023-08-16,140.27000427246094
2023-08-17,138.0800018310547
2023-08-18,137.4600067138672
2023-08-21,139.55999755859375
2023-08-22,140.47999572753906
2023-08-23,144.5500030517578
2023-08-24,139.66000366210938
2023-08-25,141.4199981689453
2023-08-28,140.8000030517578
2023-08-29,141.38999938964844
2023-08-30,141.8300018310547
2023-08-31,142.1999969482422
2023-09-01,141.8300018310547
2023-09-05,141.17999267578125
2023-09-06,140.97000122070312
2023-09-07,142.22999572753906
2023-09-08,142.77000427246094
2023-09-11,145.3800048828125
2023-09-12,143.19000244140625
2023-09-13,144.36000061035156
2023-09-14,144.39999389648438
2023-09-15,142.91000366210938
2023-09-18,141.3300018310547
2023-09-19,143.91000366210938
2023-09-20,140.72000122070312
2023-09-21,135.94000244140625
2023-09-22,138.24000549316406
2023-09-25,138.75
2023-09-26,137.3800048828125
2023-09-27,137.77999877929688
2023-09-28,140.1999969482422
2023-09-29,140.38999938964844
2023-10-02,139.0
2023-10-03,137.55999755859375
2023-10-04,139.6300048828125
2023-10-05,140.1999969482422
2023-10-06,140.91000366210938
2023-10-09,143.1300048828125
2023-10-10,145.24000549316406
2023-10-11,144.75
2023-10-12,141.6199951171875
2023-10-13,142.8300018310547
2023-10-16,143.58999633789062
2023-10-17,144.86000061035156
2023-10-18,142.5
2023-10-19,140.27999877929688
2023-10-20,140.5800018310547
2023-10-23,142.1699981689453
2023-10-24,142.69000244140625
2023-10-25,137.07000732421875
2023-10-26,133.0399932861328
2023-10-27,134.42999267578125
2023-10-30,133.35000610351562
2023-10-31,133.75
2023-11-01,133.80999755859375
2023-11-02,137.5
2023-11-03,138.91000366210938
2023-11-06,134.3699951171875
2023-11-07,136.36000061035156
2023-11-08,143.47000122070312
2023-11-09,146.32000732421875
2023-11-10,147.8800048828125
2023-11-13,150.08999633789062
2023-11-14,153.39999389648438
2023-11-15,153.94000244140625
2023-11-16,154.85000610351562
2023-11-17,154.38999938964844
2023-11-20,155.8800048828125
2023-11-21,155.74000549316406
2023-11-22,155.8800048828125
2023-11-24,156.32000732421875
2023-11-27,156.27000427246094
2023-11-28,156.67999267578125
2023-11-29,157.00999450683594
2023-11-30,158.1999969482422
2023-12-01,157.83999633789062
2023-12-04,157.55999755859375
2023-12-05,156.75999450683594
2023-12-06,157.32000732421875
2023-12-07,154.2100067138672
2023-12-08,155.32000732421875
2023-12-11,152.55999755859375
2023-12-12,157.1999969482422
2023-12-13,163.1199951171875
2023-12-14,163.88999938964844
2023-12-15,160.1999969482422
2023-12-18,158.57000732421875
2023-12-19,159.39999389648438
2023-12-20,157.9600067138672
2023-12-21,160.38999938964844
2023-12-22,161.9499969482422
2023-12-26,161.6199951171875
2023-12-27,160.99000549316406
2023-12-28,161.47000122070312
2023-12-29,160.9499969482422
2024-01-02,159.25999450683594
2024-01-03,158.39999389648438
2024-01-04,158.86000061035156
2024-01-05,158.2100067138672
2024-01-08,158.5399932861328
2024-01-09,159.22000122070312
2024-01-10,159.2100067138672
2024-01-11,161.5399932861328
2024-01-12,161.67999267578125
2024-01-16,161.8800048828125
2024-01-17,160.3800048828125
2024-01-18,159.86000061035156
2024-01-19,163.10000610351562
2024-01-22,164.42999267578125
2024-01-23,165.14999389648438
2024-01-24,165.89999389648438
2024-01-25,168.5
2024-01-26,167.38999938964844
2024-01-29,168.02000427246094
2024-01-30,166.94000244140625
2024-01-31,164.92999267578125
2024-02-01,166.3300018310547
2024-02-02,167.0
2024-02-05,164.00999450683594
2024-02-06,166.6699981689453
2024-02-07,169.57000732421875
2024-02-08,169.60000610351562
2024-02-09,154.91000366210938
2024-02-12,155.27000427246094
2024-02-13,153.49000549316406
2024-02-14,155.72000122070312
2024-02-15,156.9600067138672
2024-02-16,153.3800048828125
2024-02-20,151.94000244140625
2024-02-21,151.11000061035156
2024-02-22,152.44000244140625
2024-02-23,151.00999450683594
2024-02-26,149.7100067138672
2024-02-27,147.94000244140625
2024-02-28,147.47999572753906
2024-02-29,146.92999267578125
2024-03-01,150.33999633789062
2024-03-04,146.3300018310547
2024-03-05,143.94000244140625
2024-03-06,143.89999389648438
2024-03-07,145.00999450683594
2024-03-08,143.72999572753906
2024-03-11,145.8699951171875
2024-03-12,144.52999877929688
2024-03-13,144.88999938964844
2024-03-14,143.77000427246094
2024-03-15,143.91000366210938
2024-03-18,144.6199951171875
2024-03-19,145.1999969482422
2024-03-20,148.42999267578125
2024-03-21,152.1699981689453
2024-03-22,152.4600067138672
2024-03-25,146.13999938964844
2024-03-26,146.6699981689453
2024-03-27,146.9199981689453
2024-03-28,148.49000549316406
2024-04-01,150.0
2024-04-02,149.57000732421875
2024-04-03,151.72999572753906
2024-04-04,149.58999633789062
2024-04-05,151.0399932861328
2024-04-08,153.64999389648438
2024-04-09,154.6999969482422
2024-04-10,152.1199951171875
2024-04-11,151.33999633789062
2024-04-12,147.27000427246094
2024-04-15,145.3000030517578
2024-04-16,145.4499969482422
2024-04-17,143.16000366210938
2024-04-18,140.63999938964844
2024-04-19,140.60000610351562
2024-04-22,139.9600067138672
2024-04-23,141.72000122070312
2024-04-24,142.8300018310547
2024-04-25,143.42999267578125
2024-04-26,144.47000122070312
2024-04-29,144.27000427246094
2024-04-30,142.80999755859375
2024-05-01,142.74000549316406
2024-05-02,143.07000732421875
2024-05-03,145.8800048828125
2024-05-06,148.33999633789062
2024-05-07,148.3300018310547
2024-05-08,145.97000122070312
2024-05-09,145.67999267578125
2024-05-10,145.8800048828125
2024-05-13,143.9499969482422
2024-05-14,144.9600067138672
2024-05-15,148.0800018310547
2024-05-16,146.0800018310547
2024-05-17,147.83999633789062
2024-05-20,150.89999389648438
2024-05-21,151.4199981689453
2024-05-22,150.61000061035156
2024-05-23,152.3300018310547
2024-05-24,154.60000610351562
2024-05-28,156.7899932861328
2024-05-29,159.67999267578125
2024-05-30,159.77999877929688
2024-05-31,160.36000061035156
2024-06-03,163.63999938964844
2024-06-04,165.9600067138672
2024-06-05,167.42999267578125
2024-06-06,165.6699981689453
2024-06-07,164.77000427246094
2024-06-10,160.5399932861328
2024-06-11,158.50999450683594
2024-06-12,159.6699981689453
2024-06-13,157.72000122070312
2024-06-14,158.9600067138672
2024-06-17,157.39999389648438
2024-06-18,155.3699951171875
2024-06-20,154.97999572753906
2024-06-21,158.22000122070312
2024-06-24,159.7100067138672
2024-06-25,159.0399932861328
2024-06-26,157.5399932861328
2024-06-27,156.97999572753906
2024-06-28,155.49000549316406
2024-07-01,154.2899932861328
2024-07-02,154.64999389648438
2024-07-03,153.5
2024-07-05,151.74000549316406
2024-07-08,152.0
2024-07-09,149.36000061035156
2024-07-10,148.8300018310547
2024-07-11,151.52000427246094
2024-07-12,153.35000610351562
2024-07-15,153.30999755859375
2024-07-16,154.10000610351562
2024-07-17,149.8699951171875
2024-07-18,150.3000030517578
2024-07-19,150.32000732421875
2024-07-22,150.4499969482422
2024-07-23,151.7100067138672
2024-07-24,152.88999938964844
2024-07-25,150.3000030517578
2024-07-26,150.75
2024-07-29,150.6999969482422
2024-07-30,150.0
2024-07-31,150.52999877929688
2024-08-01,145.9600067138672
2024-08-02,143.67999267578125
2024-08-05,139.49000549316406
2024-08-06,140.11000061035156
2024-08-07,135.6699981689453
2024-08-08,138.77999877929688
2024-08-09,144.82000732421875
2024-08-12,147.2899932861328
2024-08-13,144.8800048828125
2024-08-14,144.91000366210938
2024-08-15,146.3800048828125
2024-08-16,149.94000244140625
2024-08-19,150.5
2024-08-20,154.80999755859375
2024-08-21,160.07000732421875
2024-08-22,158.6999969482422
2024-08-23,159.38999938964844
2024-08-26,160.3800048828125
2024-08-27,160.77999877929688
2024-08-28,159.0
2024-08-29,160.5
2024-08-30,161.7100067138672
2024-09-03,155.89999389648438
2024-09-04,158.0399932861328
2024-09-05,157.05999755859375
2024-09-06,156.61000061035156
2024-09-09,156.32000732421875
2024-09-10,154.85000610351562
2024-09-11,152.33999633789062
2024-09-12,153.61000061035156
2024-09-13,152.17999267578125
2024-09-16,152.4499969482422
2024-09-17,152.7100067138672
2024-09-18,153.3300018310547
2024-09-19,153.66000366210938
2024-09-20,148.77999877929688
2024-09-23,149.72999572753906
2024-09-24,150.89999389648438
2024-09-25,150.77000427246094
2024-09-26,151.69000244140625
2024-09-27,153.0500030517578
2024-09-30,153.7100067138672
2024-10-01,150.47999572753906
2024-10-02,151.3699951171875
2024-10-03,147.66000366210938
2024-10-04,151.69000244140625
2024-10-07,152.2100067138672
2024-10-08,152.94000244140625
2024-10-09,153.86000061035156
2024-10-10,153.49000549316406
2024-10-11,155.08999633789062
2024-10-14,155.42999267578125
2024-10-15,156.0500030517578
2024-10-16,154.91000366210938
2024-10-17,154.7899932861328
2024-10-18,155.27000427246094
2024-10-21,156.8800048828125
2024-10-22,160.02000427246094
2024-10-23,161.00999450683594
2024-10-24,161.25999450683594
2024-10-25,161.7899932861328
2024-10-28,160.75
2024-10-29,162.27999877929688
2024-10-30,162.88999938964844
2024-10-31,161.72000122070312
2024-11-01,163.77999877929688
2024-11-04,162.92999267578125
2024-11-05,164.02999877929688
2024-11-06,166.6199951171875
2024-11-07,179.1699981689453
2024-11-08,177.89999389648438
2024-11-11,179.38999938964844
2024-11-12,180.5500030517578
2024-11-13,181.8699951171875
2024-11-14,181.47999572753906
2024-11-15,177.6199951171875
2024-11-18,182.92999267578125
2024-11-19,186.00999450683594
2024-11-20,185.5
2024-11-21,186.5800018310547
