Date,FCNCA
2022-02-28,788.4500122070312
2022-03-01,756.5499877929688
2022-03-02,778.8699951171875
2022-03-03,752.989990234375
2022-03-04,710.6599731445312
2022-03-07,662.3400268554688
2022-03-08,664.3300170898438
2022-03-09,691.5700073242188
2022-03-10,707.3800048828125
2022-03-11,709.3300170898438
2022-03-14,722.7000122070312
2022-03-15,726.7100219726562
2022-03-16,758.1300048828125
2022-03-17,736.2999877929688
2022-03-18,742.260009765625
2022-03-21,727.5999755859375
2022-03-22,739.5900268554688
2022-03-23,717.1799926757812
2022-03-24,684.0700073242188
2022-03-25,686.0499877929688
2022-03-28,696.8099975585938
2022-03-29,707.0900268554688
2022-03-30,677.530029296875
2022-03-31,665.5999755859375
2022-04-01,658.22998046875
2022-04-04,658.47998046875
2022-04-05,644.989990234375
2022-04-06,634.6900024414062
2022-04-07,626.0
2022-04-08,634.2000122070312
2022-04-11,643.510009765625
2022-04-12,632.4299926757812
2022-04-13,643.2000122070312
2022-04-14,637.8599853515625
2022-04-18,634.989990234375
2022-04-19,656.5
2022-04-20,655.9000244140625
2022-04-21,641.2899780273438
2022-04-22,629.2100219726562
2022-04-25,639.5
2022-04-26,616.0499877929688
2022-04-27,620.1199951171875
2022-04-28,664.6599731445312
2022-04-29,639.3800048828125
2022-05-02,649.4600219726562
2022-05-03,657.0800170898438
2022-05-04,685.239990234375
2022-05-05,662.22998046875
2022-05-06,651.5999755859375
2022-05-09,640.1400146484375
2022-05-10,643.0499877929688
2022-05-11,632.6599731445312
2022-05-12,627.0999755859375
2022-05-13,646.0
2022-05-16,644.52001953125
2022-05-17,674.4000244140625
2022-05-18,658.489990234375
2022-05-19,650.280029296875
2022-05-20,635.7000122070312
2022-05-23,656.510009765625
2022-05-24,648.719970703125
2022-05-25,661.0700073242188
2022-05-26,682.219970703125
2022-05-27,693.8300170898438
2022-05-31,700.4000244140625
2022-06-01,693.8200073242188
2022-06-02,696.010009765625
2022-06-03,684.5999755859375
2022-06-06,687.4299926757812
2022-06-07,687.77001953125
2022-06-08,682.0
2022-06-09,665.6500244140625
2022-06-10,640.9400024414062
2022-06-13,632.239990234375
2022-06-14,622.75
2022-06-15,630.1699829101562
2022-06-16,598.7899780273438
2022-06-17,618.030029296875
2022-06-21,632.1500244140625
2022-06-22,643.1699829101562
2022-06-23,649.8300170898438
2022-06-24,668.8400268554688
2022-06-27,678.4299926757812
2022-06-28,674.0800170898438
2022-06-29,667.9000244140625
2022-06-30,653.780029296875
2022-07-01,672.5800170898438
2022-07-05,683.7100219726562
2022-07-06,672.5900268554688
2022-07-07,688.4099731445312
2022-07-08,681.9500122070312
2022-07-11,675.5900268554688
2022-07-12,680.0
2022-07-13,672.1300048828125
2022-07-14,657.5399780273438
2022-07-15,681.97998046875
2022-07-18,681.280029296875
2022-07-19,693.510009765625
2022-07-20,695.2000122070312
2022-07-21,709.8599853515625
2022-07-22,703.5399780273438
2022-07-25,717.2999877929688
2022-07-26,700.719970703125
2022-07-27,720.2000122070312
2022-07-28,740.8499755859375
2022-07-29,756.6799926757812
2022-08-01,764.0700073242188
2022-08-02,768.4099731445312
2022-08-03,783.4600219726562
2022-08-04,789.9099731445312
2022-08-05,798.9400024414062
2022-08-08,791.8900146484375
2022-08-09,803.7899780273438
2022-08-10,818.8800048828125
2022-08-11,827.5
2022-08-12,843.8200073242188
2022-08-15,851.260009765625
2022-08-16,857.1900024414062
2022-08-17,852.4600219726562
2022-08-18,851.1500244140625
2022-08-19,839.780029296875
2022-08-22,828.489990234375
2022-08-23,821.6699829101562
2022-08-24,829.2100219726562
2022-08-25,836.72998046875
2022-08-26,813.77001953125
2022-08-29,812.219970703125
2022-08-30,814.7000122070312
2022-08-31,811.9600219726562
2022-09-01,803.75
2022-09-02,799.3099975585938
2022-09-06,797.3599853515625
2022-09-07,816.8699951171875
2022-09-08,845.5499877929688
2022-09-09,846.25
2022-09-12,863.75
2022-09-13,846.1300048828125
2022-09-14,858.1099853515625
2022-09-15,850.1300048828125
2022-09-16,826.5900268554688
2022-09-19,852.0999755859375
2022-09-20,850.0
2022-09-21,839.3300170898438
2022-09-22,817.3400268554688
2022-09-23,809.0800170898438
2022-09-26,791.52001953125
2022-09-27,790.5999755859375
2022-09-28,811.4600219726562
2022-09-29,790.760009765625
2022-09-30,797.4299926757812
2022-10-03,825.4400024414062
2022-10-04,855.5399780273438
2022-10-05,852.989990234375
2022-10-06,843.4600219726562
2022-10-07,825.6599731445312
2022-10-10,831.6300048828125
2022-10-11,828.1900024414062
2022-10-12,824.7999877929688
2022-10-13,853.4500122070312
2022-10-14,850.1199951171875
2022-10-17,867.75
2022-10-18,873.760009765625
2022-10-19,867.0900268554688
2022-10-20,846.280029296875
2022-10-21,846.510009765625
2022-10-24,847.4600219726562
2022-10-25,847.9199829101562
2022-10-26,854.7100219726562
2022-10-27,790.2999877929688
2022-10-28,807.6699829101562
2022-10-31,822.1199951171875
2022-11-01,812.7999877929688
2022-11-02,801.0
2022-11-03,810.6400146484375
2022-11-04,820.22998046875
2022-11-07,828.4099731445312
2022-11-08,843.6699829101562
2022-11-09,821.9000244140625
2022-11-10,847.47998046875
2022-11-11,832.22998046875
2022-11-14,815.8499755859375
2022-11-15,820.4500122070312
2022-11-16,790.2999877929688
2022-11-17,791.239990234375
2022-11-18,789.1400146484375
2022-11-21,800.9299926757812
2022-11-22,807.739990234375
2022-11-23,805.27001953125
2022-11-25,812.530029296875
2022-11-28,795.4500122070312
2022-11-29,799.6199951171875
2022-11-30,816.4600219726562
2022-12-01,810.2000122070312
2022-12-02,814.6799926757812
2022-12-05,797.0599975585938
2022-12-06,782.5
2022-12-07,785.010009765625
2022-12-08,789.3599853515625
2022-12-09,777.4299926757812
2022-12-12,775.0800170898438
2022-12-13,758.9400024414062
2022-12-14,744.8200073242188
2022-12-15,734.6199951171875
2022-12-16,729.6799926757812
2022-12-19,730.1799926757812
2022-12-20,734.22998046875
2022-12-21,747.0900268554688
2022-12-22,742.4000244140625
2022-12-23,751.1199951171875
2022-12-27,750.9600219726562
2022-12-28,748.0800170898438
2022-12-29,758.0700073242188
2022-12-30,758.3599853515625
2023-01-03,751.4199829101562
2023-01-04,755.75
2023-01-05,755.9500122070312
2023-01-06,788.0599975585938
2023-01-09,788.3800048828125
2023-01-10,801.97998046875
2023-01-11,808.6599731445312
2023-01-12,819.530029296875
2023-01-13,830.0
2023-01-17,824.0
2023-01-18,793.3800048828125
2023-01-19,790.22998046875
2023-01-20,797.219970703125
2023-01-23,816.6900024414062
2023-01-24,799.2899780273438
2023-01-25,795.0599975585938
2023-01-26,767.9299926757812
2023-01-27,769.52001953125
2023-01-30,760.5
2023-01-31,777.6799926757812
2023-02-01,780.5999755859375
2023-02-02,780.1599731445312
2023-02-03,778.1300048828125
2023-02-06,778.2999877929688
2023-02-07,791.3499755859375
2023-02-08,782.7899780273438
2023-02-09,767.6099853515625
2023-02-10,764.1900024414062
2023-02-13,773.77001953125
2023-02-14,768.4000244140625
2023-02-15,774.1199951171875
2023-02-16,749.1599731445312
2023-02-17,761.5
2023-02-21,743.7000122070312
2023-02-22,734.6900024414062
2023-02-23,742.6699829101562
2023-02-24,739.5599975585938
2023-02-27,741.280029296875
2023-02-28,733.760009765625
2023-03-01,723.739990234375
2023-03-02,697.8699951171875
2023-03-03,702.0
2023-03-06,702.7100219726562
2023-03-07,681.219970703125
2023-03-08,679.6199951171875
2023-03-09,642.6699829101562
2023-03-10,616.1799926757812
2023-03-13,588.8200073242188
2023-03-14,565.7999877929688
2023-03-15,539.9400024414062
2023-03-16,547.4600219726562
2023-03-17,509.05999755859375
2023-03-20,562.3400268554688
2023-03-21,589.6799926757812
2023-03-22,590.1599731445312
2023-03-23,589.0599975585938
2023-03-24,582.5499877929688
2023-03-27,895.6099853515625
2023-03-28,916.1199951171875
2023-03-29,941.27001953125
2023-03-30,933.7999877929688
2023-03-31,973.0999755859375
2023-04-03,950.7899780273438
2023-04-04,956.4000244140625
2023-04-05,996.8599853515625
2023-04-06,998.8599853515625
2023-04-10,993.72998046875
2023-04-11,983.2000122070312
2023-04-12,976.6500244140625
2023-04-13,989.2899780273438
2023-04-14,976.97998046875
2023-04-17,997.989990234375
2023-04-18,1013.8499755859375
2023-04-19,1063.4000244140625
2023-04-20,1040.0400390625
2023-04-21,1035.6700439453125
2023-04-24,1016.4400024414062
2023-04-25,990.0599975585938
2023-04-26,1001.1900024414062
2023-04-27,999.0999755859375
2023-04-28,1007.1799926757812
2023-05-01,1015.0599975585938
2023-05-02,993.6199951171875
2023-05-03,999.1400146484375
2023-05-04,957.52001953125
2023-05-05,1003.72998046875
2023-05-08,1090.18994140625
2023-05-09,1093.8599853515625
2023-05-10,1175.3499755859375
2023-05-11,1233.8900146484375
2023-05-12,1236.1800537109375
2023-05-15,1265.9599609375
2023-05-16,1261.3299560546875
2023-05-17,1318.7099609375
2023-05-18,1321.1099853515625
2023-05-19,1306.030029296875
2023-05-22,1306.8699951171875
2023-05-23,1298.260009765625
2023-05-24,1292.739990234375
2023-05-25,1268.2900390625
2023-05-26,1273.1500244140625
2023-05-30,1269.1400146484375
2023-05-31,1247.199951171875
2023-06-01,1269.8299560546875
2023-06-02,1298.030029296875
2023-06-05,1256.6600341796875
2023-06-06,1288.7099609375
2023-06-07,1276.6199951171875
2023-06-08,1283.4599609375
