Date,FCNCA
2023-06-09,1284.969970703125
2023-06-12,1268.6300048828125
2023-06-13,1304.9000244140625
2023-06-14,1280.699951171875
2023-06-15,1298.6400146484375
2023-06-16,1282.989990234375
2023-06-20,1275.739990234375
2023-06-21,1252.1700439453125
2023-06-22,1219.530029296875
2023-06-23,1208.3800048828125
2023-06-26,1189.1800537109375
2023-06-27,1183.760009765625
2023-06-28,1225.280029296875
2023-06-29,1273.3599853515625
2023-06-30,1283.449951171875
2023-07-03,1290.6099853515625
2023-07-05,1277.050048828125
2023-07-06,1264.0400390625
2023-07-07,1284.8800048828125
2023-07-10,1286.0
2023-07-11,1280.8599853515625
2023-07-12,1297.239990234375
2023-07-13,1311.4300537109375
2023-07-14,1317.77001953125
2023-07-17,1364.0
2023-07-18,1367.3499755859375
2023-07-19,1374.3699951171875
2023-07-20,1372.3900146484375
2023-07-21,1365.52001953125
2023-07-24,1386.72998046875
2023-07-25,1385.3499755859375
2023-07-26,1414.4599609375
2023-07-27,1420.800048828125
2023-07-28,1429.280029296875
2023-07-31,1431.300048828125
2023-08-01,1424.1500244140625
2023-08-02,1421.3199462890625
2023-08-03,1492.4300537109375
2023-08-04,1470.0400390625
2023-08-07,1512.0699462890625
2023-08-08,1488.5
2023-08-09,1456.5
2023-08-10,1465.02001953125
2023-08-11,1469.6300048828125
2023-08-14,1460.6700439453125
2023-08-15,1429.239990234375
2023-08-16,1403.969970703125
2023-08-17,1392.5999755859375
2023-08-18,1394.5799560546875
2023-08-21,1385.6600341796875
2023-08-22,1355.8699951171875
2023-08-23,1375.4200439453125
2023-08-24,1369.4599609375
2023-08-25,1361.6800537109375
2023-08-28,1365.68994140625
2023-08-29,1392.3699951171875
2023-08-30,1362.9100341796875
2023-08-31,1360.4000244140625
2023-09-01,1369.1500244140625
2023-09-05,1339.1500244140625
2023-09-06,1326.5
2023-09-07,1323.77001953125
2023-09-08,1326.5400390625
2023-09-11,1326.8900146484375
2023-09-12,1352.2099609375
2023-09-13,1344.6800537109375
2023-09-14,1356.239990234375
2023-09-15,1317.8599853515625
2023-09-18,1337.47998046875
2023-09-19,1352.8800048828125
2023-09-20,1377.3900146484375
2023-09-21,1380.0
2023-09-22,1370.1400146484375
2023-09-25,1381.0699462890625
2023-09-26,1349.239990234375
2023-09-27,1368.5899658203125
2023-09-28,1370.5999755859375
2023-09-29,1380.0999755859375
2023-10-02,1335.2900390625
2023-10-03,1290.1300048828125
2023-10-04,1330.97998046875
2023-10-05,1355.4599609375
2023-10-06,1354.0999755859375
2023-10-09,1356.0999755859375
2023-10-10,1385.0
2023-10-11,1390.1300048828125
2023-10-12,1347.97998046875
2023-10-13,1351.280029296875
2023-10-16,1387.739990234375
2023-10-17,1379.3599853515625
2023-10-18,1356.4300537109375
2023-10-19,1355.77001953125
2023-10-20,1308.6600341796875
2023-10-23,1302.47998046875
2023-10-24,1307.75
2023-10-25,1301.6700439453125
2023-10-26,1414.469970703125
2023-10-27,1348.52001953125
2023-10-30,1388.7900390625
2023-10-31,1380.739990234375
2023-11-01,1356.1199951171875
2023-11-02,1390.0
2023-11-03,1434.97998046875
2023-11-06,1428.260009765625
2023-11-07,1408.3299560546875
2023-11-08,1399.27001953125
2023-11-09,1385.3299560546875
2023-11-10,1405.469970703125
2023-11-13,1407.4000244140625
2023-11-14,1427.22998046875
2023-11-15,1478.3299560546875
2023-11-16,1450.800048828125
2023-11-17,1460.1099853515625
2023-11-20,1455.1199951171875
2023-11-21,1435.6700439453125
2023-11-22,1419.3800048828125
2023-11-24,1435.4000244140625
2023-11-27,1449.1099853515625
2023-11-28,1424.3399658203125
2023-11-29,1442.3699951171875
2023-11-30,1467.8900146484375
2023-12-01,1485.7900390625
2023-12-04,1477.1600341796875
2023-12-05,1451.699951171875
2023-12-06,1414.800048828125
2023-12-07,1429.3800048828125
2023-12-08,1446.469970703125
2023-12-11,1423.530029296875
2023-12-12,1440.0
2023-12-13,1476.0899658203125
2023-12-14,1437.47998046875
2023-12-15,1430.72998046875
2023-12-18,1430.2900390625
2023-12-19,1441.3399658203125
2023-12-20,1408.969970703125
2023-12-21,1419.550048828125
2023-12-22,1431.239990234375
2023-12-26,1444.280029296875
2023-12-27,1431.449951171875
2023-12-28,1437.6800537109375
2023-12-29,1418.969970703125
2024-01-02,1438.8499755859375
2024-01-03,1401.31005859375
2024-01-04,1388.3499755859375
2024-01-05,1384.22998046875
2024-01-08,1419.9599609375
2024-01-09,1390.52001953125
2024-01-10,1401.25
2024-01-11,1398.5699462890625
2024-01-12,1393.3800048828125
2024-01-16,1379.68994140625
2024-01-17,1373.9100341796875
2024-01-18,1385.4100341796875
2024-01-19,1409.6800537109375
2024-01-22,1435.800048828125
2024-01-23,1448.8599853515625
2024-01-24,1423.6199951171875
2024-01-25,1412.4100341796875
2024-01-26,1490.1800537109375
2024-01-29,1484.8299560546875
2024-01-30,1536.969970703125
2024-01-31,1510.0
2024-02-01,1485.77001953125
2024-02-02,1519.6500244140625
2024-02-05,1534.4300537109375
2024-02-06,1483.050048828125
2024-02-07,1484.030029296875
2024-02-08,1478.1199951171875
2024-02-09,1494.81005859375
2024-02-12,1492.010009765625
2024-02-13,1479.9000244140625
2024-02-14,1492.93994140625
2024-02-15,1533.9100341796875
2024-02-16,1514.989990234375
2024-02-20,1510.06005859375
2024-02-21,1523.18994140625
2024-02-22,1521.1500244140625
2024-02-23,1534.5999755859375
2024-02-26,1569.0
2024-02-27,1590.1300048828125
2024-02-28,1566.2900390625
2024-02-29,1573.81005859375
2024-03-01,1567.6500244140625
2024-03-04,1561.800048828125
2024-03-05,1601.1500244140625
2024-03-06,1572.06005859375
2024-03-07,1566.81005859375
2024-03-08,1553.5999755859375
2024-03-11,1505.75
2024-03-12,1548.8599853515625
2024-03-13,1549.469970703125
2024-03-14,1531.0
2024-03-15,1542.9000244140625
2024-03-18,1549.43994140625
2024-03-19,1548.0
2024-03-20,1580.8699951171875
2024-03-21,1613.6300048828125
2024-03-22,1600.22998046875
2024-03-25,1603.5400390625
2024-03-26,1599.75
2024-03-27,1616.8800048828125
2024-03-28,1635.0
2024-04-01,1606.8699951171875
2024-04-02,1601.0400390625
2024-04-03,1581.300048828125
2024-04-04,1578.800048828125
2024-04-05,1594.5699462890625
2024-04-08,1632.25
2024-04-09,1605.6600341796875
2024-04-10,1607.6099853515625
2024-04-11,1601.0
2024-04-12,1569.1700439453125
2024-04-15,1537.5999755859375
2024-04-16,1532.510009765625
2024-04-17,1550.0
2024-04-18,1551.9100341796875
2024-04-19,1567.3599853515625
2024-04-22,1622.75
2024-04-23,1622.719970703125
2024-04-24,1639.6300048828125
2024-04-25,1800.3499755859375
2024-04-26,1754.5
2024-04-29,1707.47998046875
2024-04-30,1686.760009765625
2024-05-01,1675.989990234375
2024-05-02,1713.5
2024-05-03,1710.0
2024-05-06,1725.8299560546875
2024-05-07,1712.3299560546875
2024-05-08,1731.9200439453125
2024-05-09,1732.9200439453125
2024-05-10,1736.9000244140625
2024-05-13,1742.8499755859375
2024-05-14,1738.0899658203125
2024-05-15,1721.8399658203125
2024-05-16,1757.2900390625
2024-05-17,1767.5400390625
2024-05-20,1763.449951171875
2024-05-21,1777.4100341796875
2024-05-22,1780.1400146484375
2024-05-23,1748.199951171875
2024-05-24,1781.25
2024-05-28,1778.1500244140625
2024-05-29,1743.77001953125
2024-05-30,1725.0
2024-05-31,1698.4300537109375
2024-06-03,1692.989990234375
2024-06-04,1669.719970703125
2024-06-05,1689.18994140625
2024-06-06,1695.6300048828125
2024-06-07,1688.800048828125
2024-06-10,1670.8399658203125
2024-06-11,1646.489990234375
2024-06-12,1662.300048828125
2024-06-13,1641.489990234375
2024-06-14,1631.8299560546875
2024-06-17,1650.81005859375
2024-06-18,1639.7099609375
2024-06-20,1652.4599609375
2024-06-21,1646.1199951171875
2024-06-24,1640.9300537109375
2024-06-25,1633.8499755859375
2024-06-26,1649.0699462890625
2024-06-27,1679.4599609375
2024-06-28,1683.6099853515625
2024-07-01,1697.56005859375
2024-07-02,1728.199951171875
2024-07-03,1716.0999755859375
2024-07-05,1692.550048828125
2024-07-08,1685.9200439453125
2024-07-09,1720.0899658203125
2024-07-10,1743.18994140625
2024-07-11,1747.3900146484375
2024-07-12,1748.9000244140625
2024-07-15,1775.6700439453125
2024-07-16,1831.0999755859375
2024-07-17,1834.47998046875
2024-07-18,1832.68994140625
2024-07-19,1832.7900390625
2024-07-22,1844.4000244140625
2024-07-23,1873.1099853515625
2024-07-24,1862.27001953125
2024-07-25,2051.050048828125
2024-07-26,2110.449951171875
2024-07-29,2095.840087890625
2024-07-30,2128.510009765625
2024-07-31,2087.68994140625
2024-08-01,2073.39990234375
2024-08-02,1957.6600341796875
2024-08-05,1889.3399658203125
2024-08-06,1901.239990234375
2024-08-07,1920.8599853515625
2024-08-08,1961.489990234375
2024-08-09,1974.1500244140625
2024-08-12,1961.800048828125
2024-08-13,1997.0
2024-08-14,1999.6099853515625
2024-08-15,2048.429931640625
2024-08-16,2048.2900390625
2024-08-19,2023.5
2024-08-20,1999.3499755859375
2024-08-21,1969.75
2024-08-22,1993.6500244140625
2024-08-23,2015.050048828125
2024-08-26,1950.800048828125
2024-08-27,1960.5799560546875
2024-08-28,1978.0899658203125
2024-08-29,1991.969970703125
2024-08-30,2030.699951171875
2024-09-03,2007.8499755859375
2024-09-04,1975.0899658203125
2024-09-05,1952.4200439453125
2024-09-06,1898.0999755859375
2024-09-09,1900.6800537109375
2024-09-10,1825.969970703125
2024-09-11,1819.5999755859375
2024-09-12,1825.449951171875
2024-09-13,1832.6800537109375
2024-09-16,1871.3199462890625
2024-09-17,1915.1400146484375
2024-09-18,1898.949951171875
2024-09-19,1939.5699462890625
2024-09-20,1965.1800537109375
2024-09-23,1955.8900146484375
2024-09-24,1856.9599609375
2024-09-25,1837.489990234375
2024-09-26,1876.6800537109375
2024-09-27,1845.530029296875
2024-09-30,1840.949951171875
2024-10-01,1818.780029296875
2024-10-02,1827.22998046875
2024-10-03,1862.7099609375
2024-10-04,1950.1199951171875
2024-10-07,1945.47998046875
2024-10-08,1939.9000244140625
2024-10-09,1974.8399658203125
2024-10-10,1996.72998046875
2024-10-11,2021.0999755859375
2024-10-14,2035.4300537109375
2024-10-15,2026.5799560546875
2024-10-16,2043.81005859375
2024-10-17,2085.27001953125
2024-10-18,2115.010009765625
2024-10-21,2059.010009765625
2024-10-22,2081.0
2024-10-23,2082.60009765625
2024-10-24,1879.93994140625
2024-10-25,1881.8299560546875
2024-10-28,1926.030029296875
2024-10-29,1941.8599853515625
2024-10-30,1974.0699462890625
2024-10-31,1937.3499755859375
2024-11-01,1926.77001953125
2024-11-04,1905.9599609375
2024-11-05,1921.510009765625
2024-11-06,2272.6201171875
2024-11-07,2172.8701171875
2024-11-08,2165.64990234375
2024-11-11,2193.070068359375
2024-11-12,2175.449951171875
2024-11-13,2163.070068359375
2024-11-14,2152.02001953125
2024-11-15,2200.4599609375
2024-11-18,2194.419921875
2024-11-19,2217.72998046875
2024-11-20,2258.669921875
2024-11-21,2324.22998046875
