Date,CRVL
2022-11-08,147.55999755859375
2022-11-09,147.14999389648438
2022-11-10,154.82000732421875
2022-11-11,151.4600067138672
2022-11-14,151.83999633789062
2022-11-15,152.5
2022-11-16,150.05999755859375
2022-11-17,150.25
2022-11-18,148.6999969482422
2022-11-21,148.7100067138672
2022-11-22,149.33999633789062
2022-11-23,149.55999755859375
2022-11-25,151.36000061035156
2022-11-28,150.2100067138672
2022-11-29,148.7100067138672
2022-11-30,152.97000122070312
2022-12-01,153.7899932861328
2022-12-02,152.88999938964844
2022-12-05,148.27000427246094
2022-12-06,144.92999267578125
2022-12-07,147.58999633789062
2022-12-08,147.94000244140625
2022-12-09,147.05999755859375
2022-12-12,148.77000427246094
2022-12-13,147.72000122070312
2022-12-14,144.75
2022-12-15,140.2100067138672
2022-12-16,138.8000030517578
2022-12-19,138.44000244140625
2022-12-20,138.89999389648438
2022-12-21,141.80999755859375
2022-12-22,145.58999633789062
2022-12-23,143.89999389648438
2022-12-27,147.64999389648438
2022-12-28,143.72000122070312
2022-12-29,145.50999450683594
2022-12-30,145.3300018310547
2023-01-03,146.02999877929688
2023-01-04,143.49000549316406
2023-01-05,141.0
2023-01-06,144.1199951171875
2023-01-09,146.6199951171875
2023-01-10,149.35000610351562
2023-01-11,151.75
2023-01-12,154.41000366210938
2023-01-13,156.42999267578125
2023-01-17,161.60000610351562
2023-01-18,159.4199981689453
2023-01-19,160.0800018310547
2023-01-20,164.67999267578125
2023-01-23,164.67999267578125
2023-01-24,163.6999969482422
2023-01-25,164.77999877929688
2023-01-26,167.97000122070312
2023-01-27,171.52000427246094
2023-01-30,172.75
2023-01-31,178.16000366210938
2023-02-01,183.2899932861328
2023-02-02,189.02000427246094
2023-02-03,185.05999755859375
2023-02-06,181.99000549316406
2023-02-07,187.38999938964844
2023-02-08,181.6699981689453
2023-02-09,180.9499969482422
2023-02-10,179.86000061035156
2023-02-13,182.1300048828125
2023-02-14,180.67999267578125
2023-02-15,183.49000549316406
2023-02-16,181.25999450683594
2023-02-17,184.24000549316406
2023-02-21,180.67999267578125
2023-02-22,182.47999572753906
2023-02-23,181.9600067138672
2023-02-24,184.58999633789062
2023-02-27,180.63999938964844
2023-02-28,180.27999877929688
2023-03-01,183.99000549316406
2023-03-02,181.92999267578125
2023-03-03,184.0
2023-03-06,178.35000610351562
2023-03-07,177.8800048828125
2023-03-08,178.0
2023-03-09,177.42999267578125
2023-03-10,175.72000122070312
2023-03-13,176.88999938964844
2023-03-14,181.8800048828125
2023-03-15,180.86000061035156
2023-03-16,186.5
2023-03-17,186.1300048828125
2023-03-20,189.05999755859375
2023-03-21,188.92999267578125
2023-03-22,185.83999633789062
2023-03-23,183.52999877929688
2023-03-24,186.6999969482422
2023-03-27,190.49000549316406
2023-03-28,190.0
2023-03-29,188.83999633789062
2023-03-30,189.0399932861328
2023-03-31,190.27999877929688
2023-04-03,190.75
2023-04-04,193.0500030517578
2023-04-05,193.17999267578125
2023-04-06,191.50999450683594
2023-04-10,193.85000610351562
2023-04-11,194.57000732421875
2023-04-12,195.4199981689453
2023-04-13,198.22999572753906
2023-04-14,198.1999969482422
2023-04-17,196.13999938964844
2023-04-18,196.32000732421875
2023-04-19,198.08999633789062
2023-04-20,200.60000610351562
2023-04-21,204.1999969482422
2023-04-24,202.88999938964844
2023-04-25,200.8800048828125
2023-04-26,199.10000610351562
2023-04-27,201.74000549316406
2023-04-28,202.02999877929688
2023-05-01,204.72000122070312
2023-05-02,204.86000061035156
2023-05-03,209.32000732421875
2023-05-04,206.42999267578125
2023-05-05,208.94000244140625
2023-05-08,209.13999938964844
2023-05-09,209.3300018310547
2023-05-10,216.60000610351562
2023-05-11,216.89999389648438
2023-05-12,219.1300048828125
2023-05-15,221.0399932861328
2023-05-16,215.88999938964844
2023-05-17,206.9199981689453
2023-05-18,205.49000549316406
2023-05-19,205.3699951171875
2023-05-22,204.0399932861328
2023-05-23,201.97999572753906
2023-05-24,199.77000427246094
2023-05-25,201.64999389648438
2023-05-26,195.80999755859375
2023-05-30,192.4600067138672
2023-05-31,195.44000244140625
2023-06-01,195.1699981689453
2023-06-02,204.50999450683594
2023-06-05,199.5500030517578
2023-06-06,202.8800048828125
2023-06-07,206.11000061035156
2023-06-08,203.8699951171875
2023-06-09,200.3300018310547
2023-06-12,199.2100067138672
2023-06-13,196.3699951171875
2023-06-14,191.6699981689453
2023-06-15,191.63999938964844
2023-06-16,191.91000366210938
2023-06-20,195.8300018310547
2023-06-21,196.5800018310547
2023-06-22,200.4199981689453
2023-06-23,200.24000549316406
2023-06-26,192.3800048828125
2023-06-27,195.25
2023-06-28,193.39999389648438
2023-06-29,194.5800018310547
2023-06-30,193.5
2023-07-03,195.9199981689453
2023-07-05,194.6999969482422
2023-07-06,194.88999938964844
2023-07-07,190.61000061035156
2023-07-10,192.67999267578125
2023-07-11,193.91000366210938
2023-07-12,194.30999755859375
2023-07-13,194.77999877929688
2023-07-14,201.63999938964844
2023-07-17,208.30999755859375
2023-07-18,209.36000061035156
2023-07-19,204.97999572753906
2023-07-20,211.64999389648438
2023-07-21,213.58999633789062
2023-07-24,210.58999633789062
2023-07-25,213.49000549316406
2023-07-26,206.5800018310547
2023-07-27,206.25
2023-07-28,204.1699981689453
2023-07-31,204.55999755859375
2023-08-01,205.36000061035156
2023-08-02,216.6699981689453
2023-08-03,210.8699951171875
2023-08-04,213.52999877929688
2023-08-07,215.4199981689453
2023-08-08,215.33999633789062
2023-08-09,221.0399932861328
2023-08-10,222.25999450683594
2023-08-11,222.0399932861328
2023-08-14,219.77000427246094
2023-08-15,224.77999877929688
2023-08-16,226.41000366210938
2023-08-17,226.58999633789062
2023-08-18,221.4499969482422
2023-08-21,218.91000366210938
2023-08-22,217.2899932861328
2023-08-23,218.89999389648438
2023-08-24,213.33999633789062
2023-08-25,218.64999389648438
2023-08-28,216.25
2023-08-29,216.99000549316406
2023-08-30,218.52000427246094
2023-08-31,216.4499969482422
2023-09-01,207.1699981689453
2023-09-05,203.22999572753906
2023-09-06,206.88999938964844
2023-09-07,204.4600067138672
2023-09-08,203.10000610351562
2023-09-11,201.6699981689453
2023-09-12,198.13999938964844
2023-09-13,197.13999938964844
2023-09-14,198.97000122070312
2023-09-15,199.49000549316406
2023-09-18,199.64999389648438
2023-09-19,196.6300048828125
2023-09-20,198.77000427246094
2023-09-21,191.17999267578125
2023-09-22,190.74000549316406
2023-09-25,191.39999389648438
2023-09-26,191.2100067138672
2023-09-27,195.9199981689453
2023-09-28,198.82000732421875
2023-09-29,196.64999389648438
2023-10-02,198.0
2023-10-03,195.00999450683594
2023-10-04,196.4499969482422
2023-10-05,197.1199951171875
2023-10-06,202.61000061035156
2023-10-09,202.5
2023-10-10,205.1300048828125
2023-10-11,199.22999572753906
2023-10-12,204.9600067138672
2023-10-13,202.8300018310547
2023-10-16,203.57000732421875
2023-10-17,203.7899932861328
2023-10-18,203.64999389648438
2023-10-19,202.5
2023-10-20,198.86000061035156
2023-10-23,196.14999389648438
2023-10-24,194.5
2023-10-25,193.97999572753906
2023-10-26,191.3699951171875
2023-10-27,190.3300018310547
2023-10-30,189.27000427246094
2023-10-31,193.94000244140625
2023-11-01,194.9499969482422
2023-11-02,200.5500030517578
2023-11-03,199.63999938964844
2023-11-06,198.72000122070312
2023-11-07,197.8000030517578
2023-11-08,197.0399932861328
2023-11-09,196.50999450683594
2023-11-10,198.94000244140625
2023-11-13,201.86000061035156
2023-11-14,214.2100067138672
2023-11-15,211.35000610351562
2023-11-16,212.75999450683594
2023-11-17,214.00999450683594
2023-11-20,213.9600067138672
2023-11-21,212.75
2023-11-22,211.8300018310547
2023-11-24,213.8000030517578
2023-11-27,213.7899932861328
2023-11-28,206.86000061035156
2023-11-29,206.86000061035156
2023-11-30,208.86000061035156
2023-12-01,216.0500030517578
2023-12-04,218.57000732421875
2023-12-05,220.89999389648438
2023-12-06,221.10000610351562
2023-12-07,219.32000732421875
2023-12-08,224.4199981689453
2023-12-11,227.22999572753906
2023-12-12,233.7899932861328
2023-12-13,235.74000549316406
2023-12-14,236.35000610351562
2023-12-15,233.63999938964844
2023-12-18,235.41000366210938
2023-12-19,244.17999267578125
2023-12-20,240.1999969482422
2023-12-21,245.64999389648438
2023-12-22,249.33999633789062
2023-12-26,252.3800048828125
2023-12-27,254.35000610351562
2023-12-28,251.22999572753906
2023-12-29,247.2100067138672
2024-01-02,246.07000732421875
2024-01-03,237.66000366210938
2024-01-04,236.3300018310547
2024-01-05,231.66000366210938
2024-01-08,231.0500030517578
2024-01-09,233.25
2024-01-10,234.1300048828125
2024-01-11,233.25
2024-01-12,232.50999450683594
2024-01-16,231.02999877929688
2024-01-17,229.35000610351562
2024-01-18,230.99000549316406
2024-01-19,233.74000549316406
2024-01-22,238.27999877929688
2024-01-23,235.0800018310547
2024-01-24,231.8000030517578
2024-01-25,225.08999633789062
2024-01-26,226.9199981689453
2024-01-29,231.49000549316406
2024-01-30,237.27999877929688
2024-01-31,235.33999633789062
2024-02-01,244.05999755859375
2024-02-02,238.67999267578125
2024-02-05,234.85000610351562
2024-02-06,232.47000122070312
2024-02-07,232.08999633789062
2024-02-08,240.22999572753906
2024-02-09,245.27000427246094
2024-02-12,248.75999450683594
2024-02-13,237.86000061035156
2024-02-14,246.22000122070312
2024-02-15,249.6699981689453
2024-02-16,247.36000061035156
2024-02-20,250.32000732421875
2024-02-21,260.8900146484375
2024-02-22,251.02000427246094
2024-02-23,253.72000122070312
2024-02-26,249.25999450683594
2024-02-27,249.6999969482422
2024-02-28,247.74000549316406
2024-02-29,244.0
2024-03-01,239.07000732421875
2024-03-04,237.9199981689453
2024-03-05,233.16000366210938
2024-03-06,232.9499969482422
2024-03-07,233.6999969482422
2024-03-08,233.02000427246094
2024-03-11,234.00999450683594
2024-03-12,234.25
2024-03-13,236.89999389648438
2024-03-14,247.91000366210938
2024-03-15,247.39999389648438
2024-03-18,245.6999969482422
2024-03-19,249.1699981689453
2024-03-20,252.91000366210938
2024-03-21,259.1600036621094
2024-03-22,259.0799865722656
2024-03-25,255.94000244140625
2024-03-26,256.7200012207031
2024-03-27,258.6099853515625
2024-03-28,262.9599914550781
2024-04-01,256.75
2024-04-02,249.66000366210938
2024-04-03,247.77000427246094
2024-04-04,244.6199951171875
2024-04-05,240.82000732421875
2024-04-08,241.36000061035156
2024-04-09,239.88999938964844
2024-04-10,233.38999938964844
2024-04-11,237.07000732421875
2024-04-12,236.5800018310547
2024-04-15,238.49000549316406
2024-04-16,235.49000549316406
2024-04-17,232.3000030517578
2024-04-18,229.60000610351562
2024-04-19,234.36000061035156
2024-04-22,235.05999755859375
2024-04-23,240.0800018310547
2024-04-24,239.6699981689453
2024-04-25,238.1199951171875
2024-04-26,238.63999938964844
2024-04-29,241.88999938964844
2024-04-30,238.85000610351562
2024-05-01,240.6300048828125
2024-05-02,241.57000732421875
2024-05-03,242.50999450683594
2024-05-06,247.2100067138672
2024-05-07,254.0500030517578
2024-05-08,253.75999450683594
2024-05-09,259.0299987792969
2024-05-10,260.9800109863281
2024-05-13,260.4100036621094
2024-05-14,262.7799987792969
2024-05-15,269.82000732421875
2024-05-16,270.25
2024-05-17,271.6400146484375
2024-05-20,276.6099853515625
2024-05-21,276.5
2024-05-22,280.1199951171875
2024-05-23,275.69000244140625
2024-05-24,276.6000061035156
2024-05-28,253.88999938964844
2024-05-29,244.16000366210938
2024-05-30,240.14999389648438
2024-05-31,239.85000610351562
2024-06-03,239.85000610351562
2024-06-04,239.49000549316406
2024-06-05,239.5500030517578
2024-06-06,239.3000030517578
2024-06-07,234.5
2024-06-10,232.6300048828125
2024-06-11,235.19000244140625
2024-06-12,240.8000030517578
2024-06-13,243.16000366210938
2024-06-14,245.25
2024-06-17,250.0
2024-06-18,249.5399932861328
2024-06-20,244.9199981689453
2024-06-21,244.64999389648438
2024-06-24,248.16000366210938
2024-06-25,251.25999450683594
2024-06-26,251.4600067138672
2024-06-27,251.4199981689453
2024-06-28,254.27000427246094
2024-07-01,252.10000610351562
2024-07-02,258.6700134277344
2024-07-03,255.5
2024-07-05,258.4599914550781
2024-07-08,256.20001220703125
2024-07-09,250.3699951171875
2024-07-10,255.5
2024-07-11,262.29998779296875
2024-07-12,266.7099914550781
2024-07-15,267.70001220703125
2024-07-16,287.8500061035156
2024-07-17,285.0
2024-07-18,281.1700134277344
2024-07-19,284.30999755859375
2024-07-22,285.9200134277344
2024-07-23,295.7799987792969
2024-07-24,299.2799987792969
2024-07-25,302.0799865722656
2024-07-26,307.6300048828125
2024-07-29,307.82000732421875
2024-07-30,319.989990234375
2024-07-31,306.79998779296875
2024-08-01,306.82000732421875
2024-08-02,301.2099914550781
2024-08-05,290.3900146484375
2024-08-06,295.3599853515625
2024-08-07,288.8999938964844
2024-08-08,300.5299987792969
2024-08-09,302.0
2024-08-12,299.9700012207031
2024-08-13,305.2300109863281
2024-08-14,307.7699890136719
2024-08-15,316.80999755859375
2024-08-16,315.7300109863281
2024-08-19,316.7300109863281
2024-08-20,311.9700012207031
2024-08-21,313.82000732421875
2024-08-22,307.8500061035156
2024-08-23,314.57000732421875
2024-08-26,312.5799865722656
2024-08-27,310.29998779296875
2024-08-28,314.6700134277344
2024-08-29,320.0
2024-08-30,320.7300109863281
2024-09-03,309.489990234375
2024-09-04,311.1600036621094
2024-09-05,311.1300048828125
2024-09-06,305.19000244140625
2024-09-09,300.1700134277344
2024-09-10,300.8399963378906
2024-09-11,300.7900085449219
2024-09-12,304.5400085449219
2024-09-13,316.92999267578125
2024-09-16,321.0299987792969
2024-09-17,314.79998779296875
2024-09-18,315.19000244140625
2024-09-19,316.489990234375
2024-09-20,317.29998779296875
2024-09-23,318.0400085449219
2024-09-24,320.3299865722656
2024-09-25,320.79998779296875
2024-09-26,321.1700134277344
2024-09-27,320.3699951171875
2024-09-30,326.8900146484375
2024-10-01,319.6000061035156
2024-10-02,318.30999755859375
2024-10-03,311.79998779296875
2024-10-04,316.6000061035156
2024-10-07,309.510009765625
2024-10-08,312.7900085449219
2024-10-09,311.6099853515625
2024-10-10,307.0199890136719
2024-10-11,314.42999267578125
2024-10-14,320.3500061035156
2024-10-15,317.510009765625
2024-10-16,324.239990234375
2024-10-17,317.8999938964844
2024-10-18,312.7900085449219
2024-10-21,307.25
2024-10-22,304.4599914550781
2024-10-23,304.3299865722656
2024-10-24,304.1000061035156
2024-10-25,304.010009765625
2024-10-28,301.7099914550781
2024-10-29,307.4700012207031
2024-10-30,304.44000244140625
2024-10-31,297.82000732421875
2024-11-01,302.1400146484375
2024-11-04,300.6099853515625
2024-11-05,316.25
2024-11-06,350.9800109863281
2024-11-07,353.1400146484375
2024-11-08,358.989990234375
2024-11-11,362.32000732421875
2024-11-12,359.4800109863281
2024-11-13,355.44000244140625
2024-11-14,346.6700134277344
2024-11-15,344.739990234375
2024-11-18,355.9800109863281
2024-11-19,358.32000732421875
2024-11-20,355.2300109863281
2024-11-21,360.19000244140625
