Date,UPST
2022-02-28,157.99000549316406
2022-03-01,145.39999389648438
2022-03-02,156.93499755859375
2022-03-03,150.05999755859375
2022-03-04,128.27000427246094
2022-03-07,112.5
2022-03-08,112.0
2022-03-09,117.13999938964844
2022-03-10,112.69999694824219
2022-03-11,100.08000183105469
2022-03-14,89.33999633789062
2022-03-15,97.4800033569336
2022-03-16,106.94999694824219
2022-03-17,116.56999969482422
2022-03-18,125.47000122070312
2022-03-21,125.8499984741211
2022-03-22,127.2300033569336
2022-03-23,118.66999816894531
2022-03-24,115.44999694824219
2022-03-25,103.7699966430664
2022-03-28,108.16000366210938
2022-03-29,120.16999816894531
2022-03-30,114.13999938964844
2022-03-31,109.08999633789062
2022-04-01,109.02999877929688
2022-04-04,113.8499984741211
2022-04-05,103.72000122070312
2022-04-06,97.30000305175781
2022-04-07,95.30000305175781
2022-04-08,91.16999816894531
2022-04-11,89.7300033569336
2022-04-12,83.95999908447266
2022-04-13,88.0199966430664
2022-04-14,82.61000061035156
2022-04-18,81.72000122070312
2022-04-19,87.5
2022-04-20,79.62999725341797
2022-04-21,75.30000305175781
2022-04-22,74.93000030517578
2022-04-25,79.58999633789062
2022-04-26,75.48999786376953
2022-04-27,71.83999633789062
2022-04-28,78.0999984741211
2022-04-29,75.0199966430664
2022-05-02,83.5999984741211
2022-05-03,85.45999908447266
2022-05-04,93.56999969482422
2022-05-05,89.04000091552734
2022-05-06,83.88999938964844
2022-05-09,77.12999725341797
2022-05-10,33.61000061035156
2022-05-11,28.0
2022-05-12,32.779998779296875
2022-05-13,38.130001068115234
2022-05-16,37.790000915527344
2022-05-17,46.65999984741211
2022-05-18,48.34000015258789
2022-05-19,51.58000183105469
2022-05-20,44.70000076293945
2022-05-23,41.95000076293945
2022-05-24,37.150001525878906
2022-05-25,40.470001220703125
2022-05-26,43.099998474121094
2022-05-27,50.33000183105469
2022-05-31,50.400001525878906
2022-06-01,45.959999084472656
2022-06-02,51.709999084472656
2022-06-03,48.540000915527344
2022-06-06,46.099998474121094
2022-06-07,45.540000915527344
2022-06-08,43.349998474121094
2022-06-09,39.66999816894531
2022-06-10,37.4900016784668
2022-06-13,33.61000061035156
2022-06-14,34.27000045776367
2022-06-15,34.9900016784668
2022-06-16,32.08000183105469
2022-06-17,35.13999938964844
2022-06-21,38.22999954223633
2022-06-22,36.04999923706055
2022-06-23,38.7400016784668
2022-06-24,40.95000076293945
2022-06-27,38.779998779296875
2022-06-28,35.849998474121094
2022-06-29,32.189998626708984
2022-06-30,31.6200008392334
2022-07-01,32.81999969482422
2022-07-05,35.459999084472656
2022-07-06,33.09000015258789
2022-07-07,33.7400016784668
2022-07-08,27.09000015258789
2022-07-11,27.030000686645508
2022-07-12,26.600000381469727
2022-07-13,25.1299991607666
2022-07-14,24.18000030517578
2022-07-15,25.729999542236328
2022-07-18,26.100000381469727
2022-07-19,28.290000915527344
2022-07-20,28.68000030517578
2022-07-21,28.450000762939453
2022-07-22,26.030000686645508
2022-07-25,24.600000381469727
2022-07-26,22.65999984741211
2022-07-27,24.770000457763672
2022-07-28,24.3700008392334
2022-07-29,24.329999923706055
2022-08-01,23.940000534057617
2022-08-02,25.440000534057617
2022-08-03,29.059999465942383
2022-08-04,28.329999923706055
2022-08-05,29.600000381469727
2022-08-08,32.27000045776367
2022-08-09,28.450000762939453
2022-08-10,33.5
2022-08-11,31.709999084472656
2022-08-12,34.7599983215332
2022-08-15,33.08000183105469
2022-08-16,36.279998779296875
2022-08-17,33.0099983215332
2022-08-18,31.1299991607666
2022-08-19,28.459999084472656
2022-08-22,26.84000015258789
2022-08-23,26.649999618530273
2022-08-24,26.850000381469727
2022-08-25,28.110000610351562
2022-08-26,25.209999084472656
2022-08-29,25.520000457763672
2022-08-30,25.030000686645508
2022-08-31,25.899999618530273
2022-09-01,25.950000762939453
2022-09-02,24.3799991607666
2022-09-06,24.530000686645508
2022-09-07,26.649999618530273
2022-09-08,26.760000228881836
2022-09-09,27.530000686645508
2022-09-12,28.010000228881836
2022-09-13,24.969999313354492
2022-09-14,25.309999465942383
2022-09-15,25.959999084472656
2022-09-16,24.469999313354492
2022-09-19,23.459999084472656
2022-09-20,23.030000686645508
2022-09-21,22.8700008392334
