Date,MKTX
2022-12-15,278.5400085449219
2022-12-16,278.5899963378906
2022-12-19,271.4800109863281
2022-12-20,266.6499938964844
2022-12-21,277.9800109863281
2022-12-22,281.760009765625
2022-12-23,280.8500061035156
2022-12-27,279.8500061035156
2022-12-28,276.45001220703125
2022-12-29,283.3299865722656
2022-12-30,278.8900146484375
2023-01-03,284.8699951171875
2023-01-04,286.7699890136719
2023-01-05,298.2300109863281
2023-01-06,314.0
2023-01-09,319.1000061035156
2023-01-10,321.1199951171875
2023-01-11,327.260009765625
2023-01-12,323.6099853515625
2023-01-13,329.0199890136719
2023-01-17,328.0400085449219
2023-01-18,328.7799987792969
2023-01-19,327.1300048828125
2023-01-20,335.9800109863281
2023-01-23,334.0400085449219
2023-01-24,329.5199890136719
2023-01-25,363.2799987792969
2023-01-26,369.3500061035156
2023-01-27,372.3699951171875
2023-01-30,367.1600036621094
2023-01-31,363.8500061035156
2023-02-01,377.0
2023-02-02,379.94000244140625
2023-02-03,345.8999938964844
2023-02-06,350.7200012207031
2023-02-07,355.8399963378906
2023-02-08,355.0299987792969
2023-02-09,352.30999755859375
2023-02-10,350.19000244140625
2023-02-13,353.8699951171875
2023-02-14,356.0799865722656
2023-02-15,358.5299987792969
2023-02-16,359.5400085449219
2023-02-17,355.1700134277344
2023-02-21,355.25
2023-02-22,351.44000244140625
2023-02-23,347.8599853515625
2023-02-24,346.6199951171875
2023-02-27,342.3699951171875
2023-02-28,341.45001220703125
2023-03-01,347.2699890136719
2023-03-02,354.7799987792969
2023-03-03,369.5199890136719
2023-03-06,366.9200134277344
2023-03-07,359.30999755859375
2023-03-08,359.0899963378906
2023-03-09,353.3500061035156
2023-03-10,346.7300109863281
2023-03-13,364.3299865722656
2023-03-14,371.5199890136719
2023-03-15,379.8699951171875
2023-03-16,388.3500061035156
2023-03-17,389.7699890136719
2023-03-20,386.5899963378906
2023-03-21,384.5
2023-03-22,377.4599914550781
2023-03-23,383.2099914550781
2023-03-24,385.989990234375
2023-03-27,381.0899963378906
2023-03-28,382.5400085449219
2023-03-29,384.5199890136719
2023-03-30,387.8599853515625
2023-03-31,391.2900085449219
2023-04-03,389.1600036621094
2023-04-04,392.2900085449219
2023-04-05,337.739990234375
2023-04-06,343.2900085449219
2023-04-10,335.70001220703125
2023-04-11,338.3699951171875
2023-04-12,337.5899963378906
2023-04-13,340.5
2023-04-14,336.0
2023-04-17,340.19000244140625
2023-04-18,336.8399963378906
2023-04-19,335.80999755859375
2023-04-20,332.70001220703125
2023-04-21,327.010009765625
2023-04-24,320.1700134277344
2023-04-25,315.760009765625
2023-04-26,310.5400085449219
2023-04-27,313.1600036621094
2023-04-28,318.3699951171875
2023-05-01,317.2900085449219
2023-05-02,319.07000732421875
2023-05-03,298.55999755859375
2023-05-04,297.0899963378906
2023-05-05,300.3299865722656
2023-05-08,299.489990234375
2023-05-09,299.7699890136719
2023-05-10,301.17999267578125
2023-05-11,300.25
2023-05-12,299.2300109863281
2023-05-15,293.57000732421875
2023-05-16,291.4599914550781
2023-05-17,289.6600036621094
2023-05-18,288.0299987792969
2023-05-19,284.5899963378906
2023-05-22,286.6000061035156
2023-05-23,278.489990234375
2023-05-24,276.1499938964844
2023-05-25,274.6400146484375
2023-05-26,279.2799987792969
2023-05-30,278.9200134277344
2023-05-31,272.4100036621094
2023-06-01,277.3299865722656
2023-06-02,281.510009765625
2023-06-05,273.8900146484375
2023-06-06,266.3299865722656
2023-06-07,271.55999755859375
2023-06-08,276.42999267578125
2023-06-09,276.6499938964844
2023-06-12,270.30999755859375
2023-06-13,267.9800109863281
2023-06-14,276.1499938964844
2023-06-15,280.2099914550781
2023-06-16,277.1499938964844
2023-06-20,274.4700012207031
2023-06-21,266.8999938964844
2023-06-22,265.44000244140625
2023-06-23,263.0
2023-06-26,262.760009765625
2023-06-27,259.3699951171875
2023-06-28,257.8900146484375
2023-06-29,261.9800109863281
2023-06-30,261.4200134277344
2023-07-03,262.1499938964844
2023-07-05,258.3800048828125
2023-07-06,250.60000610351562
2023-07-07,248.10000610351562
2023-07-10,247.1999969482422
2023-07-11,246.9600067138672
2023-07-12,250.77999877929688
2023-07-13,252.1300048828125
2023-07-14,250.5399932861328
2023-07-17,255.3000030517578
2023-07-18,256.95001220703125
2023-07-19,261.1400146484375
2023-07-20,266.8999938964844
2023-07-21,270.6099853515625
2023-07-24,271.30999755859375
2023-07-25,269.44000244140625
2023-07-26,274.3800048828125
2023-07-27,269.5
2023-07-28,270.9700012207031
2023-07-31,269.2200012207031
2023-08-01,262.6000061035156
2023-08-02,261.29998779296875
2023-08-03,248.69000244140625
2023-08-04,242.85000610351562
2023-08-07,244.3800048828125
2023-08-08,237.02999877929688
2023-08-09,238.5800018310547
2023-08-10,236.6300048828125
2023-08-11,234.25
2023-08-14,236.99000549316406
2023-08-15,232.57000732421875
2023-08-16,245.3300018310547
2023-08-17,249.17999267578125
2023-08-18,248.1999969482422
2023-08-21,250.33999633789062
2023-08-22,249.32000732421875
2023-08-23,250.42999267578125
2023-08-24,245.3000030517578
2023-08-25,244.5500030517578
2023-08-28,245.8800048828125
2023-08-29,246.35000610351562
2023-08-30,243.27000427246094
2023-08-31,240.92999267578125
2023-09-01,238.83999633789062
2023-09-05,242.02000427246094
2023-09-06,228.86000061035156
2023-09-07,227.2899932861328
2023-09-08,226.6300048828125
2023-09-11,224.77000427246094
2023-09-12,222.05999755859375
2023-09-13,220.4600067138672
2023-09-14,229.0399932861328
2023-09-15,224.6300048828125
2023-09-18,227.1199951171875
2023-09-19,224.14999389648438
2023-09-20,223.27000427246094
2023-09-21,215.02000427246094
2023-09-22,215.97000122070312
2023-09-25,211.2899932861328
2023-09-26,205.6999969482422
2023-09-27,201.77999877929688
2023-09-28,209.42999267578125
2023-09-29,213.63999938964844
2023-10-02,209.9499969482422
2023-10-03,204.75999450683594
2023-10-04,213.27999877929688
2023-10-05,225.61000061035156
2023-10-06,238.72999572753906
2023-10-09,237.2100067138672
2023-10-10,233.6699981689453
2023-10-11,236.58999633789062
2023-10-12,240.4499969482422
2023-10-13,238.77999877929688
2023-10-16,242.0399932861328
2023-10-17,240.6999969482422
2023-10-18,236.44000244140625
2023-10-19,234.8300018310547
2023-10-20,235.3800048828125
2023-10-23,235.2899932861328
2023-10-24,235.9199981689453
2023-10-25,214.0800018310547
2023-10-26,212.60000610351562
2023-10-27,206.00999450683594
2023-10-30,214.14999389648438
2023-10-31,213.75
2023-11-01,217.24000549316406
2023-11-02,221.39999389648438
2023-11-03,220.07000732421875
2023-11-06,220.10000610351562
2023-11-07,216.52999877929688
2023-11-08,223.00999450683594
2023-11-09,226.86000061035156
2023-11-10,222.94000244140625
2023-11-13,221.5
2023-11-14,228.1699981689453
2023-11-15,227.5500030517578
2023-11-16,226.6999969482422
2023-11-17,228.17999267578125
2023-11-20,228.5500030517578
2023-11-21,233.74000549316406
2023-11-22,234.22000122070312
2023-11-24,231.39999389648438
2023-11-27,230.27999877929688
2023-11-28,230.99000549316406
2023-11-29,237.08999633789062
2023-11-30,240.1199951171875
2023-12-01,240.1699981689453
2023-12-04,238.55999755859375
2023-12-05,251.27000427246094
2023-12-06,262.04998779296875
2023-12-07,260.8800048828125
2023-12-08,261.67999267578125
2023-12-11,263.2699890136719
2023-12-12,263.7699890136719
2023-12-13,271.1300048828125
2023-12-14,284.1600036621094
2023-12-15,279.20001220703125
2023-12-18,281.95001220703125
2023-12-19,281.8999938964844
2023-12-20,278.44000244140625
2023-12-21,285.67999267578125
2023-12-22,288.19000244140625
2023-12-26,291.6000061035156
2023-12-27,295.8299865722656
2023-12-28,296.4200134277344
2023-12-29,292.8500061035156
2024-01-02,286.45001220703125
2024-01-03,278.9700012207031
2024-01-04,275.3900146484375
2024-01-05,276.1700134277344
2024-01-08,277.4800109863281
2024-01-09,272.3800048828125
2024-01-10,272.0
2024-01-11,270.2200012207031
2024-01-12,268.9800109863281
2024-01-16,269.0
2024-01-17,264.6000061035156
2024-01-18,264.7200012207031
2024-01-19,265.92999267578125
2024-01-22,266.3699951171875
2024-01-23,272.4200134277344
2024-01-24,274.8900146484375
2024-01-25,273.3699951171875
2024-01-26,276.5
2024-01-29,278.3599853515625
2024-01-30,274.3299865722656
2024-01-31,225.50999450683594
2024-02-01,218.9600067138672
2024-02-02,224.7100067138672
2024-02-05,221.2899932861328
2024-02-06,221.25999450683594
2024-02-07,226.41000366210938
2024-02-08,224.19000244140625
2024-02-09,223.32000732421875
2024-02-12,226.69000244140625
2024-02-13,219.35000610351562
2024-02-14,216.2100067138672
2024-02-15,220.5
2024-02-16,219.0399932861328
2024-02-20,213.97999572753906
2024-02-21,215.0
2024-02-22,213.5500030517578
2024-02-23,214.9199981689453
2024-02-26,213.9199981689453
2024-02-27,213.97000122070312
2024-02-28,212.58999633789062
2024-02-29,213.41000366210938
2024-03-01,218.13999938964844
2024-03-04,214.77000427246094
2024-03-05,211.2899932861328
2024-03-06,207.77000427246094
2024-03-07,209.0800018310547
2024-03-08,215.1199951171875
2024-03-11,223.17999267578125
2024-03-12,222.67999267578125
2024-03-13,224.94000244140625
2024-03-14,216.6300048828125
2024-03-15,218.4499969482422
2024-03-18,219.47000122070312
2024-03-19,218.52000427246094
2024-03-20,216.7100067138672
2024-03-21,223.80999755859375
2024-03-22,221.6999969482422
2024-03-25,219.6199951171875
2024-03-26,214.52000427246094
2024-03-27,217.75
2024-03-28,219.25
2024-04-01,216.55999755859375
2024-04-02,214.36000061035156
2024-04-03,214.94000244140625
2024-04-04,224.7899932861328
2024-04-05,225.38999938964844
2024-04-08,224.32000732421875
2024-04-09,226.5
2024-04-10,222.19000244140625
2024-04-11,217.77999877929688
2024-04-12,213.0
2024-04-15,204.94000244140625
2024-04-16,202.77000427246094
2024-04-17,201.92999267578125
2024-04-18,203.14999389648438
2024-04-19,204.00999450683594
2024-04-22,204.42999267578125
2024-04-23,204.77000427246094
2024-04-24,204.22000122070312
2024-04-25,201.5800018310547
2024-04-26,201.7899932861328
2024-04-29,204.10000610351562
2024-04-30,200.08999633789062
2024-05-01,206.24000549316406
2024-05-02,209.1199951171875
2024-05-03,203.82000732421875
2024-05-06,205.8000030517578
2024-05-07,200.88999938964844
2024-05-08,202.2100067138672
2024-05-09,204.82000732421875
2024-05-10,206.11000061035156
2024-05-13,205.92999267578125
2024-05-14,204.4199981689453
2024-05-15,216.91000366210938
2024-05-16,216.60000610351562
2024-05-17,214.7100067138672
2024-05-20,215.7100067138672
2024-05-21,217.55999755859375
2024-05-22,219.41000366210938
2024-05-23,214.49000549316406
2024-05-24,216.88999938964844
2024-05-28,206.35000610351562
2024-05-29,200.41000366210938
2024-05-30,197.67999267578125
2024-05-31,198.92999267578125
2024-06-03,199.0
2024-06-04,199.5
2024-06-05,196.4199981689453
2024-06-06,205.97000122070312
2024-06-07,198.75999450683594
2024-06-10,197.0800018310547
2024-06-11,195.47999572753906
2024-06-12,201.11000061035156
2024-06-13,199.30999755859375
2024-06-14,200.22000122070312
2024-06-17,199.36000061035156
2024-06-18,195.61000061035156
2024-06-20,199.08999633789062
2024-06-21,194.41000366210938
2024-06-24,196.2899932861328
2024-06-25,194.0500030517578
2024-06-26,196.10000610351562
2024-06-27,199.67999267578125
2024-06-28,200.52999877929688
2024-07-01,193.38999938964844
2024-07-02,193.8000030517578
2024-07-03,201.00999450683594
2024-07-05,204.64999389648438
2024-07-08,204.39999389648438
2024-07-09,204.39999389648438
2024-07-10,206.94000244140625
2024-07-11,213.92999267578125
2024-07-12,212.85000610351562
2024-07-15,219.63999938964844
2024-07-16,221.63999938964844
2024-07-17,224.61000061035156
2024-07-18,221.2899932861328
2024-07-19,219.16000366210938
2024-07-22,222.5800018310547
2024-07-23,221.25
2024-07-24,218.0399932861328
2024-07-25,220.86000061035156
2024-07-26,225.6300048828125
2024-07-29,223.22999572753906
2024-07-30,224.02000427246094
2024-07-31,223.52999877929688
2024-08-01,221.22000122070312
2024-08-02,234.6300048828125
2024-08-05,222.89999389648438
2024-08-06,234.5800018310547
2024-08-07,229.3300018310547
2024-08-08,231.88999938964844
2024-08-09,236.05999755859375
2024-08-12,234.9499969482422
2024-08-13,241.0399932861328
2024-08-14,240.9499969482422
2024-08-15,233.89999389648438
2024-08-16,234.0
2024-08-19,235.1999969482422
2024-08-20,231.19000244140625
2024-08-21,232.6199951171875
2024-08-22,235.52000427246094
2024-08-23,235.82000732421875
2024-08-26,236.77000427246094
2024-08-27,235.60000610351562
2024-08-28,237.6199951171875
2024-08-29,246.02999877929688
2024-08-30,242.38999938964844
2024-09-03,241.14999389648438
2024-09-04,241.86000061035156
2024-09-05,258.0199890136719
2024-09-06,256.8500061035156
2024-09-09,257.79998779296875
2024-09-10,257.95001220703125
2024-09-11,255.41000366210938
2024-09-12,256.4100036621094
2024-09-13,257.1300048828125
2024-09-16,259.0
2024-09-17,258.3800048828125
2024-09-18,259.8299865722656
2024-09-19,259.3299865722656
2024-09-20,257.2699890136719
2024-09-23,257.489990234375
2024-09-24,260.95001220703125
2024-09-25,254.3800048828125
2024-09-26,254.19000244140625
2024-09-27,254.83999633789062
2024-09-30,256.20001220703125
2024-10-01,255.85000610351562
2024-10-02,254.9199981689453
2024-10-03,273.94000244140625
2024-10-04,273.6499938964844
2024-10-07,273.760009765625
2024-10-08,275.8900146484375
2024-10-09,275.4100036621094
2024-10-10,276.42999267578125
2024-10-11,278.1000061035156
2024-10-14,284.5
2024-10-15,288.260009765625
2024-10-16,292.4599914550781
2024-10-17,290.7799987792969
2024-10-18,288.8299865722656
2024-10-21,287.1000061035156
2024-10-22,290.2300109863281
2024-10-23,288.8900146484375
2024-10-24,290.2900085449219
2024-10-25,286.45001220703125
2024-10-28,288.7900085449219
2024-10-29,292.3299865722656
2024-10-30,293.6099853515625
2024-10-31,289.4200134277344
2024-11-01,287.3999938964844
2024-11-04,287.6000061035156
2024-11-05,279.1499938964844
2024-11-06,274.8699951171875
2024-11-07,274.4100036621094
2024-11-08,274.67999267578125
2024-11-11,274.239990234375
2024-11-12,271.6300048828125
2024-11-13,267.1300048828125
2024-11-14,264.9800109863281
2024-11-15,261.6499938964844
2024-11-18,267.3299865722656
2024-11-19,267.80999755859375
2024-11-20,265.44000244140625
2024-11-21,260.30999755859375
