Date,UBSI
2022-02-28,36.619998931884766
2022-03-01,34.70000076293945
2022-03-02,35.83000183105469
2022-03-03,35.849998474121094
2022-03-04,34.900001525878906
2022-03-07,33.970001220703125
2022-03-08,33.72999954223633
2022-03-09,34.63999938964844
2022-03-10,34.959999084472656
2022-03-11,35.65999984741211
2022-03-14,35.900001525878906
2022-03-15,35.72999954223633
2022-03-16,36.34000015258789
2022-03-17,35.7400016784668
2022-03-18,35.29999923706055
2022-03-21,35.20000076293945
2022-03-22,35.5
2022-03-23,34.4900016784668
2022-03-24,34.93000030517578
2022-03-25,35.70000076293945
2022-03-28,35.83000183105469
2022-03-29,36.22999954223633
2022-03-30,35.36000061035156
2022-03-31,34.880001068115234
2022-04-01,35.040000915527344
2022-04-04,34.52000045776367
2022-04-05,34.18000030517578
2022-04-06,33.75
2022-04-07,33.650001525878906
2022-04-08,33.619998931884766
2022-04-11,33.86000061035156
2022-04-12,33.68000030517578
2022-04-13,34.380001068115234
2022-04-14,34.16999816894531
2022-04-18,34.150001525878906
2022-04-19,34.88999938964844
2022-04-20,35.36000061035156
2022-04-21,34.79999923706055
2022-04-22,33.95000076293945
2022-04-25,34.41999816894531
2022-04-26,33.900001525878906
2022-04-27,33.81999969482422
2022-04-28,33.90999984741211
2022-04-29,33.2599983215332
2022-05-02,33.86000061035156
2022-05-03,34.779998779296875
2022-05-04,35.540000915527344
2022-05-05,35.02000045776367
2022-05-06,34.619998931884766
2022-05-09,34.95000076293945
2022-05-10,34.4900016784668
2022-05-11,34.099998474121094
2022-05-12,34.540000915527344
2022-05-13,34.599998474121094
2022-05-16,34.650001525878906
2022-05-17,35.650001525878906
2022-05-18,35.61000061035156
2022-05-19,34.95000076293945
2022-05-20,35.36000061035156
2022-05-23,36.369998931884766
2022-05-24,36.5
2022-05-25,36.56999969482422
2022-05-26,36.939998626708984
2022-05-27,37.36000061035156
2022-05-31,37.560001373291016
2022-06-01,37.08000183105469
2022-06-02,37.529998779296875
2022-06-03,36.88999938964844
2022-06-06,37.20000076293945
2022-06-07,37.56999969482422
2022-06-08,36.7599983215332
2022-06-09,35.40999984741211
2022-06-10,34.939998626708984
2022-06-13,34.88999938964844
2022-06-14,34.90999984741211
2022-06-15,34.959999084472656
2022-06-16,33.7400016784668
2022-06-17,34.099998474121094
2022-06-21,34.95000076293945
2022-06-22,35.18000030517578
2022-06-23,34.75
2022-06-24,35.599998474121094
2022-06-27,35.540000915527344
2022-06-28,35.349998474121094
2022-06-29,35.209999084472656
2022-06-30,35.06999969482422
2022-07-01,35.630001068115234
2022-07-05,35.630001068115234
2022-07-06,35.470001220703125
2022-07-07,35.59000015258789
2022-07-08,35.63999938964844
2022-07-11,35.45000076293945
2022-07-12,35.349998474121094
2022-07-13,34.5099983215332
2022-07-14,34.16999816894531
2022-07-15,35.43000030517578
2022-07-18,35.34000015258789
2022-07-19,36.439998626708984
2022-07-20,36.63999938964844
2022-07-21,36.34000015258789
2022-07-22,36.209999084472656
2022-07-25,36.91999816894531
2022-07-26,37.65999984741211
2022-07-27,38.22999954223633
2022-07-28,38.25
2022-07-29,38.7400016784668
2022-08-01,39.310001373291016
2022-08-02,38.5099983215332
2022-08-03,38.630001068115234
2022-08-04,38.33000183105469
2022-08-05,38.400001525878906
2022-08-08,38.11000061035156
2022-08-09,38.43000030517578
2022-08-10,39.06999969482422
2022-08-11,39.41999816894531
2022-08-12,40.0
2022-08-15,39.9900016784668
2022-08-16,40.68000030517578
2022-08-17,40.220001220703125
2022-08-18,40.220001220703125
2022-08-19,39.93000030517578
2022-08-22,39.220001220703125
2022-08-23,38.779998779296875
2022-08-24,38.349998474121094
2022-08-25,38.9900016784668
2022-08-26,38.13999938964844
2022-08-29,37.619998931884766
2022-08-30,37.560001373291016
2022-08-31,37.099998474121094
2022-09-01,36.68000030517578
2022-09-02,36.41999816894531
2022-09-06,35.52000045776367
2022-09-07,35.959999084472656
2022-09-08,35.9900016784668
2022-09-09,36.689998626708984
2022-09-12,37.040000915527344
2022-09-13,36.06999969482422
2022-09-14,36.16999816894531
2022-09-15,36.77000045776367
2022-09-16,36.810001373291016
2022-09-19,37.779998779296875
2022-09-20,37.84000015258789
2022-09-21,37.290000915527344
2022-09-22,36.939998626708984
2022-09-23,36.560001373291016
2022-09-26,36.5099983215332
2022-09-27,35.779998779296875
2022-09-28,36.560001373291016
2022-09-29,35.88999938964844
2022-09-30,35.75
2022-10-03,36.400001525878906
2022-10-04,38.0
2022-10-05,37.84000015258789
2022-10-06,38.04999923706055
2022-10-07,37.09000015258789
2022-10-10,36.91999816894531
2022-10-11,37.13999938964844
2022-10-12,36.86000061035156
2022-10-13,38.540000915527344
2022-10-14,37.970001220703125
2022-10-17,38.779998779296875
