Date,CIGI
2022-02-28,137.33999633789062
2022-03-01,131.1699981689453
2022-03-02,131.14999389648438
2022-03-03,128.27999877929688
2022-03-04,124.41999816894531
2022-03-07,121.5
2022-03-08,119.2699966430664
2022-03-09,125.76000213623047
2022-03-10,124.37000274658203
2022-03-11,125.0999984741211
2022-03-14,123.5999984741211
2022-03-15,123.0999984741211
2022-03-16,130.30999755859375
2022-03-17,131.3000030517578
2022-03-18,130.19000244140625
2022-03-21,129.4199981689453
2022-03-22,133.3800048828125
2022-03-23,130.24000549316406
2022-03-24,128.86000061035156
2022-03-25,128.85000610351562
2022-03-28,128.5399932861328
2022-03-29,132.07000732421875
2022-03-30,130.08999633789062
2022-03-31,130.39999389648438
2022-04-01,130.66000366210938
2022-04-04,132.16000366210938
2022-04-05,129.72000122070312
2022-04-06,125.44000244140625
2022-04-07,123.2699966430664
2022-04-08,123.08000183105469
2022-04-11,123.76000213623047
2022-04-12,123.37999725341797
2022-04-13,126.04000091552734
2022-04-14,122.30999755859375
2022-04-18,121.83999633789062
2022-04-19,124.33999633789062
2022-04-20,125.54000091552734
2022-04-21,122.9000015258789
2022-04-22,119.1500015258789
2022-04-25,119.88999938964844
2022-04-26,116.08999633789062
2022-04-27,113.16999816894531
2022-04-28,114.0
2022-04-29,110.25
2022-05-02,106.04000091552734
2022-05-03,108.80999755859375
2022-05-04,113.5
2022-05-05,111.27999877929688
2022-05-06,109.62999725341797
2022-05-09,105.11000061035156
2022-05-10,108.36000061035156
2022-05-11,106.08999633789062
2022-05-12,106.44000244140625
2022-05-13,111.69000244140625
2022-05-16,112.11000061035156
2022-05-17,113.9000015258789
2022-05-18,109.77999877929688
2022-05-19,111.41999816894531
2022-05-20,112.11000061035156
2022-05-23,113.5999984741211
2022-05-24,110.58999633789062
2022-05-25,110.72000122070312
2022-05-26,114.37000274658203
2022-05-27,117.62999725341797
2022-05-31,121.75
2022-06-01,115.66999816894531
2022-06-02,118.30999755859375
2022-06-03,117.51000213623047
2022-06-06,117.80999755859375
2022-06-07,119.18000030517578
2022-06-08,117.52999877929688
2022-06-09,112.76000213623047
2022-06-10,109.30999755859375
2022-06-13,104.08000183105469
2022-06-14,102.48999786376953
2022-06-15,103.41999816894531
2022-06-16,97.83000183105469
2022-06-17,101.81999969482422
2022-06-21,104.3499984741211
2022-06-22,105.20999908447266
2022-06-23,108.13999938964844
2022-06-24,109.37999725341797
2022-06-27,108.2699966430664
2022-06-28,108.55000305175781
2022-06-29,107.95999908447266
2022-06-30,109.70999908447266
2022-07-01,112.41999816894531
2022-07-05,112.16999816894531
2022-07-06,110.7300033569336
2022-07-07,115.29000091552734
2022-07-08,114.5999984741211
2022-07-11,111.61000061035156
2022-07-12,114.41000366210938
2022-07-13,114.66999816894531
2022-07-14,109.55999755859375
2022-07-15,112.93000030517578
2022-07-18,117.0
2022-07-19,119.55000305175781
2022-07-20,120.55999755859375
2022-07-21,122.08000183105469
2022-07-22,121.5999984741211
2022-07-25,122.12000274658203
2022-07-26,122.08999633789062
2022-07-27,124.16999816894531
2022-07-28,124.5199966430664
2022-07-29,124.97000122070312
2022-08-01,123.55000305175781
2022-08-02,122.95999908447266
2022-08-03,125.75
2022-08-04,122.48999786376953
2022-08-05,122.36000061035156
2022-08-08,123.52999877929688
2022-08-09,119.75
2022-08-10,123.94999694824219
2022-08-11,127.66999816894531
2022-08-12,132.83999633789062
2022-08-15,130.25
2022-08-16,131.1699981689453
2022-08-17,129.82000732421875
2022-08-18,129.82000732421875
2022-08-19,126.0
2022-08-22,122.22000122070312
2022-08-23,122.0
2022-08-24,123.11000061035156
2022-08-25,126.16000366210938
2022-08-26,121.12000274658203
2022-08-29,120.08999633789062
2022-08-30,118.52999877929688
2022-08-31,116.80000305175781
2022-09-01,114.48999786376953
2022-09-02,114.08999633789062
2022-09-06,111.0999984741211
2022-09-07,114.48999786376953
2022-09-08,115.2699966430664
2022-09-09,118.13999938964844
2022-09-12,119.5999984741211
2022-09-13,114.79000091552734
2022-09-14,113.81999969482422
2022-09-15,113.0999984741211
2022-09-16,111.2300033569336
2022-09-19,111.95999908447266
2022-09-20,108.9000015258789
2022-09-21,106.79000091552734
2022-09-22,102.72000122070312
2022-09-23,99.30999755859375
2022-09-26,95.47000122070312
2022-09-27,92.86000061035156
2022-09-28,95.19999694824219
2022-09-29,90.55000305175781
2022-09-30,91.66000366210938
2022-10-03,94.2699966430664
2022-10-04,101.80000305175781
2022-10-05,97.52999877929688
2022-10-06,93.3499984741211
2022-10-07,90.48999786376953
2022-10-10,90.26000213623047
2022-10-11,91.02999877929688
2022-10-12,92.27999877929688
2022-10-13,93.77999877929688
2022-10-14,92.13999938964844
2022-10-17,95.70999908447266
2022-10-18,96.68000030517578
2022-10-19,94.36000061035156
2022-10-20,94.13999938964844
2022-10-21,95.51000213623047
2022-10-24,95.76000213623047
2022-10-25,98.31999969482422
2022-10-26,99.66000366210938
2022-10-27,95.87999725341797
2022-10-28,96.2699966430664
2022-10-31,93.94000244140625
2022-11-01,90.48999786376953
2022-11-02,86.06999969482422
2022-11-03,86.5
2022-11-04,87.36000061035156
2022-11-07,87.5
2022-11-08,90.44999694824219
2022-11-09,90.27999877929688
2022-11-10,96.30000305175781
2022-11-11,101.05000305175781
2022-11-14,95.30999755859375
2022-11-15,95.44000244140625
2022-11-16,94.31999969482422
2022-11-17,92.77999877929688
2022-11-18,91.91000366210938
2022-11-21,92.62999725341797
2022-11-22,93.52999877929688
2022-11-23,94.19999694824219
2022-11-25,94.69999694824219
2022-11-28,91.9800033569336
2022-11-29,91.66000366210938
2022-11-30,94.66999816894531
2022-12-01,96.52999877929688
2022-12-02,96.19999694824219
2022-12-05,93.18000030517578
2022-12-06,90.08999633789062
2022-12-07,92.45999908447266
2022-12-08,92.44000244140625
2022-12-09,90.29000091552734
2022-12-12,92.56999969482422
2022-12-13,92.69999694824219
2022-12-14,91.9000015258789
2022-12-15,88.80000305175781
2022-12-16,89.19000244140625
2022-12-19,87.9800033569336
2022-12-20,87.93000030517578
2022-12-21,90.30999755859375
2022-12-22,89.0
2022-12-23,90.11000061035156
2022-12-27,90.19999694824219
2022-12-28,88.61000061035156
2022-12-29,92.12999725341797
2022-12-30,92.04000091552734
2023-01-03,92.56999969482422
2023-01-04,94.3499984741211
2023-01-05,91.3499984741211
2023-01-06,94.19000244140625
2023-01-09,95.41000366210938
2023-01-10,95.91000366210938
2023-01-11,98.16999816894531
2023-01-12,99.51000213623047
2023-01-13,99.3499984741211
2023-01-17,100.5199966430664
2023-01-18,100.83999633789062
2023-01-19,99.2300033569336
2023-01-20,100.5999984741211
2023-01-23,103.87000274658203
2023-01-24,103.12999725341797
2023-01-25,102.56999969482422
2023-01-26,103.08000183105469
2023-01-27,105.06999969482422
2023-01-30,103.5999984741211
2023-01-31,107.26000213623047
2023-02-01,108.56999969482422
2023-02-02,112.87000274658203
2023-02-03,111.58000183105469
2023-02-06,109.97000122070312
2023-02-07,111.9000015258789
2023-02-08,110.19000244140625
2023-02-09,117.38999938964844
2023-02-10,115.08000183105469
2023-02-13,118.0
2023-02-14,118.0199966430664
2023-02-15,119.55000305175781
2023-02-16,118.51000213623047
2023-02-17,118.33999633789062
2023-02-21,115.9800033569336
2023-02-22,115.01000213623047
2023-02-23,115.31999969482422
2023-02-24,115.55999755859375
2023-02-27,116.61000061035156
2023-02-28,115.81999969482422
2023-03-01,113.94999694824219
2023-03-02,112.54000091552734
2023-03-03,113.51000213623047
2023-03-06,112.79000091552734
2023-03-07,112.56999969482422
2023-03-08,113.62000274658203
2023-03-09,112.87000274658203
2023-03-10,108.55999755859375
2023-03-13,106.95999908447266
2023-03-14,111.5
2023-03-15,105.61000061035156
2023-03-16,107.55000305175781
2023-03-17,103.33000183105469
2023-03-20,103.08999633789062
2023-03-21,104.41000366210938
2023-03-22,102.47000122070312
2023-03-23,103.33999633789062
2023-03-24,101.44999694824219
2023-03-27,103.29000091552734
2023-03-28,101.62999725341797
2023-03-29,103.37999725341797
2023-03-30,105.05999755859375
2023-03-31,105.55000305175781
2023-04-03,104.02999877929688
2023-04-04,101.55999755859375
2023-04-05,101.0999984741211
2023-04-06,102.52999877929688
2023-04-10,98.91000366210938
2023-04-11,98.68000030517578
2023-04-12,98.81999969482422
2023-04-13,100.36000061035156
2023-04-14,101.3499984741211
2023-04-17,103.30999755859375
2023-04-18,103.52999877929688
2023-04-19,102.5
2023-04-20,102.66999816894531
2023-04-21,102.69000244140625
2023-04-24,101.7699966430664
2023-04-25,101.12000274658203
2023-04-26,100.63999938964844
2023-04-27,105.05000305175781
2023-04-28,106.5
2023-05-01,105.29000091552734
2023-05-02,94.44999694824219
2023-05-03,92.19000244140625
2023-05-04,90.16000366210938
2023-05-05,90.81999969482422
2023-05-08,92.8499984741211
2023-05-09,91.77999877929688
2023-05-10,91.9000015258789
2023-05-11,92.69999694824219
2023-05-12,91.58000183105469
2023-05-15,91.83999633789062
2023-05-16,91.22000122070312
2023-05-17,93.69999694824219
2023-05-18,94.95999908447266
2023-05-19,95.12999725341797
2023-05-22,95.69999694824219
2023-05-23,94.56999969482422
2023-05-24,91.95999908447266
2023-05-25,93.66999816894531
2023-05-26,94.33999633789062
2023-05-30,93.16000366210938
2023-05-31,93.0
2023-06-01,93.02999877929688
2023-06-02,96.41999816894531
2023-06-05,96.3499984741211
2023-06-06,98.36000061035156
2023-06-07,101.19999694824219
2023-06-08,100.87999725341797
2023-06-09,100.79000091552734
2023-06-12,99.13999938964844
