Date,LOPE
2022-02-28,86.83000183105469
2022-03-01,88.19000244140625
2022-03-02,88.30000305175781
2022-03-03,87.41000366210938
2022-03-04,88.55000305175781
2022-03-07,89.2699966430664
2022-03-08,90.86000061035156
2022-03-09,92.70999908447266
2022-03-10,92.94999694824219
2022-03-11,91.55000305175781
2022-03-14,92.16000366210938
2022-03-15,92.62000274658203
2022-03-16,93.9000015258789
2022-03-17,95.04000091552734
2022-03-18,97.63999938964844
2022-03-21,97.33000183105469
2022-03-22,95.81999969482422
2022-03-23,95.0199966430664
2022-03-24,96.8499984741211
2022-03-25,97.54000091552734
2022-03-28,97.12000274658203
2022-03-29,97.3499984741211
2022-03-30,97.47000122070312
2022-03-31,97.11000061035156
2022-04-01,99.05999755859375
2022-04-04,97.05000305175781
2022-04-05,97.8499984741211
2022-04-06,97.93000030517578
2022-04-07,99.16999816894531
2022-04-08,99.62000274658203
2022-04-11,98.93000030517578
2022-04-12,99.36000061035156
2022-04-13,99.83000183105469
2022-04-14,101.27999877929688
2022-04-18,100.23999786376953
2022-04-19,100.76000213623047
2022-04-20,101.4800033569336
2022-04-21,100.70999908447266
2022-04-22,99.18000030517578
2022-04-25,101.25
2022-04-26,99.08000183105469
2022-04-27,99.27999877929688
2022-04-28,98.55000305175781
2022-04-29,95.97000122070312
2022-05-02,96.31999969482422
2022-05-03,94.51000213623047
2022-05-04,95.04000091552734
2022-05-05,98.19000244140625
2022-05-06,94.51000213623047
2022-05-09,91.72000122070312
2022-05-10,89.63999938964844
2022-05-11,88.5999984741211
2022-05-12,87.37000274658203
2022-05-13,87.30999755859375
2022-05-16,87.9000015258789
2022-05-17,88.75
2022-05-18,87.7699966430664
2022-05-19,88.05000305175781
2022-05-20,88.44000244140625
2022-05-23,88.91000366210938
2022-05-24,87.94999694824219
2022-05-25,88.95999908447266
2022-05-26,89.11000061035156
2022-05-27,90.41999816894531
2022-05-31,89.16999816894531
2022-06-01,88.12000274658203
2022-06-02,88.93000030517578
2022-06-03,88.33999633789062
2022-06-06,89.0199966430664
2022-06-07,90.87000274658203
2022-06-08,90.94000244140625
2022-06-09,90.01000213623047
2022-06-10,88.79000091552734
2022-06-13,85.58999633789062
2022-06-14,86.87000274658203
2022-06-15,86.88999938964844
2022-06-16,84.20999908447266
2022-06-17,87.83999633789062
2022-06-21,88.56999969482422
2022-06-22,88.36000061035156
2022-06-23,90.58999633789062
2022-06-24,96.8499984741211
2022-06-27,96.19000244140625
2022-06-28,94.98999786376953
2022-06-29,94.88999938964844
2022-06-30,94.19000244140625
2022-07-01,95.37000274658203
2022-07-05,93.44999694824219
2022-07-06,92.26000213623047
2022-07-07,90.33000183105469
2022-07-08,90.8499984741211
2022-07-11,88.63999938964844
2022-07-12,87.6500015258789
2022-07-13,86.88999938964844
2022-07-14,86.3499984741211
2022-07-15,88.36000061035156
2022-07-18,89.0199966430664
2022-07-19,91.33000183105469
2022-07-20,92.29000091552734
2022-07-21,93.68000030517578
2022-07-22,93.91000366210938
2022-07-25,94.69000244140625
2022-07-26,95.4000015258789
2022-07-27,96.94999694824219
2022-07-28,96.37999725341797
2022-07-29,96.06999969482422
2022-08-01,96.19000244140625
2022-08-02,96.12000274658203
2022-08-03,96.41999816894531
2022-08-04,94.86000061035156
2022-08-05,84.66999816894531
2022-08-08,83.05999755859375
2022-08-09,82.94000244140625
2022-08-10,83.02999877929688
2022-08-11,83.2300033569336
2022-08-12,84.19999694824219
2022-08-15,84.94999694824219
2022-08-16,85.23999786376953
2022-08-17,84.6500015258789
2022-08-18,85.0
2022-08-19,85.88999938964844
2022-08-22,85.2300033569336
2022-08-23,83.94000244140625
2022-08-24,84.45999908447266
2022-08-25,86.0199966430664
2022-08-26,84.33999633789062
