Date,IONS
2022-02-28,33.380001068115234
2022-03-01,34.08000183105469
2022-03-02,33.150001525878906
2022-03-03,33.2400016784668
2022-03-04,32.29999923706055
2022-03-07,32.16999816894531
2022-03-08,32.349998474121094
2022-03-09,33.33000183105469
2022-03-10,33.16999816894531
2022-03-11,32.189998626708984
2022-03-14,32.68000030517578
2022-03-15,32.70000076293945
2022-03-16,33.97999954223633
2022-03-17,34.7599983215332
2022-03-18,35.25
2022-03-21,34.91999816894531
2022-03-22,36.279998779296875
2022-03-23,35.66999816894531
2022-03-24,36.91999816894531
2022-03-25,36.66999816894531
2022-03-28,35.880001068115234
2022-03-29,36.47999954223633
2022-03-30,35.689998626708984
2022-03-31,37.040000915527344
2022-04-01,38.900001525878906
2022-04-04,38.72999954223633
2022-04-05,38.27000045776367
2022-04-06,38.75
2022-04-07,39.33000183105469
2022-04-08,40.119998931884766
2022-04-11,39.61000061035156
2022-04-12,39.630001068115234
2022-04-13,40.63999938964844
2022-04-14,40.970001220703125
2022-04-18,41.0099983215332
2022-04-19,40.959999084472656
2022-04-20,43.0
2022-04-21,43.0
2022-04-22,41.72999954223633
2022-04-25,42.34000015258789
2022-04-26,40.119998931884766
2022-04-27,39.86000061035156
2022-04-28,39.54999923706055
2022-04-29,36.7599983215332
2022-05-02,38.369998931884766
2022-05-03,38.5
2022-05-04,39.58000183105469
2022-05-05,38.04999923706055
2022-05-06,36.29999923706055
2022-05-09,31.709999084472656
2022-05-10,34.150001525878906
2022-05-11,33.029998779296875
2022-05-12,35.119998931884766
2022-05-13,36.08000183105469
2022-05-16,36.599998474121094
2022-05-17,38.75
2022-05-18,38.38999938964844
2022-05-19,39.130001068115234
2022-05-20,39.4900016784668
2022-05-23,39.470001220703125
2022-05-24,37.11000061035156
2022-05-25,36.86000061035156
2022-05-26,36.650001525878906
2022-05-27,37.630001068115234
2022-05-31,36.52000045776367
2022-06-01,35.90999984741211
2022-06-02,35.86000061035156
2022-06-03,36.150001525878906
2022-06-06,34.02000045776367
2022-06-07,35.029998779296875
2022-06-08,35.0
2022-06-09,34.93000030517578
2022-06-10,34.7599983215332
2022-06-13,33.5
2022-06-14,33.5099983215332
2022-06-15,34.66999816894531
2022-06-16,33.72999954223633
2022-06-17,35.2599983215332
2022-06-21,37.40999984741211
2022-06-22,37.2400016784668
2022-06-23,39.02000045776367
2022-06-24,39.25
2022-06-27,39.34000015258789
2022-06-28,37.970001220703125
2022-06-29,37.560001373291016
2022-06-30,37.02000045776367
2022-07-01,38.060001373291016
2022-07-05,37.849998474121094
2022-07-06,36.810001373291016
2022-07-07,36.77000045776367
2022-07-08,37.150001525878906
2022-07-11,36.540000915527344
2022-07-12,37.0
2022-07-13,37.650001525878906
2022-07-14,37.11000061035156
2022-07-15,39.310001373291016
2022-07-18,38.7400016784668
2022-07-19,39.279998779296875
2022-07-20,39.0099983215332
2022-07-21,39.0
2022-07-22,38.099998474121094
2022-07-25,38.31999969482422
2022-07-26,38.04999923706055
2022-07-27,38.63999938964844
2022-07-28,38.9900016784668
2022-07-29,37.560001373291016
2022-08-01,37.4900016784668
2022-08-02,37.18000030517578
2022-08-03,41.02000045776367
2022-08-04,43.290000915527344
2022-08-05,45.70000076293945
2022-08-08,45.709999084472656
2022-08-09,44.2599983215332
2022-08-10,46.11000061035156
2022-08-11,43.439998626708984
2022-08-12,44.099998474121094
2022-08-15,44.40999984741211
2022-08-16,44.31999969482422
2022-08-17,43.880001068115234
2022-08-18,44.040000915527344
2022-08-19,44.0
2022-08-22,44.02000045776367
2022-08-23,43.86000061035156
2022-08-24,44.75
2022-08-25,43.95000076293945
2022-08-26,42.349998474121094
2022-08-29,42.0
2022-08-30,41.83000183105469
2022-08-31,42.52000045776367
2022-09-01,43.459999084472656
2022-09-02,43.2400016784668
2022-09-06,41.650001525878906
2022-09-07,43.45000076293945
2022-09-08,44.27000045776367
2022-09-09,46.84000015258789
2022-09-12,48.65999984741211
2022-09-13,46.25
2022-09-14,47.40999984741211
2022-09-15,47.4900016784668
2022-09-16,46.33000183105469
2022-09-19,46.7400016784668
2022-09-20,46.5
2022-09-21,45.06999969482422
2022-09-22,44.970001220703125
2022-09-23,43.22999954223633
2022-09-26,41.75
2022-09-27,42.27000045776367
2022-09-28,44.41999816894531
2022-09-29,44.279998779296875
2022-09-30,44.22999954223633
2022-10-03,44.9900016784668
2022-10-04,46.189998626708984
2022-10-05,45.97999954223633
2022-10-06,45.599998474121094
2022-10-07,45.93000030517578
2022-10-10,45.099998474121094
2022-10-11,45.560001373291016
2022-10-12,46.02000045776367
2022-10-13,45.66999816894531
2022-10-14,46.36000061035156
2022-10-17,46.52000045776367
2022-10-18,46.20000076293945
2022-10-19,44.470001220703125
2022-10-20,44.83000183105469
2022-10-21,44.95000076293945
2022-10-24,44.75
2022-10-25,44.31999969482422
2022-10-26,44.349998474121094
2022-10-27,43.5099983215332
2022-10-28,44.61000061035156
2022-10-31,44.20000076293945
2022-11-01,44.83000183105469
2022-11-02,44.68000030517578
2022-11-03,44.4900016784668
2022-11-04,41.54999923706055
2022-11-07,41.61000061035156
2022-11-08,42.25
2022-11-09,43.060001373291016
2022-11-10,45.470001220703125
2022-11-11,43.25
2022-11-14,44.040000915527344
2022-11-15,43.52000045776367
2022-11-16,42.689998626708984
2022-11-17,43.040000915527344
2022-11-18,43.09000015258789
2022-11-21,42.459999084472656
2022-11-22,42.20000076293945
2022-11-23,41.25
2022-11-25,41.560001373291016
2022-11-28,40.33000183105469
2022-11-29,38.7599983215332
2022-11-30,40.790000915527344
2022-12-01,40.20000076293945
2022-12-02,40.31999969482422
2022-12-05,38.97999954223633
2022-12-06,38.029998779296875
2022-12-07,38.20000076293945
2022-12-08,38.0
2022-12-09,37.5
2022-12-12,38.2599983215332
2022-12-13,38.130001068115234
2022-12-14,38.29999923706055
2022-12-15,38.20000076293945
2022-12-16,38.65999984741211
2022-12-19,37.959999084472656
2022-12-20,38.91999816894531
2022-12-21,38.81999969482422
2022-12-22,38.72999954223633
2022-12-23,38.15999984741211
2022-12-27,37.15999984741211
2022-12-28,37.119998931884766
2022-12-29,37.349998474121094
2022-12-30,37.77000045776367
2023-01-03,37.58000183105469
2023-01-04,39.25
2023-01-05,40.119998931884766
2023-01-06,40.52000045776367
2023-01-09,37.25
2023-01-10,38.310001373291016
2023-01-11,37.95000076293945
2023-01-12,39.029998779296875
2023-01-13,39.849998474121094
2023-01-17,39.79999923706055
2023-01-18,39.81999969482422
2023-01-19,40.58000183105469
2023-01-20,40.7599983215332
2023-01-23,39.41999816894531
2023-01-24,40.06999969482422
2023-01-25,39.75
2023-01-26,39.380001068115234
2023-01-27,40.02000045776367
2023-01-30,39.2400016784668
2023-01-31,39.869998931884766
2023-02-01,40.029998779296875
2023-02-02,41.20000076293945
2023-02-03,40.91999816894531
2023-02-06,40.5
2023-02-07,40.970001220703125
2023-02-08,39.31999969482422
2023-02-09,39.36000061035156
2023-02-10,39.0
2023-02-13,39.66999816894531
2023-02-14,39.209999084472656
2023-02-15,38.58000183105469
2023-02-16,38.11000061035156
2023-02-17,38.599998474121094
2023-02-21,38.22999954223633
2023-02-22,36.79999923706055
2023-02-23,36.689998626708984
2023-02-24,35.689998626708984
2023-02-27,36.209999084472656
2023-02-28,35.900001525878906
2023-03-01,35.95000076293945
2023-03-02,35.810001373291016
2023-03-03,36.599998474121094
