Date,LBRDK
2022-02-28,146.6999969482422
2022-03-01,144.10000610351562
2022-03-02,138.2899932861328
2022-03-03,137.77000427246094
2022-03-04,135.8300018310547
2022-03-07,135.6999969482422
2022-03-08,134.94000244140625
2022-03-09,137.41000366210938
2022-03-10,138.66000366210938
2022-03-11,138.25999450683594
2022-03-14,137.72999572753906
2022-03-15,139.16000366210938
2022-03-16,140.32000732421875
2022-03-17,141.9499969482422
2022-03-18,141.22999572753906
2022-03-21,140.27999877929688
2022-03-22,142.27999877929688
2022-03-23,139.27000427246094
2022-03-24,138.72000122070312
2022-03-25,137.77999877929688
2022-03-28,138.8800048828125
2022-03-29,141.1300048828125
2022-03-30,141.05999755859375
2022-03-31,135.32000732421875
2022-04-01,138.8300018310547
2022-04-04,139.1999969482422
2022-04-05,138.6300048828125
2022-04-06,139.61000061035156
2022-04-07,137.5800018310547
2022-04-08,139.00999450683594
2022-04-11,139.72999572753906
2022-04-12,137.3300018310547
2022-04-13,140.0
2022-04-14,138.0399932861328
2022-04-18,133.50999450683594
2022-04-19,139.47999572753906
2022-04-20,135.22999572753906
2022-04-21,131.39999389648438
2022-04-22,129.0
2022-04-25,128.16000366210938
2022-04-26,123.2699966430664
2022-04-27,122.52999877929688
2022-04-28,118.9000015258789
2022-04-29,111.81999969482422
2022-05-02,112.87999725341797
2022-05-03,109.48999786376953
2022-05-04,112.44999694824219
2022-05-05,113.51000213623047
2022-05-06,114.56999969482422
2022-05-09,114.76000213623047
2022-05-10,114.80999755859375
2022-05-11,111.94999694824219
2022-05-12,115.62000274658203
2022-05-13,117.25
2022-05-16,116.12999725341797
2022-05-17,118.52999877929688
2022-05-18,117.04000091552734
2022-05-19,118.01000213623047
2022-05-20,118.45999908447266
2022-05-23,118.5999984741211
2022-05-24,119.43000030517578
2022-05-25,120.33999633789062
2022-05-26,124.1500015258789
2022-05-27,125.66000366210938
2022-05-31,125.16999816894531
2022-06-01,122.43000030517578
2022-06-02,124.2300033569336
2022-06-03,122.19000244140625
2022-06-06,122.08999633789062
2022-06-07,122.08000183105469
2022-06-08,122.3499984741211
2022-06-09,120.91000366210938
2022-06-10,118.6500015258789
2022-06-13,114.06999969482422
2022-06-14,113.58999633789062
2022-06-15,112.83999633789062
2022-06-16,103.43000030517578
2022-06-17,109.44000244140625
2022-06-21,108.88999938964844
2022-06-22,111.43000030517578
2022-06-23,112.37000274658203
2022-06-24,115.2699966430664
2022-06-27,115.44999694824219
2022-06-28,113.54000091552734
2022-06-29,114.70999908447266
2022-06-30,115.63999938964844
2022-07-01,119.19000244140625
2022-07-05,119.19999694824219
2022-07-06,118.11000061035156
2022-07-07,116.33999633789062
2022-07-08,116.63999938964844
2022-07-11,112.95999908447266
2022-07-12,116.58999633789062
2022-07-13,116.38999938964844
2022-07-14,116.19999694824219
2022-07-15,118.45999908447266
2022-07-18,118.20999908447266
2022-07-19,120.56999969482422
2022-07-20,121.62000274658203
2022-07-21,124.1500015258789
2022-07-22,123.31999969482422
2022-07-25,121.44999694824219
2022-07-26,121.43000030517578
2022-07-27,121.5
2022-07-28,109.68000030517578
2022-07-29,108.93000030517578
2022-08-01,108.2300033569336
2022-08-02,109.48999786376953
2022-08-03,112.26000213623047
2022-08-04,113.76000213623047
2022-08-05,115.79000091552734
2022-08-08,116.86000061035156
2022-08-09,114.58999633789062
2022-08-10,116.13999938964844
2022-08-11,116.37000274658203
2022-08-12,118.9800033569336
2022-08-15,120.16000366210938
2022-08-16,120.31999969482422
2022-08-17,115.77999877929688
2022-08-18,114.68000030517578
2022-08-19,114.43000030517578
2022-08-22,110.27999877929688
2022-08-23,108.58999633789062
2022-08-24,107.2300033569336
2022-08-25,108.8499984741211
2022-08-26,104.83000183105469
2022-08-29,102.72000122070312
2022-08-30,101.36000061035156
2022-08-31,101.69999694824219
2022-09-01,103.20999908447266
2022-09-02,99.7300033569336
2022-09-06,96.48999786376953
2022-09-07,98.0
2022-09-08,96.18000030517578
2022-09-09,98.93000030517578
2022-09-12,99.41000366210938
2022-09-13,95.08000183105469
2022-09-14,94.19000244140625
2022-09-15,91.70999908447266
2022-09-16,91.33000183105469
2022-09-19,90.55999755859375
2022-09-20,88.94000244140625
2022-09-21,86.91000366210938
2022-09-22,82.5
2022-09-23,80.43000030517578
2022-09-26,76.22000122070312
2022-09-27,75.94999694824219
2022-09-28,78.41000366210938
2022-09-29,76.22000122070312
2022-09-30,73.80000305175781
2022-10-03,77.83000183105469
2022-10-04,79.56999969482422
2022-10-05,79.08999633789062
2022-10-06,78.41999816894531
2022-10-07,75.87999725341797
2022-10-10,76.37000274658203
2022-10-11,74.30000305175781
2022-10-12,73.44999694824219
2022-10-13,77.08000183105469
2022-10-14,75.76000213623047
2022-10-17,77.26000213623047
2022-10-18,76.80999755859375
2022-10-19,75.11000061035156
2022-10-20,75.30999755859375
2022-10-21,75.06999969482422
2022-10-24,77.0
2022-10-25,79.41000366210938
2022-10-26,79.0999984741211
2022-10-27,81.33000183105469
2022-10-28,84.5999984741211
2022-10-31,84.43000030517578
2022-11-01,83.5
2022-11-02,80.94999694824219
2022-11-03,79.66999816894531
2022-11-04,80.63999938964844
2022-11-07,81.05000305175781
2022-11-08,80.91000366210938
2022-11-09,79.91999816894531
2022-11-10,85.91999816894531
2022-11-11,90.87999725341797
2022-11-14,89.37999725341797
2022-11-15,90.55999755859375
2022-11-16,89.63999938964844
2022-11-17,88.12999725341797
2022-11-18,86.26000213623047
2022-11-21,85.87999725341797
2022-11-22,89.4000015258789
2022-11-23,90.0199966430664
2022-11-25,90.3499984741211
2022-11-28,88.87999725341797
2022-11-29,89.43000030517578
2022-11-30,90.86000061035156
2022-12-01,90.41000366210938
2022-12-02,90.58000183105469
2022-12-05,89.38999938964844
2022-12-06,85.5
2022-12-07,86.4800033569336
2022-12-08,86.2699966430664
2022-12-09,88.1500015258789
2022-12-12,89.55999755859375
2022-12-13,90.97000122070312
2022-12-14,77.02999877929688
2022-12-15,72.91000366210938
2022-12-16,69.62000274658203
2022-12-19,69.55999755859375
2022-12-20,70.0999984741211
2022-12-21,72.48999786376953
2022-12-22,73.0199966430664
2022-12-23,74.87999725341797
2022-12-27,74.30000305175781
2022-12-28,74.47000122070312
