Date,PDD
2022-02-28,51.86000061035156
2022-03-01,50.97999954223633
2022-03-02,48.77000045776367
2022-03-03,45.220001220703125
2022-03-04,41.27000045776367
2022-03-07,38.61000061035156
2022-03-08,40.02000045776367
2022-03-09,43.34000015258789
2022-03-10,35.7599983215332
2022-03-11,32.130001068115234
2022-03-14,25.530000686645508
2022-03-15,27.309999465942383
2022-03-16,42.619998931884766
2022-03-17,39.369998931884766
2022-03-18,42.599998474121094
2022-03-21,39.9900016784668
2022-03-22,47.529998779296875
2022-03-23,49.400001525878906
2022-03-24,44.939998626708984
2022-03-25,44.2400016784668
2022-03-28,43.66999816894531
2022-03-29,44.29999923706055
2022-03-30,43.7599983215332
2022-03-31,40.11000061035156
2022-04-01,42.650001525878906
2022-04-04,49.29999923706055
2022-04-05,46.81999969482422
2022-04-06,45.290000915527344
2022-04-07,42.369998931884766
2022-04-08,42.599998474121094
2022-04-11,42.220001220703125
2022-04-12,41.470001220703125
2022-04-13,43.90999984741211
2022-04-14,40.029998779296875
2022-04-18,40.0099983215332
2022-04-19,39.79999923706055
2022-04-20,37.310001373291016
2022-04-21,34.75
2022-04-22,34.72999954223633
2022-04-25,35.599998474121094
2022-04-26,34.84000015258789
2022-04-27,37.41999816894531
2022-04-28,37.95000076293945
2022-04-29,43.09000015258789
2022-05-02,44.65999984741211
2022-05-03,43.90999984741211
2022-05-04,45.349998474121094
2022-05-05,40.279998779296875
2022-05-06,38.189998626708984
2022-05-09,34.95000076293945
2022-05-10,35.560001373291016
2022-05-11,33.84000015258789
2022-05-12,34.22999954223633
2022-05-13,37.720001220703125
2022-05-16,37.84000015258789
2022-05-17,40.15999984741211
2022-05-18,38.59000015258789
2022-05-19,42.04999923706055
2022-05-20,40.900001525878906
2022-05-23,40.45000076293945
2022-05-24,36.959999084472656
2022-05-25,38.310001373291016
2022-05-26,41.93000030517578
2022-05-27,48.29999923706055
2022-05-31,50.349998474121094
2022-06-01,49.0
2022-06-02,52.66999816894531
2022-06-03,50.900001525878906
2022-06-06,53.75
2022-06-07,59.189998626708984
2022-06-08,64.94999694824219
2022-06-09,58.70000076293945
2022-06-10,59.95000076293945
2022-06-13,54.40999984741211
2022-06-14,60.91999816894531
2022-06-15,60.189998626708984
2022-06-16,58.7599983215332
2022-06-17,59.0
2022-06-21,63.04999923706055
2022-06-22,60.36000061035156
2022-06-23,64.2300033569336
2022-06-24,65.95999908447266
2022-06-27,64.73999786376953
2022-06-28,62.959999084472656
2022-06-29,63.06999969482422
2022-06-30,61.79999923706055
2022-07-01,64.81999969482422
2022-07-05,66.62000274658203
2022-07-06,61.689998626708984
2022-07-07,62.22999954223633
2022-07-08,60.79999923706055
2022-07-11,54.70000076293945
2022-07-12,56.209999084472656
2022-07-13,56.349998474121094
2022-07-14,54.70000076293945
2022-07-15,54.709999084472656
2022-07-18,55.119998931884766
2022-07-19,54.95000076293945
2022-07-20,53.43000030517578
2022-07-21,55.79999923706055
2022-07-22,54.380001068115234
2022-07-25,56.209999084472656
2022-07-26,55.15999984741211
2022-07-27,54.9900016784668
2022-07-28,50.90999984741211
2022-07-29,49.0099983215332
2022-08-01,47.689998626708984
2022-08-02,48.97999954223633
2022-08-03,49.650001525878906
2022-08-04,51.2599983215332
2022-08-05,50.25
2022-08-08,47.66999816894531
2022-08-09,47.33000183105469
2022-08-10,47.2599983215332
2022-08-11,49.619998931884766
2022-08-12,48.79999923706055
2022-08-15,51.130001068115234
2022-08-16,49.34000015258789
2022-08-17,47.5099983215332
2022-08-18,46.83000183105469
2022-08-19,45.7599983215332
2022-08-22,47.93000030517578
2022-08-23,50.5099983215332
2022-08-24,53.209999084472656
2022-08-25,59.83000183105469
2022-08-26,57.56999969482422
2022-08-29,66.04000091552734
2022-08-30,66.5
2022-08-31,71.30000305175781
2022-09-01,71.41999816894531
2022-09-02,72.19000244140625
2022-09-06,66.62000274658203
2022-09-07,68.41000366210938
2022-09-08,68.19000244140625
2022-09-09,69.76000213623047
2022-09-12,71.55999755859375
2022-09-13,67.81999969482422
2022-09-14,69.87000274658203
2022-09-15,68.44000244140625
2022-09-16,65.66999816894531
2022-09-19,65.79000091552734
2022-09-20,66.0999984741211
2022-09-21,62.4900016784668
2022-09-22,63.459999084472656
2022-09-23,60.04999923706055
2022-09-26,60.65999984741211
2022-09-27,60.9900016784668
2022-09-28,62.97999954223633
2022-09-29,60.77000045776367
2022-09-30,62.58000183105469
2022-10-03,62.650001525878906
2022-10-04,66.47000122070312
2022-10-05,66.16999816894531
2022-10-06,65.26000213623047
2022-10-07,63.560001373291016
2022-10-10,58.2599983215332
2022-10-11,55.709999084472656
2022-10-12,55.939998626708984
2022-10-13,55.369998931884766
2022-10-14,52.91999816894531
2022-10-17,55.47999954223633
2022-10-18,58.369998931884766
2022-10-19,54.4900016784668
2022-10-20,55.88999938964844
2022-10-21,58.970001220703125
2022-10-24,44.459999084472656
2022-10-25,47.529998779296875
2022-10-26,53.09000015258789
2022-10-27,53.11000061035156
2022-10-28,52.95000076293945
2022-10-31,54.83000183105469
2022-11-01,53.88999938964844
2022-11-02,53.61000061035156
2022-11-03,56.970001220703125
2022-11-04,61.88999938964844
2022-11-07,61.720001220703125
2022-11-08,62.91999816894531
2022-11-09,59.15999984741211
2022-11-10,64.05000305175781
2022-11-11,65.18000030517578
