Date,DSGX
2022-02-28,71.26000213623047
2022-03-01,70.68000030517578
2022-03-02,71.75
2022-03-03,68.01000213623047
2022-03-04,69.05999755859375
2022-03-07,70.27999877929688
2022-03-08,71.19999694824219
2022-03-09,73.56999969482422
2022-03-10,73.44999694824219
2022-03-11,70.70999908447266
2022-03-14,71.41999816894531
2022-03-15,71.06999969482422
2022-03-16,76.26000213623047
2022-03-17,75.16000366210938
2022-03-18,77.27999877929688
2022-03-21,76.51000213623047
2022-03-22,78.77999877929688
2022-03-23,76.73999786376953
2022-03-24,76.26000213623047
2022-03-25,74.05000305175781
2022-03-28,75.44999694824219
2022-03-29,76.30999755859375
2022-03-30,74.80000305175781
2022-03-31,73.26000213623047
2022-04-01,72.80000305175781
2022-04-04,74.83999633789062
2022-04-05,74.77999877929688
2022-04-06,71.0199966430664
2022-04-07,70.16000366210938
2022-04-08,67.93000030517578
2022-04-11,65.38999938964844
2022-04-12,63.959999084472656
2022-04-13,64.12999725341797
2022-04-14,61.189998626708984
2022-04-18,60.189998626708984
2022-04-19,62.52000045776367
2022-04-20,63.27000045776367
2022-04-21,63.060001373291016
2022-04-22,62.59000015258789
2022-04-25,64.04000091552734
2022-04-26,62.0
2022-04-27,62.290000915527344
2022-04-28,63.38999938964844
2022-04-29,62.150001525878906
2022-05-02,62.15999984741211
2022-05-03,62.90999984741211
2022-05-04,63.650001525878906
2022-05-05,58.91999816894531
2022-05-06,57.849998474121094
2022-05-09,56.79999923706055
2022-05-10,57.290000915527344
2022-05-11,57.25
2022-05-12,57.099998474121094
2022-05-13,59.959999084472656
2022-05-16,60.0099983215332
2022-05-17,60.52000045776367
2022-05-18,59.4900016784668
2022-05-19,60.119998931884766
2022-05-20,60.849998474121094
2022-05-23,61.209999084472656
2022-05-24,59.38999938964844
2022-05-25,59.13999938964844
2022-05-26,60.09000015258789
2022-05-27,60.560001373291016
2022-05-31,59.349998474121094
2022-06-01,60.95000076293945
2022-06-02,63.22999954223633
2022-06-03,62.869998931884766
2022-06-06,64.01000213623047
2022-06-07,64.1500015258789
2022-06-08,64.0199966430664
2022-06-09,62.47999954223633
2022-06-10,61.540000915527344
2022-06-13,60.27000045776367
2022-06-14,59.0099983215332
2022-06-15,60.68000030517578
2022-06-16,59.150001525878906
2022-06-17,59.90999984741211
2022-06-21,60.970001220703125
2022-06-22,60.849998474121094
2022-06-23,63.939998626708984
2022-06-24,65.66000366210938
2022-06-27,61.959999084472656
2022-06-28,62.43000030517578
2022-06-29,62.09000015258789
2022-06-30,62.060001373291016
2022-07-01,63.130001068115234
2022-07-05,65.02999877929688
2022-07-06,64.31999969482422
2022-07-07,66.31999969482422
2022-07-08,66.02999877929688
2022-07-11,63.880001068115234
2022-07-12,62.529998779296875
2022-07-13,62.20000076293945
2022-07-14,63.2599983215332
2022-07-15,64.41999816894531
2022-07-18,65.3499984741211
2022-07-19,66.83999633789062
2022-07-20,67.9000015258789
2022-07-21,69.16999816894531
2022-07-22,68.19000244140625
2022-07-25,65.5999984741211
2022-07-26,65.16999816894531
2022-07-27,67.12000274658203
2022-07-28,67.81999969482422
2022-07-29,69.04000091552734
2022-08-01,69.9800033569336
2022-08-02,68.2699966430664
2022-08-03,70.61000061035156
2022-08-04,71.61000061035156
2022-08-05,71.43000030517578
2022-08-08,72.56999969482422
2022-08-09,71.37000274658203
2022-08-10,71.76000213623047
2022-08-11,70.66000366210938
2022-08-12,71.7699966430664
2022-08-15,71.44999694824219
2022-08-16,72.91999816894531
2022-08-17,71.76000213623047
2022-08-18,72.02999877929688
2022-08-19,70.6500015258789
2022-08-22,70.11000061035156
2022-08-23,70.75
2022-08-24,70.4800033569336
2022-08-25,71.3499984741211
2022-08-26,69.18000030517578
2022-08-29,69.26000213623047
2022-08-30,69.37000274658203
2022-08-31,70.4000015258789
2022-09-01,68.44999694824219
2022-09-02,68.75
2022-09-06,68.08999633789062
2022-09-07,69.23999786376953
2022-09-08,67.45999908447266
2022-09-09,68.83999633789062
2022-09-12,69.4000015258789
2022-09-13,68.2699966430664
2022-09-14,69.62999725341797
2022-09-15,68.95999908447266
2022-09-16,65.87999725341797
2022-09-19,67.13999938964844
2022-09-20,66.19000244140625
2022-09-21,66.51000213623047
2022-09-22,62.650001525878906
2022-09-23,62.220001220703125
2022-09-26,63.27000045776367
2022-09-27,64.30000305175781
2022-09-28,65.2300033569336
2022-09-29,64.22000122070312
2022-09-30,63.529998779296875
2022-10-03,65.80000305175781
2022-10-04,70.02999877929688
2022-10-05,70.16000366210938
2022-10-06,70.16000366210938
2022-10-07,68.75
2022-10-10,66.95999908447266
2022-10-11,66.08000183105469
2022-10-12,66.88999938964844
2022-10-13,66.98999786376953
2022-10-14,65.12000274658203
2022-10-17,68.36000061035156
2022-10-18,66.83999633789062
2022-10-19,64.69999694824219
2022-10-20,64.41000366210938
2022-10-21,66.31999969482422
2022-10-24,66.37000274658203
2022-10-25,67.30000305175781
2022-10-26,67.86000061035156
2022-10-27,67.22000122070312
2022-10-28,68.4800033569336
2022-10-31,69.06999969482422
2022-11-01,68.52999877929688
2022-11-02,67.33999633789062
2022-11-03,66.80999755859375
2022-11-04,64.88999938964844
2022-11-07,66.12000274658203
2022-11-08,66.79000091552734
2022-11-09,66.36000061035156
2022-11-10,71.45999908447266
2022-11-11,72.37999725341797
2022-11-14,71.2699966430664
2022-11-15,73.19999694824219
2022-11-16,73.18000030517578
2022-11-17,67.51000213623047
2022-11-18,67.95999908447266
2022-11-21,67.68000030517578
2022-11-22,68.5999984741211
2022-11-23,69.2300033569336
2022-11-25,69.30000305175781
2022-11-28,66.80999755859375
2022-11-29,65.30000305175781
2022-11-30,69.44999694824219
2022-12-01,71.91999816894531
2022-12-02,71.52999877929688
2022-12-05,68.3499984741211
2022-12-06,66.79000091552734
2022-12-07,67.2699966430664
2022-12-08,66.44000244140625
2022-12-09,68.37000274658203
2022-12-12,70.01000213623047
2022-12-13,70.61000061035156
2022-12-14,70.38999938964844
2022-12-15,69.13999938964844
2022-12-16,68.76000213623047
2022-12-19,68.41000366210938
2022-12-20,68.95999908447266
2022-12-21,69.6500015258789
2022-12-22,68.7699966430664
2022-12-23,68.5
2022-12-27,68.55999755859375
2022-12-28,68.5199966430664
2022-12-29,70.25
2022-12-30,69.6500015258789
2023-01-03,69.9800033569336
2023-01-04,69.2300033569336
2023-01-05,67.2699966430664
2023-01-06,69.8499984741211
2023-01-09,70.75
2023-01-10,70.79000091552734
2023-01-11,70.7300033569336
2023-01-12,70.0999984741211
2023-01-13,71.20999908447266
2023-01-17,71.38999938964844
2023-01-18,71.26000213623047
2023-01-19,70.5
2023-01-20,71.0
2023-01-23,71.30000305175781
2023-01-24,71.94999694824219
2023-01-25,71.91999816894531
2023-01-26,71.91999816894531
2023-01-27,72.20999908447266
2023-01-30,71.12000274658203
2023-01-31,73.0199966430664
2023-02-01,74.68000030517578
2023-02-02,75.47000122070312
2023-02-03,76.29000091552734
2023-02-06,76.66999816894531
2023-02-07,76.6500015258789
2023-02-08,75.48999786376953
2023-02-09,74.83000183105469
2023-02-10,74.04000091552734
2023-02-13,74.52999877929688
2023-02-14,75.5999984741211
2023-02-15,77.87000274658203
2023-02-16,75.2699966430664
2023-02-17,75.13999938964844
2023-02-21,74.70999908447266
2023-02-22,74.38999938964844
2023-02-23,74.5
2023-02-24,73.69999694824219
2023-02-27,73.97000122070312
2023-02-28,73.68000030517578
2023-03-01,73.43000030517578
2023-03-02,76.48999786376953
2023-03-03,76.76000213623047
2023-03-06,76.30000305175781
2023-03-07,75.5999984741211
2023-03-08,76.5
2023-03-09,75.27999877929688
2023-03-10,74.62999725341797
2023-03-13,74.88999938964844
2023-03-14,76.9000015258789
2023-03-15,76.44999694824219
2023-03-16,76.31999969482422
2023-03-17,77.4000015258789
2023-03-20,78.44000244140625
2023-03-21,79.01000213623047
2023-03-22,78.58999633789062
2023-03-23,79.06999969482422
2023-03-24,77.55000305175781
2023-03-27,78.48999786376953
2023-03-28,78.5999984741211
2023-03-29,78.29000091552734
2023-03-30,79.23999786376953
2023-03-31,80.61000061035156
2023-04-03,79.95999908447266
2023-04-04,80.95999908447266
2023-04-05,80.41999816894531
2023-04-06,80.25
2023-04-10,79.91000366210938
2023-04-11,80.30000305175781
2023-04-12,80.4000015258789
2023-04-13,80.86000061035156
2023-04-14,81.66000366210938
2023-04-17,81.44000244140625
2023-04-18,79.83000183105469
2023-04-19,79.05000305175781
2023-04-20,78.87000274658203
2023-04-21,79.7300033569336
2023-04-24,79.70999908447266
2023-04-25,77.86000061035156
2023-04-26,78.26000213623047
2023-04-27,79.87999725341797
2023-04-28,79.18000030517578
2023-05-01,79.25
2023-05-02,78.19999694824219
2023-05-03,74.72000122070312
2023-05-04,73.80000305175781
2023-05-05,76.33999633789062
2023-05-08,77.31999969482422
2023-05-09,77.9800033569336
2023-05-10,78.2699966430664
2023-05-11,78.44000244140625
2023-05-12,78.12000274658203
2023-05-15,77.62000274658203
2023-05-16,77.62999725341797
2023-05-17,77.2300033569336
2023-05-18,77.7699966430664
2023-05-19,78.05999755859375
2023-05-22,78.37999725341797
2023-05-23,76.51000213623047
2023-05-24,75.0999984741211
2023-05-25,75.88999938964844
2023-05-26,77.06999969482422
2023-05-30,77.7699966430664
2023-05-31,77.33000183105469
2023-06-01,76.29000091552734
2023-06-02,76.9800033569336
2023-06-05,77.37000274658203
2023-06-06,77.0
2023-06-07,75.12000274658203
2023-06-08,73.93000030517578
2023-06-09,73.58999633789062
2023-06-12,74.37000274658203
2023-06-13,75.20999908447266
2023-06-14,77.29000091552734
2023-06-15,79.33000183105469
2023-06-16,78.52999877929688
2023-06-20,78.22000122070312
2023-06-21,76.88999938964844
2023-06-22,76.27999877929688
2023-06-23,76.5
2023-06-26,76.18000030517578
2023-06-27,77.0
2023-06-28,77.87000274658203
2023-06-29,78.43000030517578
2023-06-30,80.11000061035156
2023-07-03,79.0199966430664
2023-07-05,78.25
2023-07-06,77.6500015258789
2023-07-07,77.7699966430664
2023-07-10,79.2699966430664
2023-07-11,78.63999938964844
2023-07-12,78.79000091552734
2023-07-13,79.12000274658203
2023-07-14,79.51000213623047
2023-07-17,80.25
2023-07-18,80.79000091552734
2023-07-19,80.86000061035156
2023-07-20,79.62999725341797
2023-07-21,79.5
2023-07-24,79.2300033569336
2023-07-25,79.3499984741211
2023-07-26,78.11000061035156
2023-07-27,76.5199966430664
2023-07-28,77.08000183105469
2023-07-31,77.87000274658203
2023-08-01,77.47000122070312
2023-08-02,75.30000305175781
2023-08-03,74.81999969482422
2023-08-04,74.55000305175781
2023-08-07,74.52999877929688
2023-08-08,73.41000366210938
2023-08-09,73.02999877929688
2023-08-10,73.0199966430664
2023-08-11,73.11000061035156
2023-08-14,73.33000183105469
2023-08-15,72.62999725341797
2023-08-16,72.58000183105469
