Date,CLSK
2022-02-28,10.600000381469727
2022-03-01,10.680000305175781
2022-03-02,10.949999809265137
2022-03-03,10.079999923706055
2022-03-04,9.329999923706055
2022-03-07,9.100000381469727
2022-03-08,10.100000381469727
2022-03-09,11.1899995803833
2022-03-10,11.09000015258789
2022-03-11,9.930000305175781
2022-03-14,9.550000190734863
2022-03-15,9.670000076293945
2022-03-16,10.260000228881836
2022-03-17,11.180000305175781
2022-03-18,11.960000038146973
2022-03-21,11.880000114440918
2022-03-22,12.640000343322754
2022-03-23,12.479999542236328
2022-03-24,13.140000343322754
2022-03-25,12.680000305175781
2022-03-28,13.420000076293945
2022-03-29,13.09000015258789
2022-03-30,12.449999809265137
2022-03-31,12.369999885559082
2022-04-01,12.739999771118164
2022-04-04,13.229999542236328
2022-04-05,12.010000228881836
2022-04-06,11.199999809265137
2022-04-07,11.140000343322754
2022-04-08,10.40999984741211
2022-04-11,10.010000228881836
2022-04-12,9.770000457763672
2022-04-13,10.130000114440918
2022-04-14,9.609999656677246
2022-04-18,9.319999694824219
2022-04-19,9.510000228881836
2022-04-20,9.010000228881836
2022-04-21,8.470000267028809
2022-04-22,7.920000076293945
2022-04-25,7.880000114440918
2022-04-26,7.039999961853027
2022-04-27,6.789999961853027
2022-04-28,7.039999961853027
2022-04-29,6.489999771118164
2022-05-02,6.800000190734863
2022-05-03,6.949999809265137
2022-05-04,7.710000038146973
2022-05-05,6.900000095367432
2022-05-06,6.539999961853027
2022-05-09,5.639999866485596
2022-05-10,5.699999809265137
2022-05-11,5.019999980926514
2022-05-12,5.139999866485596
2022-05-13,6.320000171661377
2022-05-16,5.900000095367432
2022-05-17,6.25
2022-05-18,5.75
2022-05-19,5.849999904632568
2022-05-20,5.650000095367432
2022-05-23,5.460000038146973
2022-05-24,5.170000076293945
2022-05-25,5.269999980926514
2022-05-26,5.639999866485596
2022-05-27,5.889999866485596
2022-05-31,5.889999866485596
2022-06-01,5.559999942779541
2022-06-02,5.849999904632568
2022-06-03,5.570000171661377
2022-06-06,5.760000228881836
2022-06-07,5.550000190734863
2022-06-08,5.460000038146973
2022-06-09,5.110000133514404
2022-06-10,4.900000095367432
2022-06-13,4.460000038146973
2022-06-14,4.429999828338623
2022-06-15,4.409999847412109
2022-06-16,4.449999809265137
2022-06-17,4.650000095367432
2022-06-21,4.730000019073486
2022-06-22,4.570000171661377
2022-06-23,4.78000020980835
2022-06-24,4.929999828338623
2022-06-27,4.53000020980835
2022-06-28,4.210000038146973
2022-06-29,4.039999961853027
2022-06-30,3.9200000762939453
2022-07-01,3.950000047683716
2022-07-05,4.320000171661377
2022-07-06,4.050000190734863
2022-07-07,4.489999771118164
2022-07-08,4.579999923706055
2022-07-11,4.46999979019165
2022-07-12,4.159999847412109
2022-07-13,4.190000057220459
2022-07-14,4.199999809265137
2022-07-15,4.260000228881836
2022-07-18,4.269999980926514
2022-07-19,4.699999809265137
2022-07-20,4.909999847412109
2022-07-21,4.864999771118164
2022-07-22,4.289999961853027
2022-07-25,4.059999942779541
2022-07-26,3.809999942779541
2022-07-27,4.070000171661377
2022-07-28,4.199999809265137
2022-07-29,3.990000009536743
2022-08-01,4.360000133514404
2022-08-02,4.53000020980835
2022-08-03,4.639999866485596
2022-08-04,4.389999866485596
2022-08-05,4.659999847412109
2022-08-08,4.940000057220459
2022-08-09,4.679999828338623
2022-08-10,5.980000019073486
2022-08-11,5.699999809265137
2022-08-12,6.019999980926514
2022-08-15,5.96999979019165
2022-08-16,5.579999923706055
2022-08-17,5.090000152587891
2022-08-18,5.190000057220459
2022-08-19,4.639999866485596
2022-08-22,4.309999942779541
2022-08-23,4.349999904632568
2022-08-24,4.559999942779541
2022-08-25,4.619999885559082
2022-08-26,4.300000190734863
2022-08-29,4.230000019073486
2022-08-30,4.269999980926514
2022-08-31,4.28000020980835
2022-09-01,4.079999923706055
2022-09-02,4.059999942779541
2022-09-06,3.9700000286102295
2022-09-07,4.269999980926514
2022-09-08,4.519999980926514
2022-09-09,4.809999942779541
2022-09-12,4.889999866485596
2022-09-13,4.46999979019165
2022-09-14,4.289999961853027
2022-09-15,4.050000190734863
2022-09-16,3.740000009536743
2022-09-19,3.5399999618530273
2022-09-20,3.369999885559082
2022-09-21,3.259999990463257
2022-09-22,3.1600000858306885
2022-09-23,3.109999895095825
2022-09-26,3.130000114440918
2022-09-27,3.2200000286102295
