Date,VRSK
2022-11-01,181.47000122070312
2022-11-02,169.3300018310547
2022-11-03,165.3699951171875
2022-11-04,166.52000427246094
2022-11-07,168.49000549316406
2022-11-08,170.60000610351562
2022-11-09,169.8699951171875
2022-11-10,181.11000061035156
2022-11-11,178.27000427246094
2022-11-14,173.97999572753906
2022-11-15,177.0
2022-11-16,174.50999450683594
2022-11-17,170.22999572753906
2022-11-18,173.5399932861328
2022-11-21,179.9499969482422
2022-11-22,178.64999389648438
2022-11-23,180.0500030517578
2022-11-25,182.8699951171875
2022-11-28,177.5399932861328
2022-11-29,176.92999267578125
2022-11-30,183.7100067138672
2022-12-01,186.13999938964844
2022-12-02,185.44000244140625
2022-12-05,183.14999389648438
2022-12-06,182.0399932861328
2022-12-07,182.9600067138672
2022-12-08,182.17999267578125
2022-12-09,182.50999450683594
2022-12-12,181.89999389648438
2022-12-13,184.6999969482422
2022-12-14,182.97000122070312
2022-12-15,176.60000610351562
2022-12-16,175.02000427246094
2022-12-19,173.22000122070312
2022-12-20,172.19000244140625
2022-12-21,176.1199951171875
2022-12-22,174.47999572753906
2022-12-23,175.61000061035156
2022-12-27,175.55999755859375
2022-12-28,174.22999572753906
2022-12-29,178.05999755859375
2022-12-30,176.4199981689453
2023-01-03,177.33999633789062
2023-01-04,180.25
2023-01-05,177.63999938964844
2023-01-06,182.8800048828125
2023-01-09,182.0500030517578
2023-01-10,183.5399932861328
2023-01-11,186.47000122070312
2023-01-12,182.9600067138672
2023-01-13,183.9499969482422
2023-01-17,181.57000732421875
2023-01-18,180.69000244140625
2023-01-19,178.30999755859375
2023-01-20,181.61000061035156
2023-01-23,185.36000061035156
2023-01-24,183.35000610351562
2023-01-25,180.11000061035156
2023-01-26,180.99000549316406
2023-01-27,180.14999389648438
2023-01-30,179.41000366210938
2023-01-31,181.7899932861328
2023-02-01,184.16000366210938
2023-02-02,187.02000427246094
2023-02-03,180.11000061035156
2023-02-06,176.92999267578125
2023-02-07,177.8699951171875
2023-02-08,177.7100067138672
2023-02-09,176.22000122070312
2023-02-10,176.77999877929688
2023-02-13,179.07000732421875
2023-02-14,176.82000732421875
2023-02-15,177.4199981689453
2023-02-16,176.22000122070312
2023-02-17,177.1300048828125
2023-02-21,174.69000244140625
2023-02-22,174.5
2023-02-23,173.89999389648438
2023-02-24,171.67999267578125
2023-02-27,171.99000549316406
2023-02-28,171.11000061035156
2023-03-01,176.72000122070312
2023-03-02,181.58999633789062
2023-03-03,186.9199981689453
2023-03-06,187.6999969482422
2023-03-07,184.14999389648438
2023-03-08,184.8699951171875
2023-03-09,183.1699981689453
2023-03-10,180.13999938964844
2023-03-13,180.9600067138672
2023-03-14,180.89999389648438
2023-03-15,179.97000122070312
2023-03-16,180.8699951171875
2023-03-17,180.07000732421875
2023-03-20,185.5
2023-03-21,186.10000610351562
2023-03-22,182.94000244140625
2023-03-23,181.82000732421875
2023-03-24,186.69000244140625
2023-03-27,185.24000549316406
2023-03-28,187.69000244140625
2023-03-29,190.25
2023-03-30,190.9600067138672
2023-03-31,191.86000061035156
2023-04-03,191.5800018310547
2023-04-04,190.58999633789062
2023-04-05,191.4600067138672
2023-04-06,190.4199981689453
2023-04-10,190.25999450683594
2023-04-11,191.4499969482422
2023-04-12,192.1699981689453
2023-04-13,194.61000061035156
2023-04-14,191.86000061035156
2023-04-17,192.1699981689453
2023-04-18,193.13999938964844
2023-04-19,192.82000732421875
2023-04-20,194.55999755859375
2023-04-21,196.7899932861328
2023-04-24,195.8000030517578
2023-04-25,192.7100067138672
2023-04-26,190.22000122070312
2023-04-27,192.10000610351562
2023-04-28,194.11000061035156
2023-05-01,192.57000732421875
2023-05-02,188.97999572753906
2023-05-03,203.97000122070312
2023-05-04,205.75999450683594
2023-05-05,210.8800048828125
2023-05-08,210.1199951171875
2023-05-09,211.39999389648438
2023-05-10,214.47000122070312
2023-05-11,215.3300018310547
2023-05-12,215.00999450683594
2023-05-15,214.99000549316406
2023-05-16,218.11000061035156
2023-05-17,219.1199951171875
2023-05-18,220.6300048828125
2023-05-19,222.1199951171875
2023-05-22,218.25
2023-05-23,215.75999450683594
2023-05-24,216.66000366210938
2023-05-25,218.67999267578125
2023-05-26,217.07000732421875
2023-05-30,218.63999938964844
2023-05-31,219.11000061035156
2023-06-01,219.97000122070312
2023-06-02,221.3699951171875
2023-06-05,223.1300048828125
2023-06-06,221.32000732421875
2023-06-07,218.49000549316406
2023-06-08,219.91000366210938
2023-06-09,219.36000061035156
2023-06-12,219.1199951171875
2023-06-13,217.13999938964844
2023-06-14,220.27999877929688
2023-06-15,224.57000732421875
2023-06-16,224.52000427246094
2023-06-20,225.97000122070312
2023-06-21,227.22000122070312
2023-06-22,228.00999450683594
2023-06-23,224.35000610351562
2023-06-26,223.0
2023-06-27,224.6300048828125
2023-06-28,223.1699981689453
2023-06-29,223.27000427246094
2023-06-30,226.02999877929688
2023-07-03,222.5
2023-07-05,226.0500030517578
2023-07-06,227.00999450683594
2023-07-07,224.97000122070312
2023-07-10,226.97999572753906
2023-07-11,226.9600067138672
2023-07-12,226.50999450683594
2023-07-13,226.60000610351562
2023-07-14,228.7899932861328
2023-07-17,229.97000122070312
2023-07-18,228.97999572753906
2023-07-19,228.2100067138672
2023-07-20,230.86000061035156
2023-07-21,234.11000061035156
2023-07-24,234.16000366210938
2023-07-25,236.9199981689453
2023-07-26,237.00999450683594
2023-07-27,231.4600067138672
2023-07-28,232.16000366210938
2023-07-31,228.94000244140625
2023-08-01,229.22000122070312
2023-08-02,232.4199981689453
2023-08-03,230.39999389648438
2023-08-04,229.75999450683594
2023-08-07,233.52999877929688
2023-08-08,232.52999877929688
2023-08-09,235.02999877929688
2023-08-10,233.08999633789062
2023-08-11,234.6699981689453
2023-08-14,237.13999938964844
2023-08-15,234.77999877929688
2023-08-16,235.3300018310547
2023-08-17,230.67999267578125
2023-08-18,230.94000244140625
2023-08-21,232.3800048828125
2023-08-22,231.74000549316406
2023-08-23,235.35000610351562
2023-08-24,234.6699981689453
2023-08-25,237.19000244140625
2023-08-28,237.94000244140625
2023-08-29,239.13999938964844
2023-08-30,241.6699981689453
2023-08-31,242.22000122070312
2023-09-01,242.83999633789062
2023-09-05,240.61000061035156
2023-09-06,243.47000122070312
2023-09-07,245.16000366210938
2023-09-08,244.3800048828125
2023-09-11,245.00999450683594
2023-09-12,244.52000427246094
2023-09-13,245.55999755859375
2023-09-14,248.49000549316406
2023-09-15,245.64999389648438
2023-09-18,246.22000122070312
2023-09-19,246.30999755859375
2023-09-20,246.3300018310547
2023-09-21,240.92999267578125
2023-09-22,241.9499969482422
2023-09-25,242.69000244140625
2023-09-26,241.41000366210938
2023-09-27,239.6300048828125
2023-09-28,240.5399932861328
2023-09-29,236.24000549316406
2023-10-02,236.35000610351562
2023-10-03,234.75
2023-10-04,239.92999267578125
2023-10-05,238.6300048828125
2023-10-06,239.97000122070312
2023-10-09,244.07000732421875
2023-10-10,244.4499969482422
2023-10-11,245.50999450683594
2023-10-12,245.97999572753906
2023-10-13,247.60000610351562
2023-10-16,242.52000427246094
2023-10-17,239.91000366210938
2023-10-18,238.1300048828125
2023-10-19,234.4499969482422
2023-10-20,234.4499969482422
2023-10-23,230.8699951171875
2023-10-24,230.13999938964844
2023-10-25,228.1300048828125
2023-10-26,226.69000244140625
2023-10-27,223.85000610351562
2023-10-30,224.49000549316406
2023-10-31,227.36000061035156
2023-11-01,222.25
2023-11-02,229.8699951171875
2023-11-03,230.6199951171875
2023-11-06,230.80999755859375
2023-11-07,233.19000244140625
2023-11-08,236.00999450683594
2023-11-09,235.5
2023-11-10,237.92999267578125
2023-11-13,238.50999450683594
2023-11-14,238.05999755859375
2023-11-15,237.7899932861328
2023-11-16,237.5500030517578
2023-11-17,237.1199951171875
2023-11-20,239.27999877929688
2023-11-21,239.7899932861328
2023-11-22,240.02999877929688
2023-11-24,239.5399932861328
2023-11-27,241.0
2023-11-28,240.07000732421875
2023-11-29,238.25999450683594
2023-11-30,241.42999267578125
2023-12-01,242.72999572753906
2023-12-04,239.3000030517578
2023-12-05,238.60000610351562
2023-12-06,234.86000061035156
2023-12-07,233.75
2023-12-08,232.9199981689453
2023-12-11,240.11000061035156
2023-12-12,243.27999877929688
2023-12-13,247.22999572753906
2023-12-14,235.42999267578125
2023-12-15,235.0
2023-12-18,237.3300018310547
2023-12-19,234.4600067138672
2023-12-20,233.47000122070312
2023-12-21,235.00999450683594
2023-12-22,236.1999969482422
2023-12-26,237.02999877929688
2023-12-27,237.22000122070312
2023-12-28,237.61000061035156
2023-12-29,238.86000061035156
2024-01-02,237.97999572753906
2024-01-03,236.6999969482422
2024-01-04,237.9499969482422
2024-01-05,233.6999969482422
2024-01-08,232.7100067138672
2024-01-09,234.72000122070312
2024-01-10,233.9600067138672
2024-01-11,234.2100067138672
2024-01-12,236.77000427246094
2024-01-16,237.02999877929688
2024-01-17,236.6699981689453
2024-01-18,237.5500030517578
2024-01-19,240.1199951171875
2024-01-22,243.4600067138672
2024-01-23,243.83999633789062
2024-01-24,244.64999389648438
2024-01-25,243.47999572753906
2024-01-26,244.14999389648438
2024-01-29,244.57000732421875
2024-01-30,246.08999633789062
2024-01-31,241.52999877929688
2024-02-01,246.6199951171875
2024-02-02,247.77999877929688
2024-02-05,246.60000610351562
2024-02-06,248.47000122070312
2024-02-07,250.66000366210938
2024-02-08,249.25999450683594
2024-02-09,250.61000061035156
2024-02-12,247.1300048828125
2024-02-13,244.92999267578125
2024-02-14,246.13999938964844
2024-02-15,246.64999389648438
2024-02-16,244.6999969482422
2024-02-20,248.50999450683594
2024-02-21,237.6699981689453
2024-02-22,240.00999450683594
2024-02-23,244.8300018310547
2024-02-26,243.11000061035156
2024-02-27,242.9199981689453
2024-02-28,242.0
2024-02-29,241.89999389648438
2024-03-01,241.64999389648438
2024-03-04,239.92999267578125
2024-03-05,237.74000549316406
2024-03-06,235.57000732421875
2024-03-07,236.13999938964844
2024-03-08,236.52999877929688
2024-03-11,237.47999572753906
2024-03-12,238.0800018310547
2024-03-13,236.25999450683594
2024-03-14,232.85000610351562
2024-03-15,234.52000427246094
2024-03-18,235.72999572753906
2024-03-19,237.44000244140625
2024-03-20,236.39999389648438
2024-03-21,235.91000366210938
2024-03-22,234.86000061035156
2024-03-25,232.0
2024-03-26,231.2100067138672
2024-03-27,233.92999267578125
2024-03-28,235.72999572753906
2024-04-01,232.77999877929688
2024-04-02,231.99000549316406
2024-04-03,231.00999450683594
2024-04-04,226.52000427246094
2024-04-05,227.64999389648438
2024-04-08,226.3800048828125
2024-04-09,229.36000061035156
2024-04-10,225.9199981689453
2024-04-11,223.36000061035156
2024-04-12,222.52999877929688
2024-04-15,222.17999267578125
2024-04-16,222.10000610351562
2024-04-17,222.25
2024-04-18,223.3300018310547
2024-04-19,222.52000427246094
2024-04-22,223.1699981689453
2024-04-23,222.25
2024-04-24,222.25
2024-04-25,222.7899932861328
2024-04-26,221.13999938964844
2024-04-29,221.85000610351562
2024-04-30,217.9600067138672
2024-05-01,232.80999755859375
2024-05-02,233.75999450683594
2024-05-03,237.3300018310547
2024-05-06,241.86000061035156
2024-05-07,247.0
2024-05-08,244.57000732421875
2024-05-09,244.97999572753906
2024-05-10,248.30999755859375
2024-05-13,246.33999633789062
2024-05-14,246.92999267578125
2024-05-15,247.83999633789062
2024-05-16,251.47999572753906
2024-05-17,251.6199951171875
2024-05-20,252.41000366210938
2024-05-21,251.5
2024-05-22,253.63999938964844
2024-05-23,249.25
2024-05-24,251.5800018310547
2024-05-28,248.8699951171875
2024-05-29,246.9199981689453
2024-05-30,249.3699951171875
2024-05-31,252.77999877929688
2024-06-03,253.75
2024-06-04,258.25
2024-06-05,261.2799987792969
2024-06-06,260.0
2024-06-07,264.0
2024-06-10,263.4800109863281
2024-06-11,264.6700134277344
2024-06-12,263.55999755859375
2024-06-13,262.239990234375
2024-06-14,264.3699951171875
2024-06-17,267.69000244140625
2024-06-18,268.79998779296875
2024-06-20,268.0899963378906
2024-06-21,270.32000732421875
2024-06-24,271.7699890136719
2024-06-25,272.2699890136719
2024-06-26,269.8599853515625
2024-06-27,270.8500061035156
2024-06-28,269.54998779296875
2024-07-01,268.1099853515625
2024-07-02,272.3599853515625
2024-07-03,273.2799987792969
2024-07-05,274.45001220703125
2024-07-08,273.20001220703125
2024-07-09,275.3800048828125
2024-07-10,277.5199890136719
2024-07-11,275.0899963378906
2024-07-12,277.3800048828125
2024-07-15,277.5
2024-07-16,281.1400146484375
2024-07-17,279.1600036621094
2024-07-18,280.9200134277344
2024-07-19,276.8299865722656
2024-07-22,278.6099853515625
2024-07-23,278.1199951171875
2024-07-24,276.54998779296875
2024-07-25,275.8999938964844
2024-07-26,279.9700012207031
2024-07-29,283.7799987792969
2024-07-30,285.989990234375
2024-07-31,261.75
2024-08-01,261.3699951171875
2024-08-02,266.6600036621094
2024-08-05,262.2799987792969
2024-08-06,260.94000244140625
2024-08-07,260.30999755859375
2024-08-08,264.6000061035156
2024-08-09,264.1199951171875
2024-08-12,262.3599853515625
2024-08-13,265.6400146484375
2024-08-14,268.5899963378906
2024-08-15,266.1400146484375
2024-08-16,266.6300048828125
2024-08-19,269.17999267578125
2024-08-20,268.69000244140625
2024-08-21,269.3800048828125
2024-08-22,269.92999267578125
2024-08-23,268.1499938964844
2024-08-26,267.9800109863281
2024-08-27,268.9200134277344
2024-08-28,271.4700012207031
2024-08-29,271.7099914550781
2024-08-30,272.82000732421875
2024-09-03,274.3599853515625
2024-09-04,274.0899963378906
2024-09-05,273.5
2024-09-06,271.6600036621094
2024-09-09,273.25
2024-09-10,273.6000061035156
2024-09-11,271.6300048828125
2024-09-12,269.3699951171875
2024-09-13,268.7900085449219
2024-09-16,269.3999938964844
2024-09-17,267.0199890136719
2024-09-18,264.760009765625
2024-09-19,265.9599914550781
2024-09-20,264.8500061035156
2024-09-23,265.2699890136719
2024-09-24,264.7900085449219
2024-09-25,265.1600036621094
2024-09-26,264.989990234375
2024-09-27,264.25
2024-09-30,267.9599914550781
2024-10-01,268.6199951171875
2024-10-02,267.9599914550781
2024-10-03,270.6700134277344
2024-10-04,265.6700134277344
2024-10-07,265.94000244140625
2024-10-08,272.2200012207031
2024-10-09,277.05999755859375
2024-10-10,268.2799987792969
2024-10-11,268.2300109863281
2024-10-14,269.2300109863281
2024-10-15,269.57000732421875
2024-10-16,270.6000061035156
2024-10-17,267.2699890136719
2024-10-18,267.6199951171875
2024-10-21,268.0899963378906
2024-10-22,267.5899963378906
2024-10-23,266.5899963378906
2024-10-24,264.9700012207031
2024-10-25,264.6499938964844
2024-10-28,262.8599853515625
2024-10-29,263.6499938964844
2024-10-30,275.6300048828125
2024-10-31,274.7200012207031
2024-11-01,275.4800109863281
2024-11-04,277.2200012207031
2024-11-05,279.67999267578125
2024-11-06,279.1300048828125
2024-11-07,280.3399963378906
2024-11-08,284.9800109863281
2024-11-11,285.010009765625
2024-11-12,287.9200134277344
2024-11-13,290.0400085449219
2024-11-14,286.1300048828125
2024-11-15,280.79998779296875
2024-11-18,280.3599853515625
2024-11-19,281.6400146484375
2024-11-20,284.20001220703125
2024-11-21,287.55999755859375
