Date,FUTU
2022-02-28,42.75
2022-03-01,41.2599983215332
2022-03-02,39.2400016784668
2022-03-03,36.5099983215332
2022-03-04,33.56999969482422
2022-03-07,31.610000610351562
2022-03-08,31.93000030517578
2022-03-09,33.529998779296875
2022-03-10,28.209999084472656
2022-03-11,25.739999771118164
2022-03-14,24.389999389648438
2022-03-15,26.25
2022-03-16,36.630001068115234
2022-03-17,34.93000030517578
2022-03-18,40.689998626708984
2022-03-21,37.599998474121094
2022-03-22,41.0
2022-03-23,41.72999954223633
2022-03-24,40.45000076293945
2022-03-25,37.2599983215332
2022-03-28,37.7599983215332
2022-03-29,38.5
2022-03-30,37.400001525878906
2022-03-31,32.560001373291016
2022-04-01,34.599998474121094
2022-04-04,41.349998474121094
2022-04-05,39.31999969482422
2022-04-06,38.83000183105469
2022-04-07,36.130001068115234
2022-04-08,35.630001068115234
2022-04-11,34.939998626708984
2022-04-12,34.209999084472656
2022-04-13,35.58000183105469
2022-04-14,34.77000045776367
2022-04-18,33.310001373291016
2022-04-19,34.38999938964844
2022-04-20,33.209999084472656
2022-04-21,31.040000915527344
2022-04-22,31.280000686645508
2022-04-25,32.099998474121094
2022-04-26,31.760000228881836
2022-04-27,32.040000915527344
2022-04-28,31.940000534057617
2022-04-29,31.989999771118164
2022-05-02,33.209999084472656
2022-05-03,33.61000061035156
2022-05-04,34.5
2022-05-05,31.93000030517578
2022-05-06,29.8799991607666
2022-05-09,28.350000381469727
2022-05-10,30.389999389648438
2022-05-11,29.360000610351562
2022-05-12,29.950000762939453
2022-05-13,31.0
2022-05-16,31.299999237060547
2022-05-17,32.08000183105469
2022-05-18,31.709999084472656
2022-05-19,33.470001220703125
2022-05-20,34.150001525878906
2022-05-23,34.34000015258789
2022-05-24,31.600000381469727
2022-05-25,31.450000762939453
2022-05-26,34.81999969482422
2022-05-27,36.18000030517578
2022-05-31,36.709999084472656
2022-06-01,35.4900016784668
2022-06-02,38.29999923706055
2022-06-03,36.86000061035156
2022-06-06,43.70000076293945
2022-06-07,46.68000030517578
2022-06-08,46.220001220703125
2022-06-09,45.150001525878906
2022-06-10,44.83000183105469
2022-06-13,41.5099983215332
2022-06-14,43.83000183105469
2022-06-15,44.68000030517578
2022-06-16,42.400001525878906
2022-06-17,44.58000183105469
2022-06-21,51.58000183105469
2022-06-22,50.38999938964844
2022-06-23,52.41999816894531
2022-06-24,52.939998626708984
2022-06-27,53.7400016784668
2022-06-28,52.790000915527344
2022-06-29,51.4900016784668
2022-06-30,52.209999084472656
2022-07-01,52.75
2022-07-05,56.08000183105469
2022-07-06,49.900001525878906
2022-07-07,52.20000076293945
2022-07-08,51.41999816894531
2022-07-11,46.81999969482422
2022-07-12,47.220001220703125
2022-07-13,47.22999954223633
2022-07-14,46.38999938964844
2022-07-15,45.65999984741211
2022-07-18,46.13999938964844
2022-07-19,46.63999938964844
2022-07-20,45.060001373291016
2022-07-21,46.9900016784668
2022-07-22,44.650001525878906
2022-07-25,44.59000015258789
2022-07-26,42.09000015258789
2022-07-27,43.16999816894531
2022-07-28,42.70000076293945
2022-07-29,41.599998474121094
2022-08-01,40.869998931884766
2022-08-02,40.90999984741211
2022-08-03,42.099998474121094
2022-08-04,42.34000015258789
2022-08-05,41.189998626708984
2022-08-08,40.36000061035156
2022-08-09,39.75
2022-08-10,40.16999816894531
2022-08-11,40.9900016784668
2022-08-12,41.130001068115234
2022-08-15,42.06999969482422
2022-08-16,40.93000030517578
2022-08-17,39.810001373291016
2022-08-18,39.7400016784668
2022-08-19,38.369998931884766
2022-08-22,38.38999938964844
2022-08-23,38.970001220703125
2022-08-24,40.720001220703125
2022-08-25,45.90999984741211
2022-08-26,46.34000015258789
2022-08-29,46.27000045776367
2022-08-30,45.88999938964844
2022-08-31,49.09000015258789
2022-09-01,49.029998779296875
2022-09-02,48.91999816894531
2022-09-06,43.720001220703125
2022-09-07,44.40999984741211
2022-09-08,44.880001068115234
2022-09-09,46.41999816894531
2022-09-12,47.119998931884766
2022-09-13,44.66999816894531
2022-09-14,45.470001220703125
2022-09-15,44.16999816894531
2022-09-16,41.0
2022-09-19,41.849998474121094
2022-09-20,42.29999923706055
2022-09-21,39.619998931884766
2022-09-22,39.68000030517578
2022-09-23,38.060001373291016
2022-09-26,38.099998474121094
2022-09-27,38.11000061035156
2022-09-28,38.58000183105469
2022-09-29,36.400001525878906
2022-09-30,37.290000915527344
2022-10-03,37.54999923706055
2022-10-04,39.9900016784668
2022-10-05,39.66999816894531
2022-10-06,38.09000015258789
2022-10-07,37.18000030517578
2022-10-10,35.52000045776367
2022-10-11,35.08000183105469
2022-10-12,36.099998474121094
2022-10-13,35.2400016784668
2022-10-14,34.72999954223633
2022-10-17,35.36000061035156
2022-10-18,36.16999816894531
2022-10-19,34.06999969482422
2022-10-20,34.09000015258789
2022-10-21,34.95000076293945
2022-10-24,32.18000030517578
2022-10-25,32.939998626708984
2022-10-26,34.86000061035156
2022-10-27,34.459999084472656
2022-10-28,33.849998474121094
2022-10-31,33.86000061035156
2022-11-01,35.5
2022-11-02,36.06999969482422
2022-11-03,37.59000015258789
2022-11-04,38.90999984741211
2022-11-07,40.220001220703125
2022-11-08,40.0
2022-11-09,38.61000061035156
2022-11-10,42.11000061035156
2022-11-11,45.61000061035156
2022-11-14,49.0099983215332
2022-11-15,53.86000061035156
2022-11-16,50.349998474121094
2022-11-17,52.2599983215332
2022-11-18,50.619998931884766
2022-11-21,50.400001525878906
2022-11-22,54.38999938964844
2022-11-23,56.380001068115234
2022-11-25,52.709999084472656
2022-11-28,53.4900016784668
2022-11-29,58.5
2022-11-30,61.4900016784668
2022-12-01,60.95000076293945
2022-12-02,66.30000305175781
2022-12-05,65.62999725341797
2022-12-06,67.22000122070312
2022-12-07,65.08000183105469
2022-12-08,67.94000244140625
2022-12-09,66.66999816894531
2022-12-12,65.38999938964844
2022-12-13,68.8499984741211
2022-12-14,70.33000183105469
2022-12-15,67.08999633789062
2022-12-16,66.47000122070312
2022-12-19,64.70999908447266
2022-12-20,61.0099983215332
2022-12-21,62.029998779296875
2022-12-22,62.43000030517578
2022-12-23,62.060001373291016
2022-12-27,64.05000305175781
2022-12-28,58.13999938964844
2022-12-29,58.90999984741211
2022-12-30,40.650001525878906
2023-01-03,37.84000015258789
2023-01-04,41.2400016784668
2023-01-05,45.900001525878906
2023-01-06,43.619998931884766
2023-01-09,44.650001525878906
2023-01-10,47.189998626708984
2023-01-11,49.2400016784668
2023-01-12,47.970001220703125
2023-01-13,52.25
2023-01-17,50.56999969482422
2023-01-18,49.36000061035156
2023-01-19,51.68000030517578
2023-01-20,52.9900016784668
2023-01-23,53.5099983215332
2023-01-24,53.13999938964844
2023-01-25,53.79999923706055
2023-01-26,54.5099983215332
2023-01-27,54.189998626708984
2023-01-30,51.43000030517578
2023-01-31,50.7599983215332
2023-02-01,55.97999954223633
2023-02-02,53.54999923706055
2023-02-03,52.33000183105469
2023-02-06,50.5
2023-02-07,49.95000076293945
2023-02-08,46.959999084472656
2023-02-09,47.5
2023-02-10,45.900001525878906
2023-02-13,47.630001068115234
2023-02-14,47.880001068115234
2023-02-15,50.209999084472656
2023-02-16,50.08000183105469
2023-02-17,47.310001373291016
2023-02-21,46.54999923706055
2023-02-22,46.4900016784668
2023-02-23,44.810001373291016
