Date,GBDC
2022-02-28,15.760000228881836
2022-03-01,15.729999542236328
2022-03-02,15.720000267028809
2022-03-03,15.600000381469727
2022-03-04,15.649999618530273
2022-03-07,15.069999694824219
2022-03-08,15.050000190734863
2022-03-09,15.079999923706055
2022-03-10,14.960000038146973
2022-03-11,14.859999656677246
2022-03-14,14.699999809265137
2022-03-15,14.800000190734863
2022-03-16,14.890000343322754
2022-03-17,15.09000015258789
2022-03-18,15.0
2022-03-21,15.069999694824219
2022-03-22,15.199999809265137
2022-03-23,15.050000190734863
2022-03-24,15.010000228881836
2022-03-25,15.100000381469727
2022-03-28,15.1899995803833
2022-03-29,15.180000305175781
2022-03-30,15.25
2022-03-31,15.210000038146973
2022-04-01,15.279999732971191
2022-04-04,15.180000305175781
2022-04-05,15.109999656677246
2022-04-06,15.0
2022-04-07,15.039999961853027
2022-04-08,15.279999732971191
2022-04-11,15.319999694824219
2022-04-12,15.220000267028809
2022-04-13,15.479999542236328
2022-04-14,15.4399995803833
2022-04-18,15.289999961853027
2022-04-19,15.350000381469727
2022-04-20,15.289999961853027
2022-04-21,15.279999732971191
2022-04-22,15.119999885559082
2022-04-25,15.300000190734863
2022-04-26,15.0
2022-04-27,15.25
2022-04-28,15.239999771118164
2022-04-29,14.920000076293945
2022-05-02,14.930000305175781
2022-05-03,15.09000015258789
2022-05-04,15.34000015258789
2022-05-05,15.119999885559082
2022-05-06,15.270000457763672
2022-05-09,15.010000228881836
2022-05-10,15.239999771118164
2022-05-11,15.0
2022-05-12,14.5
2022-05-13,14.329999923706055
2022-05-16,14.420000076293945
2022-05-17,14.5
2022-05-18,14.1899995803833
2022-05-19,14.0600004196167
2022-05-20,13.869999885559082
2022-05-23,13.920000076293945
2022-05-24,13.600000381469727
2022-05-25,13.9399995803833
2022-05-26,14.039999961853027
2022-05-27,14.279999732971191
2022-05-31,14.140000343322754
2022-06-01,14.1899995803833
2022-06-02,13.90999984741211
2022-06-03,13.75
2022-06-06,13.829999923706055
2022-06-07,13.850000381469727
2022-06-08,13.770000457763672
2022-06-09,13.609999656677246
2022-06-10,13.600000381469727
2022-06-13,13.010000228881836
2022-06-14,13.109999656677246
2022-06-15,13.119999885559082
2022-06-16,12.800000190734863
2022-06-17,12.819999694824219
2022-06-21,12.829999923706055
2022-06-22,12.779999732971191
2022-06-23,12.670000076293945
2022-06-24,12.859999656677246
2022-06-27,12.970000267028809
2022-06-28,12.949999809265137
2022-06-29,12.970000267028809
2022-06-30,12.960000038146973
2022-07-01,13.239999771118164
2022-07-05,13.270000457763672
2022-07-06,13.180000305175781
2022-07-07,13.3100004196167
2022-07-08,13.510000228881836
2022-07-11,13.369999885559082
2022-07-12,13.520000457763672
2022-07-13,13.5
2022-07-14,13.489999771118164
2022-07-15,13.65999984741211
2022-07-18,13.680000305175781
2022-07-19,13.789999961853027
2022-07-20,13.800000190734863
2022-07-21,13.789999961853027
2022-07-22,13.739999771118164
2022-07-25,13.699999809265137
2022-07-26,13.739999771118164
2022-07-27,13.8100004196167
2022-07-28,13.949999809265137
2022-07-29,14.039999961853027
2022-08-01,14.109999656677246
2022-08-02,13.960000038146973
2022-08-03,14.109999656677246
2022-08-04,14.09000015258789
2022-08-05,14.180000305175781
2022-08-08,14.350000381469727
2022-08-09,14.270000457763672
2022-08-10,14.180000305175781
2022-08-11,14.180000305175781
2022-08-12,14.329999923706055
2022-08-15,14.140000343322754
2022-08-16,14.25
2022-08-17,13.920000076293945
2022-08-18,14.029999732971191
2022-08-19,13.829999923706055
2022-08-22,13.739999771118164
2022-08-23,13.869999885559082
2022-08-24,14.039999961853027
2022-08-25,14.0600004196167
2022-08-26,13.920000076293945
2022-08-29,13.960000038146973
2022-08-30,13.6899995803833
2022-08-31,13.90999984741211
2022-09-01,13.359999656677246
2022-09-02,13.369999885559082
2022-09-06,13.369999885559082
2022-09-07,13.59000015258789
2022-09-08,13.600000381469727
2022-09-09,13.760000228881836
2022-09-12,13.739999771118164
2022-09-13,13.5
2022-09-14,13.539999961853027
2022-09-15,13.579999923706055
2022-09-16,13.539999961853027
2022-09-19,13.5
2022-09-20,13.229999542236328
2022-09-21,13.149999618530273
2022-09-22,12.829999923706055
2022-09-23,12.649999618530273
2022-09-26,12.289999961853027
2022-09-27,12.210000038146973
2022-09-28,12.399999618530273
2022-09-29,12.239999771118164
2022-09-30,12.390000343322754
2022-10-03,12.460000038146973
2022-10-04,13.100000381469727
2022-10-05,12.9399995803833
2022-10-06,12.710000038146973
2022-10-07,12.760000228881836
2022-10-10,12.789999961853027
2022-10-11,12.630000114440918
2022-10-12,12.800000190734863
2022-10-13,13.029999732971191
2022-10-14,12.930000305175781
2022-10-17,12.989999771118164
2022-10-18,13.0600004196167
2022-10-19,12.960000038146973
2022-10-20,12.949999809265137
2022-10-21,12.869999885559082
2022-10-24,13.0600004196167
2022-10-25,13.170000076293945
2022-10-26,13.09000015258789
2022-10-27,13.039999961853027
2022-10-28,13.09000015258789
2022-10-31,12.970000267028809
2022-11-01,12.979999542236328
2022-11-02,12.800000190734863
2022-11-03,12.800000190734863
2022-11-04,12.899999618530273
2022-11-07,13.210000038146973
2022-11-08,13.020000457763672
2022-11-09,12.970000267028809
2022-11-10,13.279999732971191
2022-11-11,13.260000228881836
2022-11-14,13.210000038146973
2022-11-15,13.34000015258789
2022-11-16,13.350000381469727
2022-11-17,13.300000190734863
2022-11-18,13.4399995803833
2022-11-21,13.420000076293945
2022-11-22,13.829999923706055
2022-11-23,14.119999885559082
2022-11-25,14.25
2022-11-28,13.9399995803833
2022-11-29,13.989999771118164
2022-11-30,14.0
2022-12-01,13.9399995803833
2022-12-02,13.670000076293945
2022-12-05,13.770000457763672
2022-12-06,13.359999656677246
2022-12-07,13.430000305175781
2022-12-08,13.119999885559082
2022-12-09,13.180000305175781
2022-12-12,13.1899995803833
2022-12-13,13.239999771118164
2022-12-14,13.09000015258789
2022-12-15,12.949999809265137
2022-12-16,12.890000343322754
2022-12-19,12.800000190734863
2022-12-20,13.0
