Date,CRUS
2022-02-28,86.87000274658203
2022-03-01,85.05000305175781
2022-03-02,88.0
2022-03-03,87.1500015258789
2022-03-04,84.97000122070312
2022-03-07,81.19000244140625
2022-03-08,82.30000305175781
2022-03-09,85.08999633789062
2022-03-10,84.16000366210938
2022-03-11,81.94999694824219
2022-03-14,79.30999755859375
2022-03-15,79.91000366210938
2022-03-16,83.80999755859375
2022-03-17,82.1500015258789
2022-03-18,83.7699966430664
2022-03-21,84.63999938964844
2022-03-22,84.18000030517578
2022-03-23,82.2300033569336
2022-03-24,85.69999694824219
2022-03-25,87.69000244140625
2022-03-28,86.36000061035156
2022-03-29,88.06999969482422
2022-03-30,86.0199966430664
2022-03-31,84.79000091552734
2022-04-01,83.97000122070312
2022-04-04,84.2300033569336
2022-04-05,80.1500015258789
2022-04-06,79.16000366210938
2022-04-07,78.86000061035156
2022-04-08,76.88999938964844
2022-04-11,75.62000274658203
2022-04-12,75.81999969482422
2022-04-13,76.76000213623047
2022-04-14,75.43000030517578
2022-04-18,77.02999877929688
2022-04-19,78.22000122070312
2022-04-20,78.5199966430664
2022-04-21,78.22000122070312
2022-04-22,76.87999725341797
2022-04-25,76.98999786376953
2022-04-26,74.37999725341797
2022-04-27,73.58999633789062
2022-04-28,77.01000213623047
2022-04-29,75.80000305175781
2022-05-02,78.41000366210938
2022-05-03,79.20999908447266
2022-05-04,82.80999755859375
2022-05-05,80.26000213623047
2022-05-06,79.06999969482422
2022-05-09,75.9800033569336
2022-05-10,77.80000305175781
2022-05-11,75.4800033569336
2022-05-12,75.36000061035156
2022-05-13,77.95999908447266
2022-05-16,78.33000183105469
2022-05-17,81.27999877929688
2022-05-18,79.86000061035156
2022-05-19,79.37999725341797
2022-05-20,79.45999908447266
2022-05-23,78.87000274658203
2022-05-24,78.5199966430664
2022-05-25,78.61000061035156
2022-05-26,79.51000213623047
2022-05-27,81.37999725341797
2022-05-31,81.54000091552734
2022-06-01,81.20999908447266
2022-06-02,84.23999786376953
2022-06-03,82.1500015258789
2022-06-06,81.91000366210938
2022-06-07,82.75
2022-06-08,81.58000183105469
2022-06-09,79.55999755859375
2022-06-10,77.58999633789062
2022-06-13,72.94000244140625
2022-06-14,73.25
2022-06-15,74.30000305175781
2022-06-16,70.95999908447266
2022-06-17,70.87999725341797
2022-06-21,71.83999633789062
2022-06-22,71.36000061035156
2022-06-23,70.55999755859375
2022-06-24,72.63999938964844
2022-06-27,73.83000183105469
2022-06-28,73.0
2022-06-29,72.55000305175781
2022-06-30,72.54000091552734
2022-07-01,69.66000366210938
2022-07-05,69.62999725341797
2022-07-06,69.76000213623047
2022-07-07,71.93000030517578
2022-07-08,72.04000091552734
2022-07-11,70.94999694824219
2022-07-12,71.98999786376953
2022-07-13,72.83000183105469
2022-07-14,73.94999694824219
2022-07-15,75.36000061035156
2022-07-18,73.91000366210938
2022-07-19,77.06999969482422
2022-07-20,79.05000305175781
2022-07-21,80.56999969482422
2022-07-22,79.66999816894531
2022-07-25,79.72000122070312
2022-07-26,79.04000091552734
2022-07-27,81.81999969482422
2022-07-28,82.87000274658203
2022-07-29,85.45999908447266
2022-08-01,83.75
2022-08-02,84.04000091552734
2022-08-03,88.45999908447266
2022-08-04,87.72000122070312
2022-08-05,85.77999877929688
2022-08-08,84.79000091552734
2022-08-09,83.22000122070312
2022-08-10,85.19999694824219
2022-08-11,85.55999755859375
2022-08-12,87.58999633789062
2022-08-15,87.72000122070312
2022-08-16,88.01000213623047
2022-08-17,87.4000015258789
2022-08-18,87.69999694824219
2022-08-19,86.37999725341797
2022-08-22,84.13999938964844
2022-08-23,84.5
2022-08-24,84.18000030517578
2022-08-25,85.83000183105469
2022-08-26,82.72000122070312
2022-08-29,80.79000091552734
2022-08-30,78.27999877929688
2022-08-31,76.69000244140625
2022-09-01,74.02999877929688
2022-09-02,73.23999786376953
2022-09-06,72.2699966430664
2022-09-07,73.18000030517578
2022-09-08,73.56999969482422
2022-09-09,75.43000030517578
2022-09-12,77.33000183105469
2022-09-13,73.55999755859375
2022-09-14,73.98999786376953
2022-09-15,74.93000030517578
2022-09-16,75.01000213623047
2022-09-19,76.0199966430664
2022-09-20,77.16999816894531
2022-09-21,77.86000061035156
2022-09-22,76.91999816894531
2022-09-23,75.5199966430664
2022-09-26,73.3499984741211
2022-09-27,73.88999938964844
2022-09-28,72.62000274658203
2022-09-29,69.55000305175781
2022-09-30,68.80000305175781
2022-10-03,69.75
2022-10-04,71.62000274658203
2022-10-05,73.06999969482422
2022-10-06,71.69000244140625
2022-10-07,68.08999633789062
2022-10-10,66.44999694824219
2022-10-11,65.55000305175781
2022-10-12,63.880001068115234
2022-10-13,66.83000183105469
2022-10-14,64.58000183105469
2022-10-17,66.01000213623047
2022-10-18,65.72000122070312
2022-10-19,65.66000366210938
2022-10-20,65.47000122070312
2022-10-21,67.80000305175781
2022-10-24,67.66999816894531
2022-10-25,68.33999633789062
2022-10-26,66.93000030517578
2022-10-27,65.1500015258789
2022-10-28,68.77999877929688
2022-10-31,67.12000274658203
2022-11-01,67.8499984741211
2022-11-02,70.9000015258789
2022-11-03,67.1500015258789
2022-11-04,68.16999816894531
2022-11-07,67.43000030517578
2022-11-08,69.44000244140625
2022-11-09,68.5
2022-11-10,73.25
2022-11-11,74.91999816894531
2022-11-14,74.8499984741211
2022-11-15,77.22000122070312
2022-11-16,74.47000122070312
2022-11-17,74.3499984741211
2022-11-18,76.69999694824219
2022-11-21,73.80000305175781
2022-11-22,75.91000366210938
2022-11-23,76.93000030517578
2022-11-25,75.11000061035156
2022-11-28,72.8499984741211
2022-11-29,70.95999908447266
2022-11-30,74.70999908447266
2022-12-01,75.13999938964844
2022-12-02,74.08999633789062
2022-12-05,73.54000091552734
2022-12-06,73.22000122070312
2022-12-07,74.04000091552734
2022-12-08,77.69999694824219
2022-12-09,76.8499984741211
2022-12-12,77.79000091552734
2022-12-13,79.4000015258789
2022-12-14,78.55000305175781
2022-12-15,77.37999725341797
2022-12-16,76.80999755859375
2022-12-19,76.1500015258789
2022-12-20,76.0
2022-12-21,77.43000030517578
2022-12-22,75.62000274658203
2022-12-23,74.97000122070312
2022-12-27,74.30000305175781
2022-12-28,72.5199966430664
2022-12-29,74.04000091552734
2022-12-30,74.4800033569336
2023-01-03,72.4000015258789
2023-01-04,75.1500015258789
2023-01-05,75.43000030517578
2023-01-06,78.47000122070312
2023-01-09,80.95999908447266
2023-01-10,81.29000091552734
2023-01-11,83.80000305175781
2023-01-12,84.2699966430664
2023-01-13,84.88999938964844
2023-01-17,85.66000366210938
2023-01-18,85.88999938964844
2023-01-19,85.11000061035156
2023-01-20,86.29000091552734
2023-01-23,89.29000091552734
2023-01-24,89.06999969482422
2023-01-25,88.83999633789062
2023-01-26,90.08000183105469
2023-01-27,89.69999694824219
2023-01-30,88.83999633789062
2023-01-31,90.38999938964844
2023-02-01,93.23999786376953
2023-02-02,94.88999938964844
2023-02-03,102.37999725341797
2023-02-06,102.37000274658203
2023-02-07,106.6500015258789
2023-02-08,105.11000061035156
2023-02-09,104.9800033569336
2023-02-10,104.5
2023-02-13,106.13999938964844
2023-02-14,105.8499984741211
2023-02-15,106.01000213623047
2023-02-16,104.7699966430664
2023-02-17,103.52999877929688
2023-02-21,101.66000366210938
2023-02-22,101.79000091552734
2023-02-23,102.7699966430664
2023-02-24,102.08000183105469
2023-02-27,102.19000244140625
2023-02-28,102.75
2023-03-01,103.20999908447266
2023-03-02,104.33999633789062
2023-03-03,103.73999786376953
2023-03-06,102.79000091552734
2023-03-07,103.2300033569336
2023-03-08,104.19000244140625
2023-03-09,101.86000061035156
2023-03-10,100.79000091552734
2023-03-13,99.91999816894531
2023-03-14,102.5199966430664
2023-03-15,101.18000030517578
2023-03-16,103.0
2023-03-17,102.75
2023-03-20,104.52999877929688
2023-03-21,104.4800033569336
2023-03-22,103.58000183105469
2023-03-23,105.81999969482422
2023-03-24,105.58999633789062
2023-03-27,106.19999694824219
2023-03-28,104.38999938964844
2023-03-29,108.58999633789062
2023-03-30,109.55999755859375
2023-03-31,109.37999725341797
2023-04-03,107.62000274658203
2023-04-04,105.5999984741211
2023-04-05,102.6500015258789
2023-04-06,102.73999786376953
2023-04-10,103.30000305175781
2023-04-11,101.81999969482422
2023-04-12,89.27999877929688
2023-04-13,90.9000015258789
2023-04-14,89.16999816894531
2023-04-17,89.4000015258789
2023-04-18,88.83000183105469
2023-04-19,89.06999969482422
2023-04-20,88.75
