Date,PANW
2022-09-27,163.66000366210938
2022-09-28,166.8000030517578
2022-09-29,165.5800018310547
2022-09-30,163.7899932861328
2022-10-03,169.69000244140625
2022-10-04,173.83999633789062
2022-10-05,175.64999389648438
2022-10-06,174.75
2022-10-07,169.91000366210938
2022-10-10,163.13999938964844
2022-10-11,157.3699951171875
2022-10-12,155.30999755859375
2022-10-13,157.88999938964844
2022-10-14,154.8300018310547
2022-10-17,158.5399932861328
2022-10-18,163.3699951171875
2022-10-19,160.11000061035156
2022-10-20,158.57000732421875
2022-10-21,162.02999877929688
2022-10-24,161.33999633789062
2022-10-25,166.19000244140625
2022-10-26,166.72999572753906
2022-10-27,168.13999938964844
2022-10-28,171.0800018310547
2022-10-31,171.58999633789062
2022-11-01,170.77000427246094
2022-11-02,161.77999877929688
2022-11-03,149.6999969482422
2022-11-04,142.2100067138672
2022-11-07,144.4499969482422
2022-11-08,154.1699981689453
2022-11-09,151.57000732421875
2022-11-10,163.4600067138672
2022-11-11,165.32000732421875
2022-11-14,161.72999572753906
2022-11-15,162.3800048828125
2022-11-16,159.08999633789062
2022-11-17,156.55999755859375
2022-11-18,167.47999572753906
2022-11-21,170.6199951171875
2022-11-22,171.6699981689453
2022-11-23,173.10000610351562
2022-11-25,172.77000427246094
2022-11-28,171.38999938964844
2022-11-29,170.50999450683594
2022-11-30,169.89999389648438
2022-12-01,178.39999389648438
2022-12-02,172.69000244140625
2022-12-05,169.99000549316406
2022-12-06,166.69000244140625
2022-12-07,164.69000244140625
2022-12-08,160.77999877929688
2022-12-09,158.89999389648438
2022-12-12,161.77999877929688
2022-12-13,160.75
2022-12-14,160.22999572753906
2022-12-15,152.58999633789062
2022-12-16,151.0
2022-12-19,150.52000427246094
2022-12-20,149.27999877929688
2022-12-21,147.4199981689453
2022-12-22,143.14999389648438
2022-12-23,141.27000427246094
2022-12-27,139.2100067138672
2022-12-28,137.3300018310547
2022-12-29,140.1999969482422
2022-12-30,139.5399932861328
2023-01-03,138.4499969482422
2023-01-04,138.5399932861328
2023-01-05,135.11000061035156
2023-01-06,134.85000610351562
2023-01-09,135.0800018310547
2023-01-10,134.19000244140625
2023-01-11,136.7100067138672
2023-01-12,136.60000610351562
2023-01-13,138.86000061035156
2023-01-17,142.0
2023-01-18,141.67999267578125
2023-01-19,140.7100067138672
2023-01-20,146.10000610351562
2023-01-23,149.33999633789062
2023-01-24,151.13999938964844
2023-01-25,151.77999877929688
2023-01-26,159.11000061035156
2023-01-27,159.77999877929688
2023-01-30,157.6300048828125
2023-01-31,158.63999938964844
2023-02-01,159.72000122070312
2023-02-02,162.5500030517578
2023-02-03,159.72000122070312
2023-02-06,156.22999572753906
2023-02-07,159.6999969482422
2023-02-08,166.13999938964844
2023-02-09,166.1300048828125
2023-02-10,165.25
2023-02-13,166.30999755859375
2023-02-14,170.13999938964844
2023-02-15,177.25999450683594
2023-02-16,172.02000427246094
2023-02-17,169.27999877929688
2023-02-21,166.88999938964844
2023-02-22,187.75
2023-02-23,188.74000549316406
2023-02-24,186.6300048828125
2023-02-27,188.50999450683594
2023-02-28,188.3699951171875
2023-03-01,186.94000244140625
2023-03-02,189.85000610351562
2023-03-03,191.58999633789062
2023-03-06,187.91000366210938
2023-03-07,187.1999969482422
2023-03-08,188.3800048828125
2023-03-09,184.4199981689453
2023-03-10,185.7100067138672
2023-03-13,185.89999389648438
2023-03-14,184.47999572753906
2023-03-15,183.8000030517578
2023-03-16,189.77000427246094
2023-03-17,189.1199951171875
2023-03-20,189.42999267578125
2023-03-21,194.49000549316406
2023-03-22,190.88999938964844
2023-03-23,193.88999938964844
2023-03-24,191.5500030517578
2023-03-27,192.52999877929688
2023-03-28,190.75999450683594
2023-03-29,192.19000244140625
2023-03-30,193.57000732421875
2023-03-31,199.74000549316406
2023-04-03,196.3300018310547
2023-04-04,196.55999755859375
2023-04-05,194.17999267578125
2023-04-06,191.92999267578125
2023-04-10,192.6199951171875
2023-04-11,192.80999755859375
2023-04-12,195.27999877929688
2023-04-13,197.8699951171875
2023-04-14,199.44000244140625
2023-04-17,201.16000366210938
2023-04-18,200.0
2023-04-19,195.32000732421875
2023-04-20,192.27000427246094
2023-04-21,193.25
2023-04-24,191.9499969482422
2023-04-25,182.57000732421875
2023-04-26,183.7899932861328
2023-04-27,185.1199951171875
2023-04-28,182.4600067138672
2023-05-01,183.3000030517578
2023-05-02,176.88999938964844
2023-05-03,177.66000366210938
2023-05-04,179.00999450683594
2023-05-05,183.92999267578125
2023-05-08,191.52000427246094
2023-05-09,195.83999633789062
2023-05-10,199.39999389648438
2023-05-11,197.17999267578125
2023-05-12,199.3000030517578
2023-05-15,193.0
2023-05-16,191.42999267578125
2023-05-17,191.52000427246094
2023-05-18,189.72000122070312
2023-05-19,188.66000366210938
2023-05-22,192.11000061035156
2023-05-23,189.74000549316406
2023-05-24,204.30999755859375
2023-05-25,207.97999572753906
2023-05-26,211.6999969482422
2023-05-30,212.47999572753906
2023-05-31,213.38999938964844
2023-06-01,216.7899932861328
2023-06-02,217.24000549316406
2023-06-05,226.7899932861328
2023-06-06,224.72000122070312
2023-06-07,216.25
2023-06-08,222.82000732421875
2023-06-09,220.10000610351562
2023-06-12,229.13999938964844
2023-06-13,233.6300048828125
2023-06-14,238.55999755859375
2023-06-15,243.8000030517578
2023-06-16,246.52999877929688
2023-06-20,241.60000610351562
2023-06-21,238.9199981689453
2023-06-22,249.14999389648438
2023-06-23,243.94000244140625
2023-06-26,243.8000030517578
2023-06-27,251.58999633789062
2023-06-28,253.41000366210938
2023-06-29,253.3300018310547
2023-06-30,255.50999450683594
2023-07-03,254.63999938964844
2023-07-05,257.8800048828125
2023-07-06,253.39999389648438
2023-07-07,247.58999633789062
2023-07-10,247.47000122070312
2023-07-11,250.22999572753906
2023-07-12,232.63999938964844
2023-07-13,239.00999450683594
2023-07-14,241.25999450683594
2023-07-17,250.0500030517578
2023-07-18,248.33999633789062
2023-07-19,246.0
2023-07-20,242.0500030517578
2023-07-21,243.82000732421875
2023-07-24,243.3300018310547
2023-07-25,242.91000366210938
2023-07-26,245.00999450683594
2023-07-27,245.27999877929688
2023-07-28,248.44000244140625
2023-07-31,249.9600067138672
2023-08-01,253.1699981689453
2023-08-02,236.1699981689453
2023-08-03,237.4499969482422
2023-08-04,218.32000732421875
2023-08-07,215.24000549316406
2023-08-08,211.47999572753906
2023-08-09,213.47000122070312
2023-08-10,214.05999755859375
2023-08-11,217.9600067138672
2023-08-14,219.33999633789062
2023-08-15,215.66000366210938
2023-08-16,213.97000122070312
2023-08-17,207.57000732421875
2023-08-18,209.69000244140625
2023-08-21,240.80999755859375
2023-08-22,234.55999755859375
2023-08-23,235.66000366210938
2023-08-24,227.4499969482422
2023-08-25,230.75999450683594
2023-08-28,232.4199981689453
2023-08-29,233.9199981689453
2023-08-30,237.89999389648438
2023-08-31,243.3000030517578
2023-09-01,242.72000122070312
2023-09-05,245.07000732421875
2023-09-06,245.2100067138672
2023-09-07,245.44000244140625
2023-09-08,248.74000549316406
2023-09-11,253.13999938964844
2023-09-12,245.72999572753906
2023-09-13,246.2899932861328
2023-09-14,245.82000732421875
2023-09-15,240.1999969482422
2023-09-18,239.88999938964844
2023-09-19,236.1699981689453
2023-09-20,235.3000030517578
2023-09-21,227.44000244140625
2023-09-22,228.50999450683594
2023-09-25,226.52999877929688
2023-09-26,226.7899932861328
2023-09-27,231.89999389648438
2023-09-28,235.17999267578125
2023-09-29,234.44000244140625
2023-10-02,236.77000427246094
2023-10-03,231.7100067138672
2023-10-04,236.44000244140625
2023-10-05,236.77999877929688
2023-10-06,246.69000244140625
2023-10-09,252.77999877929688
2023-10-10,256.7799987792969
2023-10-11,259.2099914550781
2023-10-12,260.6199951171875
2023-10-13,259.3999938964844
2023-10-16,261.5199890136719
2023-10-17,261.739990234375
2023-10-18,261.3399963378906
2023-10-19,253.1300048828125
2023-10-20,243.10000610351562
2023-10-23,246.1699981689453
2023-10-24,252.07000732421875
2023-10-25,244.7899932861328
2023-10-26,237.19000244140625
2023-10-27,238.7899932861328
2023-10-30,238.5500030517578
2023-10-31,243.02000427246094
2023-11-01,244.86000061035156
2023-11-02,250.36000061035156
2023-11-03,243.52999877929688
2023-11-06,237.0
2023-11-07,242.0800018310547
2023-11-08,241.0800018310547
2023-11-09,242.58999633789062
2023-11-10,253.50999450683594
2023-11-13,255.63999938964844
2023-11-14,261.1700134277344
2023-11-15,256.17999267578125
2023-11-16,242.3000030517578
2023-11-17,247.58999633789062
2023-11-20,260.57000732421875
2023-11-21,264.0299987792969
2023-11-22,263.1400146484375
2023-11-24,266.0799865722656
2023-11-27,269.0899963378906
2023-11-28,277.8299865722656
2023-11-29,288.9100036621094
2023-11-30,295.0899963378906
2023-12-01,296.1600036621094
2023-12-04,286.6099853515625
2023-12-05,292.7799987792969
2023-12-06,287.20001220703125
2023-12-07,293.6099853515625
2023-12-08,298.4200134277344
2023-12-11,299.8800048828125
2023-12-12,305.5799865722656
2023-12-13,313.8599853515625
2023-12-14,300.44000244140625
2023-12-15,307.29998779296875
2023-12-18,307.5799865722656
2023-12-19,308.6099853515625
2023-12-20,300.9800109863281
2023-12-21,299.3999938964844
2023-12-22,298.2099914550781
2023-12-26,300.82000732421875
2023-12-27,297.5
2023-12-28,295.5799865722656
2023-12-29,294.8800048828125
2024-01-02,288.9200134277344
2024-01-03,286.4700012207031
2024-01-04,283.29998779296875
2024-01-05,282.92999267578125
2024-01-08,289.5
2024-01-09,300.4200134277344
2024-01-10,316.0899963378906
2024-01-11,323.489990234375
2024-01-12,325.239990234375
2024-01-16,332.04998779296875
2024-01-17,330.05999755859375
2024-01-18,335.7699890136719
2024-01-19,337.739990234375
2024-01-22,345.6499938964844
2024-01-23,344.17999267578125
2024-01-24,340.239990234375
2024-01-25,340.19000244140625
2024-01-26,342.44000244140625
2024-01-29,345.25
2024-01-30,345.8900146484375
2024-01-31,338.510009765625
2024-02-01,339.9700012207031
2024-02-02,345.05999755859375
2024-02-05,344.4800109863281
2024-02-06,341.489990234375
2024-02-07,364.5
2024-02-08,367.0199890136719
2024-02-09,376.8999938964844
2024-02-12,371.9700012207031
2024-02-13,368.260009765625
2024-02-14,368.3299865722656
2024-02-15,366.8800048828125
2024-02-16,366.4100036621094
2024-02-20,366.0899963378906
2024-02-21,261.9700012207031
2024-02-22,267.82000732421875
2024-02-23,282.0899963378906
2024-02-26,302.7799987792969
2024-02-27,314.75
2024-02-28,316.1499938964844
2024-02-29,310.54998779296875
2024-03-01,302.3999938964844
2024-03-04,299.44000244140625
2024-03-05,291.1300048828125
2024-03-06,278.8599853515625
2024-03-07,286.489990234375
2024-03-08,280.20001220703125
2024-03-11,283.3299865722656
2024-03-12,284.7300109863281
2024-03-13,290.1199951171875
2024-03-14,287.5799865722656
2024-03-15,282.1600036621094
2024-03-18,285.239990234375
2024-03-19,280.5799865722656
2024-03-20,282.04998779296875
2024-03-21,287.6300048828125
2024-03-22,286.7799987792969
2024-03-25,285.07000732421875
2024-03-26,286.69000244140625
2024-03-27,282.260009765625
2024-03-28,284.1300048828125
2024-04-01,279.4200134277344
2024-04-02,273.3999938964844
2024-04-03,269.5400085449219
2024-04-04,265.20001220703125
2024-04-05,269.010009765625
2024-04-08,268.5799865722656
2024-04-09,279.1300048828125
2024-04-10,281.0
2024-04-11,283.8599853515625
2024-04-12,279.07000732421875
2024-04-15,272.1499938964844
2024-04-16,275.0199890136719
2024-04-17,277.3299865722656
2024-04-18,281.1400146484375
2024-04-19,277.7099914550781
2024-04-22,281.67999267578125
2024-04-23,293.489990234375
2024-04-24,293.82000732421875
2024-04-25,288.7900085449219
2024-04-26,291.4200134277344
2024-04-29,293.4100036621094
2024-04-30,290.8900146484375
2024-05-01,287.3399963378906
2024-05-02,295.32000732421875
2024-05-03,296.2099914550781
2024-05-06,300.57000732421875
2024-05-07,305.5199890136719
2024-05-08,303.010009765625
2024-05-09,295.6700134277344
2024-05-10,297.4700012207031
2024-05-13,302.25
2024-05-14,301.5400085449219
2024-05-15,312.32000732421875
2024-05-16,316.7799987792969
2024-05-17,317.8500061035156
2024-05-20,323.7699890136719
2024-05-21,311.6600036621094
2024-05-22,308.5799865722656
2024-05-23,311.44000244140625
2024-05-24,321.6000061035156
2024-05-28,308.010009765625
2024-05-29,306.8999938964844
2024-05-30,293.17999267578125
2024-05-31,294.9100036621094
2024-06-03,294.4800109863281
2024-06-04,290.0899963378906
2024-06-05,295.4100036621094
2024-06-06,295.92999267578125
2024-06-07,301.8999938964844
2024-06-10,309.04998779296875
2024-06-11,312.95001220703125
2024-06-12,319.7900085449219
2024-06-13,319.6600036621094
2024-06-14,317.30999755859375
2024-06-17,319.5899963378906
2024-06-18,317.0199890136719
2024-06-20,311.0400085449219
2024-06-21,320.3299865722656
2024-06-24,316.67999267578125
2024-06-25,322.67999267578125
2024-06-26,325.260009765625
2024-06-27,340.82000732421875
2024-06-28,339.010009765625
2024-07-01,340.8999938964844
2024-07-02,340.44000244140625
2024-07-03,341.20001220703125
2024-07-05,342.0899963378906
2024-07-08,337.6400146484375
2024-07-09,336.17999267578125
2024-07-10,337.05999755859375
2024-07-11,331.0400085449219
2024-07-12,336.5
2024-07-15,340.9100036621094
2024-07-16,338.5
2024-07-17,332.1400146484375
2024-07-18,323.8800048828125
2024-07-19,330.8900146484375
2024-07-22,333.70001220703125
2024-07-23,335.55999755859375
2024-07-24,324.239990234375
2024-07-25,320.1300048828125
2024-07-26,326.80999755859375
2024-07-29,322.05999755859375
2024-07-30,317.510009765625
2024-07-31,324.7300109863281
2024-08-01,315.6199951171875
2024-08-02,305.6000061035156
2024-08-05,294.17999267578125
2024-08-06,301.92999267578125
2024-08-07,304.2099914550781
2024-08-08,317.3699951171875
2024-08-09,331.4800109863281
2024-08-12,331.1000061035156
2024-08-13,333.2300109863281
2024-08-14,339.9100036621094
2024-08-15,343.2699890136719
2024-08-16,334.1099853515625
2024-08-19,343.3599853515625
2024-08-20,368.010009765625
2024-08-21,359.75
2024-08-22,349.4800109863281
2024-08-23,350.75
2024-08-26,347.1199951171875
2024-08-27,350.19000244140625
2024-08-28,350.44000244140625
2024-08-29,358.2099914550781
2024-08-30,362.7200012207031
2024-09-03,355.07000732421875
2024-09-04,346.1499938964844
2024-09-05,343.739990234375
2024-09-06,335.82000732421875
2024-09-09,344.04998779296875
2024-09-10,347.5799865722656
2024-09-11,341.7699890136719
2024-09-12,345.1600036621094
2024-09-13,346.8999938964844
2024-09-16,346.1099853515625
2024-09-17,337.92999267578125
2024-09-18,329.75
2024-09-19,333.6000061035156
2024-09-20,340.1199951171875
2024-09-23,344.1700134277344
2024-09-24,343.5199890136719
2024-09-25,340.510009765625
2024-09-26,338.7300109863281
2024-09-27,335.75
2024-09-30,341.79998779296875
2024-10-01,329.2900085449219
2024-10-02,332.1300048828125
2024-10-03,335.94000244140625
2024-10-04,342.3599853515625
2024-10-07,337.94000244140625
2024-10-08,355.1300048828125
2024-10-09,362.8699951171875
2024-10-10,369.3999938964844
2024-10-11,373.20001220703125
2024-10-14,373.9100036621094
2024-10-15,374.44000244140625
2024-10-16,373.2300109863281
2024-10-17,376.1499938964844
2024-10-18,374.8299865722656
2024-10-21,378.4100036621094
2024-10-22,376.1000061035156
2024-10-23,358.19000244140625
2024-10-24,364.5799865722656
2024-10-25,366.44000244140625
2024-10-28,362.3500061035156
2024-10-29,365.3900146484375
2024-10-30,359.510009765625
2024-10-31,360.3299865722656
2024-11-01,362.6400146484375
2024-11-04,361.1199951171875
2024-11-05,366.2900085449219
2024-11-06,385.17999267578125
2024-11-07,387.0
2024-11-08,391.3999938964844
2024-11-11,398.1000061035156
2024-11-12,398.0199890136719
2024-11-13,402.3599853515625
2024-11-14,394.3900146484375
2024-11-15,387.0
2024-11-18,386.8299865722656
2024-11-19,388.05999755859375
2024-11-20,392.8900146484375
2024-11-21,397.70001220703125
